method,n_real,n_syn,seed,class,f1
LLM_synthetic,2,10,19,worn,0.6783625730994152
real_only,2,20,19,healthy,0.7698744769874477
real_only,2,20,19,worn,0.6745562130177515
noise_aug,2,20,19,healthy,0.7666666666666667
noise_aug,2,20,19,worn,0.6666666666666666
rule,2,20,19,healthy,0.774468085106383
rule,2,20,19,worn,0.6936416184971098
random_open_loop,2,20,19,healthy,0.774468085106383
random_open_loop,2,20,19,worn,0.6936416184971098
LLM_synthetic,2,20,19,healthy,0.774468085106383
LLM_synthetic,2,20,19,worn,0.6936416184971098
real_only,2,40,19,healthy,0.7711864406779662
real_only,2,40,19,worn,0.686046511627907
noise_aug,2,40,19,healthy,0.7659574468085106
noise_aug,2,40,19,worn,0.6820809248554913
rule,2,40,19,healthy,0.7811158798283262
rule,2,40,19,worn,0.7085714285714285
random_open_loop,2,40,19,healthy,0.7763713080168776
random_open_loop,2,40,19,worn,0.6900584795321637
LLM_synthetic,2,40,19,healthy,0.7800829875518672
LLM_synthetic,2,40,19,worn,0.6826347305389222
real_only,5,10,0,healthy,0.7692307692307693
real_only,5,10,0,worn,0.6459627329192547
noise_aug,5,10,0,healthy,0.7630522088353414
noise_aug,5,10,0,worn,0.6289308176100629
rule,5,10,0,healthy,0.758893280632411
rule,5,10,0,worn,0.6064516129032258
random_open_loop,5,10,0,healthy,0.7619047619047619
random_open_loop,5,10,0,worn,0.6153846153846154
LLM_synthetic,5,10,0,healthy,0.7661290322580645
LLM_synthetic,5,10,0,worn,0.6375
real_only,5,20,0,healthy,0.7509881422924901
real_only,5,20,0,worn,0.5935483870967742
noise_aug,5,20,0,healthy,0.768
noise_aug,5,20,0,worn,0.6329113924050633
rule,5,20,0,healthy,0.7619047619047619
rule,5,20,0,worn,0.6153846153846154
random_open_loop,5,20,0,healthy,0.768
random_open_loop,5,20,0,worn,0.6329113924050633
LLM_synthetic,5,20,0,healthy,0.768
LLM_synthetic,5,20,0,worn,0.6329113924050633
real_only,5,40,0,healthy,0.7619047619047619
real_only,5,40,0,worn,0.6153846153846154
noise_aug,5,40,0,healthy,0.76
noise_aug,5,40,0,worn,0.620253164556962
rule,5,40,0,healthy,0.75
rule,5,40,0,worn,0.5789473684210527
random_open_loop,5,40,0,healthy,0.7661290322580645
random_open_loop,5,40,0,worn,0.6375
LLM_synthetic,5,40,0,healthy,0.758893280632411
LLM_synthetic,5,40,0,worn,0.6064516129032258
real_only,5,10,1,healthy,0.7464114832535885
real_only,5,10,1,worn,0.7336683417085427
noise_aug,5,10,1,healthy,0.7358490566037735
noise_aug,5,10,1,worn,0.7142857142857143
rule,5,10,1,healthy,0.7428571428571429
rule,5,10,1,worn,0.7272727272727273
random_open_loop,5,10,1,healthy,0.7559808612440191
random_open_loop,5,10,1,worn,0.7437185929648241
LLM_synthetic,5,10,1,healthy,0.7452830188679245
LLM_synthetic,5,10,1,worn,0.7244897959183674
real_only,5,20,1,healthy,0.75
real_only,5,20,1,worn,0.74
noise_aug,5,20,1,healthy,0.7647058823529411
noise_aug,5,20,1,worn,0.7647058823529411
rule,5,20,1,healthy,0.7523809523809524
rule,5,20,1,worn,0.7373737373737373
random_open_loop,5,20,1,healthy,0.7559808612440191
random_open_loop,5,20,1,worn,0.7437185929648241
LLM_synthetic,5,20,1,healthy,0.7523809523809524
LLM_synthetic,5,20,1,worn,0.7373737373737373
real_only,5,40,1,healthy,0.7464114832535885
real_only,5,40,1,worn,0.7336683417085427
noise_aug,5,40,1,healthy,0.7536231884057971
noise_aug,5,40,1,worn,0.746268656716418
rule,5,40,1,healthy,0.7417840375586855
rule,5,40,1,worn,0.717948717948718
random_open_loop,5,40,1,healthy,0.7596153846153846
random_open_loop,5,40,1,worn,0.75
LLM_synthetic,5,40,1,healthy,0.7488151658767772
LLM_synthetic,5,40,1,worn,0.7309644670050761
real_only,5,10,2,healthy,0.6832740213523132
real_only,5,10,2,worn,0.2992125984251969
noise_aug,5,10,2,healthy,0.7084870848708487
noise_aug,5,10,2,worn,0.4233576642335766
rule,5,10,2,healthy,0.7245283018867924
rule,5,10,2,worn,0.48951048951048953
random_open_loop,5,10,2,healthy,0.7191011235955056
random_open_loop,5,10,2,worn,0.46808510638297873
LLM_synthetic,5,10,2,healthy,0.7007299270072993
LLM_synthetic,5,10,2,worn,0.3880597014925373
real_only,5,20,2,healthy,0.6906474820143885
real_only,5,20,2,worn,0.3384615384615385
noise_aug,5,20,2,healthy,0.6881720430107527
noise_aug,5,20,2,worn,0.32558139534883723
rule,5,20,2,healthy,0.7137546468401487
rule,5,20,2,worn,0.4460431654676259
random_open_loop,5,20,2,healthy,0.7164179104477612
random_open_loop,5,20,2,worn,0.45714285714285713
LLM_synthetic,5,20,2,healthy,0.7137546468401487
LLM_synthetic,5,20,2,worn,0.4460431654676259
real_only,5,40,2,healthy,0.7032967032967034
real_only,5,40,2,worn,0.4
noise_aug,5,40,2,healthy,0.6881720430107527
noise_aug,5,40,2,worn,0.32558139534883723
rule,5,40,2,healthy,0.7137546468401487
rule,5,40,2,worn,0.4460431654676259
random_open_loop,5,40,2,healthy,0.732824427480916
random_open_loop,5,40,2,worn,0.5205479452054794
LLM_synthetic,5,40,2,healthy,0.7058823529411765
LLM_synthetic,5,40,2,worn,0.4117647058823529
real_only,5,10,3,healthy,0.8603351955307262
real_only,5,10,3,worn,0.8908296943231441
noise_aug,5,10,3,healthy,0.8603351955307262
noise_aug,5,10,3,worn,0.8908296943231441
rule,5,10,3,healthy,0.8603351955307262
rule,5,10,3,worn,0.8908296943231441
random_open_loop,5,10,3,healthy,0.861878453038674
random_open_loop,5,10,3,worn,0.8898678414096917
LLM_synthetic,5,10,3,healthy,0.8603351955307262
LLM_synthetic,5,10,3,worn,0.8908296943231441
real_only,5,20,3,healthy,0.8666666666666667
real_only,5,20,3,worn,0.8947368421052632
noise_aug,5,20,3,healthy,0.8571428571428571
noise_aug,5,20,3,worn,0.8849557522123894
rule,5,20,3,healthy,0.8571428571428571
rule,5,20,3,worn,0.8849557522123894
random_open_loop,5,20,3,healthy,0.8210526315789474
random_open_loop,5,20,3,worn,0.8440366972477065
LLM_synthetic,5,20,3,healthy,0.8387096774193549
LLM_synthetic,5,20,3,worn,0.8648648648648649
real_only,5,40,3,healthy,0.8651685393258427
real_only,5,40,3,worn,0.8956521739130435
noise_aug,5,40,3,healthy,0.8555555555555555
noise_aug,5,40,3,worn,0.8859649122807017
rule,5,40,3,healthy,0.8494623655913979
rule,5,40,3,worn,0.8738738738738738
random_open_loop,5,40,3,healthy,0.806282722513089
random_open_loop,5,40,3,worn,0.8294930875576036
LLM_synthetic,5,40,3,healthy,0.8524590163934426
LLM_synthetic,5,40,3,worn,0.88
real_only,5,10,4,healthy,0.6967213114754098
real_only,5,10,4,worn,0.5487804878048781
noise_aug,5,10,4,healthy,0.71900826446281
noise_aug,5,10,4,worn,0.5903614457831325
rule,5,10,4,healthy,0.7372881355932204
rule,5,10,4,worn,0.6395348837209303
random_open_loop,5,10,4,healthy,0.7302904564315352
random_open_loop,5,10,4,worn,0.6107784431137725
LLM_synthetic,5,10,4,healthy,0.7136929460580913
LLM_synthetic,5,10,4,worn,0.5868263473053892
real_only,5,20,4,healthy,0.7125506072874493
real_only,5,20,4,worn,0.5590062111801242
noise_aug,5,20,4,healthy,0.712
noise_aug,5,20,4,worn,0.5443037974683544
rule,5,20,4,healthy,0.7426160337552743
rule,5,20,4,worn,0.6432748538011696
random_open_loop,5,20,4,healthy,0.7196652719665272
random_open_loop,5,20,4,worn,0.6035502958579881
LLM_synthetic,5,20,4,healthy,0.7372881355932204
LLM_synthetic,5,20,4,worn,0.6395348837209303
real_only,5,40,4,healthy,0.7242798353909465
real_only,5,40,4,worn,0.593939393939394
noise_aug,5,40,4,healthy,0.7325102880658436
noise_aug,5,40,4,worn,0.6060606060606061
rule,5,40,4,healthy,0.7510548523206751
rule,5,40,4,worn,0.6549707602339181
random_open_loop,5,40,4,healthy,0.7521367521367521
random_open_loop,5,40,4,worn,0.6666666666666666
LLM_synthetic,5,40,4,healthy,0.7107438016528925
LLM_synthetic,5,40,4,worn,0.5783132530120482
real_only,5,10,5,healthy,0.712
real_only,5,10,5,worn,0.5443037974683544
noise_aug,5,10,5,healthy,0.7096774193548387
noise_aug,5,10,5,worn,0.55
rule,5,10,5,healthy,0.7063492063492064
rule,5,10,5,worn,0.5256410256410257
random_open_loop,5,10,5,healthy,0.728744939271255
random_open_loop,5,10,5,worn,0.5838509316770186
LLM_synthetic,5,10,5,healthy,0.7073170731707317
LLM_synthetic,5,10,5,worn,0.5555555555555556
real_only,5,20,5,healthy,0.7125506072874493
real_only,5,20,5,worn,0.5590062111801242
noise_aug,5,20,5,healthy,0.7073170731707317
noise_aug,5,20,5,worn,0.5555555555555556
rule,5,20,5,healthy,0.7020408163265306
rule,5,20,5,worn,0.5521472392638037
random_open_loop,5,20,5,healthy,0.6987951807228916
random_open_loop,5,20,5,worn,0.5283018867924528
LLM_synthetic,5,20,5,healthy,0.7154471544715447
LLM_synthetic,5,20,5,worn,0.5679012345679012
real_only,5,40,5,healthy,0.7125506072874493
real_only,5,40,5,worn,0.5590062111801242
noise_aug,5,40,5,healthy,0.7136929460580913
noise_aug,5,40,5,worn,0.5868263473053892
rule,5,40,5,healthy,0.72
rule,5,40,5,worn,0.5569620253164557
random_open_loop,5,40,5,healthy,0.7258064516129032
random_open_loop,5,40,5,worn,0.575
LLM_synthetic,5,40,5,healthy,0.72
LLM_synthetic,5,40,5,worn,0.5569620253164557
real_only,5,10,6,healthy,0.7342995169082126
real_only,5,10,6,worn,0.7263681592039801
noise_aug,5,10,6,healthy,0.7475728155339806
noise_aug,5,10,6,worn,0.7425742574257426
rule,5,10,6,healthy,0.7596153846153846
rule,5,10,6,worn,0.75
random_open_loop,5,10,6,healthy,0.7830188679245284
random_open_loop,5,10,6,worn,0.7653061224489796
LLM_synthetic,5,10,6,healthy,0.7547169811320755
LLM_synthetic,5,10,6,worn,0.7346938775510204
real_only,5,20,6,healthy,0.7289719626168224
real_only,5,20,6,worn,0.7010309278350515
noise_aug,5,20,6,healthy,0.7475728155339806
noise_aug,5,20,6,worn,0.7425742574257426
rule,5,20,6,healthy,0.7692307692307693
rule,5,20,6,worn,0.76
random_open_loop,5,20,6,healthy,0.75
random_open_loop,5,20,6,worn,0.71875
LLM_synthetic,5,20,6,healthy,0.7627906976744186
LLM_synthetic,5,20,6,worn,0.7357512953367875
real_only,5,40,6,healthy,0.7403846153846154
real_only,5,40,6,worn,0.73
noise_aug,5,40,6,healthy,0.7450980392156863
noise_aug,5,40,6,worn,0.7450980392156863
rule,5,40,6,healthy,0.7596153846153846
rule,5,40,6,worn,0.75
random_open_loop,5,40,6,healthy,0.7677725118483413
random_open_loop,5,40,6,worn,0.751269035532995
LLM_synthetic,5,40,6,healthy,0.7582938388625592
LLM_synthetic,5,40,6,worn,0.7411167512690355
real_only,5,10,7,healthy,0.694980694980695
real_only,5,10,7,worn,0.4697986577181208
noise_aug,5,10,7,healthy,0.694980694980695
noise_aug,5,10,7,worn,0.4697986577181208
rule,5,10,7,healthy,0.694980694980695
rule,5,10,7,worn,0.4697986577181208
random_open_loop,5,10,7,healthy,0.7003891050583657
random_open_loop,5,10,7,worn,0.4900662251655629
LLM_synthetic,5,10,7,healthy,0.6976744186046512
LLM_synthetic,5,10,7,worn,0.48
real_only,5,20,7,healthy,0.6976744186046512
real_only,5,20,7,worn,0.48
noise_aug,5,20,7,healthy,0.6923076923076923
noise_aug,5,20,7,worn,0.4594594594594595
rule,5,20,7,healthy,0.6923076923076923
rule,5,20,7,worn,0.4594594594594595
random_open_loop,5,20,7,healthy,0.6923076923076923
random_open_loop,5,20,7,worn,0.4594594594594595
LLM_synthetic,5,20,7,healthy,0.6923076923076923
LLM_synthetic,5,20,7,worn,0.4594594594594595
real_only,5,40,7,healthy,0.694980694980695
real_only,5,40,7,worn,0.4697986577181208
noise_aug,5,40,7,healthy,0.694980694980695
noise_aug,5,40,7,worn,0.4697986577181208
rule,5,40,7,healthy,0.7003891050583657
rule,5,40,7,worn,0.4900662251655629
random_open_loop,5,40,7,healthy,0.7086614173228346
random_open_loop,5,40,7,worn,0.5194805194805194
LLM_synthetic,5,40,7,healthy,0.6976744186046512
LLM_synthetic,5,40,7,worn,0.48
real_only,5,10,8,healthy,0.704
real_only,5,10,8,worn,0.5316455696202531
noise_aug,5,10,8,healthy,0.7091633466135459
noise_aug,5,10,8,worn,0.535031847133758
rule,5,10,8,healthy,0.712
rule,5,10,8,worn,0.5443037974683544
random_open_loop,5,10,8,healthy,0.7096774193548387
random_open_loop,5,10,8,worn,0.55
LLM_synthetic,5,10,8,healthy,0.7044534412955465
LLM_synthetic,5,10,8,worn,0.546583850931677
real_only,5,20,8,healthy,0.7091633466135459
real_only,5,20,8,worn,0.535031847133758
noise_aug,5,20,8,healthy,0.7142857142857143
noise_aug,5,20,8,worn,0.5384615384615384
rule,5,20,8,healthy,0.7091633466135459
rule,5,20,8,worn,0.535031847133758
random_open_loop,5,20,8,healthy,0.7044534412955465
random_open_loop,5,20,8,worn,0.546583850931677
LLM_synthetic,5,20,8,healthy,0.7131147540983607
LLM_synthetic,5,20,8,worn,0.573170731707317
real_only,5,40,8,healthy,0.7091633466135459
real_only,5,40,8,worn,0.535031847133758
noise_aug,5,40,8,healthy,0.717741935483871
noise_aug,5,40,8,worn,0.5625
rule,5,40,8,healthy,0.7193675889328063
rule,5,40,8,worn,0.5419354838709678
random_open_loop,5,40,8,healthy,0.717741935483871
random_open_loop,5,40,8,worn,0.5625
LLM_synthetic,5,40,8,healthy,0.72
LLM_synthetic,5,40,8,worn,0.5569620253164557
real_only,5,10,9,healthy,0.8444444444444444
real_only,5,10,9,worn,0.8771929824561403
noise_aug,5,10,9,healthy,0.8426966292134831
noise_aug,5,10,9,worn,0.8782608695652174
rule,5,10,9,healthy,0.8571428571428571
rule,5,10,9,worn,0.8849557522123894
random_open_loop,5,10,9,healthy,0.8351648351648352
random_open_loop,5,10,9,worn,0.8672566371681416
LLM_synthetic,5,10,9,healthy,0.8524590163934426
LLM_synthetic,5,10,9,worn,0.88
real_only,5,20,9,healthy,0.8379888268156425
real_only,5,20,9,worn,0.8733624454148472
noise_aug,5,20,9,healthy,0.8306010928961749
noise_aug,5,20,9,worn,0.8622222222222222
rule,5,20,9,healthy,0.8651685393258427
rule,5,20,9,worn,0.8956521739130435
random_open_loop,5,20,9,healthy,0.8603351955307262
random_open_loop,5,20,9,worn,0.8908296943231441
LLM_synthetic,5,20,9,healthy,0.8648648648648649
LLM_synthetic,5,20,9,worn,0.8878923766816144
real_only,5,40,9,healthy,0.8539325842696629
real_only,5,40,9,worn,0.8869565217391304
noise_aug,5,40,9,healthy,0.813953488372093
noise_aug,5,40,9,worn,0.864406779661017
rule,5,40,9,healthy,0.8571428571428571
rule,5,40,9,worn,0.8849557522123894
random_open_loop,5,40,9,healthy,0.8432432432432433
random_open_loop,5,40,9,worn,0.8699551569506726
LLM_synthetic,5,40,9,healthy,0.8478260869565217
LLM_synthetic,5,40,9,worn,0.875
real_only,5,10,10,healthy,0.6559139784946236
real_only,5,10,10,worn,0.7117117117117117
noise_aug,5,10,10,healthy,0.6363636363636364
noise_aug,5,10,10,worn,0.7241379310344828
rule,5,10,10,healthy,0.7796610169491526
rule,5,10,10,worn,0.8311688311688312
random_open_loop,5,10,10,healthy,0.7759562841530054
random_open_loop,5,10,10,worn,0.8177777777777778
LLM_synthetic,5,10,10,healthy,0.7444444444444445
LLM_synthetic,5,10,10,worn,0.7982456140350878
real_only,5,20,10,healthy,0.6736842105263158
real_only,5,20,10,worn,0.7155963302752294
noise_aug,5,20,10,healthy,0.6440677966101694
noise_aug,5,20,10,worn,0.7272727272727273
rule,5,20,10,healthy,0.7934782608695652
rule,5,20,10,worn,0.8303571428571429
random_open_loop,5,20,10,healthy,0.7752808988764045
random_open_loop,5,20,10,worn,0.8260869565217391
LLM_synthetic,5,20,10,healthy,0.8087431693989071
LLM_synthetic,5,20,10,worn,0.8444444444444444
real_only,5,40,10,healthy,0.6632124352331606
real_only,5,40,10,worn,0.6976744186046512
noise_aug,5,40,10,healthy,0.6666666666666666
noise_aug,5,40,10,worn,0.6763285024154589
rule,5,40,10,healthy,0.8268156424581006
rule,5,40,10,worn,0.8646288209606987
random_open_loop,5,40,10,healthy,0.7955801104972375
random_open_loop,5,40,10,worn,0.8370044052863436
LLM_synthetic,5,40,10,healthy,0.8043478260869565
LLM_synthetic,5,40,10,worn,0.8392857142857143
real_only,5,10,11,healthy,0.7692307692307693
real_only,5,10,11,worn,0.6459627329192547
noise_aug,5,10,11,healthy,0.7723577235772358
noise_aug,5,10,11,worn,0.654320987654321
rule,5,10,11,healthy,0.7786885245901639
rule,5,10,11,worn,0.6707317073170732
random_open_loop,5,10,11,healthy,0.7851239669421488
random_open_loop,5,10,11,worn,0.6867469879518072
LLM_synthetic,5,10,11,healthy,0.7883817427385892
LLM_synthetic,5,10,11,worn,0.6946107784431138
real_only,5,20,11,healthy,0.7384615384615385
real_only,5,20,11,worn,0.5405405405405406
noise_aug,5,20,11,healthy,0.7619047619047619
noise_aug,5,20,11,worn,0.6153846153846154
rule,5,20,11,healthy,0.7883817427385892
rule,5,20,11,worn,0.6946107784431138
random_open_loop,5,20,11,healthy,0.7723577235772358
random_open_loop,5,20,11,worn,0.654320987654321
LLM_synthetic,5,20,11,healthy,0.7836734693877551
LLM_synthetic,5,20,11,worn,0.6748466257668712
real_only,5,40,11,healthy,0.7480314960629921
real_only,5,40,11,worn,0.5844155844155844
noise_aug,5,40,11,healthy,0.7529411764705882
noise_aug,5,40,11,worn,0.5882352941176471
rule,5,40,11,healthy,0.8
rule,5,40,11,worn,0.7142857142857143
random_open_loop,5,40,11,healthy,0.7901234567901234
random_open_loop,5,40,11,worn,0.6909090909090909
LLM_synthetic,5,40,11,healthy,0.7933884297520661
LLM_synthetic,5,40,11,worn,0.6987951807228916
real_only,5,10,12,healthy,0.723404255319149
real_only,5,10,12,worn,0.6242774566473989
noise_aug,5,10,12,healthy,0.7359307359307359
noise_aug,5,10,12,worn,0.655367231638418
rule,5,10,12,healthy,0.7565217391304347
rule,5,10,12,worn,0.6853932584269663
random_open_loop,5,10,12,healthy,0.7445887445887446
random_open_loop,5,10,12,worn,0.6666666666666666
LLM_synthetic,5,10,12,healthy,0.7381974248927039
LLM_synthetic,5,10,12,worn,0.6514285714285715
real_only,5,20,12,healthy,0.6938775510204082
real_only,5,20,12,worn,0.5398773006134969
noise_aug,5,20,12,healthy,0.7445887445887446
noise_aug,5,20,12,worn,0.6666666666666666
rule,5,20,12,healthy,0.7577092511013216
rule,5,20,12,worn,0.6961325966850829
random_open_loop,5,20,12,healthy,0.7565217391304347
random_open_loop,5,20,12,worn,0.6853932584269663
LLM_synthetic,5,20,12,healthy,0.7413793103448276
LLM_synthetic,5,20,12,worn,0.6590909090909091
real_only,5,40,12,healthy,0.7296137339055794
real_only,5,40,12,worn,0.64
noise_aug,5,40,12,healthy,0.7341772151898734
noise_aug,5,40,12,worn,0.631578947368421
rule,5,40,12,healthy,0.7542372881355932
rule,5,40,12,worn,0.6627906976744186
random_open_loop,5,40,12,healthy,0.7665198237885462
random_open_loop,5,40,12,worn,0.7071823204419889
LLM_synthetic,5,40,12,healthy,0.7685589519650655
LLM_synthetic,5,40,12,worn,0.7039106145251397
real_only,5,10,13,healthy,0.8260869565217391
real_only,5,10,13,worn,0.8571428571428571
noise_aug,5,10,13,healthy,0.8128342245989305
noise_aug,5,10,13,worn,0.8416289592760181
rule,5,10,13,healthy,0.8108108108108109
rule,5,10,13,worn,0.8430493273542601
random_open_loop,5,10,13,healthy,0.8172043010752689
random_open_loop,5,10,13,worn,0.8468468468468469
LLM_synthetic,5,10,13,healthy,0.8172043010752689
LLM_synthetic,5,10,13,worn,0.8468468468468469
real_only,5,20,13,healthy,0.7978142076502732
real_only,5,20,13,worn,0.8355555555555556
noise_aug,5,20,13,healthy,0.8108108108108109
noise_aug,5,20,13,worn,0.8430493273542601
rule,5,20,13,healthy,0.8148148148148148
rule,5,20,13,worn,0.8401826484018264
random_open_loop,5,20,13,healthy,0.8253968253968254
random_open_loop,5,20,13,worn,0.8493150684931506
LLM_synthetic,5,20,13,healthy,0.8128342245989305
LLM_synthetic,5,20,13,worn,0.8416289592760181
real_only,5,40,13,healthy,0.8108108108108109
real_only,5,40,13,worn,0.8430493273542601
noise_aug,5,40,13,healthy,0.7958115183246073
noise_aug,5,40,13,worn,0.8202764976958525
rule,5,40,13,healthy,0.8253968253968254
rule,5,40,13,worn,0.8493150684931506
random_open_loop,5,40,13,healthy,0.8144329896907216
random_open_loop,5,40,13,worn,0.8317757009345794
LLM_synthetic,5,40,13,healthy,0.8172043010752689
LLM_synthetic,5,40,13,worn,0.8468468468468469
real_only,5,10,14,healthy,0.7428571428571429
real_only,5,10,14,worn,0.6134969325153374
noise_aug,5,10,14,healthy,0.7419354838709677
noise_aug,5,10,14,worn,0.6
rule,5,10,14,healthy,0.7377049180327869
rule,5,10,14,worn,0.6097560975609756
random_open_loop,5,10,14,healthy,0.7430830039525692
random_open_loop,5,10,14,worn,0.5806451612903226
LLM_synthetic,5,10,14,healthy,0.7398373983739838
LLM_synthetic,5,10,14,worn,0.6049382716049383
real_only,5,20,14,healthy,0.7510204081632653
real_only,5,20,14,worn,0.6257668711656442
noise_aug,5,20,14,healthy,0.7377049180327869
noise_aug,5,20,14,worn,0.6097560975609756
rule,5,20,14,healthy,0.7550200803212851
rule,5,20,14,worn,0.6163522012578616
random_open_loop,5,20,14,healthy,0.746031746031746
random_open_loop,5,20,14,worn,0.5897435897435898
LLM_synthetic,5,20,14,healthy,0.7330677290836654
LLM_synthetic,5,20,14,worn,0.5732484076433121
real_only,5,40,14,healthy,0.743801652892562
real_only,5,40,14,worn,0.6265060240963856
noise_aug,5,40,14,healthy,0.7489361702127659
noise_aug,5,40,14,worn,0.6589595375722543
rule,5,40,14,healthy,0.7410358565737052
rule,5,40,14,worn,0.5859872611464968
random_open_loop,5,40,14,healthy,0.7449392712550608
random_open_loop,5,40,14,worn,0.6086956521739131
LLM_synthetic,5,40,14,healthy,0.75
LLM_synthetic,5,40,14,worn,0.6125
real_only,5,10,15,healthy,0.7294117647058823
real_only,5,10,15,worn,0.5490196078431373
noise_aug,5,10,15,healthy,0.7389558232931727
noise_aug,5,10,15,worn,0.5911949685534591
rule,5,10,15,healthy,0.7622950819672131
rule,5,10,15,worn,0.6463414634146342
random_open_loop,5,10,15,healthy,0.7389558232931727
random_open_loop,5,10,15,worn,0.5911949685534591
LLM_synthetic,5,10,15,healthy,0.7309236947791165
LLM_synthetic,5,10,15,worn,0.5786163522012578
real_only,5,20,15,healthy,0.7389558232931727
real_only,5,20,15,worn,0.5911949685534591
noise_aug,5,20,15,healthy,0.7294117647058823
noise_aug,5,20,15,worn,0.5490196078431373
rule,5,20,15,healthy,0.7673469387755102
rule,5,20,15,worn,0.6503067484662577
random_open_loop,5,20,15,healthy,0.7550200803212851
random_open_loop,5,20,15,worn,0.6163522012578616
LLM_synthetic,5,20,15,healthy,0.7510204081632653
LLM_synthetic,5,20,15,worn,0.6257668711656442
real_only,5,40,15,healthy,0.7430830039525692
real_only,5,40,15,worn,0.5806451612903226
noise_aug,5,40,15,healthy,0.7569721115537849
noise_aug,5,40,15,worn,0.6114649681528662
rule,5,40,15,healthy,0.7469879518072289
rule,5,40,15,worn,0.6037735849056604
random_open_loop,5,40,15,healthy,0.7591836734693878
random_open_loop,5,40,15,worn,0.6380368098159509
LLM_synthetic,5,40,15,healthy,0.7419354838709677
LLM_synthetic,5,40,15,worn,0.6
real_only,5,10,16,healthy,0.7164179104477612
real_only,5,10,16,worn,0.45714285714285713
noise_aug,5,10,16,healthy,0.7164179104477612
noise_aug,5,10,16,worn,0.45714285714285713
rule,5,10,16,healthy,0.7741935483870968
rule,5,10,16,worn,0.65
random_open_loop,5,10,16,healthy,0.768
random_open_loop,5,10,16,worn,0.6329113924050633
LLM_synthetic,5,10,16,healthy,0.75
LLM_synthetic,5,10,16,worn,0.5789473684210527
real_only,5,20,16,healthy,0.7084870848708487
real_only,5,20,16,worn,0.4233576642335766
noise_aug,5,20,16,healthy,0.7058823529411765
noise_aug,5,20,16,worn,0.4117647058823529
rule,5,20,16,healthy,0.7741935483870968
rule,5,20,16,worn,0.65
random_open_loop,5,20,16,healthy,0.7804878048780488
random_open_loop,5,20,16,worn,0.6666666666666666
LLM_synthetic,5,20,16,healthy,0.7773279352226721
LLM_synthetic,5,20,16,worn,0.6583850931677019
real_only,5,40,16,healthy,0.7137546468401487
real_only,5,40,16,worn,0.4460431654676259
noise_aug,5,40,16,healthy,0.7413127413127413
noise_aug,5,40,16,worn,0.5503355704697986
rule,5,40,16,healthy,0.7868852459016393
rule,5,40,16,worn,0.6829268292682927
random_open_loop,5,40,16,healthy,0.7966804979253111
random_open_loop,5,40,16,worn,0.7065868263473054
LLM_synthetic,5,40,16,healthy,0.7836734693877551
LLM_synthetic,5,40,16,worn,0.6748466257668712
real_only,5,10,17,healthy,0.7547169811320755
real_only,5,10,17,worn,0.7346938775510204
noise_aug,5,10,17,healthy,0.7488151658767772
noise_aug,5,10,17,worn,0.7309644670050761
rule,5,10,17,healthy,0.7476635514018691
rule,5,10,17,worn,0.7216494845360825
random_open_loop,5,10,17,healthy,0.7547169811320755
random_open_loop,5,10,17,worn,0.7346938775510204
LLM_synthetic,5,10,17,healthy,0.7692307692307693
LLM_synthetic,5,10,17,worn,0.76
real_only,5,20,17,healthy,0.7547169811320755
real_only,5,20,17,worn,0.7346938775510204
noise_aug,5,20,17,healthy,0.7592592592592593
noise_aug,5,20,17,worn,0.7291666666666666
rule,5,20,17,healthy,0.7619047619047619
rule,5,20,17,worn,0.7474747474747475
random_open_loop,5,20,17,healthy,0.7582938388625592
random_open_loop,5,20,17,worn,0.7411167512690355
LLM_synthetic,5,20,17,healthy,0.7619047619047619
LLM_synthetic,5,20,17,worn,0.7474747474747475
real_only,5,40,17,healthy,0.7804878048780488
real_only,5,40,17,worn,0.7783251231527094
noise_aug,5,40,17,healthy,0.7417840375586855
noise_aug,5,40,17,worn,0.717948717948718
rule,5,40,17,healthy,0.7843137254901961
rule,5,40,17,worn,0.7843137254901961
random_open_loop,5,40,17,healthy,0.7864077669902912
random_open_loop,5,40,17,worn,0.7821782178217822
LLM_synthetic,5,40,17,healthy,0.7692307692307693
LLM_synthetic,5,40,17,worn,0.76
real_only,5,10,18,healthy,0.7589743589743589
real_only,5,10,18,worn,0.7793427230046949
noise_aug,5,10,18,healthy,0.7835051546391752
noise_aug,5,10,18,worn,0.8037383177570093
rule,5,10,18,healthy,0.8140703517587939
rule,5,10,18,worn,0.8229665071770335
random_open_loop,5,10,18,healthy,0.8181818181818182
random_open_loop,5,10,18,worn,0.8285714285714286
LLM_synthetic,5,10,18,healthy,0.7918781725888325
LLM_synthetic,5,10,18,worn,0.8056872037914692
real_only,5,20,18,healthy,0.7794871794871795
real_only,5,20,18,worn,0.7981220657276995
noise_aug,5,20,18,healthy,0.7668393782383419
noise_aug,5,20,18,worn,0.7906976744186046
rule,5,20,18,healthy,0.83
rule,5,20,18,worn,0.8365384615384616
random_open_loop,5,20,18,healthy,0.83
random_open_loop,5,20,18,worn,0.8365384615384616
LLM_synthetic,5,20,18,healthy,0.8118811881188119
LLM_synthetic,5,20,18,worn,0.8155339805825242
real_only,5,40,18,healthy,0.7578947368421053
real_only,5,40,18,worn,0.7889908256880734
noise_aug,5,40,18,healthy,0.7604166666666666
noise_aug,5,40,18,worn,0.7870370370370371
rule,5,40,18,healthy,0.8258706467661692
rule,5,40,18,worn,0.8309178743961353
