method,n_real,n_syn,seed,class,f1
random_open_loop,5,40,18,healthy,0.8527918781725888
random_open_loop,5,40,18,worn,0.8625592417061612
LLM_synthetic,5,40,18,healthy,0.8177339901477833
LLM_synthetic,5,40,18,worn,0.8195121951219512
real_only,5,10,19,healthy,0.8795811518324608
real_only,5,10,19,worn,0.8940092165898618
noise_aug,5,10,19,healthy,0.8783068783068783
noise_aug,5,10,19,worn,0.8949771689497716
rule,5,10,19,healthy,0.8900523560209425
rule,5,10,19,worn,0.9032258064516129
random_open_loop,5,10,19,healthy,0.8585858585858586
random_open_loop,5,10,19,worn,0.8666666666666667
LLM_synthetic,5,10,19,healthy,0.8829787234042553
LLM_synthetic,5,10,19,worn,0.9
real_only,5,20,19,healthy,0.8817204301075269
real_only,5,20,19,worn,0.9009009009009009
noise_aug,5,20,19,healthy,0.8756756756756757
noise_aug,5,20,19,worn,0.8968609865470852
rule,5,20,19,healthy,0.8673469387755102
rule,5,20,19,worn,0.8773584905660378
random_open_loop,5,20,19,healthy,0.8775510204081632
random_open_loop,5,20,19,worn,0.8867924528301887
LLM_synthetic,5,20,19,healthy,0.875
LLM_synthetic,5,20,19,worn,0.8888888888888888
real_only,5,40,19,healthy,0.8900523560209425
real_only,5,40,19,worn,0.9032258064516129
noise_aug,5,40,19,healthy,0.851063829787234
noise_aug,5,40,19,worn,0.8727272727272727
rule,5,40,19,healthy,0.8631578947368421
rule,5,40,19,worn,0.8807339449541285
random_open_loop,5,40,19,healthy,0.8512820512820513
random_open_loop,5,40,19,worn,0.863849765258216
LLM_synthetic,5,40,19,healthy,0.845360824742268
LLM_synthetic,5,40,19,worn,0.8598130841121495
real_only,10,10,0,healthy,0.775
real_only,10,10,0,worn,0.6785714285714286
noise_aug,10,10,0,healthy,0.7966101694915254
noise_aug,10,10,0,worn,0.7209302325581395
rule,10,10,0,healthy,0.7800829875518672
rule,10,10,0,worn,0.6826347305389222
random_open_loop,10,10,0,healthy,0.7736625514403292
random_open_loop,10,10,0,worn,0.6666666666666666
LLM_synthetic,10,10,0,healthy,0.7932489451476793
LLM_synthetic,10,10,0,worn,0.7134502923976608
real_only,10,20,0,healthy,0.7717842323651453
real_only,10,20,0,worn,0.6706586826347305
noise_aug,10,20,0,healthy,0.7711864406779662
noise_aug,10,20,0,worn,0.686046511627907
rule,10,20,0,healthy,0.7866108786610879
rule,10,20,0,worn,0.6982248520710059
random_open_loop,10,20,0,healthy,0.7723577235772358
random_open_loop,10,20,0,worn,0.654320987654321
LLM_synthetic,10,20,0,healthy,0.7949790794979079
LLM_synthetic,10,20,0,worn,0.7100591715976331
real_only,10,40,0,healthy,0.7848101265822784
real_only,10,40,0,worn,0.7017543859649122
noise_aug,10,40,0,healthy,0.7622950819672131
noise_aug,10,40,0,worn,0.6463414634146342
rule,10,40,0,healthy,0.768595041322314
rule,10,40,0,worn,0.6626506024096386
random_open_loop,10,40,0,healthy,0.7848101265822784
random_open_loop,10,40,0,worn,0.7017543859649122
LLM_synthetic,10,40,0,healthy,0.7654320987654321
LLM_synthetic,10,40,0,worn,0.6545454545454545
real_only,10,10,1,healthy,0.7413127413127413
real_only,10,10,1,worn,0.5503355704697986
noise_aug,10,10,1,healthy,0.7413127413127413
noise_aug,10,10,1,worn,0.5503355704697986
rule,10,10,1,healthy,0.7470817120622568
rule,10,10,1,worn,0.5695364238410596
random_open_loop,10,10,1,healthy,0.7529411764705882
random_open_loop,10,10,1,worn,0.5882352941176471
LLM_synthetic,10,10,1,healthy,0.75
LLM_synthetic,10,10,1,worn,0.5789473684210527
real_only,10,20,1,healthy,0.75
real_only,10,20,1,worn,0.5789473684210527
noise_aug,10,20,1,healthy,0.7384615384615385
noise_aug,10,20,1,worn,0.5405405405405406
rule,10,20,1,healthy,0.758893280632411
rule,10,20,1,worn,0.6064516129032258
random_open_loop,10,20,1,healthy,0.7441860465116279
random_open_loop,10,20,1,worn,0.56
LLM_synthetic,10,20,1,healthy,0.7441860465116279
LLM_synthetic,10,20,1,worn,0.56
real_only,10,40,1,healthy,0.7413127413127413
real_only,10,40,1,worn,0.5503355704697986
noise_aug,10,40,1,healthy,0.7441860465116279
noise_aug,10,40,1,worn,0.56
rule,10,40,1,healthy,0.7413127413127413
rule,10,40,1,worn,0.5503355704697986
random_open_loop,10,40,1,healthy,0.7559055118110236
random_open_loop,10,40,1,worn,0.5974025974025974
LLM_synthetic,10,40,1,healthy,0.75
LLM_synthetic,10,40,1,worn,0.5789473684210527
real_only,10,10,2,healthy,0.732824427480916
real_only,10,10,2,worn,0.5205479452054794
noise_aug,10,10,2,healthy,0.7218045112781954
noise_aug,10,10,2,worn,0.4788732394366197
rule,10,10,2,healthy,0.7300380228136882
rule,10,10,2,worn,0.5103448275862069
random_open_loop,10,10,2,healthy,0.7384615384615385
random_open_loop,10,10,2,worn,0.5405405405405406
LLM_synthetic,10,10,2,healthy,0.7272727272727273
LLM_synthetic,10,10,2,worn,0.5
real_only,10,20,2,healthy,0.732824427480916
real_only,10,20,2,worn,0.5205479452054794
noise_aug,10,20,2,healthy,0.7272727272727273
noise_aug,10,20,2,worn,0.5
rule,10,20,2,healthy,0.732824427480916
rule,10,20,2,worn,0.5205479452054794
random_open_loop,10,20,2,healthy,0.7300380228136882
random_open_loop,10,20,2,worn,0.5103448275862069
LLM_synthetic,10,20,2,healthy,0.7245283018867924
LLM_synthetic,10,20,2,worn,0.48951048951048953
real_only,10,40,2,healthy,0.7245283018867924
real_only,10,40,2,worn,0.48951048951048953
noise_aug,10,40,2,healthy,0.7384615384615385
noise_aug,10,40,2,worn,0.5405405405405406
rule,10,40,2,healthy,0.735632183908046
rule,10,40,2,worn,0.5306122448979592
random_open_loop,10,40,2,healthy,0.735632183908046
random_open_loop,10,40,2,worn,0.5306122448979592
LLM_synthetic,10,40,2,healthy,0.735632183908046
LLM_synthetic,10,40,2,worn,0.5306122448979592
real_only,10,10,3,healthy,0.7580645161290323
real_only,10,10,3,worn,0.625
noise_aug,10,10,3,healthy,0.75
noise_aug,10,10,3,worn,0.5789473684210527
rule,10,10,3,healthy,0.76
rule,10,10,3,worn,0.620253164556962
random_open_loop,10,10,3,healthy,0.7580645161290323
random_open_loop,10,10,3,worn,0.625
LLM_synthetic,10,10,3,healthy,0.7704918032786885
LLM_synthetic,10,10,3,worn,0.6585365853658537
real_only,10,20,3,healthy,0.7611336032388664
real_only,10,20,3,worn,0.6335403726708074
noise_aug,10,20,3,healthy,0.7569721115537849
noise_aug,10,20,3,worn,0.6114649681528662
rule,10,20,3,healthy,0.753968253968254
rule,10,20,3,worn,0.6025641025641025
random_open_loop,10,20,3,healthy,0.752
random_open_loop,10,20,3,worn,0.6075949367088608
LLM_synthetic,10,20,3,healthy,0.7692307692307693
LLM_synthetic,10,20,3,worn,0.6459627329192547
real_only,10,40,3,healthy,0.749003984063745
real_only,10,40,3,worn,0.5987261146496815
noise_aug,10,40,3,healthy,0.749003984063745
noise_aug,10,40,3,worn,0.5987261146496815
rule,10,40,3,healthy,0.7642276422764228
rule,10,40,3,worn,0.6419753086419753
random_open_loop,10,40,3,healthy,0.7580645161290323
random_open_loop,10,40,3,worn,0.625
LLM_synthetic,10,40,3,healthy,0.7569721115537849
LLM_synthetic,10,40,3,worn,0.6114649681528662
real_only,10,10,4,healthy,0.8058252427184466
real_only,10,10,4,worn,0.801980198019802
noise_aug,10,10,4,healthy,0.81
noise_aug,10,10,4,worn,0.8173076923076923
rule,10,10,4,healthy,0.8019323671497585
rule,10,10,4,worn,0.7960199004975125
random_open_loop,10,10,4,healthy,0.7961165048543689
random_open_loop,10,10,4,worn,0.7920792079207921
LLM_synthetic,10,10,4,healthy,0.7961165048543689
LLM_synthetic,10,10,4,worn,0.7920792079207921
real_only,10,20,4,healthy,0.7980295566502463
real_only,10,20,4,worn,0.8
noise_aug,10,20,4,healthy,0.7821782178217822
noise_aug,10,20,4,worn,0.7864077669902912
rule,10,20,4,healthy,0.8118811881188119
rule,10,20,4,worn,0.8155339805825242
random_open_loop,10,20,4,healthy,0.82
random_open_loop,10,20,4,worn,0.8269230769230769
LLM_synthetic,10,20,4,healthy,0.8181818181818182
LLM_synthetic,10,20,4,worn,0.8285714285714286
real_only,10,40,4,healthy,0.7922705314009661
real_only,10,40,4,worn,0.7860696517412935
noise_aug,10,40,4,healthy,0.8118811881188119
noise_aug,10,40,4,worn,0.8155339805825242
rule,10,40,4,healthy,0.8177339901477833
rule,10,40,4,worn,0.8195121951219512
random_open_loop,10,40,4,healthy,0.8040201005025126
random_open_loop,10,40,4,worn,0.8133971291866029
LLM_synthetic,10,40,4,healthy,0.8078817733990148
LLM_synthetic,10,40,4,worn,0.8097560975609757
real_only,10,10,5,healthy,0.7792207792207793
real_only,10,10,5,worn,0.711864406779661
noise_aug,10,10,5,healthy,0.777292576419214
noise_aug,10,10,5,worn,0.7150837988826816
rule,10,10,5,healthy,0.7807017543859649
rule,10,10,5,worn,0.7222222222222222
random_open_loop,10,10,5,healthy,0.7807017543859649
random_open_loop,10,10,5,worn,0.7222222222222222
LLM_synthetic,10,10,5,healthy,0.777292576419214
LLM_synthetic,10,10,5,worn,0.7150837988826816
real_only,10,20,5,healthy,0.777292576419214
real_only,10,20,5,worn,0.7150837988826816
noise_aug,10,20,5,healthy,0.777292576419214
noise_aug,10,20,5,worn,0.7150837988826816
rule,10,20,5,healthy,0.7739130434782608
rule,10,20,5,worn,0.7078651685393258
random_open_loop,10,20,5,healthy,0.7739130434782608
random_open_loop,10,20,5,worn,0.7078651685393258
LLM_synthetic,10,20,5,healthy,0.7739130434782608
LLM_synthetic,10,20,5,worn,0.7078651685393258
real_only,10,40,5,healthy,0.7719298245614035
real_only,10,40,5,worn,0.7111111111111111
noise_aug,10,40,5,healthy,0.777292576419214
noise_aug,10,40,5,worn,0.7150837988826816
rule,10,40,5,healthy,0.7705627705627706
rule,10,40,5,worn,0.7005649717514124
random_open_loop,10,40,5,healthy,0.7807017543859649
random_open_loop,10,40,5,worn,0.7222222222222222
LLM_synthetic,10,40,5,healthy,0.7705627705627706
LLM_synthetic,10,40,5,worn,0.7005649717514124
real_only,10,10,6,healthy,0.7815126050420168
real_only,10,10,6,worn,0.6941176470588235
noise_aug,10,10,6,healthy,0.788135593220339
noise_aug,10,10,6,worn,0.7093023255813954
rule,10,10,6,healthy,0.7899159663865546
rule,10,10,6,worn,0.7058823529411765
random_open_loop,10,10,6,healthy,0.7866108786610879
random_open_loop,10,10,6,worn,0.6982248520710059
LLM_synthetic,10,10,6,healthy,0.8
LLM_synthetic,10,10,6,worn,0.7283236994219653
real_only,10,20,6,healthy,0.7717842323651453
real_only,10,20,6,worn,0.6706586826347305
noise_aug,10,20,6,healthy,0.7768595041322314
noise_aug,10,20,6,worn,0.6746987951807228
rule,10,20,6,healthy,0.7829787234042553
rule,10,20,6,worn,0.7052023121387283
random_open_loop,10,20,6,healthy,0.7815126050420168
random_open_loop,10,20,6,worn,0.6941176470588235
LLM_synthetic,10,20,6,healthy,0.7899159663865546
LLM_synthetic,10,20,6,worn,0.7058823529411765
real_only,10,40,6,healthy,0.7717842323651453
real_only,10,40,6,worn,0.6706586826347305
noise_aug,10,40,6,healthy,0.7914893617021277
noise_aug,10,40,6,worn,0.7167630057803468
rule,10,40,6,healthy,0.7833333333333333
rule,10,40,6,worn,0.6904761904761905
random_open_loop,10,40,6,healthy,0.7899159663865546
random_open_loop,10,40,6,worn,0.7058823529411765
LLM_synthetic,10,40,6,healthy,0.7815126050420168
LLM_synthetic,10,40,6,worn,0.6941176470588235
real_only,10,10,7,healthy,0.7630522088353414
real_only,10,10,7,worn,0.6289308176100629
noise_aug,10,10,7,healthy,0.758893280632411
noise_aug,10,10,7,worn,0.6064516129032258
rule,10,10,7,healthy,0.7661290322580645
rule,10,10,7,worn,0.6375
random_open_loop,10,10,7,healthy,0.768
random_open_loop,10,10,7,worn,0.6329113924050633
LLM_synthetic,10,10,7,healthy,0.7619047619047619
LLM_synthetic,10,10,7,worn,0.6153846153846154
real_only,10,20,7,healthy,0.76
real_only,10,20,7,worn,0.620253164556962
noise_aug,10,20,7,healthy,0.7619047619047619
noise_aug,10,20,7,worn,0.6153846153846154
rule,10,20,7,healthy,0.7630522088353414
rule,10,20,7,worn,0.6289308176100629
random_open_loop,10,20,7,healthy,0.7723577235772358
random_open_loop,10,20,7,worn,0.654320987654321
LLM_synthetic,10,20,7,healthy,0.7649402390438247
LLM_synthetic,10,20,7,worn,0.6242038216560509
real_only,10,40,7,healthy,0.7560975609756098
real_only,10,40,7,worn,0.6296296296296297
noise_aug,10,40,7,healthy,0.7692307692307693
noise_aug,10,40,7,worn,0.6459627329192547
rule,10,40,7,healthy,0.76
rule,10,40,7,worn,0.620253164556962
random_open_loop,10,40,7,healthy,0.768
random_open_loop,10,40,7,worn,0.6329113924050633
LLM_synthetic,10,40,7,healthy,0.7773279352226721
LLM_synthetic,10,40,7,worn,0.6583850931677019
real_only,10,10,8,healthy,0.7901234567901234
real_only,10,10,8,worn,0.6909090909090909
noise_aug,10,10,8,healthy,0.7916666666666666
noise_aug,10,10,8,worn,0.7023809523809523
rule,10,10,8,healthy,0.7916666666666666
rule,10,10,8,worn,0.7023809523809523
random_open_loop,10,10,8,healthy,0.7933884297520661
random_open_loop,10,10,8,worn,0.6987951807228916
LLM_synthetic,10,10,8,healthy,0.7983193277310925
LLM_synthetic,10,10,8,worn,0.7176470588235294
real_only,10,20,8,healthy,0.8016877637130801
real_only,10,20,8,worn,0.7251461988304093
noise_aug,10,20,8,healthy,0.7933884297520661
noise_aug,10,20,8,worn,0.6987951807228916
rule,10,20,8,healthy,0.8
rule,10,20,8,worn,0.7142857142857143
random_open_loop,10,20,8,healthy,0.7966804979253111
random_open_loop,10,20,8,worn,0.7065868263473054
LLM_synthetic,10,20,8,healthy,0.8016877637130801
LLM_synthetic,10,20,8,worn,0.7251461988304093
real_only,10,40,8,healthy,0.7901234567901234
real_only,10,40,8,worn,0.6909090909090909
noise_aug,10,40,8,healthy,0.7983193277310925
noise_aug,10,40,8,worn,0.7176470588235294
rule,10,40,8,healthy,0.7916666666666666
rule,10,40,8,worn,0.7023809523809523
random_open_loop,10,40,8,healthy,0.7899159663865546
random_open_loop,10,40,8,worn,0.7058823529411765
LLM_synthetic,10,40,8,healthy,0.7949790794979079
LLM_synthetic,10,40,8,worn,0.7100591715976331
real_only,10,10,9,healthy,0.7719298245614035
real_only,10,10,9,worn,0.7111111111111111
noise_aug,10,10,9,healthy,0.7896995708154506
noise_aug,10,10,9,worn,0.72
rule,10,10,9,healthy,0.777292576419214
rule,10,10,9,worn,0.7150837988826816
random_open_loop,10,10,9,healthy,0.7725321888412017
random_open_loop,10,10,9,worn,0.6971428571428572
LLM_synthetic,10,10,9,healthy,0.7705627705627706
LLM_synthetic,10,10,9,worn,0.7005649717514124
real_only,10,20,9,healthy,0.7521367521367521
real_only,10,20,9,worn,0.6666666666666666
noise_aug,10,20,9,healthy,0.7863247863247863
noise_aug,10,20,9,worn,0.7126436781609196
rule,10,20,9,healthy,0.7792207792207793
rule,10,20,9,worn,0.711864406779661
random_open_loop,10,20,9,healthy,0.7811158798283262
random_open_loop,10,20,9,worn,0.7085714285714285
LLM_synthetic,10,20,9,healthy,0.782608695652174
LLM_synthetic,10,20,9,worn,0.7191011235955056
real_only,10,40,9,healthy,0.777292576419214
real_only,10,40,9,worn,0.7150837988826816
noise_aug,10,40,9,healthy,0.7844827586206896
noise_aug,10,40,9,worn,0.7159090909090909
rule,10,40,9,healthy,0.7844827586206896
rule,10,40,9,worn,0.7159090909090909
random_open_loop,10,40,9,healthy,0.7739130434782608
random_open_loop,10,40,9,worn,0.7078651685393258
LLM_synthetic,10,40,9,healthy,0.7807017543859649
LLM_synthetic,10,40,9,worn,0.7222222222222222
real_only,10,10,10,healthy,0.7488584474885844
real_only,10,10,10,worn,0.708994708994709
noise_aug,10,10,10,healthy,0.7142857142857143
noise_aug,10,10,10,worn,0.6521739130434783
rule,10,10,10,healthy,0.7373271889400922
rule,10,10,10,worn,0.7015706806282722
random_open_loop,10,10,10,healthy,0.7465437788018433
random_open_loop,10,10,10,worn,0.7120418848167539
LLM_synthetic,10,10,10,healthy,0.7441860465116279
LLM_synthetic,10,10,10,worn,0.7150259067357513
real_only,10,20,10,healthy,0.7373271889400922
real_only,10,20,10,worn,0.7015706806282722
noise_aug,10,20,10,healthy,0.7312775330396476
noise_aug,10,20,10,worn,0.6629834254143646
rule,10,20,10,healthy,0.75
rule,10,20,10,worn,0.71875
random_open_loop,10,20,10,healthy,0.7339449541284404
random_open_loop,10,20,10,worn,0.6947368421052632
LLM_synthetic,10,20,10,healthy,0.7214611872146118
LLM_synthetic,10,20,10,worn,0.6772486772486772
real_only,10,40,10,healthy,0.7272727272727273
real_only,10,40,10,worn,0.6808510638297872
noise_aug,10,40,10,healthy,0.7354260089686099
noise_aug,10,40,10,worn,0.6810810810810811
rule,10,40,10,healthy,0.751131221719457
rule,10,40,10,worn,0.7058823529411765
random_open_loop,10,40,10,healthy,0.7465437788018433
random_open_loop,10,40,10,worn,0.7120418848167539
LLM_synthetic,10,40,10,healthy,0.7476635514018691
LLM_synthetic,10,40,10,worn,0.7216494845360825
real_only,10,10,11,healthy,0.7692307692307693
real_only,10,10,11,worn,0.7272727272727273
noise_aug,10,10,11,healthy,0.7889908256880734
noise_aug,10,10,11,worn,0.7578947368421053
rule,10,10,11,healthy,0.7533632286995515
rule,10,10,11,worn,0.7027027027027027
random_open_loop,10,10,11,healthy,0.7557603686635944
random_open_loop,10,10,11,worn,0.7225130890052356
LLM_synthetic,10,10,11,healthy,0.7671232876712328
LLM_synthetic,10,10,11,worn,0.7301587301587301
real_only,10,20,11,healthy,0.7671232876712328
real_only,10,20,11,worn,0.7301587301587301
noise_aug,10,20,11,healthy,0.7671232876712328
noise_aug,10,20,11,worn,0.7301587301587301
rule,10,20,11,healthy,0.7589285714285714
rule,10,20,11,worn,0.7065217391304348
random_open_loop,10,20,11,healthy,0.7678571428571429
random_open_loop,10,20,11,worn,0.717391304347826
LLM_synthetic,10,20,11,healthy,0.7614678899082569
LLM_synthetic,10,20,11,worn,0.7263157894736842
real_only,10,40,11,healthy,0.7692307692307693
real_only,10,40,11,worn,0.7272727272727273
noise_aug,10,40,11,healthy,0.7533632286995515
noise_aug,10,40,11,worn,0.7027027027027027
rule,10,40,11,healthy,0.7589285714285714
rule,10,40,11,worn,0.7065217391304348
random_open_loop,10,40,11,healthy,0.7818181818181819
random_open_loop,10,40,11,worn,0.7446808510638298
LLM_synthetic,10,40,11,healthy,0.7787610619469026
LLM_synthetic,10,40,11,worn,0.7252747252747253
real_only,10,10,12,healthy,0.82
real_only,10,10,12,worn,0.8269230769230769
noise_aug,10,10,12,healthy,0.8078817733990148
noise_aug,10,10,12,worn,0.8097560975609757
rule,10,10,12,healthy,0.8241206030150754
rule,10,10,12,worn,0.8325358851674641
random_open_loop,10,10,12,healthy,0.8367346938775511
random_open_loop,10,10,12,worn,0.8490566037735849
LLM_synthetic,10,10,12,healthy,0.82
LLM_synthetic,10,10,12,worn,0.8269230769230769
real_only,10,20,12,healthy,0.8241206030150754
real_only,10,20,12,worn,0.8325358851674641
noise_aug,10,20,12,healthy,0.84
noise_aug,10,20,12,worn,0.8461538461538461
rule,10,20,12,healthy,0.8241206030150754
rule,10,20,12,worn,0.8325358851674641
random_open_loop,10,20,12,healthy,0.8252427184466019
random_open_loop,10,20,12,worn,0.8217821782178217
LLM_synthetic,10,20,12,healthy,0.8341708542713567
LLM_synthetic,10,20,12,worn,0.8421052631578947
real_only,10,40,12,healthy,0.8241206030150754
real_only,10,40,12,worn,0.8325358851674641
noise_aug,10,40,12,healthy,0.8252427184466019
noise_aug,10,40,12,worn,0.8217821782178217
rule,10,40,12,healthy,0.83
rule,10,40,12,worn,0.8365384615384616
random_open_loop,10,40,12,healthy,0.8241206030150754
random_open_loop,10,40,12,worn,0.8325358851674641
LLM_synthetic,10,40,12,healthy,0.84
LLM_synthetic,10,40,12,worn,0.8461538461538461
real_only,10,10,13,healthy,0.6981818181818182
real_only,10,10,13,worn,0.37593984962406013
noise_aug,10,10,13,healthy,0.7007299270072993
noise_aug,10,10,13,worn,0.3880597014925373
rule,10,10,13,healthy,0.7058823529411765
rule,10,10,13,worn,0.4117647058823529
random_open_loop,10,10,13,healthy,0.7084870848708487
random_open_loop,10,10,13,worn,0.4233576642335766
LLM_synthetic,10,10,13,healthy,0.7058823529411765
LLM_synthetic,10,10,13,worn,0.4117647058823529
real_only,10,20,13,healthy,0.7007299270072993
real_only,10,20,13,worn,0.3880597014925373
noise_aug,10,20,13,healthy,0.6981818181818182
noise_aug,10,20,13,worn,0.37593984962406013
rule,10,20,13,healthy,0.7111111111111111
rule,10,20,13,worn,0.43478260869565216
random_open_loop,10,20,13,healthy,0.7245283018867924
random_open_loop,10,20,13,worn,0.48951048951048953
LLM_synthetic,10,20,13,healthy,0.7164179104477612
LLM_synthetic,10,20,13,worn,0.45714285714285713
real_only,10,40,13,healthy,0.7007299270072993
real_only,10,40,13,worn,0.3880597014925373
noise_aug,10,40,13,healthy,0.7032967032967034
noise_aug,10,40,13,worn,0.4
rule,10,40,13,healthy,0.6981818181818182
rule,10,40,13,worn,0.37593984962406013
random_open_loop,10,40,13,healthy,0.7111111111111111
random_open_loop,10,40,13,worn,0.43478260869565216
LLM_synthetic,10,40,13,healthy,0.7007299270072993
LLM_synthetic,10,40,13,worn,0.3880597014925373
real_only,10,10,14,healthy,0.7478260869565218
real_only,10,10,14,worn,0.6741573033707865
noise_aug,10,10,14,healthy,0.7678571428571429
noise_aug,10,10,14,worn,0.717391304347826
rule,10,10,14,healthy,0.7466666666666667
rule,10,10,14,worn,0.6885245901639344
random_open_loop,10,10,14,healthy,0.748898678414097
random_open_loop,10,10,14,worn,0.6850828729281768
LLM_synthetic,10,10,14,healthy,0.7387387387387387
LLM_synthetic,10,10,14,worn,0.6881720430107527
real_only,10,20,14,healthy,0.7456140350877193
real_only,10,20,14,worn,0.6777777777777778
noise_aug,10,20,14,healthy,0.7368421052631579
noise_aug,10,20,14,worn,0.6666666666666666
rule,10,20,14,healthy,0.7420814479638009
rule,10,20,14,worn,0.6951871657754011
random_open_loop,10,20,14,healthy,0.7288888888888889
random_open_loop,10,20,14,worn,0.6666666666666666
LLM_synthetic,10,20,14,healthy,0.7477477477477478
LLM_synthetic,10,20,14,worn,0.6989247311827957
real_only,10,40,14,healthy,0.7445887445887446
real_only,10,40,14,worn,0.6666666666666666
noise_aug,10,40,14,healthy,0.7433628318584071
noise_aug,10,40,14,worn,0.6813186813186813
rule,10,40,14,healthy,0.7443946188340808
rule,10,40,14,worn,0.6918918918918919
random_open_loop,10,40,14,healthy,0.748898678414097
random_open_loop,10,40,14,worn,0.6850828729281768
LLM_synthetic,10,40,14,healthy,0.748898678414097
LLM_synthetic,10,40,14,worn,0.6850828729281768
real_only,10,10,15,healthy,0.7830188679245284
real_only,10,10,15,worn,0.7653061224489796
noise_aug,10,10,15,healthy,0.7961165048543689
noise_aug,10,10,15,worn,0.7920792079207921
rule,10,10,15,healthy,0.7941176470588235
rule,10,10,15,worn,0.7941176470588235
random_open_loop,10,10,15,healthy,0.7830188679245284
random_open_loop,10,10,15,worn,0.7653061224489796
LLM_synthetic,10,10,15,healthy,0.7904761904761904
LLM_synthetic,10,10,15,worn,0.7777777777777778
real_only,10,20,15,healthy,0.7904761904761904
real_only,10,20,15,worn,0.7777777777777778
noise_aug,10,20,15,healthy,0.8133971291866029
noise_aug,10,20,15,worn,0.8040201005025126
rule,10,20,15,healthy,0.784688995215311
rule,10,20,15,worn,0.7738693467336684
random_open_loop,10,20,15,healthy,0.7793427230046949
random_open_loop,10,20,15,worn,0.7589743589743589
LLM_synthetic,10,20,15,healthy,0.7961165048543689
LLM_synthetic,10,20,15,worn,0.7920792079207921
real_only,10,40,15,healthy,0.8095238095238095
real_only,10,40,15,worn,0.797979797979798
noise_aug,10,40,15,healthy,0.7961165048543689
noise_aug,10,40,15,worn,0.7920792079207921
rule,10,40,15,healthy,0.8
rule,10,40,15,worn,0.7878787878787878
random_open_loop,10,40,15,healthy,0.8075117370892019
random_open_loop,10,40,15,worn,0.7897435897435897
LLM_synthetic,10,40,15,healthy,0.7870370370370371
LLM_synthetic,10,40,15,worn,0.7604166666666666
real_only,10,10,16,healthy,0.7327586206896551
real_only,10,10,16,worn,0.6477272727272727
noise_aug,10,10,16,healthy,0.7304347826086957
noise_aug,10,10,16,worn,0.651685393258427
rule,10,10,16,healthy,0.7456140350877193
rule,10,10,16,worn,0.6777777777777778
random_open_loop,10,10,16,healthy,0.7304347826086957
random_open_loop,10,10,16,worn,0.651685393258427
LLM_synthetic,10,10,16,healthy,0.7327586206896551
LLM_synthetic,10,10,16,worn,0.6477272727272727
real_only,10,20,16,healthy,0.7203389830508474
real_only,10,20,16,worn,0.6162790697674418
noise_aug,10,20,16,healthy,0.7467811158798283
noise_aug,10,20,16,worn,0.6628571428571428
rule,10,20,16,healthy,0.7364016736401674
rule,10,20,16,worn,0.6272189349112426
random_open_loop,10,20,16,healthy,0.7555555555555555
random_open_loop,10,20,16,worn,0.6994535519125683
LLM_synthetic,10,20,16,healthy,0.7381974248927039
LLM_synthetic,10,20,16,worn,0.6514285714285715
real_only,10,40,16,healthy,0.7310924369747899
real_only,10,40,16,worn,0.6235294117647059
noise_aug,10,40,16,healthy,0.7510548523206751
noise_aug,10,40,16,worn,0.6549707602339181
rule,10,40,16,healthy,0.7381974248927039
rule,10,40,16,worn,0.6514285714285715
random_open_loop,10,40,16,healthy,0.75
random_open_loop,10,40,16,worn,0.6704545454545454
LLM_synthetic,10,40,16,healthy,0.7510917030567685
LLM_synthetic,10,40,16,worn,0.6815642458100558
real_only,10,10,17,healthy,0.7652173913043478
real_only,10,10,17,worn,0.6966292134831461
noise_aug,10,10,17,healthy,0.7725321888412017
noise_aug,10,10,17,worn,0.6971428571428572
rule,10,10,17,healthy,0.7807017543859649
rule,10,10,17,worn,0.7222222222222222
random_open_loop,10,10,17,healthy,0.7725321888412017
random_open_loop,10,10,17,worn,0.6971428571428572
LLM_synthetic,10,10,17,healthy,0.7685589519650655
LLM_synthetic,10,10,17,worn,0.7039106145251397
real_only,10,20,17,healthy,0.777292576419214
real_only,10,20,17,worn,0.7150837988826816
noise_aug,10,20,17,healthy,0.7705627705627706
noise_aug,10,20,17,worn,0.7005649717514124
rule,10,20,17,healthy,0.777292576419214
rule,10,20,17,worn,0.7150837988826816
random_open_loop,10,20,17,healthy,0.7792207792207793
random_open_loop,10,20,17,worn,0.711864406779661
LLM_synthetic,10,20,17,healthy,0.7876106194690266
LLM_synthetic,10,20,17,worn,0.7362637362637363
real_only,10,40,17,healthy,0.777292576419214
real_only,10,40,17,worn,0.7150837988826816
noise_aug,10,40,17,healthy,0.7777777777777778
noise_aug,10,40,17,worn,0.7011494252873564
rule,10,40,17,healthy,0.7739130434782608
rule,10,40,17,worn,0.7078651685393258
random_open_loop,10,40,17,healthy,0.7811158798283262
random_open_loop,10,40,17,worn,0.7085714285714285
LLM_synthetic,10,40,17,healthy,0.7725321888412017
LLM_synthetic,10,40,17,worn,0.6971428571428572
real_only,10,10,18,healthy,0.7918781725888325
real_only,10,10,18,worn,0.8056872037914692
noise_aug,10,10,18,healthy,0.8210526315789474
noise_aug,10,10,18,worn,0.8440366972477065
rule,10,10,18,healthy,0.8
rule,10,10,18,worn,0.8169014084507042
random_open_loop,10,10,18,healthy,0.8144329896907216
random_open_loop,10,10,18,worn,0.8317757009345794
LLM_synthetic,10,10,18,healthy,0.8041237113402062
LLM_synthetic,10,10,18,worn,0.822429906542056
real_only,10,20,18,healthy,0.8041237113402062
