method,n_real,n_syn,seed,condition_id,n,acc,macro_f1
real_only,2,10,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5370370370370371,0.47162426614481406
noise_aug,2,10,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.5520833333333334,0.5194971481783262
noise_aug,2,10,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5555555555555556,0.5
rule,2,10,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8946906537955244
rule,2,10,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5555555555555556,0.5
random_open_loop,2,10,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8946906537955244
random_open_loop,2,10,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5137465274451576
LLM_synthetic,2,10,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8946906537955244
LLM_synthetic,2,10,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5137465274451576
real_only,2,20,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6666666666666666,0.6613756613756614
real_only,2,20,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5555555555555556,0.5
noise_aug,2,20,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.4791666666666667,0.4227994227994228
noise_aug,2,20,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5137465274451576
rule,2,20,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8946906537955244
rule,2,20,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5137465274451576
random_open_loop,2,20,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8946906537955244
random_open_loop,2,20,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5137465274451576
LLM_synthetic,2,20,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8946906537955244
LLM_synthetic,2,20,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5137465274451576
real_only,2,40,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6041666666666666,0.5897435897435896
real_only,2,40,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5137465274451576
noise_aug,2,40,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6875,0.6840719613865731
noise_aug,2,40,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5462962962962963,0.48596406022340943
rule,2,40,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8946906537955244
rule,2,40,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5137465274451576
random_open_loop,2,40,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8946906537955244
random_open_loop,2,40,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5137465274451576
LLM_synthetic,2,40,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8946906537955244
LLM_synthetic,2,40,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5137465274451576
real_only,2,10,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.884804188938584
real_only,2,10,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5533834586466165
noise_aug,2,10,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8541666666666666,0.8539130434782609
noise_aug,2,10,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5459217041950855
rule,2,10,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8951048951048951
rule,2,10,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.5908712926175737
random_open_loop,2,10,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8946906537955244
random_open_loop,2,10,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6111111111111112,0.5785953177257526
LLM_synthetic,2,10,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8951048951048951
LLM_synthetic,2,10,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6111111111111112,0.5785953177257526
real_only,2,20,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8951048951048951
real_only,2,20,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5459217041950855
noise_aug,2,20,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8333333333333334,0.8326797385620914
noise_aug,2,20,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5709137946964797
rule,2,20,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8946906537955244
rule,2,20,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.5908712926175737
random_open_loop,2,20,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8946906537955244
random_open_loop,2,20,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6388888888888888,0.6148148148148148
LLM_synthetic,2,20,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.90625,0.9054187192118226
LLM_synthetic,2,20,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5740740740740741,0.5272173582032738
real_only,2,40,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.8736287845546292
real_only,2,40,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5459217041950855
noise_aug,2,40,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.8747826086956522
noise_aug,2,40,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5404255319148936
rule,2,40,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8838922484881804
rule,2,40,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5533834586466165
random_open_loop,2,40,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8946906537955244
random_open_loop,2,40,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5661029617864151
LLM_synthetic,2,40,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8946906537955244
LLM_synthetic,2,40,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5404255319148936
real_only,2,10,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.65625,0.6476476476476476
real_only,2,10,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6388888888888888,0.6317859952793077
noise_aug,2,10,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8125,0.8125
noise_aug,2,10,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6296296296296297,0.625
rule,2,10,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8838922484881804
rule,2,10,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6111111111111112,0.6
random_open_loop,2,10,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.84375,0.8433249918398433
random_open_loop,2,10,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6481481481481481,0.6402524544179524
LLM_synthetic,2,10,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8633825944170772
LLM_synthetic,2,10,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6574074074074074,0.6487032967032966
real_only,2,20,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6458333333333334,0.6357142857142857
real_only,2,20,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5632352941176471
noise_aug,2,20,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6875,0.6840719613865731
noise_aug,2,20,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.4722222222222222,0.3833516978864069
rule,2,20,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8838922484881804
rule,2,20,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5555555555555556,0.5183946488294314
random_open_loop,2,20,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.8736287845546292
random_open_loop,2,20,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.578125
LLM_synthetic,2,20,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8838922484881804
LLM_synthetic,2,20,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5477145148356055
real_only,2,40,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6979166666666666,0.6938977460142935
real_only,2,40,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6388888888888888,0.6335798173118747
noise_aug,2,40,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7291666666666666,0.7261956998683634
noise_aug,2,40,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.4444444444444444,0.34545454545454546
rule,2,40,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8838922484881804
rule,2,40,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5585284280936456
random_open_loop,2,40,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8838922484881804
random_open_loop,2,40,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5555555555555556
LLM_synthetic,2,40,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.8736287845546292
LLM_synthetic,2,40,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5555555555555556,0.5324675324675324
real_only,2,10,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.90625,0.905994995103906
real_only,2,10,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5632352941176471
noise_aug,2,10,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8956521739130434
noise_aug,2,10,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5459217041950855
rule,2,10,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8854042322300597
rule,2,10,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5404255319148936
random_open_loop,2,10,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8957881024750325
random_open_loop,2,10,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5509562967753857
LLM_synthetic,2,10,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8853046594982079
LLM_synthetic,2,10,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5459217041950855
real_only,2,20,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8954248366013071
real_only,2,20,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5585284280936456
noise_aug,2,20,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.884804188938584
noise_aug,2,20,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5459217041950855
rule,2,20,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8956521739130434
rule,2,20,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5740740740740741,0.5272173582032738
random_open_loop,2,20,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8957881024750325
random_open_loop,2,20,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5459217041950855
LLM_synthetic,2,20,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.90625,0.9062398263700489
LLM_synthetic,2,20,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5585284280936456
real_only,2,40,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8954248366013071
real_only,2,40,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5459217041950855
noise_aug,2,40,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8541666666666666,0.8518518518518519
noise_aug,2,40,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5632352941176471
rule,2,40,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.90625,0.906158357771261
rule,2,40,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5740740740740741,0.5272173582032738
random_open_loop,2,40,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.90625,0.9062398263700489
random_open_loop,2,40,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5137465274451576
LLM_synthetic,2,40,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8853046594982079
LLM_synthetic,2,40,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5533834586466165
real_only,2,10,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8954248366013071
real_only,2,10,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6481481481481481,0.6265016381507098
noise_aug,2,10,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8633825944170772
noise_aug,2,10,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.5950617283950617
rule,2,10,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8638594960183266
rule,2,10,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6296296296296297,0.6029411764705883
random_open_loop,2,10,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.8741258741258742
random_open_loop,2,10,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.5950617283950617
LLM_synthetic,2,10,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.8747826086956522
LLM_synthetic,2,10,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5709137946964797
real_only,2,20,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.885104994015885
real_only,2,20,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5585284280936456
noise_aug,2,20,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.8741258741258742
noise_aug,2,20,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5632352941176471
rule,2,20,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.8745098039215686
rule,2,20,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.5988767098469063
random_open_loop,2,20,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.885104994015885
random_open_loop,2,20,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6111111111111112,0.5871860211139425
LLM_synthetic,2,20,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8642149929278642
LLM_synthetic,2,20,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6296296296296297,0.6068438296323262
real_only,2,40,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.8747826086956522
real_only,2,40,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6111111111111112,0.5830882352941176
noise_aug,2,40,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.885104994015885
noise_aug,2,40,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5675282125955589
rule,2,40,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.8745098039215686
rule,2,40,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6388888888888888,0.6217332734620565
random_open_loop,2,40,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.8741258741258742
random_open_loop,2,40,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.5988767098469063
LLM_synthetic,2,40,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.8736287845546292
LLM_synthetic,2,40,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.5950617283950617
real_only,5,10,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.873015873015873
real_only,5,10,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5459217041950855
noise_aug,5,10,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8620537194650161
noise_aug,5,10,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5740740740740741,0.5330827067669173
rule,5,10,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8333333333333334,0.8285714285714285
rule,5,10,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5404255319148936
random_open_loop,5,10,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8541666666666666,0.8509977827050997
random_open_loop,5,10,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5740740740740741,0.5272173582032738
LLM_synthetic,5,10,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8541666666666666,0.8509977827050997
LLM_synthetic,5,10,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5585284280936456
real_only,5,20,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8333333333333334,0.8285714285714285
real_only,5,20,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.52
noise_aug,5,20,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8620537194650161
noise_aug,5,20,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5404255319148936
rule,5,20,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.84375,0.8398398398398399
rule,5,20,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5404255319148936
random_open_loop,5,20,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.873015873015873
random_open_loop,5,20,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5740740740740741,0.5272173582032738
LLM_synthetic,5,20,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.873015873015873
LLM_synthetic,5,20,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5740740740740741,0.5272173582032738
real_only,5,40,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8229166666666666,0.8171838243530861
real_only,5,40,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5661029617864151
noise_aug,5,40,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.84375,0.8398398398398399
noise_aug,5,40,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5459217041950855
rule,5,40,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8125,0.8056680161943319
rule,5,40,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5740740740740741,0.5272173582032738
random_open_loop,5,40,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.873015873015873
random_open_loop,5,40,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5740740740740741,0.5330827067669173
LLM_synthetic,5,40,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.84375,0.8398398398398399
LLM_synthetic,5,40,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5740740740740741,0.5272173582032738
real_only,5,10,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8541666666666666,0.8541666666666666
real_only,5,10,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6388888888888888,0.6381132399690694
noise_aug,5,10,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8333333333333334,0.8332609639600521
noise_aug,5,10,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6296296296296297,0.6284829721362228
rule,5,10,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8541666666666666,0.8541666666666666
rule,5,10,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6296296296296297,0.6284829721362228
random_open_loop,5,10,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8645686380900706
random_open_loop,5,10,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6481481481481481,0.6476648351648351
LLM_synthetic,5,10,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8541666666666666,0.8541033434650456
LLM_synthetic,5,10,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6296296296296297,0.6284829721362228
real_only,5,20,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8645686380900706
real_only,5,20,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6388888888888888,0.6381132399690694
noise_aug,5,20,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8645686380900706
noise_aug,5,20,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6759259259259259,0.6758981394152448
rule,5,20,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8645686380900706
rule,5,20,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6388888888888888,0.6381132399690694
random_open_loop,5,20,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8957881024750325
random_open_loop,5,20,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.6187688334050796
LLM_synthetic,5,20,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8645686380900706
LLM_synthetic,5,20,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6388888888888888,0.6381132399690694
real_only,5,40,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8645686380900706
real_only,5,40,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6296296296296297,0.6284829721362228
noise_aug,5,40,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8853046594982079
noise_aug,5,40,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6296296296296297,0.6284829721362228
rule,5,40,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8645686380900706
rule,5,40,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6111111111111112,0.6089655172413793
random_open_loop,5,40,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8957881024750325
random_open_loop,5,40,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6296296296296297,0.6284829721362228
LLM_synthetic,5,40,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8854042322300597
LLM_synthetic,5,40,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6111111111111112,0.6089655172413793
real_only,5,10,2,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6979166666666666,0.6675820895522389
real_only,5,10,2,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.4444444444444444,0.3076923076923077
noise_aug,5,10,2,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7604166666666666,0.7458270979624726
noise_aug,5,10,2,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.48148148148148145,0.3782894736842105
rule,5,10,2,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.75,0.7333333333333334
rule,5,10,2,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5462962962962963,0.48596406022340943
random_open_loop,5,10,2,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7708333333333334,0.7581310123683005
random_open_loop,5,10,2,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5092592592592593,0.42662526294700986
LLM_synthetic,5,10,2,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7395833333333334,0.7206378768478641
