method,n_real,n_syn,seed,condition_id,n,acc,macro_f1
noise_aug,5,10,10,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6851851851851852,0.6154168412232929
rule,5,10,10,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8125,0.8117647058823529
rule,5,10,10,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.8055555555555556,0.7855319148936171
random_open_loop,5,10,10,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7708333333333334,0.7683194383501536
random_open_loop,5,10,10,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.8240740740740741,0.8082780528823694
LLM_synthetic,5,10,10,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7604166666666666,0.7572292468389225
LLM_synthetic,5,10,10,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.7870370370370371,0.7620461730050772
real_only,5,20,10,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.625,0.6
real_only,5,20,10,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.7592592592592593,0.7252446183953033
noise_aug,5,20,10,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6875,0.6761133603238867
noise_aug,5,20,10,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6944444444444444,0.6302521008403361
rule,5,20,10,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7916666666666666,0.7902097902097902
rule,5,20,10,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.8333333333333334,0.8213235294117647
random_open_loop,5,20,10,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8020833333333334,0.8010254172575543
random_open_loop,5,20,10,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.8055555555555556,0.7855319148936171
LLM_synthetic,5,20,10,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8125,0.8117647058823529
LLM_synthetic,5,20,10,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.8425925925925926,0.8320987654320988
real_only,5,40,10,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.59375,0.5588547189819725
real_only,5,40,10,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.7592592592592593,0.7252446183953033
noise_aug,5,40,10,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.5416666666666666,0.484375
noise_aug,5,40,10,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.7870370370370371,0.7620461730050772
rule,5,40,10,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8541666666666666,0.8541033434650456
rule,5,40,10,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.8425925925925926,0.8320987654320988
random_open_loop,5,40,10,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8125,0.8117647058823529
random_open_loop,5,40,10,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.8240740740740741,0.8104037697496074
LLM_synthetic,5,40,10,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8020833333333334,0.8010254172575543
LLM_synthetic,5,40,10,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.8425925925925926,0.8320987654320988
real_only,5,10,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.78125,0.7702564102564102
real_only,5,10,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6666666666666666,0.6522361359570662
noise_aug,5,10,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7916666666666666,0.7822141560798548
noise_aug,5,10,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6666666666666666,0.6522361359570662
rule,5,10,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.84375,0.8398398398398399
rule,5,10,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6388888888888888,0.618443699610472
random_open_loop,5,10,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.873015873015873
random_open_loop,5,10,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6296296296296297,0.6068438296323262
LLM_synthetic,5,10,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8333333333333334,0.8285714285714285
LLM_synthetic,5,10,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6759259259259259,0.6631916599839616
real_only,5,20,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.71875,0.694591728525981
real_only,5,20,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.5908712926175737
noise_aug,5,20,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.78125,0.7702564102564102
noise_aug,5,20,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6388888888888888,0.6148148148148148
rule,5,20,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.873015873015873
rule,5,20,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6388888888888888,0.618443699610472
random_open_loop,5,20,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8333333333333334,0.8285714285714285
random_open_loop,5,20,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6296296296296297,0.6068438296323262
LLM_synthetic,5,20,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8125,0.8056680161943319
LLM_synthetic,5,20,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6759259259259259,0.6605298607992816
real_only,5,40,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.75,0.7333333333333334
real_only,5,40,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6296296296296297,0.6068438296323262
noise_aug,5,40,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7916666666666666,0.7822141560798548
noise_aug,5,40,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5661029617864151
rule,5,40,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8620537194650161
rule,5,40,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6759259259259259,0.6605298607992816
random_open_loop,5,40,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8838922484881804
random_open_loop,5,40,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6296296296296297,0.6029411764705883
LLM_synthetic,5,40,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8620537194650161
LLM_synthetic,5,40,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6574074074074074,0.6380106893740375
real_only,5,10,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8333333333333334,0.8326797385620914
real_only,5,10,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5462962962962963,0.48596406022340943
noise_aug,5,10,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8541666666666666,0.8531468531468531
noise_aug,5,10,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5137465274451576
rule,5,10,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8642149929278642
rule,5,10,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5661029617864151
random_open_loop,5,10,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8638594960183266
random_open_loop,5,10,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5740740740740741,0.5272173582032738
LLM_synthetic,5,10,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8541666666666666,0.8535947712418301
LLM_synthetic,5,10,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5137465274451576
real_only,5,20,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.84375,0.8429148030980691
real_only,5,20,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.4444444444444444,0.3076923076923077
noise_aug,5,20,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.8741258741258742
noise_aug,5,20,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5137465274451576
rule,5,20,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8541666666666666,0.8535947712418301
rule,5,20,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.5908712926175737
random_open_loop,5,20,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8642149929278642
random_open_loop,5,20,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5661029617864151
LLM_synthetic,5,20,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8638594960183266
LLM_synthetic,5,20,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5137465274451576
real_only,5,40,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8541666666666666,0.8531468531468531
real_only,5,40,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5462962962962963,0.48596406022340943
noise_aug,5,40,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8642149929278642
noise_aug,5,40,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5370370370370371,0.47162426614481406
rule,5,40,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8853046594982079
rule,5,40,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5137465274451576
random_open_loop,5,40,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8642149929278642
random_open_loop,5,40,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6296296296296297,0.6029411764705883
LLM_synthetic,5,40,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.8747826086956522
LLM_synthetic,5,40,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.5908712926175737
real_only,5,10,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.9166666666666666,0.916083916083916
real_only,5,10,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.7777777777777778,0.775
noise_aug,5,10,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.9166666666666666,0.916083916083916
noise_aug,5,10,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.75,0.7482517482517483
rule,5,10,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.9166666666666666,0.916083916083916
rule,5,10,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.75,0.7473793641167807
random_open_loop,5,10,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.9166666666666666,0.916083916083916
random_open_loop,5,10,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.7592592592592593,0.7571774472500865
LLM_synthetic,5,10,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.9166666666666666,0.916083916083916
LLM_synthetic,5,10,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.7592592592592593,0.7571774472500865
real_only,5,20,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8946906537955244
real_only,5,20,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.75,0.7473793641167807
noise_aug,5,20,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.90625,0.9054187192118226
noise_aug,5,20,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.7592592592592593,0.7571774472500865
rule,5,20,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.90625,0.9057488818588415
rule,5,20,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.7592592592592593,0.7579310344827586
random_open_loop,5,20,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.9270833333333334,0.926693574779099
random_open_loop,5,20,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.7592592592592593,0.7579310344827586
LLM_synthetic,5,20,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.9166666666666666,0.916083916083916
LLM_synthetic,5,20,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.75,0.7482517482517483
real_only,5,40,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.9166666666666666,0.916083916083916
real_only,5,40,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.75,0.7473793641167807
noise_aug,5,40,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.9166666666666666,0.916083916083916
noise_aug,5,40,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.7129629629629629,0.7123464215138757
rule,5,40,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.9166666666666666,0.9163398692810457
rule,5,40,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.7685185185185185,0.7668997668997669
random_open_loop,5,40,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.9270833333333334,0.926884996191927
random_open_loop,5,40,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.7314814814814815,0.7309047169000773
LLM_synthetic,5,40,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.9166666666666666,0.916083916083916
LLM_synthetic,5,40,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.7592592592592593,0.7571774472500865
real_only,5,10,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6979166666666666,0.6719688936019795
real_only,5,10,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6851851851851852,0.6798046738751309
noise_aug,5,10,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6770833333333334,0.6394912174439733
noise_aug,5,10,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6944444444444444,0.6899521531100479
rule,5,10,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6979166666666666,0.6719688936019795
rule,5,10,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6759259259259259,0.6711613745106568
random_open_loop,5,10,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6875,0.6536796536796536
random_open_loop,5,10,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6759259259259259,0.6655755109263028
LLM_synthetic,5,10,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6875,0.6536796536796536
LLM_synthetic,5,10,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6851851851851852,0.68125
real_only,5,20,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6979166666666666,0.6675820895522389
real_only,5,20,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.7037037037037037,0.7
noise_aug,5,20,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6979166666666666,0.6719688936019795
noise_aug,5,20,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6759259259259259,0.6711613745106568
rule,5,20,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.71875,0.694591728525981
rule,5,20,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6851851851851852,0.6761904761904762
random_open_loop,5,20,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7083333333333334,0.6812144212523719
random_open_loop,5,20,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6666666666666666,0.6548295454545454
LLM_synthetic,5,20,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6979166666666666,0.6675820895522389
LLM_synthetic,5,20,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6481481481481481,0.638095238095238
real_only,5,40,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6979166666666666,0.6675820895522389
real_only,5,40,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6944444444444444,0.6923076923076923
noise_aug,5,40,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.71875,0.7016231149994244
noise_aug,5,40,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.7037037037037037,0.7020689655172414
rule,5,40,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6979166666666666,0.6719688936019795
rule,5,40,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6666666666666666,0.6548295454545454
random_open_loop,5,40,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7083333333333334,0.6852459016393442
random_open_loop,5,40,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6759259259259259,0.6676923076923077
LLM_synthetic,5,40,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.71875,0.694591728525981
LLM_synthetic,5,40,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6759259259259259,0.6676923076923077
real_only,5,10,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7291666666666666,0.7077283372365339
real_only,5,10,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5793097200833408
noise_aug,5,10,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7916666666666666,0.7822141560798548
noise_aug,5,10,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5597427303197753
rule,5,10,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8229166666666666,0.8171838243530861
rule,5,10,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.6023349797934441
random_open_loop,5,10,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7708333333333334,0.7581310123683005
random_open_loop,5,10,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5829366861248316
LLM_synthetic,5,10,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7604166666666666,0.7458270979624726
LLM_synthetic,5,10,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5749552772808586
real_only,5,20,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7708333333333334,0.7581310123683005
real_only,5,20,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5829366861248316
noise_aug,5,20,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7291666666666666,0.7077283372365339
noise_aug,5,20,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5793097200833408
rule,5,20,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8333333333333334,0.8285714285714285
rule,5,20,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.5988767098469063
random_open_loop,5,20,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8125,0.8056680161943319
random_open_loop,5,20,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5753086419753086
LLM_synthetic,5,20,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8125,0.8056680161943319
LLM_synthetic,5,20,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5829366861248316
real_only,5,40,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.75,0.7333333333333334
real_only,5,40,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.5988767098469063
noise_aug,5,40,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.78125,0.7702564102564102
noise_aug,5,40,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6296296296296297,0.6068438296323262
rule,5,40,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.78125,0.7702564102564102
rule,5,40,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6111111111111112,0.5909090909090908
random_open_loop,5,40,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8125,0.8056680161943319
random_open_loop,5,40,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.6023349797934441
LLM_synthetic,5,40,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7916666666666666,0.7822141560798548
LLM_synthetic,5,40,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5714285714285714
real_only,5,10,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.78125,0.7702564102564102
real_only,5,10,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.49074074074074076,0.3948038716250637
noise_aug,5,10,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7916666666666666,0.7822141560798548
noise_aug,5,10,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.48148148148148145,0.3782894736842105
rule,5,10,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.873015873015873
rule,5,10,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5533834586466165
random_open_loop,5,10,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.873015873015873
random_open_loop,5,10,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5740740740740741,0.5272173582032738
LLM_synthetic,5,10,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.873015873015873
LLM_synthetic,5,10,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5185185185185185,0.4419713831478538
real_only,5,20,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7916666666666666,0.7822141560798548
real_only,5,20,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.4537037037037037,0.32607086197778956
noise_aug,5,20,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7708333333333334,0.7581310123683005
noise_aug,5,20,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.46296296296296297,0.3439463762044407
rule,5,20,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.873015873015873
rule,5,20,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5533834586466165
random_open_loop,5,20,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.873015873015873
random_open_loop,5,20,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6111111111111112,0.5785953177257526
LLM_synthetic,5,20,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.873015873015873
LLM_synthetic,5,20,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5661029617864151
real_only,5,40,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.78125,0.7702564102564102
real_only,5,40,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.48148148148148145,0.3782894736842105
noise_aug,5,40,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8229166666666666,0.8171838243530861
noise_aug,5,40,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5370370370370371,0.47162426614481406
rule,5,40,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.873015873015873
rule,5,40,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6296296296296297,0.6029411764705883
random_open_loop,5,40,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8838922484881804
random_open_loop,5,40,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6481481481481481,0.6265016381507098
LLM_synthetic,5,40,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.873015873015873
LLM_synthetic,5,40,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.5908712926175737
real_only,5,10,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8854042322300597
real_only,5,10,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.6177156177156178
noise_aug,5,10,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8854042322300597
noise_aug,5,10,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6111111111111112,0.6089655172413793
rule,5,10,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8541666666666666,0.8541033434650456
rule,5,10,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6296296296296297,0.6275862068965516
random_open_loop,5,10,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8854042322300597
random_open_loop,5,10,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.6177156177156178
LLM_synthetic,5,10,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.90625,0.906158357771261
LLM_synthetic,5,10,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6388888888888888,0.6373654756780025
real_only,5,20,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8645686380900706
real_only,5,20,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6388888888888888,0.6373654756780025
