baseline,n_real,seed,acc,macro_f1,majority_acc_val,train_real_count
random_open_loop,10,12,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
rule,10,12,0.7058823529411765,0.6886446886446886,0.5294117647058824,20
majority,10,13,0.47058823529411764,0.32,0.5294117647058824,20
metadata_safe,10,13,0.5294117647058824,0.5277777777777778,0.5294117647058824,20
metadata_leaky_diagnostic,10,13,0.8823529411764706,0.8785714285714286,0.5294117647058824,20
real_only,10,13,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
noise_aug,10,13,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
random_open_loop,10,13,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
rule,10,13,0.7058823529411765,0.6886446886446886,0.5294117647058824,20
majority,10,14,0.47058823529411764,0.32,0.5294117647058824,20
metadata_safe,10,14,0.47058823529411764,0.32,0.5294117647058824,20
metadata_leaky_diagnostic,10,14,1.0,1.0,0.5294117647058824,20
real_only,10,14,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
noise_aug,10,14,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
random_open_loop,10,14,0.7647058823529411,0.7571428571428571,0.5294117647058824,20
rule,10,14,0.7058823529411765,0.6886446886446886,0.5294117647058824,20
majority,10,15,0.47058823529411764,0.32,0.5294117647058824,20
metadata_safe,10,15,0.47058823529411764,0.32,0.5294117647058824,20
metadata_leaky_diagnostic,10,15,0.8823529411764706,0.8785714285714286,0.5294117647058824,20
real_only,10,15,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
noise_aug,10,15,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
random_open_loop,10,15,0.7647058823529411,0.7571428571428571,0.5294117647058824,20
rule,10,15,0.7058823529411765,0.6886446886446886,0.5294117647058824,20
majority,10,16,0.47058823529411764,0.32,0.5294117647058824,20
metadata_safe,10,16,0.47058823529411764,0.32,0.5294117647058824,20
metadata_leaky_diagnostic,10,16,0.8823529411764706,0.8785714285714286,0.5294117647058824,20
real_only,10,16,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
noise_aug,10,16,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
random_open_loop,10,16,0.7058823529411765,0.6886446886446886,0.5294117647058824,20
rule,10,16,0.7058823529411765,0.6886446886446886,0.5294117647058824,20
majority,10,17,0.47058823529411764,0.32,0.5294117647058824,20
metadata_safe,10,17,0.5294117647058824,0.34615384615384615,0.5294117647058824,20
metadata_leaky_diagnostic,10,17,1.0,1.0,0.5294117647058824,20
real_only,10,17,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
noise_aug,10,17,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
random_open_loop,10,17,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
rule,10,17,0.7058823529411765,0.6886446886446886,0.5294117647058824,20
majority,10,18,0.47058823529411764,0.32,0.5294117647058824,20
metadata_safe,10,18,0.5294117647058824,0.5277777777777778,0.5294117647058824,20
metadata_leaky_diagnostic,10,18,0.7647058823529411,0.7638888888888888,0.5294117647058824,20
real_only,10,18,0.7647058823529411,0.7571428571428571,0.5294117647058824,20
noise_aug,10,18,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
random_open_loop,10,18,0.7647058823529411,0.7571428571428571,0.5294117647058824,20
rule,10,18,0.7058823529411765,0.6886446886446886,0.5294117647058824,20
majority,10,19,0.47058823529411764,0.32,0.5294117647058824,20
metadata_safe,10,19,0.5294117647058824,0.34615384615384615,0.5294117647058824,20
metadata_leaky_diagnostic,10,19,1.0,1.0,0.5294117647058824,20
real_only,10,19,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
noise_aug,10,19,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
random_open_loop,10,19,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
rule,10,19,0.7058823529411765,0.6886446886446886,0.5294117647058824,20
majority,9999,0,0.47058823529411764,0.32,0.5294117647058824,50
metadata_safe,9999,0,0.47058823529411764,0.32,0.5294117647058824,50
metadata_leaky_diagnostic,9999,0,1.0,1.0,0.5294117647058824,50
real_only,9999,0,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
noise_aug,9999,0,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
random_open_loop,9999,0,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
rule,9999,0,0.7058823529411765,0.6886446886446886,0.5294117647058824,50
majority,9999,1,0.47058823529411764,0.32,0.5294117647058824,50
metadata_safe,9999,1,0.47058823529411764,0.32,0.5294117647058824,50
metadata_leaky_diagnostic,9999,1,1.0,1.0,0.5294117647058824,50
real_only,9999,1,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
noise_aug,9999,1,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
random_open_loop,9999,1,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
rule,9999,1,0.7058823529411765,0.6886446886446886,0.5294117647058824,50
majority,9999,2,0.47058823529411764,0.32,0.5294117647058824,50
metadata_safe,9999,2,0.47058823529411764,0.32,0.5294117647058824,50
metadata_leaky_diagnostic,9999,2,1.0,1.0,0.5294117647058824,50
real_only,9999,2,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
noise_aug,9999,2,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
random_open_loop,9999,2,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
rule,9999,2,0.7058823529411765,0.6886446886446886,0.5294117647058824,50
majority,9999,3,0.47058823529411764,0.32,0.5294117647058824,50
metadata_safe,9999,3,0.47058823529411764,0.32,0.5294117647058824,50
metadata_leaky_diagnostic,9999,3,1.0,1.0,0.5294117647058824,50
real_only,9999,3,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
noise_aug,9999,3,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
random_open_loop,9999,3,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
rule,9999,3,0.7058823529411765,0.6886446886446886,0.5294117647058824,50
majority,9999,4,0.47058823529411764,0.32,0.5294117647058824,50
metadata_safe,9999,4,0.47058823529411764,0.32,0.5294117647058824,50
metadata_leaky_diagnostic,9999,4,1.0,1.0,0.5294117647058824,50
real_only,9999,4,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
noise_aug,9999,4,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
random_open_loop,9999,4,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
rule,9999,4,0.7058823529411765,0.6886446886446886,0.5294117647058824,50
majority,9999,5,0.47058823529411764,0.32,0.5294117647058824,50
metadata_safe,9999,5,0.47058823529411764,0.32,0.5294117647058824,50
metadata_leaky_diagnostic,9999,5,1.0,1.0,0.5294117647058824,50
real_only,9999,5,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
noise_aug,9999,5,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
random_open_loop,9999,5,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
rule,9999,5,0.7058823529411765,0.6886446886446886,0.5294117647058824,50
majority,9999,6,0.47058823529411764,0.32,0.5294117647058824,50
metadata_safe,9999,6,0.47058823529411764,0.32,0.5294117647058824,50
metadata_leaky_diagnostic,9999,6,1.0,1.0,0.5294117647058824,50
real_only,9999,6,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
noise_aug,9999,6,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
random_open_loop,9999,6,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
rule,9999,6,0.7058823529411765,0.6886446886446886,0.5294117647058824,50
majority,9999,7,0.47058823529411764,0.32,0.5294117647058824,50
metadata_safe,9999,7,0.47058823529411764,0.32,0.5294117647058824,50
metadata_leaky_diagnostic,9999,7,1.0,1.0,0.5294117647058824,50
real_only,9999,7,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
noise_aug,9999,7,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
random_open_loop,9999,7,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
rule,9999,7,0.7058823529411765,0.6886446886446886,0.5294117647058824,50
majority,9999,8,0.47058823529411764,0.32,0.5294117647058824,50
metadata_safe,9999,8,0.47058823529411764,0.32,0.5294117647058824,50
metadata_leaky_diagnostic,9999,8,1.0,1.0,0.5294117647058824,50
real_only,9999,8,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
noise_aug,9999,8,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
random_open_loop,9999,8,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
rule,9999,8,0.7058823529411765,0.6886446886446886,0.5294117647058824,50
majority,9999,9,0.47058823529411764,0.32,0.5294117647058824,50
metadata_safe,9999,9,0.47058823529411764,0.32,0.5294117647058824,50
metadata_leaky_diagnostic,9999,9,1.0,1.0,0.5294117647058824,50
real_only,9999,9,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
noise_aug,9999,9,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
random_open_loop,9999,9,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
rule,9999,9,0.7058823529411765,0.6886446886446886,0.5294117647058824,50
majority,9999,10,0.47058823529411764,0.32,0.5294117647058824,50
metadata_safe,9999,10,0.47058823529411764,0.32,0.5294117647058824,50
metadata_leaky_diagnostic,9999,10,1.0,1.0,0.5294117647058824,50
real_only,9999,10,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
noise_aug,9999,10,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
random_open_loop,9999,10,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
rule,9999,10,0.7058823529411765,0.6886446886446886,0.5294117647058824,50
majority,9999,11,0.47058823529411764,0.32,0.5294117647058824,50
metadata_safe,9999,11,0.47058823529411764,0.32,0.5294117647058824,50
metadata_leaky_diagnostic,9999,11,1.0,1.0,0.5294117647058824,50
real_only,9999,11,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
noise_aug,9999,11,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
random_open_loop,9999,11,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
rule,9999,11,0.7058823529411765,0.6886446886446886,0.5294117647058824,50
majority,9999,12,0.47058823529411764,0.32,0.5294117647058824,50
metadata_safe,9999,12,0.47058823529411764,0.32,0.5294117647058824,50
metadata_leaky_diagnostic,9999,12,1.0,1.0,0.5294117647058824,50
real_only,9999,12,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
noise_aug,9999,12,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
random_open_loop,9999,12,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
rule,9999,12,0.7058823529411765,0.6886446886446886,0.5294117647058824,50
majority,9999,13,0.47058823529411764,0.32,0.5294117647058824,50
metadata_safe,9999,13,0.47058823529411764,0.32,0.5294117647058824,50
metadata_leaky_diagnostic,9999,13,1.0,1.0,0.5294117647058824,50
real_only,9999,13,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
noise_aug,9999,13,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
random_open_loop,9999,13,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
rule,9999,13,0.7058823529411765,0.6886446886446886,0.5294117647058824,50
majority,9999,14,0.47058823529411764,0.32,0.5294117647058824,50
metadata_safe,9999,14,0.47058823529411764,0.32,0.5294117647058824,50
metadata_leaky_diagnostic,9999,14,1.0,1.0,0.5294117647058824,50
real_only,9999,14,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
noise_aug,9999,14,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
random_open_loop,9999,14,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
rule,9999,14,0.7058823529411765,0.6886446886446886,0.5294117647058824,50
majority,9999,15,0.47058823529411764,0.32,0.5294117647058824,50
metadata_safe,9999,15,0.47058823529411764,0.32,0.5294117647058824,50
metadata_leaky_diagnostic,9999,15,1.0,1.0,0.5294117647058824,50
real_only,9999,15,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
noise_aug,9999,15,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
random_open_loop,9999,15,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
rule,9999,15,0.7058823529411765,0.6886446886446886,0.5294117647058824,50
majority,9999,16,0.47058823529411764,0.32,0.5294117647058824,50
metadata_safe,9999,16,0.47058823529411764,0.32,0.5294117647058824,50
metadata_leaky_diagnostic,9999,16,1.0,1.0,0.5294117647058824,50
real_only,9999,16,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
noise_aug,9999,16,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
random_open_loop,9999,16,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
rule,9999,16,0.7058823529411765,0.6886446886446886,0.5294117647058824,50
majority,9999,17,0.47058823529411764,0.32,0.5294117647058824,50
metadata_safe,9999,17,0.47058823529411764,0.32,0.5294117647058824,50
metadata_leaky_diagnostic,9999,17,1.0,1.0,0.5294117647058824,50
real_only,9999,17,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
noise_aug,9999,17,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
random_open_loop,9999,17,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
rule,9999,17,0.7058823529411765,0.6886446886446886,0.5294117647058824,50
majority,9999,18,0.47058823529411764,0.32,0.5294117647058824,50
metadata_safe,9999,18,0.47058823529411764,0.32,0.5294117647058824,50
metadata_leaky_diagnostic,9999,18,1.0,1.0,0.5294117647058824,50
real_only,9999,18,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
noise_aug,9999,18,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
random_open_loop,9999,18,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
rule,9999,18,0.7058823529411765,0.6886446886446886,0.5294117647058824,50
majority,9999,19,0.47058823529411764,0.32,0.5294117647058824,50
metadata_safe,9999,19,0.47058823529411764,0.32,0.5294117647058824,50
metadata_leaky_diagnostic,9999,19,1.0,1.0,0.5294117647058824,50
real_only,9999,19,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
noise_aug,9999,19,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
random_open_loop,9999,19,0.8235294117647058,0.8210526315789474,0.5294117647058824,50
rule,9999,19,0.7058823529411765,0.6886446886446886,0.5294117647058824,50
