baseline,n_real,seed,acc,macro_f1,majority_acc_val,train_real_count
metadata_leaky_diagnostic,2,4,0.5294117647058824,0.5277777777777778,0.5294117647058824,4
real_only,2,4,0.47058823529411764,0.47058823529411764,0.5294117647058824,4
noise_aug,2,4,0.4117647058823529,0.4097222222222222,0.5294117647058824,4
random_open_loop,2,4,0.5882352941176471,0.5296442687747036,0.5294117647058824,4
rule,2,4,0.7058823529411765,0.6886446886446886,0.5294117647058824,4
majority,2,5,0.47058823529411764,0.32,0.5294117647058824,4
metadata_safe,2,5,0.47058823529411764,0.32,0.5294117647058824,4
metadata_leaky_diagnostic,2,5,0.7058823529411765,0.6886446886446886,0.5294117647058824,4
real_only,2,5,0.47058823529411764,0.32,0.5294117647058824,4
noise_aug,2,5,0.47058823529411764,0.32,0.5294117647058824,4
random_open_loop,2,5,0.47058823529411764,0.32,0.5294117647058824,4
rule,2,5,0.47058823529411764,0.32,0.5294117647058824,4
majority,2,6,0.47058823529411764,0.32,0.5294117647058824,4
metadata_safe,2,6,0.5294117647058824,0.34615384615384615,0.5294117647058824,4
metadata_leaky_diagnostic,2,6,0.7647058823529411,0.7638888888888888,0.5294117647058824,4
real_only,2,6,0.5882352941176471,0.5296442687747036,0.5294117647058824,4
noise_aug,2,6,0.6470588235294118,0.6136363636363636,0.5294117647058824,4
random_open_loop,2,6,0.7647058823529411,0.7571428571428571,0.5294117647058824,4
rule,2,6,0.7058823529411765,0.6886446886446886,0.5294117647058824,4
majority,2,7,0.47058823529411764,0.32,0.5294117647058824,4
metadata_safe,2,7,0.47058823529411764,0.32,0.5294117647058824,4
metadata_leaky_diagnostic,2,7,0.6470588235294118,0.6357142857142857,0.5294117647058824,4
real_only,2,7,0.7058823529411765,0.6886446886446886,0.5294117647058824,4
noise_aug,2,7,0.7058823529411765,0.6886446886446886,0.5294117647058824,4
random_open_loop,2,7,0.7058823529411765,0.6886446886446886,0.5294117647058824,4
rule,2,7,0.7058823529411765,0.6886446886446886,0.5294117647058824,4
majority,2,8,0.47058823529411764,0.32,0.5294117647058824,4
metadata_safe,2,8,0.5294117647058824,0.5277777777777778,0.5294117647058824,4
metadata_leaky_diagnostic,2,8,0.6470588235294118,0.6458333333333333,0.5294117647058824,4
real_only,2,8,0.7058823529411765,0.6886446886446886,0.5294117647058824,4
noise_aug,2,8,0.7058823529411765,0.6886446886446886,0.5294117647058824,4
random_open_loop,2,8,0.8823529411764706,0.8819444444444444,0.5294117647058824,4
rule,2,8,0.7058823529411765,0.6886446886446886,0.5294117647058824,4
majority,2,9,0.47058823529411764,0.32,0.5294117647058824,4
metadata_safe,2,9,0.47058823529411764,0.47058823529411764,0.5294117647058824,4
metadata_leaky_diagnostic,2,9,0.6470588235294118,0.6458333333333333,0.5294117647058824,4
real_only,2,9,0.6470588235294118,0.6136363636363636,0.5294117647058824,4
noise_aug,2,9,0.6470588235294118,0.6136363636363636,0.5294117647058824,4
random_open_loop,2,9,0.7058823529411765,0.6886446886446886,0.5294117647058824,4
rule,2,9,0.7647058823529411,0.7571428571428571,0.5294117647058824,4
majority,2,10,0.47058823529411764,0.32,0.5294117647058824,4
metadata_safe,2,10,0.5294117647058824,0.34615384615384615,0.5294117647058824,4
metadata_leaky_diagnostic,2,10,0.7647058823529411,0.7424242424242424,0.5294117647058824,4
real_only,2,10,0.7647058823529411,0.7571428571428571,0.5294117647058824,4
noise_aug,2,10,0.47058823529411764,0.47058823529411764,0.5294117647058824,4
random_open_loop,2,10,0.5882352941176471,0.5824561403508772,0.5294117647058824,4
rule,2,10,0.5294117647058824,0.43333333333333335,0.5294117647058824,4
majority,2,11,0.47058823529411764,0.32,0.5294117647058824,4
metadata_safe,2,11,0.47058823529411764,0.32,0.5294117647058824,4
metadata_leaky_diagnostic,2,11,0.6470588235294118,0.6357142857142857,0.5294117647058824,4
real_only,2,11,0.7058823529411765,0.6886446886446886,0.5294117647058824,4
noise_aug,2,11,0.7058823529411765,0.6886446886446886,0.5294117647058824,4
random_open_loop,2,11,0.5882352941176471,0.5296442687747036,0.5294117647058824,4
rule,2,11,0.7058823529411765,0.6886446886446886,0.5294117647058824,4
majority,2,12,0.47058823529411764,0.32,0.5294117647058824,4
metadata_safe,2,12,0.5294117647058824,0.5277777777777778,0.5294117647058824,4
metadata_leaky_diagnostic,2,12,0.7647058823529411,0.7424242424242424,0.5294117647058824,4
real_only,2,12,0.8235294117647058,0.8210526315789474,0.5294117647058824,4
noise_aug,2,12,0.8235294117647058,0.8210526315789474,0.5294117647058824,4
random_open_loop,2,12,0.5294117647058824,0.5277777777777778,0.5294117647058824,4
rule,2,12,0.6470588235294118,0.6136363636363636,0.5294117647058824,4
majority,2,13,0.47058823529411764,0.32,0.5294117647058824,4
metadata_safe,2,13,0.47058823529411764,0.47058823529411764,0.5294117647058824,4
metadata_leaky_diagnostic,2,13,0.6470588235294118,0.575,0.5294117647058824,4
real_only,2,13,0.6470588235294118,0.6357142857142857,0.5294117647058824,4
noise_aug,2,13,0.7058823529411765,0.6886446886446886,0.5294117647058824,4
random_open_loop,2,13,0.7058823529411765,0.6886446886446886,0.5294117647058824,4
rule,2,13,0.7058823529411765,0.6886446886446886,0.5294117647058824,4
majority,2,14,0.47058823529411764,0.32,0.5294117647058824,4
metadata_safe,2,14,0.47058823529411764,0.32,0.5294117647058824,4
metadata_leaky_diagnostic,2,14,0.7058823529411765,0.7058823529411765,0.5294117647058824,4
real_only,2,14,0.7647058823529411,0.7571428571428571,0.5294117647058824,4
noise_aug,2,14,0.7058823529411765,0.6886446886446886,0.5294117647058824,4
random_open_loop,2,14,0.7647058823529411,0.7571428571428571,0.5294117647058824,4
rule,2,14,0.7058823529411765,0.6886446886446886,0.5294117647058824,4
majority,2,15,0.47058823529411764,0.32,0.5294117647058824,4
metadata_safe,2,15,0.47058823529411764,0.47058823529411764,0.5294117647058824,4
metadata_leaky_diagnostic,2,15,0.7058823529411765,0.6886446886446886,0.5294117647058824,4
real_only,2,15,0.47058823529411764,0.32,0.5294117647058824,4
noise_aug,2,15,0.47058823529411764,0.32,0.5294117647058824,4
random_open_loop,2,15,0.6470588235294118,0.6136363636363636,0.5294117647058824,4
rule,2,15,0.47058823529411764,0.32,0.5294117647058824,4
majority,2,16,0.47058823529411764,0.32,0.5294117647058824,4
metadata_safe,2,16,0.47058823529411764,0.47058823529411764,0.5294117647058824,4
metadata_leaky_diagnostic,2,16,0.7058823529411765,0.7017543859649122,0.5294117647058824,4
real_only,2,16,0.47058823529411764,0.32,0.5294117647058824,4
noise_aug,2,16,0.47058823529411764,0.32,0.5294117647058824,4
random_open_loop,2,16,0.47058823529411764,0.32,0.5294117647058824,4
rule,2,16,0.47058823529411764,0.32,0.5294117647058824,4
majority,2,17,0.47058823529411764,0.32,0.5294117647058824,4
metadata_safe,2,17,0.47058823529411764,0.32,0.5294117647058824,4
metadata_leaky_diagnostic,2,17,0.7647058823529411,0.7638888888888888,0.5294117647058824,4
real_only,2,17,0.5294117647058824,0.43333333333333335,0.5294117647058824,4
noise_aug,2,17,0.5294117647058824,0.43333333333333335,0.5294117647058824,4
random_open_loop,2,17,0.7058823529411765,0.6886446886446886,0.5294117647058824,4
rule,2,17,0.5882352941176471,0.5296442687747036,0.5294117647058824,4
majority,2,18,0.47058823529411764,0.32,0.5294117647058824,4
metadata_safe,2,18,0.47058823529411764,0.47058823529411764,0.5294117647058824,4
metadata_leaky_diagnostic,2,18,0.47058823529411764,0.47058823529411764,0.5294117647058824,4
real_only,2,18,0.47058823529411764,0.32,0.5294117647058824,4
noise_aug,2,18,0.47058823529411764,0.32,0.5294117647058824,4
random_open_loop,2,18,0.5294117647058824,0.43333333333333335,0.5294117647058824,4
rule,2,18,0.5882352941176471,0.5296442687747036,0.5294117647058824,4
majority,2,19,0.47058823529411764,0.32,0.5294117647058824,4
metadata_safe,2,19,0.47058823529411764,0.32,0.5294117647058824,4
metadata_leaky_diagnostic,2,19,0.7058823529411765,0.6886446886446886,0.5294117647058824,4
real_only,2,19,0.47058823529411764,0.32,0.5294117647058824,4
noise_aug,2,19,0.47058823529411764,0.32,0.5294117647058824,4
random_open_loop,2,19,0.47058823529411764,0.32,0.5294117647058824,4
rule,2,19,0.7058823529411765,0.6886446886446886,0.5294117647058824,4
majority,5,0,0.47058823529411764,0.32,0.5294117647058824,10
metadata_safe,5,0,0.5294117647058824,0.34615384615384615,0.5294117647058824,10
metadata_leaky_diagnostic,5,0,0.7058823529411765,0.7058823529411765,0.5294117647058824,10
real_only,5,0,0.5882352941176471,0.5296442687747036,0.5294117647058824,10
noise_aug,5,0,0.6470588235294118,0.6136363636363636,0.5294117647058824,10
random_open_loop,5,0,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
rule,5,0,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
majority,5,1,0.47058823529411764,0.32,0.5294117647058824,10
metadata_safe,5,1,0.47058823529411764,0.47058823529411764,0.5294117647058824,10
metadata_leaky_diagnostic,5,1,0.7058823529411765,0.7058823529411765,0.5294117647058824,10
real_only,5,1,0.6470588235294118,0.6136363636363636,0.5294117647058824,10
noise_aug,5,1,0.6470588235294118,0.6136363636363636,0.5294117647058824,10
random_open_loop,5,1,0.47058823529411764,0.32,0.5294117647058824,10
rule,5,1,0.5882352941176471,0.5296442687747036,0.5294117647058824,10
majority,5,2,0.47058823529411764,0.32,0.5294117647058824,10
metadata_safe,5,2,0.5294117647058824,0.34615384615384615,0.5294117647058824,10
metadata_leaky_diagnostic,5,2,0.8823529411764706,0.8785714285714286,0.5294117647058824,10
real_only,5,2,0.7647058823529411,0.7571428571428571,0.5294117647058824,10
noise_aug,5,2,0.6470588235294118,0.6458333333333333,0.5294117647058824,10
random_open_loop,5,2,0.7647058823529411,0.7571428571428571,0.5294117647058824,10
rule,5,2,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
majority,5,3,0.47058823529411764,0.32,0.5294117647058824,10
metadata_safe,5,3,0.5294117647058824,0.34615384615384615,0.5294117647058824,10
metadata_leaky_diagnostic,5,3,0.7647058823529411,0.7424242424242424,0.5294117647058824,10
real_only,5,3,0.8823529411764706,0.8819444444444444,0.5294117647058824,10
noise_aug,5,3,0.8823529411764706,0.8819444444444444,0.5294117647058824,10
random_open_loop,5,3,0.8823529411764706,0.8819444444444444,0.5294117647058824,10
rule,5,3,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
majority,5,4,0.47058823529411764,0.32,0.5294117647058824,10
metadata_safe,5,4,0.47058823529411764,0.47058823529411764,0.5294117647058824,10
metadata_leaky_diagnostic,5,4,0.8235294117647058,0.8210526315789474,0.5294117647058824,10
real_only,5,4,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
noise_aug,5,4,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
random_open_loop,5,4,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
rule,5,4,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
majority,5,5,0.47058823529411764,0.32,0.5294117647058824,10
metadata_safe,5,5,0.5294117647058824,0.34615384615384615,0.5294117647058824,10
metadata_leaky_diagnostic,5,5,1.0,1.0,0.5294117647058824,10
real_only,5,5,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
noise_aug,5,5,0.6470588235294118,0.6136363636363636,0.5294117647058824,10
random_open_loop,5,5,0.5882352941176471,0.5296442687747036,0.5294117647058824,10
rule,5,5,0.47058823529411764,0.32,0.5294117647058824,10
majority,5,6,0.47058823529411764,0.32,0.5294117647058824,10
metadata_safe,5,6,0.47058823529411764,0.47058823529411764,0.5294117647058824,10
metadata_leaky_diagnostic,5,6,0.8235294117647058,0.8131868131868132,0.5294117647058824,10
real_only,5,6,0.8235294117647058,0.8210526315789474,0.5294117647058824,10
noise_aug,5,6,0.8235294117647058,0.8210526315789474,0.5294117647058824,10
random_open_loop,5,6,0.6470588235294118,0.6136363636363636,0.5294117647058824,10
rule,5,6,0.7647058823529411,0.7571428571428571,0.5294117647058824,10
majority,5,7,0.47058823529411764,0.32,0.5294117647058824,10
metadata_safe,5,7,0.47058823529411764,0.32,0.5294117647058824,10
metadata_leaky_diagnostic,5,7,0.8823529411764706,0.8785714285714286,0.5294117647058824,10
real_only,5,7,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
noise_aug,5,7,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
random_open_loop,5,7,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
rule,5,7,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
majority,5,8,0.47058823529411764,0.32,0.5294117647058824,10
metadata_safe,5,8,0.5294117647058824,0.34615384615384615,0.5294117647058824,10
metadata_leaky_diagnostic,5,8,0.8823529411764706,0.8785714285714286,0.5294117647058824,10
real_only,5,8,0.8235294117647058,0.8210526315789474,0.5294117647058824,10
noise_aug,5,8,0.8235294117647058,0.8210526315789474,0.5294117647058824,10
random_open_loop,5,8,0.8235294117647058,0.8210526315789474,0.5294117647058824,10
rule,5,8,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
majority,5,9,0.47058823529411764,0.32,0.5294117647058824,10
metadata_safe,5,9,0.47058823529411764,0.32,0.5294117647058824,10
metadata_leaky_diagnostic,5,9,0.7647058823529411,0.7571428571428571,0.5294117647058824,10
real_only,5,9,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
noise_aug,5,9,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
random_open_loop,5,9,0.7647058823529411,0.7571428571428571,0.5294117647058824,10
rule,5,9,0.5882352941176471,0.5296442687747036,0.5294117647058824,10
majority,5,10,0.47058823529411764,0.32,0.5294117647058824,10
metadata_safe,5,10,0.47058823529411764,0.32,0.5294117647058824,10
metadata_leaky_diagnostic,5,10,1.0,1.0,0.5294117647058824,10
real_only,5,10,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
noise_aug,5,10,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
random_open_loop,5,10,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
rule,5,10,0.47058823529411764,0.32,0.5294117647058824,10
majority,5,11,0.47058823529411764,0.32,0.5294117647058824,10
metadata_safe,5,11,0.47058823529411764,0.32,0.5294117647058824,10
metadata_leaky_diagnostic,5,11,0.8823529411764706,0.8785714285714286,0.5294117647058824,10
real_only,5,11,0.7647058823529411,0.7571428571428571,0.5294117647058824,10
noise_aug,5,11,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
random_open_loop,5,11,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
rule,5,11,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
majority,5,12,0.47058823529411764,0.32,0.5294117647058824,10
metadata_safe,5,12,0.47058823529411764,0.47058823529411764,0.5294117647058824,10
metadata_leaky_diagnostic,5,12,0.8235294117647058,0.8210526315789474,0.5294117647058824,10
real_only,5,12,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
noise_aug,5,12,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
random_open_loop,5,12,0.5294117647058824,0.43333333333333335,0.5294117647058824,10
rule,5,12,0.6470588235294118,0.6136363636363636,0.5294117647058824,10
majority,5,13,0.47058823529411764,0.32,0.5294117647058824,10
metadata_safe,5,13,0.47058823529411764,0.32,0.5294117647058824,10
metadata_leaky_diagnostic,5,13,0.7647058823529411,0.7638888888888888,0.5294117647058824,10
real_only,5,13,0.8823529411764706,0.8819444444444444,0.5294117647058824,10
noise_aug,5,13,0.8823529411764706,0.8819444444444444,0.5294117647058824,10
random_open_loop,5,13,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
rule,5,13,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
majority,5,14,0.47058823529411764,0.32,0.5294117647058824,10
metadata_safe,5,14,0.5294117647058824,0.5277777777777778,0.5294117647058824,10
metadata_leaky_diagnostic,5,14,0.7647058823529411,0.7638888888888888,0.5294117647058824,10
real_only,5,14,1.0,1.0,0.5294117647058824,10
noise_aug,5,14,0.9411764705882353,0.9411764705882353,0.5294117647058824,10
random_open_loop,5,14,1.0,1.0,0.5294117647058824,10
rule,5,14,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
majority,5,15,0.47058823529411764,0.32,0.5294117647058824,10
metadata_safe,5,15,0.5294117647058824,0.5277777777777778,0.5294117647058824,10
metadata_leaky_diagnostic,5,15,0.7647058823529411,0.7638888888888888,0.5294117647058824,10
real_only,5,15,0.8235294117647058,0.8210526315789474,0.5294117647058824,10
noise_aug,5,15,0.8235294117647058,0.8210526315789474,0.5294117647058824,10
random_open_loop,5,15,0.8235294117647058,0.8210526315789474,0.5294117647058824,10
rule,5,15,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
majority,5,16,0.47058823529411764,0.32,0.5294117647058824,10
metadata_safe,5,16,0.47058823529411764,0.47058823529411764,0.5294117647058824,10
metadata_leaky_diagnostic,5,16,0.8823529411764706,0.8785714285714286,0.5294117647058824,10
real_only,5,16,0.6470588235294118,0.6136363636363636,0.5294117647058824,10
noise_aug,5,16,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
random_open_loop,5,16,0.5882352941176471,0.5641025641025641,0.5294117647058824,10
rule,5,16,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
majority,5,17,0.47058823529411764,0.32,0.5294117647058824,10
metadata_safe,5,17,0.5294117647058824,0.5277777777777778,0.5294117647058824,10
metadata_leaky_diagnostic,5,17,0.8823529411764706,0.8785714285714286,0.5294117647058824,10
real_only,5,17,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
noise_aug,5,17,0.8235294117647058,0.8210526315789474,0.5294117647058824,10
random_open_loop,5,17,0.6470588235294118,0.6136363636363636,0.5294117647058824,10
rule,5,17,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
majority,5,18,0.47058823529411764,0.32,0.5294117647058824,10
metadata_safe,5,18,0.5294117647058824,0.34615384615384615,0.5294117647058824,10
metadata_leaky_diagnostic,5,18,0.7058823529411765,0.7058823529411765,0.5294117647058824,10
real_only,5,18,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
noise_aug,5,18,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
random_open_loop,5,18,0.7647058823529411,0.7571428571428571,0.5294117647058824,10
rule,5,18,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
majority,5,19,0.47058823529411764,0.32,0.5294117647058824,10
metadata_safe,5,19,0.47058823529411764,0.47058823529411764,0.5294117647058824,10
metadata_leaky_diagnostic,5,19,0.7058823529411765,0.6886446886446886,0.5294117647058824,10
real_only,5,19,0.8235294117647058,0.8210526315789474,0.5294117647058824,10
noise_aug,5,19,0.8823529411764706,0.8819444444444444,0.5294117647058824,10
random_open_loop,5,19,0.6470588235294118,0.6136363636363636,0.5294117647058824,10
rule,5,19,0.7647058823529411,0.7571428571428571,0.5294117647058824,10
majority,10,0,0.47058823529411764,0.32,0.5294117647058824,20
metadata_safe,10,0,0.5294117647058824,0.34615384615384615,0.5294117647058824,20
metadata_leaky_diagnostic,10,0,1.0,1.0,0.5294117647058824,20
real_only,10,0,0.8823529411764706,0.8819444444444444,0.5294117647058824,20
noise_aug,10,0,0.8823529411764706,0.8819444444444444,0.5294117647058824,20
random_open_loop,10,0,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
rule,10,0,0.7058823529411765,0.6886446886446886,0.5294117647058824,20
majority,10,1,0.47058823529411764,0.32,0.5294117647058824,20
metadata_safe,10,1,0.47058823529411764,0.32,0.5294117647058824,20
metadata_leaky_diagnostic,10,1,0.8823529411764706,0.8785714285714286,0.5294117647058824,20
real_only,10,1,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
noise_aug,10,1,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
random_open_loop,10,1,0.7647058823529411,0.7571428571428571,0.5294117647058824,20
rule,10,1,0.7058823529411765,0.6886446886446886,0.5294117647058824,20
majority,10,2,0.47058823529411764,0.32,0.5294117647058824,20
metadata_safe,10,2,0.5294117647058824,0.5277777777777778,0.5294117647058824,20
metadata_leaky_diagnostic,10,2,0.8823529411764706,0.8785714285714286,0.5294117647058824,20
real_only,10,2,0.7647058823529411,0.7571428571428571,0.5294117647058824,20
noise_aug,10,2,0.7647058823529411,0.7571428571428571,0.5294117647058824,20
random_open_loop,10,2,0.7058823529411765,0.6886446886446886,0.5294117647058824,20
rule,10,2,0.7058823529411765,0.6886446886446886,0.5294117647058824,20
majority,10,3,0.47058823529411764,0.32,0.5294117647058824,20
metadata_safe,10,3,0.47058823529411764,0.32,0.5294117647058824,20
metadata_leaky_diagnostic,10,3,1.0,1.0,0.5294117647058824,20
real_only,10,3,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
noise_aug,10,3,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
random_open_loop,10,3,0.7058823529411765,0.6886446886446886,0.5294117647058824,20
rule,10,3,0.7058823529411765,0.6886446886446886,0.5294117647058824,20
majority,10,4,0.47058823529411764,0.32,0.5294117647058824,20
metadata_safe,10,4,0.5294117647058824,0.34615384615384615,0.5294117647058824,20
metadata_leaky_diagnostic,10,4,1.0,1.0,0.5294117647058824,20
real_only,10,4,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
noise_aug,10,4,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
random_open_loop,10,4,0.7647058823529411,0.7571428571428571,0.5294117647058824,20
rule,10,4,0.7058823529411765,0.6886446886446886,0.5294117647058824,20
majority,10,5,0.47058823529411764,0.32,0.5294117647058824,20
metadata_safe,10,5,0.5294117647058824,0.5277777777777778,0.5294117647058824,20
metadata_leaky_diagnostic,10,5,1.0,1.0,0.5294117647058824,20
real_only,10,5,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
noise_aug,10,5,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
random_open_loop,10,5,0.7058823529411765,0.6886446886446886,0.5294117647058824,20
rule,10,5,0.7058823529411765,0.6886446886446886,0.5294117647058824,20
majority,10,6,0.47058823529411764,0.32,0.5294117647058824,20
metadata_safe,10,6,0.47058823529411764,0.47058823529411764,0.5294117647058824,20
metadata_leaky_diagnostic,10,6,1.0,1.0,0.5294117647058824,20
real_only,10,6,0.7647058823529411,0.7571428571428571,0.5294117647058824,20
noise_aug,10,6,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
random_open_loop,10,6,0.7647058823529411,0.7571428571428571,0.5294117647058824,20
rule,10,6,0.7058823529411765,0.6886446886446886,0.5294117647058824,20
majority,10,7,0.47058823529411764,0.32,0.5294117647058824,20
metadata_safe,10,7,0.47058823529411764,0.47058823529411764,0.5294117647058824,20
metadata_leaky_diagnostic,10,7,0.8823529411764706,0.8785714285714286,0.5294117647058824,20
real_only,10,7,0.6470588235294118,0.6136363636363636,0.5294117647058824,20
noise_aug,10,7,0.7647058823529411,0.7571428571428571,0.5294117647058824,20
random_open_loop,10,7,0.7058823529411765,0.6886446886446886,0.5294117647058824,20
rule,10,7,0.6470588235294118,0.6136363636363636,0.5294117647058824,20
majority,10,8,0.47058823529411764,0.32,0.5294117647058824,20
metadata_safe,10,8,0.5294117647058824,0.34615384615384615,0.5294117647058824,20
metadata_leaky_diagnostic,10,8,0.8823529411764706,0.8785714285714286,0.5294117647058824,20
real_only,10,8,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
noise_aug,10,8,0.7647058823529411,0.7571428571428571,0.5294117647058824,20
random_open_loop,10,8,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
rule,10,8,0.7058823529411765,0.6886446886446886,0.5294117647058824,20
majority,10,9,0.47058823529411764,0.32,0.5294117647058824,20
metadata_safe,10,9,0.5294117647058824,0.34615384615384615,0.5294117647058824,20
metadata_leaky_diagnostic,10,9,0.8823529411764706,0.8785714285714286,0.5294117647058824,20
real_only,10,9,0.7647058823529411,0.7571428571428571,0.5294117647058824,20
noise_aug,10,9,0.7647058823529411,0.7571428571428571,0.5294117647058824,20
random_open_loop,10,9,0.7647058823529411,0.7571428571428571,0.5294117647058824,20
rule,10,9,0.7058823529411765,0.6886446886446886,0.5294117647058824,20
majority,10,10,0.47058823529411764,0.32,0.5294117647058824,20
metadata_safe,10,10,0.47058823529411764,0.32,0.5294117647058824,20
metadata_leaky_diagnostic,10,10,1.0,1.0,0.5294117647058824,20
real_only,10,10,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
noise_aug,10,10,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
random_open_loop,10,10,0.7647058823529411,0.7571428571428571,0.5294117647058824,20
rule,10,10,0.7058823529411765,0.6886446886446886,0.5294117647058824,20
majority,10,11,0.47058823529411764,0.32,0.5294117647058824,20
metadata_safe,10,11,0.47058823529411764,0.32,0.5294117647058824,20
metadata_leaky_diagnostic,10,11,0.8823529411764706,0.8785714285714286,0.5294117647058824,20
real_only,10,11,0.5882352941176471,0.5296442687747036,0.5294117647058824,20
noise_aug,10,11,0.5882352941176471,0.5296442687747036,0.5294117647058824,20
random_open_loop,10,11,0.47058823529411764,0.32,0.5294117647058824,20
rule,10,11,0.7058823529411765,0.6886446886446886,0.5294117647058824,20
majority,10,12,0.47058823529411764,0.32,0.5294117647058824,20
metadata_safe,10,12,0.5294117647058824,0.34615384615384615,0.5294117647058824,20
metadata_leaky_diagnostic,10,12,0.8823529411764706,0.8785714285714286,0.5294117647058824,20
real_only,10,12,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
noise_aug,10,12,0.8235294117647058,0.8210526315789474,0.5294117647058824,20
