baseline,n_real,seed,class,f1
random_open_loop,10,8,healthy,0.8421052631578947
random_open_loop,10,8,worn,0.8
rule,10,8,healthy,0.7619047619047619
rule,10,8,worn,0.6153846153846154
majority,10,9,healthy,0.64
majority,10,9,worn,0.0
metadata_safe,10,9,healthy,0.0
metadata_safe,10,9,worn,0.6923076923076923
metadata_leaky_diagnostic,10,9,healthy,0.8571428571428571
metadata_leaky_diagnostic,10,9,worn,0.9
real_only,10,9,healthy,0.8
real_only,10,9,worn,0.7142857142857143
noise_aug,10,9,healthy,0.8
noise_aug,10,9,worn,0.7142857142857143
random_open_loop,10,9,healthy,0.8
random_open_loop,10,9,worn,0.7142857142857143
rule,10,9,healthy,0.7619047619047619
rule,10,9,worn,0.6153846153846154
majority,10,10,healthy,0.64
majority,10,10,worn,0.0
metadata_safe,10,10,healthy,0.64
metadata_safe,10,10,worn,0.0
metadata_leaky_diagnostic,10,10,healthy,1.0
metadata_leaky_diagnostic,10,10,worn,1.0
real_only,10,10,healthy,0.8421052631578947
real_only,10,10,worn,0.8
noise_aug,10,10,healthy,0.8421052631578947
noise_aug,10,10,worn,0.8
random_open_loop,10,10,healthy,0.8
random_open_loop,10,10,worn,0.7142857142857143
rule,10,10,healthy,0.7619047619047619
rule,10,10,worn,0.6153846153846154
majority,10,11,healthy,0.64
majority,10,11,worn,0.0
metadata_safe,10,11,healthy,0.64
metadata_safe,10,11,worn,0.0
metadata_leaky_diagnostic,10,11,healthy,0.8571428571428571
metadata_leaky_diagnostic,10,11,worn,0.9
real_only,10,11,healthy,0.6956521739130435
real_only,10,11,worn,0.36363636363636365
noise_aug,10,11,healthy,0.6956521739130435
noise_aug,10,11,worn,0.36363636363636365
random_open_loop,10,11,healthy,0.64
random_open_loop,10,11,worn,0.0
rule,10,11,healthy,0.7619047619047619
rule,10,11,worn,0.6153846153846154
majority,10,12,healthy,0.64
majority,10,12,worn,0.0
metadata_safe,10,12,healthy,0.0
metadata_safe,10,12,worn,0.6923076923076923
metadata_leaky_diagnostic,10,12,healthy,0.8571428571428571
metadata_leaky_diagnostic,10,12,worn,0.9
real_only,10,12,healthy,0.8421052631578947
real_only,10,12,worn,0.8
noise_aug,10,12,healthy,0.8421052631578947
noise_aug,10,12,worn,0.8
random_open_loop,10,12,healthy,0.8421052631578947
random_open_loop,10,12,worn,0.8
rule,10,12,healthy,0.7619047619047619
rule,10,12,worn,0.6153846153846154
majority,10,13,healthy,0.64
majority,10,13,worn,0.0
metadata_safe,10,13,healthy,0.5
metadata_safe,10,13,worn,0.5555555555555556
metadata_leaky_diagnostic,10,13,healthy,0.8571428571428571
metadata_leaky_diagnostic,10,13,worn,0.9
real_only,10,13,healthy,0.8421052631578947
real_only,10,13,worn,0.8
noise_aug,10,13,healthy,0.8421052631578947
noise_aug,10,13,worn,0.8
random_open_loop,10,13,healthy,0.8421052631578947
random_open_loop,10,13,worn,0.8
rule,10,13,healthy,0.7619047619047619
rule,10,13,worn,0.6153846153846154
majority,10,14,healthy,0.64
majority,10,14,worn,0.0
metadata_safe,10,14,healthy,0.64
metadata_safe,10,14,worn,0.0
metadata_leaky_diagnostic,10,14,healthy,1.0
metadata_leaky_diagnostic,10,14,worn,1.0
real_only,10,14,healthy,0.8421052631578947
real_only,10,14,worn,0.8
noise_aug,10,14,healthy,0.8421052631578947
noise_aug,10,14,worn,0.8
random_open_loop,10,14,healthy,0.8
random_open_loop,10,14,worn,0.7142857142857143
rule,10,14,healthy,0.7619047619047619
rule,10,14,worn,0.6153846153846154
majority,10,15,healthy,0.64
majority,10,15,worn,0.0
metadata_safe,10,15,healthy,0.64
metadata_safe,10,15,worn,0.0
metadata_leaky_diagnostic,10,15,healthy,0.8571428571428571
metadata_leaky_diagnostic,10,15,worn,0.9
real_only,10,15,healthy,0.8421052631578947
real_only,10,15,worn,0.8
noise_aug,10,15,healthy,0.8421052631578947
noise_aug,10,15,worn,0.8
random_open_loop,10,15,healthy,0.8
random_open_loop,10,15,worn,0.7142857142857143
rule,10,15,healthy,0.7619047619047619
rule,10,15,worn,0.6153846153846154
majority,10,16,healthy,0.64
majority,10,16,worn,0.0
metadata_safe,10,16,healthy,0.64
metadata_safe,10,16,worn,0.0
metadata_leaky_diagnostic,10,16,healthy,0.8571428571428571
metadata_leaky_diagnostic,10,16,worn,0.9
real_only,10,16,healthy,0.8421052631578947
real_only,10,16,worn,0.8
noise_aug,10,16,healthy,0.8421052631578947
noise_aug,10,16,worn,0.8
random_open_loop,10,16,healthy,0.7619047619047619
random_open_loop,10,16,worn,0.6153846153846154
rule,10,16,healthy,0.7619047619047619
rule,10,16,worn,0.6153846153846154
majority,10,17,healthy,0.64
majority,10,17,worn,0.0
metadata_safe,10,17,healthy,0.0
metadata_safe,10,17,worn,0.6923076923076923
metadata_leaky_diagnostic,10,17,healthy,1.0
metadata_leaky_diagnostic,10,17,worn,1.0
real_only,10,17,healthy,0.8421052631578947
real_only,10,17,worn,0.8
noise_aug,10,17,healthy,0.8421052631578947
noise_aug,10,17,worn,0.8
random_open_loop,10,17,healthy,0.8421052631578947
random_open_loop,10,17,worn,0.8
rule,10,17,healthy,0.7619047619047619
rule,10,17,worn,0.6153846153846154
majority,10,18,healthy,0.64
majority,10,18,worn,0.0
metadata_safe,10,18,healthy,0.5
metadata_safe,10,18,worn,0.5555555555555556
metadata_leaky_diagnostic,10,18,healthy,0.75
metadata_leaky_diagnostic,10,18,worn,0.7777777777777778
real_only,10,18,healthy,0.8
real_only,10,18,worn,0.7142857142857143
noise_aug,10,18,healthy,0.8421052631578947
noise_aug,10,18,worn,0.8
random_open_loop,10,18,healthy,0.8
random_open_loop,10,18,worn,0.7142857142857143
rule,10,18,healthy,0.7619047619047619
rule,10,18,worn,0.6153846153846154
majority,10,19,healthy,0.64
majority,10,19,worn,0.0
metadata_safe,10,19,healthy,0.0
metadata_safe,10,19,worn,0.6923076923076923
metadata_leaky_diagnostic,10,19,healthy,1.0
metadata_leaky_diagnostic,10,19,worn,1.0
real_only,10,19,healthy,0.8421052631578947
real_only,10,19,worn,0.8
noise_aug,10,19,healthy,0.8421052631578947
noise_aug,10,19,worn,0.8
random_open_loop,10,19,healthy,0.8421052631578947
random_open_loop,10,19,worn,0.8
rule,10,19,healthy,0.7619047619047619
rule,10,19,worn,0.6153846153846154
majority,9999,0,healthy,0.64
majority,9999,0,worn,0.0
metadata_safe,9999,0,healthy,0.64
metadata_safe,9999,0,worn,0.0
metadata_leaky_diagnostic,9999,0,healthy,1.0
metadata_leaky_diagnostic,9999,0,worn,1.0
real_only,9999,0,healthy,0.8421052631578947
real_only,9999,0,worn,0.8
noise_aug,9999,0,healthy,0.8421052631578947
noise_aug,9999,0,worn,0.8
random_open_loop,9999,0,healthy,0.8421052631578947
random_open_loop,9999,0,worn,0.8
rule,9999,0,healthy,0.7619047619047619
rule,9999,0,worn,0.6153846153846154
majority,9999,1,healthy,0.64
majority,9999,1,worn,0.0
metadata_safe,9999,1,healthy,0.64
metadata_safe,9999,1,worn,0.0
metadata_leaky_diagnostic,9999,1,healthy,1.0
metadata_leaky_diagnostic,9999,1,worn,1.0
real_only,9999,1,healthy,0.8421052631578947
real_only,9999,1,worn,0.8
noise_aug,9999,1,healthy,0.8421052631578947
noise_aug,9999,1,worn,0.8
random_open_loop,9999,1,healthy,0.8421052631578947
random_open_loop,9999,1,worn,0.8
rule,9999,1,healthy,0.7619047619047619
rule,9999,1,worn,0.6153846153846154
majority,9999,2,healthy,0.64
majority,9999,2,worn,0.0
metadata_safe,9999,2,healthy,0.64
metadata_safe,9999,2,worn,0.0
metadata_leaky_diagnostic,9999,2,healthy,1.0
metadata_leaky_diagnostic,9999,2,worn,1.0
real_only,9999,2,healthy,0.8421052631578947
real_only,9999,2,worn,0.8
noise_aug,9999,2,healthy,0.8421052631578947
noise_aug,9999,2,worn,0.8
random_open_loop,9999,2,healthy,0.8421052631578947
random_open_loop,9999,2,worn,0.8
rule,9999,2,healthy,0.7619047619047619
rule,9999,2,worn,0.6153846153846154
majority,9999,3,healthy,0.64
majority,9999,3,worn,0.0
metadata_safe,9999,3,healthy,0.64
metadata_safe,9999,3,worn,0.0
metadata_leaky_diagnostic,9999,3,healthy,1.0
metadata_leaky_diagnostic,9999,3,worn,1.0
real_only,9999,3,healthy,0.8421052631578947
real_only,9999,3,worn,0.8
noise_aug,9999,3,healthy,0.8421052631578947
noise_aug,9999,3,worn,0.8
random_open_loop,9999,3,healthy,0.8421052631578947
random_open_loop,9999,3,worn,0.8
rule,9999,3,healthy,0.7619047619047619
rule,9999,3,worn,0.6153846153846154
majority,9999,4,healthy,0.64
majority,9999,4,worn,0.0
metadata_safe,9999,4,healthy,0.64
metadata_safe,9999,4,worn,0.0
metadata_leaky_diagnostic,9999,4,healthy,1.0
metadata_leaky_diagnostic,9999,4,worn,1.0
real_only,9999,4,healthy,0.8421052631578947
real_only,9999,4,worn,0.8
noise_aug,9999,4,healthy,0.8421052631578947
noise_aug,9999,4,worn,0.8
random_open_loop,9999,4,healthy,0.8421052631578947
random_open_loop,9999,4,worn,0.8
rule,9999,4,healthy,0.7619047619047619
rule,9999,4,worn,0.6153846153846154
majority,9999,5,healthy,0.64
majority,9999,5,worn,0.0
metadata_safe,9999,5,healthy,0.64
metadata_safe,9999,5,worn,0.0
metadata_leaky_diagnostic,9999,5,healthy,1.0
metadata_leaky_diagnostic,9999,5,worn,1.0
real_only,9999,5,healthy,0.8421052631578947
real_only,9999,5,worn,0.8
noise_aug,9999,5,healthy,0.8421052631578947
noise_aug,9999,5,worn,0.8
random_open_loop,9999,5,healthy,0.8421052631578947
random_open_loop,9999,5,worn,0.8
rule,9999,5,healthy,0.7619047619047619
rule,9999,5,worn,0.6153846153846154
majority,9999,6,healthy,0.64
majority,9999,6,worn,0.0
metadata_safe,9999,6,healthy,0.64
metadata_safe,9999,6,worn,0.0
metadata_leaky_diagnostic,9999,6,healthy,1.0
metadata_leaky_diagnostic,9999,6,worn,1.0
real_only,9999,6,healthy,0.8421052631578947
real_only,9999,6,worn,0.8
noise_aug,9999,6,healthy,0.8421052631578947
noise_aug,9999,6,worn,0.8
random_open_loop,9999,6,healthy,0.8421052631578947
random_open_loop,9999,6,worn,0.8
rule,9999,6,healthy,0.7619047619047619
rule,9999,6,worn,0.6153846153846154
majority,9999,7,healthy,0.64
majority,9999,7,worn,0.0
metadata_safe,9999,7,healthy,0.64
metadata_safe,9999,7,worn,0.0
metadata_leaky_diagnostic,9999,7,healthy,1.0
metadata_leaky_diagnostic,9999,7,worn,1.0
real_only,9999,7,healthy,0.8421052631578947
real_only,9999,7,worn,0.8
noise_aug,9999,7,healthy,0.8421052631578947
noise_aug,9999,7,worn,0.8
random_open_loop,9999,7,healthy,0.8421052631578947
random_open_loop,9999,7,worn,0.8
rule,9999,7,healthy,0.7619047619047619
rule,9999,7,worn,0.6153846153846154
majority,9999,8,healthy,0.64
majority,9999,8,worn,0.0
metadata_safe,9999,8,healthy,0.64
metadata_safe,9999,8,worn,0.0
metadata_leaky_diagnostic,9999,8,healthy,1.0
metadata_leaky_diagnostic,9999,8,worn,1.0
real_only,9999,8,healthy,0.8421052631578947
real_only,9999,8,worn,0.8
noise_aug,9999,8,healthy,0.8421052631578947
noise_aug,9999,8,worn,0.8
random_open_loop,9999,8,healthy,0.8421052631578947
random_open_loop,9999,8,worn,0.8
rule,9999,8,healthy,0.7619047619047619
rule,9999,8,worn,0.6153846153846154
majority,9999,9,healthy,0.64
majority,9999,9,worn,0.0
metadata_safe,9999,9,healthy,0.64
metadata_safe,9999,9,worn,0.0
metadata_leaky_diagnostic,9999,9,healthy,1.0
metadata_leaky_diagnostic,9999,9,worn,1.0
real_only,9999,9,healthy,0.8421052631578947
real_only,9999,9,worn,0.8
noise_aug,9999,9,healthy,0.8421052631578947
noise_aug,9999,9,worn,0.8
random_open_loop,9999,9,healthy,0.8421052631578947
random_open_loop,9999,9,worn,0.8
rule,9999,9,healthy,0.7619047619047619
rule,9999,9,worn,0.6153846153846154
majority,9999,10,healthy,0.64
majority,9999,10,worn,0.0
metadata_safe,9999,10,healthy,0.64
metadata_safe,9999,10,worn,0.0
metadata_leaky_diagnostic,9999,10,healthy,1.0
metadata_leaky_diagnostic,9999,10,worn,1.0
real_only,9999,10,healthy,0.8421052631578947
real_only,9999,10,worn,0.8
noise_aug,9999,10,healthy,0.8421052631578947
noise_aug,9999,10,worn,0.8
random_open_loop,9999,10,healthy,0.8421052631578947
random_open_loop,9999,10,worn,0.8
rule,9999,10,healthy,0.7619047619047619
rule,9999,10,worn,0.6153846153846154
majority,9999,11,healthy,0.64
majority,9999,11,worn,0.0
metadata_safe,9999,11,healthy,0.64
metadata_safe,9999,11,worn,0.0
metadata_leaky_diagnostic,9999,11,healthy,1.0
metadata_leaky_diagnostic,9999,11,worn,1.0
real_only,9999,11,healthy,0.8421052631578947
real_only,9999,11,worn,0.8
noise_aug,9999,11,healthy,0.8421052631578947
noise_aug,9999,11,worn,0.8
random_open_loop,9999,11,healthy,0.8421052631578947
random_open_loop,9999,11,worn,0.8
rule,9999,11,healthy,0.7619047619047619
rule,9999,11,worn,0.6153846153846154
majority,9999,12,healthy,0.64
majority,9999,12,worn,0.0
metadata_safe,9999,12,healthy,0.64
metadata_safe,9999,12,worn,0.0
metadata_leaky_diagnostic,9999,12,healthy,1.0
metadata_leaky_diagnostic,9999,12,worn,1.0
real_only,9999,12,healthy,0.8421052631578947
real_only,9999,12,worn,0.8
noise_aug,9999,12,healthy,0.8421052631578947
noise_aug,9999,12,worn,0.8
random_open_loop,9999,12,healthy,0.8421052631578947
random_open_loop,9999,12,worn,0.8
rule,9999,12,healthy,0.7619047619047619
rule,9999,12,worn,0.6153846153846154
majority,9999,13,healthy,0.64
majority,9999,13,worn,0.0
metadata_safe,9999,13,healthy,0.64
metadata_safe,9999,13,worn,0.0
metadata_leaky_diagnostic,9999,13,healthy,1.0
metadata_leaky_diagnostic,9999,13,worn,1.0
real_only,9999,13,healthy,0.8421052631578947
real_only,9999,13,worn,0.8
noise_aug,9999,13,healthy,0.8421052631578947
noise_aug,9999,13,worn,0.8
random_open_loop,9999,13,healthy,0.8421052631578947
random_open_loop,9999,13,worn,0.8
rule,9999,13,healthy,0.7619047619047619
rule,9999,13,worn,0.6153846153846154
majority,9999,14,healthy,0.64
majority,9999,14,worn,0.0
metadata_safe,9999,14,healthy,0.64
metadata_safe,9999,14,worn,0.0
metadata_leaky_diagnostic,9999,14,healthy,1.0
metadata_leaky_diagnostic,9999,14,worn,1.0
real_only,9999,14,healthy,0.8421052631578947
real_only,9999,14,worn,0.8
noise_aug,9999,14,healthy,0.8421052631578947
noise_aug,9999,14,worn,0.8
random_open_loop,9999,14,healthy,0.8421052631578947
random_open_loop,9999,14,worn,0.8
rule,9999,14,healthy,0.7619047619047619
rule,9999,14,worn,0.6153846153846154
majority,9999,15,healthy,0.64
majority,9999,15,worn,0.0
metadata_safe,9999,15,healthy,0.64
metadata_safe,9999,15,worn,0.0
metadata_leaky_diagnostic,9999,15,healthy,1.0
metadata_leaky_diagnostic,9999,15,worn,1.0
real_only,9999,15,healthy,0.8421052631578947
real_only,9999,15,worn,0.8
noise_aug,9999,15,healthy,0.8421052631578947
noise_aug,9999,15,worn,0.8
random_open_loop,9999,15,healthy,0.8421052631578947
random_open_loop,9999,15,worn,0.8
rule,9999,15,healthy,0.7619047619047619
rule,9999,15,worn,0.6153846153846154
majority,9999,16,healthy,0.64
majority,9999,16,worn,0.0
metadata_safe,9999,16,healthy,0.64
metadata_safe,9999,16,worn,0.0
metadata_leaky_diagnostic,9999,16,healthy,1.0
metadata_leaky_diagnostic,9999,16,worn,1.0
real_only,9999,16,healthy,0.8421052631578947
real_only,9999,16,worn,0.8
noise_aug,9999,16,healthy,0.8421052631578947
noise_aug,9999,16,worn,0.8
random_open_loop,9999,16,healthy,0.8421052631578947
random_open_loop,9999,16,worn,0.8
rule,9999,16,healthy,0.7619047619047619
rule,9999,16,worn,0.6153846153846154
majority,9999,17,healthy,0.64
majority,9999,17,worn,0.0
metadata_safe,9999,17,healthy,0.64
metadata_safe,9999,17,worn,0.0
metadata_leaky_diagnostic,9999,17,healthy,1.0
metadata_leaky_diagnostic,9999,17,worn,1.0
real_only,9999,17,healthy,0.8421052631578947
real_only,9999,17,worn,0.8
noise_aug,9999,17,healthy,0.8421052631578947
noise_aug,9999,17,worn,0.8
random_open_loop,9999,17,healthy,0.8421052631578947
random_open_loop,9999,17,worn,0.8
rule,9999,17,healthy,0.7619047619047619
rule,9999,17,worn,0.6153846153846154
majority,9999,18,healthy,0.64
majority,9999,18,worn,0.0
metadata_safe,9999,18,healthy,0.64
metadata_safe,9999,18,worn,0.0
metadata_leaky_diagnostic,9999,18,healthy,1.0
metadata_leaky_diagnostic,9999,18,worn,1.0
real_only,9999,18,healthy,0.8421052631578947
real_only,9999,18,worn,0.8
noise_aug,9999,18,healthy,0.8421052631578947
noise_aug,9999,18,worn,0.8
random_open_loop,9999,18,healthy,0.8421052631578947
random_open_loop,9999,18,worn,0.8
rule,9999,18,healthy,0.7619047619047619
rule,9999,18,worn,0.6153846153846154
majority,9999,19,healthy,0.64
majority,9999,19,worn,0.0
metadata_safe,9999,19,healthy,0.64
metadata_safe,9999,19,worn,0.0
metadata_leaky_diagnostic,9999,19,healthy,1.0
metadata_leaky_diagnostic,9999,19,worn,1.0
real_only,9999,19,healthy,0.8421052631578947
real_only,9999,19,worn,0.8
noise_aug,9999,19,healthy,0.8421052631578947
noise_aug,9999,19,worn,0.8
random_open_loop,9999,19,healthy,0.8421052631578947
random_open_loop,9999,19,worn,0.8
rule,9999,19,healthy,0.7619047619047619
rule,9999,19,worn,0.6153846153846154
