split,family_id,metric,n_real,comparison,other_method,alternative,n_pairs,mean_llm,mean_other,mean_delta,median_delta,wins,ties,losses,wilcoxon_stat,p_value,holm_q_in_family,bh_q_global,passed_holm
loco_N09_M07_F10,loco_N09_M07_F10_n10_acc_superiority,acc,10,llm>noise_aug,noise_aug,greater,40,0.4608499999999999,0.5475425,-0.08669249999999999,-0.07090000000000002,12,1,27,148.0,0.9996337405817267,1.0,1.0,False
loco_N09_M07_F10,loco_N09_M07_F10_n10_acc_superiority,acc,10,llm>real_only,real_only,greater,40,0.4608499999999999,0.4045025,0.05634750000000001,0.05245,30,0,10,611.5,0.0033767802158680984,0.013507120863472393,0.0094565728788026,True
loco_N09_M07_F10,loco_N09_M07_F10_n10_macro_f1_superiority,macro_f1,10,llm>rule,rule,greater,40,0.3953650000000001,0.40693250000000003,-0.011567499999999998,4.999999999999449e-05,20,3,17,326.5,0.6469735798003796,1.0,1.0,False
loco_N09_M07_F10,loco_N09_M07_F10_n10_macro_f1_superiority,macro_f1,10,llm>random_open_loop,random_open_loop,greater,40,0.3953650000000001,0.3480225,0.04734250000000001,0.044350000000000014,26,0,14,528.0,0.05748320258771855,0.17244960776315565,0.13459481581514587,False
loco_N09_M07_F10,loco_N09_M07_F10_n10_macro_f1_superiority,macro_f1,10,llm>noise_aug,noise_aug,greater,40,0.3953650000000001,0.48564000000000007,-0.090275,-0.095,13,0,27,170.0,0.9995781687639465,1.0,1.0,False
loco_N09_M07_F10,loco_N09_M07_F10_n10_macro_f1_superiority,macro_f1,10,llm>real_only,real_only,greater,40,0.3953650000000001,0.29385249999999996,0.1015125,0.07425000000000001,29,0,11,662.0,0.0003528437144976797,0.0014113748579907188,0.0015396816632626024,True
loco_N09_M07_F10,loco_N09_M07_F10_n25_acc_superiority,acc,25,llm>rule,rule,greater,40,0.55765,0.4991,0.05854999999999999,0.028199999999999975,29,1,10,641.0,0.00023028006627460497,0.0009211202650984199,0.0011612301833728062,True
loco_N09_M07_F10,loco_N09_M07_F10_n25_acc_superiority,acc,25,llm>random_open_loop,random_open_loop,greater,40,0.55765,0.6204275,-0.0627775,-0.08335000000000001,12,0,28,182.0,0.9992009581274033,1.0,1.0,False
loco_N09_M07_F10,loco_N09_M07_F10_n25_acc_superiority,acc,25,llm>noise_aug,noise_aug,greater,40,0.55765,0.63219,-0.07454000000000001,-0.07424999999999995,9,0,31,104.0,0.9999947975129544,1.0,1.0,False
loco_N09_M07_F10,loco_N09_M07_F10_n25_acc_superiority,acc,25,llm>real_only,real_only,greater,40,0.55765,0.5478975,0.009752499999999992,0.009849999999999998,21,0,19,445.0,0.32315181092417333,0.96945543277252,0.660054762738737,False
loco_N09_M07_F10,loco_N09_M07_F10_n25_macro_f1_superiority,macro_f1,25,llm>rule,rule,greater,40,0.5111700000000001,0.44934499999999994,0.061825,0.03260000000000002,29,1,10,627.0,0.0004709417324406943,0.0018837669297627772,0.0017388617813194865,True
loco_N09_M07_F10,loco_N09_M07_F10_n25_macro_f1_superiority,macro_f1,25,llm>random_open_loop,random_open_loop,greater,40,0.5111700000000001,0.5662375,-0.055067500000000005,-0.06980000000000003,13,1,26,221.0,0.9908229156334657,1.0,1.0,False
loco_N09_M07_F10,loco_N09_M07_F10_n25_macro_f1_superiority,macro_f1,25,llm>noise_aug,noise_aug,greater,40,0.5111700000000001,0.5717174999999999,-0.0605475,-0.05749999999999997,15,0,25,204.0,0.9976732645136508,1.0,1.0,False
loco_N09_M07_F10,loco_N09_M07_F10_n25_macro_f1_superiority,macro_f1,25,llm>real_only,real_only,greater,40,0.5111700000000001,0.502165,0.009004999999999996,0.012049999999999977,21,0,19,440.0,0.3474133357713072,1.0,0.6903062931996086,False
loco_N15_M01_F10,loco_N15_M01_F10_n5_acc_superiority,acc,5,llm>rule,rule,greater,40,0.3592025,0.3687175,-0.009515,9.999999999998899e-05,20,1,19,352.5,0.6996260028727506,1.0,1.0,False
loco_N15_M01_F10,loco_N15_M01_F10_n5_acc_superiority,acc,5,llm>random_open_loop,random_open_loop,greater,40,0.3592025,0.37726249999999995,-0.018060000000000003,-0.016699999999999993,15,3,22,261.0,0.9139220020249677,1.0,1.0,False
loco_N15_M01_F10,loco_N15_M01_F10_n5_acc_superiority,acc,5,llm>noise_aug,noise_aug,greater,40,0.3592025,0.5385975000000001,-0.179395,-0.16585000000000003,0,0,40,0.0,1.0,1.0,1.0,False
loco_N15_M01_F10,loco_N15_M01_F10_n5_acc_superiority,acc,5,llm>real_only,real_only,greater,40,0.3592025,0.385785,-0.02658250000000001,0.0,19,2,19,303.0,0.8361861953846628,1.0,1.0,False
loco_N15_M01_F10,loco_N15_M01_F10_n5_macro_f1_superiority,macro_f1,5,llm>rule,rule,greater,40,0.2636025,0.2993925,-0.03579,-0.034,13,0,27,208.0,0.9972115002028659,1.0,1.0,False
loco_N15_M01_F10,loco_N15_M01_F10_n5_macro_f1_superiority,macro_f1,5,llm>random_open_loop,random_open_loop,greater,40,0.2636025,0.28350749999999997,-0.019905000000000003,-0.015350000000000003,16,0,24,309.0,0.9128232451093936,1.0,1.0,False
loco_N15_M01_F10,loco_N15_M01_F10_n5_macro_f1_superiority,macro_f1,5,llm>noise_aug,noise_aug,greater,40,0.2636025,0.4882099999999999,-0.22460750000000002,-0.21454999999999996,1,0,39,1.0,0.9999999999990905,1.0,1.0,False
loco_N15_M01_F10,loco_N15_M01_F10_n5_macro_f1_superiority,macro_f1,5,llm>real_only,real_only,greater,40,0.2636025,0.262465,0.001137499999999994,0.014499999999999985,25,1,14,463.0,0.15416918071553803,0.6166767228621521,0.32889425219314783,False
loco_N15_M01_F10,loco_N15_M01_F10_n10_acc_superiority,acc,10,llm>rule,rule,greater,40,0.435525,0.4388675,-0.0033424999999999926,-0.0006000000000000172,19,1,20,366.0,0.6311572637922501,1.0,1.0,False
loco_N15_M01_F10,loco_N15_M01_F10_n10_acc_superiority,acc,10,llm>random_open_loop,random_open_loop,greater,40,0.435525,0.4747100000000001,-0.039185000000000005,-0.025749999999999995,14,0,26,237.0,0.9907366117140555,1.0,1.0,False
loco_N15_M01_F10,loco_N15_M01_F10_n10_acc_superiority,acc,10,llm>noise_aug,noise_aug,greater,40,0.435525,0.572915,-0.13738999999999998,-0.11600000000000005,2,0,38,13.0,0.9999999999363354,1.0,1.0,False
loco_N15_M01_F10,loco_N15_M01_F10_n10_acc_superiority,acc,10,llm>real_only,real_only,greater,40,0.435525,0.41976499999999994,0.015760000000000007,0.036650000000000016,23,0,17,497.0,0.12396359589092754,0.49585438356371014,0.2704660273983874,False
loco_N15_M01_F10,loco_N15_M01_F10_n10_macro_f1_superiority,macro_f1,10,llm>rule,rule,greater,40,0.387125,0.40351250000000005,-0.0163875,-0.020100000000000035,17,0,23,317.5,0.8931276173958108,1.0,1.0,False
loco_N15_M01_F10,loco_N15_M01_F10_n10_macro_f1_superiority,macro_f1,10,llm>random_open_loop,random_open_loop,greater,40,0.387125,0.4070774999999999,-0.019952499999999995,-0.009149999999999991,19,0,21,331.0,0.8556710751072387,1.0,1.0,False
loco_N15_M01_F10,loco_N15_M01_F10_n10_macro_f1_superiority,macro_f1,10,llm>noise_aug,noise_aug,greater,40,0.387125,0.527865,-0.14074,-0.1164,2,0,38,14.0,0.9999999999199645,1.0,1.0,False
loco_N15_M01_F10,loco_N15_M01_F10_n10_macro_f1_superiority,macro_f1,10,llm>real_only,real_only,greater,40,0.387125,0.31918750000000007,0.06793750000000001,0.09065000000000001,27,0,13,615.0,0.002930151532767112,0.011720606131068447,0.009074017649859442,True
loco_N15_M01_F10,loco_N15_M01_F10_n25_acc_superiority,acc,25,llm>rule,rule,greater,40,0.5373050000000001,0.5688,-0.031494999999999995,-0.022949999999999998,12,0,28,168.0,0.999622324214215,1.0,1.0,False
loco_N15_M01_F10,loco_N15_M01_F10_n25_acc_superiority,acc,25,llm>random_open_loop,random_open_loop,greater,40,0.5373050000000001,0.5908450000000001,-0.05354,-0.039449999999999985,10,0,30,126.0,0.9999727513522885,1.0,1.0,False
loco_N15_M01_F10,loco_N15_M01_F10_n25_acc_superiority,acc,25,llm>noise_aug,noise_aug,greater,40,0.5373050000000001,0.6159025,-0.0785975,-0.06990000000000002,2,0,38,34.0,0.9999999970777935,1.0,1.0,False
loco_N15_M01_F10,loco_N15_M01_F10_n25_acc_superiority,acc,25,llm>real_only,real_only,greater,40,0.5373050000000001,0.5698399999999999,-0.03253499999999999,-0.03809999999999997,10,0,30,167.0,0.9996427990236043,1.0,1.0,False
loco_N15_M01_F10,loco_N15_M01_F10_n25_macro_f1_superiority,macro_f1,25,llm>rule,rule,greater,40,0.5005974999999999,0.5329475,-0.03235,-0.022550000000000014,11,0,29,159.5,0.9996201608930668,1.0,1.0,False
loco_N15_M01_F10,loco_N15_M01_F10_n25_macro_f1_superiority,macro_f1,25,llm>random_open_loop,random_open_loop,greater,40,0.5005974999999999,0.5436675000000001,-0.04307,-0.02849999999999997,13,0,27,220.0,0.9953093254471241,1.0,1.0,False
loco_N15_M01_F10,loco_N15_M01_F10_n25_macro_f1_superiority,macro_f1,25,llm>noise_aug,noise_aug,greater,40,0.5005974999999999,0.5782925,-0.07769499999999999,-0.06340000000000001,2,0,38,41.0,0.9999999920901246,1.0,1.0,False
loco_N15_M01_F10,loco_N15_M01_F10_n25_macro_f1_superiority,macro_f1,25,llm>real_only,real_only,greater,40,0.5005974999999999,0.5069475000000001,-0.00635,-0.0040500000000000536,19,0,21,381.0,0.6525866642286928,1.0,1.0,False
loco_N15_M07_F04,loco_N15_M07_F04_n5_acc_superiority,acc,5,llm>rule,rule,greater,40,0.5091975,0.43743,0.07176750000000001,0.05639999999999995,23,2,15,559.0,0.003131553840912538,0.006263107681825076,0.009109974809927384,True
loco_N15_M07_F04,loco_N15_M07_F04_n5_acc_superiority,acc,5,llm>random_open_loop,random_open_loop,greater,40,0.5091975,0.35805750000000003,0.15114,0.13045000000000004,36,1,3,771.0,5.271327720779728e-08,2.1085310883118913e-07,8.434124353247565e-07,True
loco_N15_M07_F04,loco_N15_M07_F04_n5_acc_superiority,acc,5,llm>noise_aug,noise_aug,greater,40,0.5091975,0.5793225000000001,-0.070125,-0.07235000000000003,14,0,26,206.0,0.9974515745016106,0.9974515745016106,1.0,False
loco_N15_M07_F04,loco_N15_M07_F04_n5_acc_superiority,acc,5,llm>real_only,real_only,greater,40,0.5091975,0.3847825,0.12441499999999998,0.09755,31,0,9,717.0,5.202487045607995e-06,1.5607461136823986e-05,4.5403523307124324e-05,True
loco_N15_M07_F04,loco_N15_M07_F04_n5_macro_f1_superiority,macro_f1,5,llm>rule,rule,greater,40,0.38454499999999997,0.3083675,0.0761775,0.042899999999999994,24,2,14,527.0,0.011615745278143486,0.023231490556286972,0.028592603761583967,True
loco_N15_M07_F04,loco_N15_M07_F04_n5_macro_f1_superiority,macro_f1,5,llm>random_open_loop,random_open_loop,greater,40,0.38454499999999997,0.24659499999999998,0.13795000000000002,0.09960000000000001,32,1,7,712.0,3.499348730741e-06,1.3997394922964e-05,3.7326386461237335e-05,True
loco_N15_M07_F04,loco_N15_M07_F04_n5_macro_f1_superiority,macro_f1,5,llm>noise_aug,noise_aug,greater,40,0.38454499999999997,0.5432549999999999,-0.15871,-0.17119999999999996,7,0,33,83.0,0.9999991528266037,0.9999991528266037,1.0,False
loco_N15_M07_F04,loco_N15_M07_F04_n5_macro_f1_superiority,macro_f1,5,llm>real_only,real_only,greater,40,0.38454499999999997,0.263945,0.1206,0.10684999999999997,29,0,11,660.0,0.00025401910261280136,0.0007620573078384041,0.0011612301833728062,True
loco_N15_M07_F04,loco_N15_M07_F04_n10_acc_superiority,acc,10,llm>rule,rule,greater,40,0.6262925,0.515125,0.1111675,0.11780000000000002,33,0,7,732.0,1.4617480701417662e-06,2.9234961402835324e-06,1.7540976841701195e-05,True
loco_N15_M07_F04,loco_N15_M07_F04_n10_acc_superiority,acc,10,llm>random_open_loop,random_open_loop,greater,40,0.6262925,0.4533149999999999,0.1729775,0.17955000000000002,35,0,5,797.0,5.820766091346741e-10,1.7462298274040222e-09,1.1175870895385742e-08,True
loco_N15_M07_F04,loco_N15_M07_F04_n10_acc_superiority,acc,10,llm>noise_aug,noise_aug,greater,40,0.6262925,0.61432,0.011972500000000002,0.03365000000000001,27,0,13,510.5,0.08836923939047747,0.08836923939047747,0.20198683289251992,False
loco_N15_M07_F04,loco_N15_M07_F04_n10_acc_superiority,acc,10,llm>real_only,real_only,greater,40,0.6262925,0.3849,0.24139249999999998,0.24615000000000004,38,0,2,816.0,6.366462912410498e-12,2.546585164964199e-11,2.9103830456733704e-10,True
loco_N15_M07_F04,loco_N15_M07_F04_n10_macro_f1_superiority,macro_f1,10,llm>rule,rule,greater,40,0.5560449999999999,0.436905,0.11914,0.09220000000000003,31,0,9,701.0,1.7727931663102936e-05,3.545586332620587e-05,0.0001418234533048235,True
loco_N15_M07_F04,loco_N15_M07_F04_n10_macro_f1_superiority,macro_f1,10,llm>random_open_loop,random_open_loop,greater,40,0.5560449999999999,0.3732375,0.18280749999999998,0.18479999999999996,32,0,8,754.0,1.7449474398745224e-07,5.234842319623567e-07,2.393070774685059e-06,True
loco_N15_M07_F04,loco_N15_M07_F04_n10_macro_f1_superiority,macro_f1,10,llm>noise_aug,noise_aug,greater,40,0.5560449999999999,0.571455,-0.01540999999999999,0.011950000000000044,22,0,18,386.0,0.6265003051164437,0.6265003051164437,1.0,False
loco_N15_M07_F04,loco_N15_M07_F04_n10_macro_f1_superiority,macro_f1,10,llm>real_only,real_only,greater,40,0.5560449999999999,0.2748925,0.2811525,0.27235,37,0,3,811.0,3.001332515850663e-11,1.2005330063402653e-10,7.203198038041592e-10,True
loco_N15_M07_F04,loco_N15_M07_F04_n25_acc_superiority,acc,25,llm>rule,rule,greater,40,0.66889,0.6916375,-0.022747499999999983,-0.024150000000000005,11,0,29,199.0,0.9981548057039618,0.9981548057039618,1.0,False
loco_N15_M07_F04,loco_N15_M07_F04_n25_acc_superiority,acc,25,llm>random_open_loop,random_open_loop,greater,40,0.66889,0.62213,0.04676000000000001,0.015800000000000036,27,1,12,586.5,0.0030515470459901955,0.009154641137970586,0.009109974809927384,True
loco_N15_M07_F04,loco_N15_M07_F04_n25_acc_superiority,acc,25,llm>noise_aug,noise_aug,greater,40,0.66889,0.6599625,0.00892750000000001,0.00040000000000006697,21,2,17,419.0,0.2409127182930812,0.4818254365861624,0.5027743686116477,False
loco_N15_M07_F04,loco_N15_M07_F04_n25_acc_superiority,acc,25,llm>real_only,real_only,greater,40,0.66889,0.6068149999999999,0.062075000000000005,0.05394999999999994,30,0,10,717.0,5.202487045607995e-06,2.080994818243198e-05,4.5403523307124324e-05,True
loco_N15_M07_F04,loco_N15_M07_F04_n25_macro_f1_superiority,macro_f1,25,llm>rule,rule,greater,40,0.62954,0.6718824999999999,-0.04234249999999999,-0.03924999999999995,9,0,31,157.0,0.9997988913773952,0.9997988913773952,1.0,False
loco_N15_M07_F04,loco_N15_M07_F04_n25_macro_f1_superiority,macro_f1,25,llm>random_open_loop,random_open_loop,greater,40,0.62954,0.5820825000000001,0.04745750000000001,0.026000000000000023,28,0,12,625.0,0.0016006615369406063,0.004801984610821819,0.00512211691820994,True
loco_N15_M07_F04,loco_N15_M07_F04_n25_macro_f1_superiority,macro_f1,25,llm>noise_aug,noise_aug,greater,40,0.62954,0.62473,0.00481,-0.0005999999999999894,20,0,20,425.5,0.41748078999724403,0.8349615799944881,0.7850059650891731,False
loco_N15_M07_F04,loco_N15_M07_F04_n25_macro_f1_superiority,macro_f1,25,llm>real_only,real_only,greater,40,0.62954,0.55626,0.07327999999999998,0.049250000000000016,34,0,6,695.0,2.7248647711530793e-05,0.00010899459084612317,0.0002012207831005351,True
loco_N15_M07_F10,loco_N15_M07_F10_n5_acc_superiority,acc,5,llm>rule,rule,greater,40,0.44742,0.41648499999999994,0.03093500000000001,0.024650000000000005,23,0,17,536.0,0.0459120308241836,0.0918240616483672,0.11018887397804064,False
loco_N15_M07_F10,loco_N15_M07_F10_n5_acc_superiority,acc,5,llm>random_open_loop,random_open_loop,greater,40,0.44742,0.373455,0.07396500000000002,0.06530000000000002,32,1,7,657.0,9.727720150712712e-05,0.00038910880602850847,0.0005836632090427627,True
loco_N15_M07_F10,loco_N15_M07_F10_n5_acc_superiority,acc,5,llm>noise_aug,noise_aug,greater,40,0.44742,0.5637225,-0.1163025,-0.08445,7,0,33,83.0,0.9999991528266037,0.9999991528266037,1.0,False
loco_N15_M07_F10,loco_N15_M07_F10_n5_acc_superiority,acc,5,llm>real_only,real_only,greater,40,0.44742,0.390605,0.056815000000000004,0.07065000000000005,29,1,10,582.0,0.003688156490730985,0.011064469472192955,0.009835083975282627,True
loco_N15_M07_F10,loco_N15_M07_F10_n5_macro_f1_superiority,macro_f1,5,llm>rule,rule,greater,40,0.3647875,0.2878775,0.07691,0.06890000000000002,27,0,13,648.0,0.0004968172133885673,0.0011976102296102908,0.0017664612031593504,True
loco_N15_M07_F10,loco_N15_M07_F10_n5_macro_f1_superiority,macro_f1,5,llm>random_open_loop,random_open_loop,greater,40,0.3647875,0.27132,0.0934675,0.10335,32,1,7,660.5,8.002988662924199e-05,0.00032011954651696797,0.0005121912744271487,True
loco_N15_M07_F10,loco_N15_M07_F10_n5_macro_f1_superiority,macro_f1,5,llm>noise_aug,noise_aug,greater,40,0.3647875,0.5245025,-0.159715,-0.13440000000000002,8,0,32,64.0,0.999999873226443,0.999999873226443,1.0,False
loco_N15_M07_F10,loco_N15_M07_F10_n5_macro_f1_superiority,macro_f1,5,llm>real_only,real_only,greater,40,0.3647875,0.27044,0.0943475,0.1036,28,0,12,652.0,0.00039920340987009695,0.0011976102296102908,0.0016467269871172112,True
loco_N15_M07_F10,loco_N15_M07_F10_n10_acc_superiority,acc,10,llm>rule,rule,greater,40,0.5533049999999999,0.48087,0.072435,0.07314999999999997,30,0,10,658.0,0.000428835152895107,0.0012865054586853211,0.0016467269871172112,True
loco_N15_M07_F10,loco_N15_M07_F10_n10_acc_superiority,acc,10,llm>random_open_loop,random_open_loop,greater,40,0.5533049999999999,0.49259249999999993,0.06071249999999999,0.04165000000000002,28,0,12,604.0,0.004131881380089908,0.008263762760179816,0.010720557094287328,True
loco_N15_M07_F10,loco_N15_M07_F10_n10_acc_superiority,acc,10,llm>noise_aug,noise_aug,greater,40,0.5533049999999999,0.62414,-0.07083500000000001,-0.04200000000000004,14,0,26,167.0,0.9994551326357839,0.9994551326357839,1.0,False
loco_N15_M07_F10,loco_N15_M07_F10_n10_acc_superiority,acc,10,llm>real_only,real_only,greater,40,0.5533049999999999,0.38216250000000007,0.17114250000000003,0.1617,39,0,1,817.0,4.547473508864641e-12,1.8189894035458565e-11,2.9103830456733704e-10,True
loco_N15_M07_F10,loco_N15_M07_F10_n10_macro_f1_superiority,macro_f1,10,llm>rule,rule,greater,40,0.49879249999999997,0.40054750000000006,0.098245,0.09264999999999998,28,0,12,651.0,0.0004218312360535492,0.0012654937081606477,0.0016467269871172112,True
loco_N15_M07_F10,loco_N15_M07_F10_n10_macro_f1_superiority,macro_f1,10,llm>random_open_loop,random_open_loop,greater,40,0.49879249999999997,0.4256475,0.07314499999999999,0.05975,29,0,11,626.0,0.0015257919430951006,0.003051583886190201,0.005050897466797574,True
loco_N15_M07_F10,loco_N15_M07_F10_n10_macro_f1_superiority,macro_f1,10,llm>noise_aug,noise_aug,greater,40,0.49879249999999997,0.5836175,-0.08482500000000001,-0.04370000000000002,9,0,31,151.0,0.9998597122121282,0.9998597122121282,1.0,False
loco_N15_M07_F10,loco_N15_M07_F10_n10_macro_f1_superiority,macro_f1,10,llm>real_only,real_only,greater,40,0.49879249999999997,0.27232,0.2264725,0.21799999999999997,38,0,2,815.0,9.094947017729282e-12,3.637978807091713e-11,2.9103830456733704e-10,True
loco_N15_M07_F10,loco_N15_M07_F10_n25_acc_superiority,acc,25,llm>rule,rule,greater,40,0.6662675,0.6727450000000001,-0.0064775,0.0006999999999999784,20,0,20,373.0,0.6910675140516105,0.7932379809384974,1.0,False
loco_N15_M07_F10,loco_N15_M07_F10_n25_acc_superiority,acc,25,llm>random_open_loop,random_open_loop,greater,40,0.6662675,0.6218175,0.04444999999999999,0.03160000000000002,29,1,10,649.5,0.00014652577050836213,0.0005861030820334485,0.0008274396452236921,True
loco_N15_M07_F10,loco_N15_M07_F10_n25_acc_superiority,acc,25,llm>noise_aug,noise_aug,greater,40,0.6662675,0.6638474999999999,0.00242,0.0035499999999999976,22,0,18,429.5,0.3966189904692487,0.7932379809384974,0.7615084617009574,False
loco_N15_M07_F10,loco_N15_M07_F10_n25_acc_superiority,acc,25,llm>real_only,real_only,greater,40,0.6662675,0.6094375,0.056830000000000006,0.03985,26,0,14,642.0,0.0006837416030975874,0.002051224809292762,0.0023442569249060136,True
loco_N15_M07_F10,loco_N15_M07_F10_n25_macro_f1_superiority,macro_f1,25,llm>rule,rule,greater,40,0.626965,0.6494775,-0.022512500000000008,-0.0020999999999999908,20,0,20,338.0,0.8332168847091452,1.0,1.0,False
loco_N15_M07_F10,loco_N15_M07_F10_n25_macro_f1_superiority,macro_f1,25,llm>random_open_loop,random_open_loop,greater,40,0.626965,0.5734375,0.05352749999999999,0.041700000000000015,31,1,8,665.0,6.211514523647465e-05,0.0002484605809458986,0.00042593242447868323,True
loco_N15_M07_F10,loco_N15_M07_F10_n25_macro_f1_superiority,macro_f1,25,llm>noise_aug,noise_aug,greater,40,0.626965,0.6289875,-0.0020224999999999965,-0.008400000000000019,18,0,22,394.0,0.5868088877541595,1.0,1.0,False
loco_N15_M07_F10,loco_N15_M07_F10_n25_macro_f1_superiority,macro_f1,25,llm>real_only,real_only,greater,40,0.626965,0.5570225,0.0699425,0.05435000000000001,29,0,11,660.0,0.00025401910261280136,0.0007620573078384041,0.0011612301833728062,True
