n_syn_per_class,n_real,metric,llm,noise_aug,rule,random_open_loop,ge_noise_aug,ge_rule,ge_random_open_loop,pass_all_controls
10,2,acc,0.45854999999999996,0.4683,0.40488999999999997,0.4366,False,True,True,False
10,2,macro_f1,0.31995,0.41097,0.34665,0.39651,False,False,False,False
10,5,acc,0.5073399999999999,0.49512999999999996,0.40732,0.43658,True,True,True,True
10,5,macro_f1,0.34864999999999996,0.43925000000000003,0.32405999999999996,0.37838000000000005,False,True,False,False
10,10,acc,0.30975,0.44634999999999997,0.29025999999999996,0.41219,False,True,False,False
10,10,macro_f1,0.26587,0.40308,0.26557000000000003,0.36985999999999997,False,True,False,False
