class,slot,candidate_rounds,n_candidates,n_expansions,n_feasible_expansions,first_pass_round,final_admitted,record_sha256
OR,60,0,1,0,0,,False,4e4257cd336360a35fbf5c8e06cdb102dcee87debe1ad1b6724dd80413c87c9f
OR,61,0,1,0,0,,False,ed359bb5b8a09b577b42daced2a669ac0fcd5586909adb19ce52b0d0c936136d
OR,62,0,1,4,3,0,True,3d43c366f0a13baa603c0042ff77e30624ef26984e9ca836ad930ef38fdfe787
OR,63,0,1,4,4,0,True,6bbe3e2a3c6d47b17d833b10e532592a8e9802bf05e397c5531ef1f59e3e8eb9
OR,64,0,1,0,0,,False,61491b092909fc8d77c0d2ce60240ab84d0c06fe93c3898770b3d2eefaec4c69
OR,65,0,1,4,3,0,True,6b7a782ff39602a840fb14719064edf51d126b8cded3eadf3476e4a73b2e3920
OR,66,0;1;2;3,4,0,0,1,True,4fc1168f0f943ed7f474a85d3d61b4e891f4aa34c9e18fb6d9d167224a5e5c85
OR,67,0,1,4,1,0,True,55124cb33442ac6099a06878958d3ddc35a3ae414c5aae7a6ffb14d3fc58a95d
OR,68,0;1;2;3,4,0,0,2,True,72791871b231d698d5e4f67a5630baae397196b28c51e823520b5e4ba48bf8a0
OR,69,0,1,4,1,0,True,b76cd9adc4b866b05ddcc205e46d29e1fc7d7ba491c655f5dba54f1b93fa9f6a
OR,70,0,1,4,4,0,True,b4f2d1d93f8f588e3ec55d542aa9751e277a58a695018bed67776df939b7ce62
OR,71,0;1;2,3,4,1,2,True,fda8f6fe7910a3cf4c20825862ace661444db99d74e7dac42940bb8529d651ff
OR,72,0,1,0,0,,False,623c4aed94c32611dda655a180a367b9890050a42d34f75f00157434c1c6639b
OR,73,0,1,4,4,0,True,721a50b20c02aa7ceb8c6470da7b464bb10ebf5f50f88b73d96bea4d708cb3b8
OR,74,0;1;2;3,4,0,0,,False,3df2f83f962f19bae41cebd381ef05b9b3597096dd004653c6b2373d0604c38b
OR,75,0;1,2,4,2,1,True,39b2877a5d8f3da3d280a8e221a693071462ce25de4a92828aef0789e3e287f3
OR,76,0;1,2,4,4,0,True,9219a38d41163ab6ce30f5e6b23438f1d5c6c9fe3851895e703b7c296db7570d
OR,77,0,1,4,0,0,True,161be699f8ca87d3a01e3b34f850b5eeb5b2433632f1e65c8db4a188f0eb7bcd
OR,78,0;1;2;3,4,0,0,,False,2d288c73f12c9c53d2a36da13e99d59df9fb8e7f3245f43231e93196624ffe46
OR,79,0;1;2;3,4,0,0,,False,2e2d5828be191e89132bc39ae45e8cdd4d5e99fbf169b6b6471c3cf8d02854b2
OR,80,0,1,0,0,,False,e028b715a18fb4c33e9047d5ba71a19a270e7eab193ca7d558d35618aeae7bbd
OR,81,0,1,4,3,0,True,f753aa9d71c738b5b92bfe630e00bfed62253332688384008debf04ef9ad0820
OR,82,0,1,0,0,,False,7ab5888c040acacbd0e707682131b903166b04534eb61df95c7de7b141591b1f
OR,83,0,1,4,3,0,True,dfdc0397e0c2a16c49857e63e3c75f16c3760107652a503f27938aaac92a0e01
OR,84,0,1,4,2,0,True,4fc305aba2034452ba9b2fb06bf15926b828c9abbda4ddf2e3ca12e18d9d892f
OR,85,0,1,4,3,0,True,1282887c299fc953058c6db1e5f9e91d97d765dba2c14abf1387e944b3fa0cde
OR,86,0,1,0,0,,False,10f26e9654f7814ddacbd8ccb11794358c13c0a8fa57f3522dcac3405e6242ed
OR,87,0,1,4,1,0,True,0ada6fd26fae3b9af87d61c16775c458567229c10199961e1752d509bc500dae
OR,88,0;1;2,3,4,4,1,True,f5a3521a6625a4823ae1219c75913540334c0dca8b1687ca8d8c70bad78d0215
OR,89,0;1;2;3,4,0,0,,False,b128638bc4d232f4d4ad98bfa630237dad8cf15a53414bc8831a784351c679a0
OR,90,0,1,4,2,0,True,b9d66e7200c12de89c496d52fca4de493123fd1e733eea0373261bcd73af1f66
OR,91,0,1,0,0,,False,c5d2fdab9b9a15f5f66e03b6a1005351679b0db3aecdda527cf03c3a16825b13
OR,92,0,1,4,4,0,True,5998acd91b85bdb2fb56f3c047301b2d63d939e8088c2a4af814b89a4823c378
OR,93,0;1;2;3,4,0,0,0,True,1379ed4895eae89f7eec523deb10aa75a45bede9cb1066601c12a778a8bba136
OR,94,0,1,0,0,,False,58840529a38acee974b2217df04ce0a54e985c3d70941ac57affb3baf4735021
OR,95,0,1,4,3,0,True,3a9118c2bf2ae1ccc2c4ae48cf9321aeb0fbfc9055bc9d3558f2a65d3c344cdc
OR,96,0,1,4,0,0,True,718b982eed63172218a7a1af87b8121afe9c2b8bd63f7fb3df60b211e0dafe6b
OR,97,0,1,4,1,0,True,4edabce3c386c669b51dd8a090ff7f6ae5f55593ba864a97658e11c4a2b6a19e
OR,98,0;1;2;3,4,0,0,3,True,fc2623da0e6efe78ab5fb9b6fb0072dbd2808deb65c9b0eeb8700609dd12fe39
OR,99,0,1,4,2,0,True,7f3a2fc3cbefc3a9aef3204f67c84e0b66790028912c2b321efe07400cb24bc2
OR,100,0,1,0,0,,False,753927bad27027003e21fa56dca61fc6f805707ab7686ca8f41a9a8c3c5f895b
OR,101,0,1,0,0,,False,a6280b5d17105162e859fd3e0ef745d2e86f451cd00d351aaaa882c5394e8130
OR,102,0,1,4,4,0,True,37e9ba4efa7a87c791789bde07c13e34175e48d2b2a42e3a969e4e97f542e008
OR,103,0;1;2;3,4,0,0,,False,5fe6608067c796af49e12fadef40a46e735bab7b97d30297f1b8d303d1e491f9
OR,104,0,1,4,3,0,True,69486b2397c37aa9c95fbab823421ae51fd64c4d361226dd06856211b7a12ff2
OR,105,0,1,0,0,,False,2bbc4d5a457ba4067f9b63c483d33c5a372d19c5266f3dc4b39f793c1056f812
OR,106,0;1;2;3,4,0,0,,False,a2a72c1789bfec2d2e11877d9d3a0ee455fe5918cc839eb6cae0853ae82760a3
OR,107,0,1,0,0,,False,13fe5a622a0870302a1c80f81a91bac3cb3ac3360475f6be1c28bbff6a35b98a
OR,108,0,1,0,0,,False,b18e42dabd0d605bb7fc860cb7cef11e96b5930efba6447737f22d5ebcdd0ef7
OR,109,0,1,0,0,,False,7c61d321276bceea636e47a67a0a44953b36b4fe13262367a3229b20c0014497
OR,110,0,1,4,2,0,True,17f7f49e71bc1b56b7c98a6a9628e5b684e21355aee4853f825102ee2606cb3f
OR,111,0;1;2;3,4,0,0,2,True,70a605be9ab490701c660f945880f4ef537b410b8d0d50b9a4cb555a047f7667
OR,112,0,1,0,0,,False,ea06596e6e807a872b3ff3392c653541e8e8d68d11705328fba9783d1d1fed33
OR,113,0,1,4,3,0,True,3cb07f8d6a07a1eb7be824d775762a059ef338d3c2d204f8bb9fdfbb3dd12b6e
OR,114,0;1;2;3,4,0,0,0,True,67e0b2bf219f582e05275e55314c469135f316d4de2a03819b536e2f4ea283dc
OR,115,0,1,0,0,,False,1d19c8ccb4fac17e94f032ebc924576b64a34c1362bff5edd0379f7bc75f20e9
OR,116,0;1;2;3,4,0,0,,False,0d48a53c6bc3667be5879cef8a1c479c3aba54e22b7d83f1f7b1a42dea7d1e05
OR,117,0,1,0,0,,False,e720b0756cd956d535fa96967ead7c19db3da7334c714a11f7e33198718a4e52
OR,118,0;1;2;3,4,0,0,0,True,a36409e3757d717189fe1bf94b10ede3bceb27a3cc3dd5e78a28b9b01373d9e7
OR,119,0,1,4,3,0,True,5c35d065256da9554da5e342f400f146c916b7017d98d7878b5163b5f84301ef
OR,120,0,1,0,0,,False,0f2336851c5ced5c75e79c92d74f9b658edf55cc8a34db83949e785a7ec06557
OR,121,0,1,4,3,0,True,d55b215e95c7fc9a40556977e5bd01e859f7ea8e8299175554d748f1b87e48dc
OR,122,0,1,0,0,,False,ac4e9959bf1aa85e23beb679d8b246911f4d3cf19a4a09d9bdb0c6eb7b5c5ce2
OR,123,0;1;2;3,4,4,4,0,True,9caba41fc62457ab0afcbd72252ed4d06fba562227d51b72ad71fd23c5458297
OR,124,0,1,4,2,0,True,4af96fd965c5778c20cc8ffb5a0117fe107790fd9fd53737055453c5fb31628c
OR,125,0,1,4,4,0,True,3b654edffcf42687f3934ef3e9e758bd32e0254cb5a631ef03e5b981c14f315b
OR,126,0,1,4,3,0,True,bfab7cdc0d1a0f89adef3c8a86900bad7d2e226d8c0cb3ca0d5ce6aac04e36a5
OR,127,0,1,0,0,,False,4418fea07825ed861850536b75090539a55f5bb70c9ace62b5c8a657898d0358
OR,128,0,1,4,4,0,True,aabd66bd7b6d810f7f40f012971309d3346821debaa65758dc26fc4dcf85a6ee
OR,129,0;1;2;3,4,0,0,,False,e7f7a13b5bfbf40962134de0989156705250cac6196d7d254c0a339718775ded
OR,130,0,1,0,0,,False,f75869f3277d50ea95341c596881773938fed243247072178335881118c7ff39
OR,131,0,1,4,2,0,True,60d9d67feb7bf911d26da50017822c77f0484d4caa573a141231eddf3f925873
OR,132,0,1,0,0,,False,d88e97307cbce4aad3e2f0090646908fb13a6b2eada92d3db0a64f9038ad8d68
OR,133,0;1,2,4,4,1,True,431d206a9b9c719d7b25ea43dfc4cbc47b217ca09538fd215f4945361007e4f2
OR,134,0,1,4,2,0,True,38fa8367c5537477f29eddcd357ce93b065fa72f40dd089301c8ed61f22641cf
OR,135,0,1,4,1,0,True,db063ba2b3422e070bebcb1b720f32555a7edfcd27b1dc5a2385b2fd43a0e968
OR,136,0,1,0,0,,False,46f01e6b3a9edf073c910b55a2345923f8d46affb389380fbf6b8db61b33adab
OR,137,0,1,0,0,,False,7a616a1359112fc41a86d76f40b82e15324bebbfc9303366d6cdd7ede5770f2a
OR,138,0;1;2,3,4,3,2,True,51db0192b47b86e9e17df897289b8b37a686541b9b0300f5ca61b2411128222a
OR,139,0,1,4,4,0,True,285821a766f9db9dee1c6ab982f4a6f52580cf169a01e630020c5b4469231178
OR,140,0,1,0,0,,False,9383cb49a93eef7c364e28cdc3d34aba6ae0194a41c937331dcee7535489dda9
OR,141,0;1,2,4,1,1,True,d6e8331c378776de7d2f593f8d5bae86124b18ef1d6376e19492973883b0387b
OR,142,0,1,0,0,,False,8fa557a3230ca832b635012c71198eee0ea34296f60902640cea827bc6ea54c0
OR,143,0,1,4,4,0,True,150da7772566eb1a76cfc8fc259af3b19d8e0f65d850e6c0677b1d557702b0e5
OR,144,0,1,4,2,0,True,7f93025baaa02e258665d2c46f387c7251d207e16d5ad737cf93f7fac47df65a
OR,145,0,1,4,3,0,True,32149a7ccf636d64d08248d00c304c86035102df3a769094f6de5456f834cc25
OR,146,0,1,0,0,,False,05d79369e198b7ca5bf79da2419929f8b29eeeb5e4ffb8ebf205c6db5a89b41a
OR,147,0,1,0,0,,False,0446a240764ab1d29003b2ec7e981d343db8e4f02933136b667d9639f9bb2930
OR,148,0,1,4,3,0,True,4839b2915045d5f3a5528b5bc1a29e2fd772b04affb8523bb7e6e3f016d10fde
OR,149,0,1,0,0,,False,1728b32285bfa5e222226ce1b3f7c91dcc24cbbd20342d0e6db4d935efc1d48d
IR,0,0;1;2;3,4,0,0,3,True,e6fa3c66bb1366caad9d168b5504e9eb658a6e1b271af261959cbd42414a99f8
IR,1,0,1,4,3,0,True,4f47f86164d7a1c6789a973da11f3330e1494cd8efd6352962029efb2e038351
IR,2,0;1;2,3,2,2,2,True,8361890e46114d395b620606b1a9adc0e9c3cb2e7170ab44c4e27069e7c43432
IR,3,0;1;2;3,4,0,0,,False,817afc915134485ca764a66d82eefb5cfbc049bc4bfc4cc3ca38bcf9d63a8b67
IR,4,0,1,0,0,,False,2b481486f71f92fc05711b8bb610b7ae56630d119fcb4255d94cf31f79627b27
IR,5,0,1,0,0,,False,1039deaac097f8a22e1d6e814af66d92f5ed0e1b5462caf365c4c011a5ab9c86
IR,6,0,1,0,0,,False,2622c038cf2ea6a901c8610a30bcfff35f87512eb282d827944e663e915d0f9f
IR,7,0;1;2;3,4,0,0,2,True,e2e86bfca440df709abf87d79a03e44fb7b08d146ee72514ff607d3f28fc020b
IR,8,0;1;2;3,4,0,0,3,True,a78275751ea83ef826fede5a7e72c21dc413021b89c88832515b0738d0bc83b2
IR,9,0;1;2;3,4,0,0,,False,d96db1fc840d9f21836eb27ca0da365f1ba5117e742f596a9f9dc125328cb6bb
IR,10,0;1;2;3,4,0,0,0,True,8fbd0386f51d9a4f828d9c9ccaf445aaf6a327478f87599bb3a2210fd841ab45
IR,11,0;1,2,4,3,1,True,0ab7154f6405f49dfb9030dc6a26b12f9c9c31ff779503767ac29da9439d6f93
IR,12,0;1;2;3,4,0,0,1,True,fcfe985f47ef27fec47a3ae7a025a35f1a8bcc3b7da984904f62bc06553bb99a
IR,13,0,1,4,3,0,True,6b97b44885d7c0f5911897559fc12f0cd72e1a822f28e2cf0c445d7c96370487
IR,14,0;1;2;3,4,0,0,3,True,5f8646aaabc2e3928f53f96fedfda0739f138ebccf64b4a216fde4209d70a026
IR,15,0;1;2;3,4,0,0,,False,c94d19ae1d5cae964aed354f07d3be8e24f2c806a064cd406637f260631087af
IR,16,0,1,4,4,0,True,d3d2cb4ebfdee6b2cbb3f5006e44920a9c9bf813a835bd561b5d1ceeb01c33a0
IR,17,0;1,2,4,2,1,True,024cc1be8e1391a5fad03fc0cc30687f17f3189a612561c4bfc87fec1b767bf0
IR,18,0;1;2;3,4,0,0,0,True,3c0be02ce8147af55bc4e9b51623e3a50a5e24ad373a03f8dead3485cc8bb5b7
IR,19,0;1;2;3,4,0,0,0,True,2ea0d9c55a7a62756bea576811fb46f5700878f8d58a1db7ea67af197a84bc0d
IR,20,0;1;2;3,4,0,0,,False,139ab6838c7187e666811a8d65bc3781a7976eaaa802ac131727b4af5a305fb6
IR,21,0,1,4,3,0,True,f0edccccbf18ef82b5c3fd22fcf223af15977695a3acb54f0b2837a15df5b5a1
IR,22,0,1,4,3,0,True,b4822d9367cb68e37e719629deafb1088713bb684e8046b05108ae5a1a0dc35f
IR,23,0;1;2;3,4,0,0,3,True,063895206ab5955a34e734762447e26a483ed2fa9289581d5e586ad2a6151162
IR,24,0,1,4,3,0,True,8792dbdf474e7af6b6f49acd915af854512caf9b2c74d49d1d91cd27d8958113
IR,25,0;1;2;3,4,0,0,2,True,79996c0ec4b00df4e6999f7801ae0acd4a751535d078ca1acddb74226b00deaf
IR,26,0,1,3,2,0,True,0d9e822c60039444699117f89b1b9cad898b62490674e3dc81dba3d7d2b1a9cf
IR,27,0;1,2,0,0,,False,e621d2d8eced33c48d99f71fed3a622ec325411a973e5246bfe3478f9d82d944
IR,28,0;1;2;3,4,0,0,0,True,083c55611c49858aba162e5dbd6294ab0d6ab3dc88243d327d16b563247bb41d
IR,29,0;1,2,4,3,1,True,ff097920b50bb287c4d0b164893db24416b741d74759248eb119d52b65865bdf
IR,30,0;1;2;3,4,0,0,3,True,6fc2e931f210983dad7ea8fbc4bd76ebcd8cf8e249ed4fe432b3e6ab7b440608
IR,31,0,1,4,2,0,True,223b49f0a8ec0e0c4e92a613b40aee8379bccae4202ab00490728717c9b74128
IR,32,0,1,3,2,0,True,a39f726dbd13cc30301a97ebfa46d44d36d7e86bc3448e54469a80d0e1111958
IR,33,0;1;2;3,4,0,0,3,True,53bc5b0f6a5896338033f3f585eda2d1c557b08f4dd5f469c81cb6e18f5cc2dc
IR,34,0;1;2;3,4,1,1,2,True,326df9e9c84547d033f17c106d34782b17c23f7eb1fce3cafc89368152486d66
IR,35,0;1;2;3,4,0,0,,False,2ea8edc0958c1788a01ff44f9168e2ef4e9c4e35b217d1906be7b3244c77eee2
IR,36,0;1;2;3,4,0,0,,False,9ab6e8232271a2dd26cf5a26b707e4bc33d9761fe046c68399670775f92cb76b
IR,37,0,1,0,0,,False,a59ba876de5765cb944e56e5c076733e93740dcf19cb2f9ea83ec3c0eea0a4e7
IR,38,0,1,0,0,,False,5b581160b72d980e6a046bf875cbe7499e4e1f43d90eb45c50daa2d6a0bd9c41
IR,39,0;1;2,3,0,0,2,True,34564a3075e7fe09251ada69aa9566b142863315355d5b2c19b3b7903bf6b087
IR,40,0,1,4,4,0,True,49ec58b4960ed3ff9f548b32fe29a75fa46a9895dc0aa8493e13a0acf0384a0a
IR,41,0;1;2,3,0,0,2,True,63f52ff61afef057d1ef30fa863ec37f68822e0d74d20aacf49cc68538a0c3ac
IR,42,0;1;2;3,4,0,0,0,True,e4ce1a94bbf4f8ac4eff3c79b158a44b6e9e2241516571e0223b5910890ca827
IR,43,0,1,4,3,0,True,f8c1aecf7e749feca4cdb7a31979b1d4a9806519f39d70399e811a2bc642d9d5
IR,44,0;1;2;3,4,0,0,2,True,c1da77862ee35ff4f4ee4e807ab9e78d3b19da7f3efef665aaee537f9076ac86
IR,45,0,1,4,3,0,True,d664873bf708e06ce52be0becc21f3cbc4672831c7951839090f72ced04f91fa
IR,46,0;1;2,3,0,0,,False,ac76934a1131ca0c9906d7a56a2caef6fef611dea602247df86cad3921bf21e0
IR,47,0;1,2,1,1,1,True,1bc8c8342267f237dd127ef3650cd1aefcafad279c28bc36542a33b8a5d47b29
IR,48,0,1,0,0,,False,3709747d3fc1a72786e3940be149149c6c2df61b0deee493287f51733fc42fc9
IR,49,0,1,4,3,0,True,f5d955858b2bae5ea1c222f292c0e18726e019815c8b71e1a9b31b4212061691
IR,50,0;1;2,3,2,1,2,True,96e629907150658cb105d16b59542d7ceb4227c6d854efe571bdd5e04c20d3e2
IR,51,0;1,2,0,0,,False,e3b4f0f1dea5a1c29d3513d65335878083a3cb3177b67ac688e94f36f167ecff
IR,52,0,1,4,4,0,True,156200455aa0452409dd95990534da92c7d63207958d9cc03b85079b5b5ce68d
IR,53,0,1,3,1,0,True,11f69205dedfc4a8d2d343750da4df39ce61a8f81115f2e8c027d5d68ee7502c
IR,54,0;1;2;3,4,0,0,0,True,737d6613b5eca0525b3b9cb418b855bc232715a36b09acbcfc06be44913684b4
IR,55,0,1,4,4,0,True,dbd60af7cbb08e843669b0994f99321ef120f884313edb19054fce7aadf75903
IR,56,0;1;2;3,4,0,0,1,True,fa38c08abe7bddcb2bd8a92c9f589a0165cc0cf77bf4b5a9553809ff818c81d4
IR,57,0,1,2,0,0,True,140daa76f1a84b744f3fa4ddfbb93e64483d2fee610a32c0fff6de5b508e8573
IR,58,0,1,4,4,0,True,13f68feff903f064d5c8c5abf41588670067efe7d1520fc6700916e4ce39e8b8
IR,59,0;1;2;3,4,0,0,,False,8e6b1641d531b4bfc34a41da5543ec902ee0ef473876ab6b0a57aab5146a0e5a
IR,60,0;1,2,0,0,,False,63955494b80bb5dd476d7dc2bcf5b45c3e67f5132d06f4bc3ac26908593de0ad
IR,61,0;1;2;3,4,0,0,1,True,62153a59c9c6d554bc0d0f469a70d98a9d3a164c90b5d1ec3c4764f6a27e73f7
IR,62,0;1;2;3,4,3,3,3,True,c618698cae7e4ccb20dc92f7a6d1cf01e134727aecc96c5aa4bcb642a438ba55
IR,63,0,1,2,0,0,True,487af2e2ec3639283ee711287be65fef958275a8b7b2a92a9d4d9089fea3ceb5
IR,64,0,1,0,0,,False,07d0506d231165636a77bd4efc83c3a04bbadb3167641feecf7bd5474e126de5
IR,65,0;1;2;3,4,0,0,,False,15386fd6b59293ccc3f776e5cb82fbd8af1213992b5ba9e556ea782363044f0e
IR,66,0,1,0,0,,False,f0520219179a8b3f58ec30bb8341410c8136b75f1265b9be772ec1aadb37c969
IR,67,0,1,4,3,0,True,9c0b56140b0cc43e9ed3cd5e06e26cbed1857db9dc0ba14a93fdb1aeaa0de051
IR,68,0;1;2,3,4,4,0,True,a914167da56e0f2d4946b18668f91cc70e89f9f2f57324f811d74e07ddbb98f4
IR,69,0;1,2,3,0,1,True,9a4ad886d67933daac5de371afe1cb7f425876e73be7b63e1852fb21a8a0b4dd
IR,70,0,1,4,2,0,True,b35f4d2ec4795d503263a690da57736cf0fda91784eb1f8087bfa18199a5d659
IR,71,0;1;2;3,4,0,0,,False,145f7c030312ea30ac77c202c0510c237180fabd5a350df6dd637efb46fc3c5c
IR,72,0;1;2,3,2,2,1,True,0982271c5e15a040c1f3f7b3af7df9c59bb9e5ac7734ca267fa48054a3e6e9e9
IR,73,0,1,4,0,0,True,b0e2b72096f967c4b95a890ab14d4ddc3d72ebdf2f1c9ebd8f6d4437a2ab7202
IR,74,0;1;2,3,3,3,2,True,f96293f94eabd55545460a97e197e3d4f200412a55b025f7764cb060a8e275f8
IR,75,0;1;2,3,4,1,2,True,3dfccec22e6f0f4094ef6ef169f8513dfe15ad7b4ef0cd8e3fd9f81920945670
IR,76,0;1,2,2,1,1,True,111c0ad6f9fe282769f2a7079e2264abce8e61f4b42e01381d7defe31b610731
IR,77,0;1;2;3,4,0,0,3,True,7ec1feb00f9d90f37aa0b16eaaf65e2365ccb1ae04638bb4586a608445fb609a
IR,78,0;1,2,4,3,1,True,dab13039ccc0a0c8d9003b5afd8cb2f56ae8b4c4a4c114f0237d7c58f7cf6088
IR,79,0;1;2;3,4,0,0,0,True,df723d14e53a6c2ad54828ae9c5140c7324bd06fcd09ea1d392c1e7ea55decc9
IR,80,0;1;2;3,4,0,0,0,True,15ee5cd21ca6b415e01943197b89d08c573d30a350421e52d4202431ac2251d9
IR,81,0,1,4,4,0,True,0093f9a198a9c9acdce7fc3549584e5ea604615c5fcb1435258611e3603a4b3e
IR,82,0,1,4,2,0,True,b6800dfd350f3b43469fa899fd8d197603fab47f680491273f5c5fbea4371c6c
IR,83,0,1,0,0,,False,5010641c8a11836d5886fbeef2543df822193cfd78ccbd0a4e590424064b6510
IR,84,0;1,2,0,0,,False,96544ff0a8713f42717c7ec92b3dbbb154efd060354e7ec9da2cf7901b8961f9
IR,85,0;1;2;3,4,0,0,0,True,19a2f18f4a9b5194ccce2b2f7892c7457ba1df36d78ace93f892bcc7a7ed9edd
IR,86,0,1,4,4,0,True,82748f61bfdf23fbe0cf82245ba8f8883fe3072bdae3395b9aab37007e0ea9a5
IR,87,0,1,4,2,0,True,bef786c3d0685092df02e82d3230be54a73151b3d4a65b92034350e1b79331ee
IR,88,0;1;2;3,4,0,0,2,True,f785f12d40c516dfa4fa56fed17b5369ebe8d6695ebb3c5d8c0bd810241055bf
IR,89,0;1;2;3,4,0,0,,False,b8d6c63f49547fca6616e0651daf939cf82688e03797b19aed5e0f1b8480ebf7
IR,90,0;1;2;3,4,0,0,1,True,6bf199d4619ec11d5a8bfa6b47d2468c24c416055c97c206bacbcb7f4938ec0a
IR,91,0,1,4,2,0,True,021dbf8a723a8969de105df714088db3b45bbf7cc136a1319a70391f1ef51afc
IR,92,0,1,1,1,0,True,fabe5ff11e998b1e6c6ec49d0e3b299633a36a899c1a3afd1f8660dd8a8a274e
IR,93,0,1,4,1,0,True,3012a2f5fc3dde417878c5378580a618247f20db70cb17f4f2570ac24a710fe0
IR,94,0,1,0,0,,False,02d2405193447fd4d8d1203aa5881e94748bce9a1e282116bc661f857489cb63
IR,95,0;1;2;3,4,0,0,,False,b78416973210d8b156b2b9e211df519b402a7a011e25fc8060a5a11444a6b7bd
IR,96,0;1;2;3,4,0,0,0,True,88f9a4437dcc2406338818525927f5c3752670bb8f3014722d3668b07e219548
IR,97,0;1;2;3,4,0,0,,False,3990099092127d1ef60bce2e0b90dc043cbe1838e9ef7cc99d88de4e9594394b
IR,98,0;1;2;3,4,4,3,3,True,7a527ceb47aa65004e44bb147e1673a2098d7a9b13c1e24e3983f3811ad1941a
IR,99,0;1;2;3,4,0,0,,False,c699d17ef02ee1a7cbb3cdca85cab7c84012a0761e4b71101b3e3fab612da2ee
IR,100,0;1;2,3,2,1,2,True,04207d05d21d53cd23903fe80056cad8b027b9c772b4e90e39aeab758f1bdf25
IR,101,0;1;2;3,4,0,0,,False,20b4e3da1f89e2afab873ad2dc54a9e47a93ae590598d2ae08da7418a11ac02e
IR,102,0;1;2;3,4,0,0,,False,acfa8865e7ce167ec21644267bcb46d78f50706bd27f8e314c5ef753ea8c0b73
IR,103,0;1,2,0,0,,False,6dae3ee822d29835ee9f5ff962c7493801a1e0633ff8c3892763e806df065232
IR,104,0,1,4,3,0,True,bc93713ffbd24046bc1061e7eeb43cb56df6e61fe71459a20507b136792f358a
IR,105,0;1;2;3,4,0,0,0,True,f8c6da909e9264796eac27da458f7e5b8b52104e40a1357c1466a03259313a6f
IR,106,0,1,4,4,0,True,6c15fb8ea52bec4ff17b1237f8ea9776809bb98326206788653d9d64d9b8616f
IR,107,0,1,4,2,0,True,28dfb67005d9e07924e69d083ea66f7c02ab58377bd30065b4c54c95053fe6cf
IR,108,0;1,2,0,0,,False,368e2b526013a3b0968bc3750e06d43ff14e1f042515d853d5dfeb8f0f7bbfdd
IR,109,0;1;2;3,4,0,0,1,True,803e3ee02b18a503329dd6b82b7d3ca141e42a77b856de312c739a2575599f2e
IR,110,0;1;2,3,4,4,2,True,e8a312a3b9cd8a6e5be705d9a71066bf9bfc49309b95a77634fa59bf4f4deb5e
IR,111,0;1;2;3,4,0,0,0,True,17595f7f2febe069a56a58b28213eb75c8046477996789f7373f8e5281a6862e
IR,112,0;1;2;3,4,0,0,,False,3d341c84da5b1cc8cc8536e0ce9d14fe996bbb6c28d0f116ce8c0060ea53530d
IR,113,0;1;2,3,0,0,2,True,2e666d160d5a9037b7b3264860d7e018f045c1be01e1b1ed02e942676ddffdb8
IR,114,0,1,0,0,,False,0603763337cb3e7776d28486ac54bc83e0273bc6c494230fe544033d842c683d
IR,115,0;1;2;3,4,2,2,1,True,9167554b908c3fdd1e44355f25df9000c8340ae85cfbb804dca766ea36e0d75e
IR,116,0;1;2,3,0,0,,False,6902d0810df5920b7cbb2355a0fe59d4968a1debe973ba1162198ca783603c70
IR,117,0;1;2;3,4,4,4,3,True,a49f2faae91abaf856741ac349cae2523feca1788f1d484c0e44456db51566f5
IR,118,0,1,4,4,0,True,869b8c24c6d72d414322c0dfc93f13825cefdab020d51a337d0fc7188bad1fe4
IR,119,0,1,0,0,,False,79202b9a9e672b0ee2a86dc9e9ba435fb14d9932209bdde566997dabd549367d
IR,120,0,1,0,0,,False,c3c784ba34b35f65c50f4201061748b8544b3796eeb6ef40ed29b33c7f59d0d2
IR,121,0,1,2,2,0,True,a2e3022730d04097d84ab0728cc98e718d1d9caf4bd806e627584cdf3ba53427
IR,122,0,1,0,0,0,True,a8257576fa123f735ab55d3defd811b728f1c887e2740cf8619aecf0a6588c89
IR,123,0;1;2,3,4,4,2,True,d0f0fb84f8ee0560a71a7d91a5669c931cfe08b1d667bfbb25315237372640a4
IR,124,0,1,4,1,0,True,5739c2a9c17bf665f07e6ba93ea2884d8414ab26af0cb1edf4e6a87a563cfe02
IR,125,0,1,3,2,0,True,94844ee8ec51c30145f4206ec9613ba7be2113bea142ce3409a9618c5fe15baa
IR,126,0;1;2;3,4,0,0,,False,b946fc08f2bcd811f6c57870ad09fec53ac1907444d15d71176754a637bb3733
IR,127,0;1;2;3,4,0,0,3,True,879526cf444e711181039445a4b4854033b7edd5191d850bf8e0aae9676d3f5e
IR,128,0;1;2;3,4,2,2,1,True,10e3a4a19c3fb93620c0e9f9dd746fb864eff0f93db1ec0c045177489fad0525
IR,129,0;1;2;3,4,0,0,,False,372119d7341de43e86d8fa5aa5672b02747b4cb0be1422828c16df756ded7384
IR,130,0,1,0,0,0,True,0c8086d1ce6da0828084e4c580cc8e60d4805ea2e733398dcebae83190acd1a1
IR,131,0;1,2,0,0,,False,e839db48c1af365c166a3ccb75afbfc46a83547d442a934ebebcda77742ae1b3
IR,132,0,1,3,1,0,True,6382246ab63ea186326d8909baff3f3c32413f3fe364227ed689f68fd2e4d3eb
IR,133,0;1;2;3,4,0,0,,False,c877bb9e54a46eb46801f205c8a8ed464295e5d90e81087bf2319910a834dc18
IR,134,0,1,4,3,0,True,89b870dd238a8eef5f60fc0e4671b3ba18f2cc01e097295d2ca2722ccef30b43
