method,class,n,verifier_pass_rate,rms_mean,rms_ref_median,kurtosis_mean,kurtosis_ref_median,crest_mean,crest_ref_median,band_l1_mean,psd_w1_mean,psd_w1_p90,env_prominence_mean,nn_syn_real_mean,nn_syn_real_p05
rule_smoke_v5,healthy,13,1.0,0.07554435729980469,0.07337278872728348,2.7256028285393348,2.7457573413848877,3.231222050356287,3.1566358012155713,0.07718876404578842,29.29025658094808,40.16065765616102,,0.11614799900696827,0.10796192437410354
rule_smoke_v5,IR,37,1.0,0.29999696725123637,0.2987423539161682,11.749225204055374,5.936953544616699,6.794133453527015,5.514186774803054,0.037668102738428404,229.59054723406544,242.7353586708643,9.322082845423136,0.5309463578301508,0.5085675239562988
rule_smoke_v5,B,31,1.0,0.13986678854111703,0.13869181275367737,8.269646875319943,3.6600239276885986,6.408487251922037,4.140568338906324,0.05203210198675918,77.33157749883098,99.05781916128963,9.622778521227344,0.24658003016825644,0.23095295578241348
rule_smoke_v5,OR,40,1.0,0.39276854544878004,0.39072805643081665,10.215048956871033,7.427388668060303,5.868996136374265,5.4573824212598225,0.09606452781756178,209.6749807207038,220.74710990921906,9.451082714519824,0.6220974728465081,0.590259101986885
llm_full_v1,healthy,603,1.0,0.07350013202448587,0.07337278872728348,2.591191847328325,2.7457573413848877,3.085205964989533,3.1566358012155713,0.010677360615252393,34.253255872577824,42.805010314801905,,0.14846892494269667,0.14479015469551088
llm_full_v1,IR,750,1.0,0.3119990813334783,0.2987423539161682,9.09334072303772,5.936953544616699,5.866868962946212,5.514186774803054,0.04059407526360741,231.53573823545253,244.06743435580614,11.53796903353849,0.5489648982683818,0.527819475531578
llm_full_v1,B,631,1.0,0.1428751694938838,0.13869181275367737,7.973468597641838,3.6600239276885986,5.730733275181975,4.140568338906324,0.052893990976254746,99.42888488652088,123.44452654662162,9.696733458217341,0.25085493508968415,0.24146217852830887
llm_full_v1,OR,750,1.0,0.3925809860229492,0.39072805643081665,11.39924452082316,7.427388668060303,5.757858383286174,5.4573824212598225,0.09619103002793532,223.09822874383528,238.7877790050268,12.724938725377458,0.6220738435586294,0.6027893394231796
