method,n_real,n_syn,seed,actual_syn,acc,macro_f1,confusion_json
LLM_synthetic,2,40,19,80,0.7303921568627451,0.7201646090534979,"[[94,2],[53,55]]"
real_only,5,10,0,0,0.7205882352941176,0.707596751075012,"[[95,1],[56,52]]"
noise_aug,5,10,0,20,0.7107843137254902,0.6959915132227021,"[[95,1],[58,50]]"
rule,5,10,0,20,0.7009803921568627,0.6826724467678185,"[[96,0],[61,47]]"
random_open_loop,5,10,0,20,0.7058823529411765,0.6886446886446886,"[[96,0],[60,48]]"
LLM_synthetic,5,10,0,20,0.7009803921568627,0.6842185398533256,"[[95,1],[60,48]]"
real_only,5,20,0,0,0.6911764705882353,0.6722682646946321,"[[95,1],[62,46]]"
noise_aug,5,20,0,40,0.7156862745098039,0.7004556962025317,"[[96,0],[58,50]]"
rule,5,20,0,40,0.7058823529411765,0.6886446886446886,"[[96,0],[60,48]]"
random_open_loop,5,20,0,40,0.7156862745098039,0.7004556962025317,"[[96,0],[58,50]]"
LLM_synthetic,5,20,0,40,0.7156862745098039,0.7018145161290322,"[[95,1],[57,51]]"
real_only,5,40,0,0,0.7058823529411765,0.6886446886446886,"[[96,0],[60,48]]"
noise_aug,5,40,0,80,0.7058823529411765,0.690126582278481,"[[95,1],[59,49]]"
rule,5,40,0,80,0.6862745098039216,0.6644736842105263,"[[96,0],[64,44]]"
random_open_loop,5,40,0,80,0.7156862745098039,0.7018145161290322,"[[95,1],[57,51]]"
LLM_synthetic,5,40,0,80,0.6862745098039216,0.6662235402392882,"[[95,1],[63,45]]"
real_only,5,10,1,0,0.7401960784313726,0.7400399124810656,"[[78,18],[35,73]]"
noise_aug,5,10,1,20,0.7254901960784313,0.7250673854447439,"[[78,18],[38,70]]"
rule,5,10,1,20,0.7352941176470589,0.7350649350649351,"[[78,18],[36,72]]"
random_open_loop,5,10,1,20,0.75,0.7498497271044215,"[[79,17],[34,74]]"
LLM_synthetic,5,10,1,20,0.7205882352941176,0.7197734666827329,"[[79,17],[40,68]]"
real_only,5,20,1,0,0.7450980392156863,0.745,"[[78,18],[34,74]]"
noise_aug,5,20,1,40,0.7647058823529411,0.7647058823529411,"[[78,18],[30,78]]"
rule,5,20,1,40,0.7450980392156863,0.7448773448773449,"[[79,17],[35,73]]"
random_open_loop,5,20,1,40,0.75,0.7498497271044215,"[[79,17],[34,74]]"
LLM_synthetic,5,20,1,40,0.7352941176470589,0.7348864073931459,"[[79,17],[37,71]]"
real_only,5,40,1,0,0.7401960784313726,0.7400399124810656,"[[78,18],[35,73]]"
noise_aug,5,40,1,80,0.75,0.7499459225611076,"[[78,18],[33,75]]"
rule,5,40,1,80,0.7303921568627451,0.7298663777537018,"[[79,17],[38,70]]"
random_open_loop,5,40,1,80,0.7549019607843137,0.7548076923076923,"[[79,17],[33,75]]"
LLM_synthetic,5,40,1,80,0.7254901960784313,0.7248289815974565,"[[79,17],[39,69]]"
real_only,5,10,2,0,0.5637254901960784,0.49124330988875503,"[[96,0],[89,19]]"
noise_aug,5,10,2,20,0.6127450980392157,0.5659223745522126,"[[96,0],[79,29]]"
rule,5,10,2,20,0.6421568627450981,0.6070193956986409,"[[96,0],[73,35]]"
random_open_loop,5,10,2,20,0.6323529411764706,0.5935931149892422,"[[96,0],[75,33]]"
LLM_synthetic,5,10,2,20,0.6225490196078431,0.5798989061538873,"[[96,0],[77,31]]"
real_only,5,20,2,0,0.5784313725490197,0.5145545102379635,"[[96,0],[86,22]]"
noise_aug,5,20,2,40,0.5735294117647058,0.5068767191797949,"[[96,0],[87,21]]"
rule,5,20,2,40,0.6225490196078431,0.5798989061538873,"[[96,0],[77,31]]"
random_open_loop,5,20,2,40,0.6274509803921569,0.5867803837953092,"[[96,0],[76,32]]"
LLM_synthetic,5,20,2,40,0.5784313725490197,0.5145545102379635,"[[96,0],[86,22]]"
real_only,5,40,2,0,0.6029411764705882,0.5516483516483517,"[[96,0],[81,27]]"
noise_aug,5,40,2,80,0.5735294117647058,0.5068767191797949,"[[96,0],[87,21]]"
rule,5,40,2,80,0.6225490196078431,0.5798989061538873,"[[96,0],[77,31]]"
random_open_loop,5,40,2,80,0.6568627450980392,0.6266861863431977,"[[96,0],[70,38]]"
LLM_synthetic,5,40,2,80,0.6078431372549019,0.5588235294117647,"[[96,0],[80,28]]"
real_only,5,10,3,0,0.8774509803921569,0.8755824449269352,"[[77,19],[6,102]]"
noise_aug,5,10,3,20,0.8774509803921569,0.8755824449269352,"[[77,19],[6,102]]"
rule,5,10,3,20,0.8774509803921569,0.8755824449269352,"[[77,19],[6,102]]"
random_open_loop,5,10,3,20,0.8774509803921569,0.8758731472241829,"[[78,18],[7,101]]"
LLM_synthetic,5,10,3,20,0.8774509803921569,0.8758731472241829,"[[78,18],[7,101]]"
real_only,5,20,3,0,0.8823529411764706,0.880701754385965,"[[78,18],[6,102]]"
noise_aug,5,20,3,40,0.8725490196078431,0.8710493046776233,"[[78,18],[8,100]]"
rule,5,20,3,40,0.8725490196078431,0.8710493046776233,"[[78,18],[8,100]]"
random_open_loop,5,20,3,40,0.8333333333333334,0.832544664413327,"[[78,18],[16,92]]"
LLM_synthetic,5,20,3,40,0.8774509803921569,0.8758731472241829,"[[78,18],[7,101]]"
real_only,5,40,3,0,0.8823529411764706,0.8804103566194431,"[[77,19],[5,103]]"
noise_aug,5,40,3,80,0.8725490196078431,0.8707602339181286,"[[77,19],[7,101]]"
rule,5,40,3,80,0.8627450980392157,0.8616681197326359,"[[79,17],[11,97]]"
random_open_loop,5,40,3,80,0.8186274509803921,0.8178879050353463,"[[77,19],[18,90]]"
LLM_synthetic,5,40,3,80,0.8333333333333334,0.832544664413327,"[[78,18],[16,92]]"
real_only,5,10,4,0,0.6372549019607843,0.622750899640144,"[[85,11],[63,45]]"
noise_aug,5,10,4,20,0.6666666666666666,0.6546848551229713,"[[87,9],[59,49]]"
rule,5,10,4,20,0.696078431372549,0.6884115096570753,"[[87,9],[53,55]]"
random_open_loop,5,10,4,20,0.6813725490196079,0.6705344497726539,"[[88,8],[57,51]]"
LLM_synthetic,5,10,4,20,0.6764705882352942,0.6648411829134722,"[[88,8],[58,50]]"
real_only,5,20,4,0,0.6519607843137255,0.6357784092337868,"[[88,8],[63,45]]"
noise_aug,5,20,4,40,0.6470588235294118,0.6281518987341772,"[[89,7],[65,43]]"
rule,5,20,4,40,0.7009803921568627,0.6929454437782219,"[[88,8],[53,55]]"
random_open_loop,5,20,4,40,0.6715686274509803,0.6616077839122576,"[[86,10],[57,51]]"
LLM_synthetic,5,20,4,40,0.6911764705882353,0.6828780812791473,"[[87,9],[54,54]]"
real_only,5,40,4,0,0.6715686274509803,0.6591096146651703,"[[88,8],[59,49]]"
noise_aug,5,40,4,80,0.6813725490196079,0.6692854470632248,"[[89,7],[58,50]]"
rule,5,40,4,80,0.7107843137254902,0.7030128062772967,"[[89,7],[52,56]]"
random_open_loop,5,40,4,80,0.7156862745098039,0.7094017094017093,"[[88,8],[50,58]]"
LLM_synthetic,5,40,4,80,0.6862745098039216,0.6773109243697479,"[[87,9],[55,53]]"
real_only,5,10,5,0,0.6470588235294118,0.6281518987341772,"[[89,7],[65,43]]"
noise_aug,5,10,5,20,0.6470588235294118,0.6298387096774194,"[[88,8],[64,44]]"
rule,5,10,5,20,0.6372549019607843,0.615995115995116,"[[89,7],[67,41]]"
random_open_loop,5,10,5,20,0.6715686274509803,0.6562979354741368,"[[90,6],[61,47]]"
LLM_synthetic,5,10,5,20,0.6274509803921569,0.6092741935483872,"[[86,10],[66,42]]"
real_only,5,20,5,0,0.6519607843137255,0.6357784092337868,"[[88,8],[63,45]]"
noise_aug,5,20,5,40,0.6470588235294118,0.6314363143631436,"[[87,9],[63,45]]"
rule,5,20,5,40,0.6421568627450981,0.6270940277951671,"[[86,10],[63,45]]"
random_open_loop,5,20,5,40,0.6323529411764706,0.6135485337576723,"[[87,9],[66,42]]"
LLM_synthetic,5,20,5,40,0.6274509803921569,0.6074936708860759,"[[87,9],[67,41]]"
real_only,5,40,5,0,0.6519607843137255,0.6357784092337868,"[[88,8],[63,45]]"
noise_aug,5,40,5,80,0.6617647058823529,0.6502596466817403,"[[86,10],[59,49]]"
rule,5,40,5,80,0.6568627450980392,0.6384810126582279,"[[90,6],[64,44]]"
random_open_loop,5,40,5,80,0.6666666666666666,0.6504032258064516,"[[90,6],[62,46]]"
LLM_synthetic,5,40,5,80,0.6470588235294118,0.6281518987341772,"[[89,7],[65,43]]"
real_only,5,10,6,0,0.7303921568627451,0.7303338380560964,"[[76,20],[35,73]]"
noise_aug,5,10,6,20,0.7450980392156863,0.7450735364798615,"[[77,19],[33,75]]"
rule,5,10,6,20,0.7549019607843137,0.7548076923076923,"[[79,17],[33,75]]"
random_open_loop,5,10,6,20,0.7745098039215687,0.774162495186754,"[[83,13],[33,75]]"
LLM_synthetic,5,10,6,20,0.7401960784313726,0.7394384865646464,"[[81,15],[38,70]]"
real_only,5,20,6,0,0.7156862745098039,0.715001445225937,"[[78,18],[40,68]]"
noise_aug,5,20,6,40,0.7450980392156863,0.7450735364798615,"[[77,19],[33,75]]"
rule,5,20,6,40,0.7647058823529411,0.7646153846153847,"[[80,16],[32,76]]"
random_open_loop,5,20,6,40,0.7352941176470589,0.734375,"[[81,15],[39,69]]"
LLM_synthetic,5,20,6,40,0.7549019607843137,0.7548076923076923,"[[79,17],[33,75]]"
real_only,5,40,6,0,0.7352941176470589,0.7351923076923077,"[[77,19],[35,73]]"
noise_aug,5,40,6,80,0.7450980392156863,0.7450980392156863,"[[76,20],[32,76]]"
rule,5,40,6,80,0.7549019607843137,0.7548076923076923,"[[79,17],[33,75]]"
random_open_loop,5,40,6,80,0.7598039215686274,0.7595207736906682,"[[81,15],[34,74]]"
LLM_synthetic,5,40,6,80,0.7598039215686274,0.7596595417277776,"[[80,16],[33,75]]"
real_only,5,10,7,0,0.6127450980392157,0.5823896763494079,"[[90,6],[73,35]]"
noise_aug,5,10,7,20,0.6127450980392157,0.5823896763494079,"[[90,6],[73,35]]"
rule,5,10,7,20,0.6127450980392157,0.5823896763494079,"[[90,6],[73,35]]"
random_open_loop,5,10,7,20,0.6225490196078431,0.5952276651119643,"[[90,6],[71,37]]"
LLM_synthetic,5,10,7,20,0.6127450980392157,0.5823896763494079,"[[90,6],[73,35]]"
real_only,5,20,7,0,0.6176470588235294,0.5888372093023255,"[[90,6],[72,36]]"
noise_aug,5,20,7,40,0.6078431372549019,0.5758835758835759,"[[90,6],[74,34]]"
rule,5,20,7,40,0.6078431372549019,0.5758835758835759,"[[90,6],[74,34]]"
random_open_loop,5,20,7,40,0.6078431372549019,0.5758835758835759,"[[90,6],[74,34]]"
LLM_synthetic,5,20,7,40,0.6176470588235294,0.5888372093023255,"[[90,6],[72,36]]"
real_only,5,40,7,0,0.6127450980392157,0.5823896763494079,"[[90,6],[73,35]]"
noise_aug,5,40,7,80,0.6127450980392157,0.5823896763494079,"[[90,6],[73,35]]"
rule,5,40,7,80,0.6225490196078431,0.5952276651119643,"[[90,6],[71,37]]"
random_open_loop,5,40,7,80,0.6372549019607843,0.614070968401677,"[[90,6],[68,40]]"
LLM_synthetic,5,40,7,80,0.6421568627450981,0.6202473543287008,"[[90,6],[67,41]]"
real_only,5,10,8,0,0.6372549019607843,0.6178227848101265,"[[88,8],[66,42]]"
noise_aug,5,10,8,20,0.6421568627450981,0.622097596873652,"[[89,7],[66,42]]"
rule,5,10,8,20,0.6470588235294118,0.6281518987341772,"[[89,7],[65,43]]"
random_open_loop,5,10,8,20,0.6470588235294118,0.6298387096774194,"[[88,8],[64,44]]"
LLM_synthetic,5,10,8,20,0.6470588235294118,0.6281518987341772,"[[89,7],[65,43]]"
real_only,5,20,8,0,0.6421568627450981,0.622097596873652,"[[89,7],[66,42]]"
noise_aug,5,20,8,40,0.6470588235294118,0.6263736263736264,"[[90,6],[66,42]]"
rule,5,20,8,40,0.6421568627450981,0.622097596873652,"[[89,7],[66,42]]"
random_open_loop,5,20,8,40,0.6421568627450981,0.6255186461136117,"[[87,9],[64,44]]"
LLM_synthetic,5,20,8,40,0.6617647058823529,0.6475272317515963,"[[88,8],[61,47]]"
real_only,5,40,8,0,0.6421568627450981,0.622097596873652,"[[89,7],[66,42]]"
noise_aug,5,40,8,80,0.6568627450980392,0.6401209677419355,"[[89,7],[63,45]]"
rule,5,40,8,80,0.6519607843137255,0.630651536401887,"[[91,5],[66,42]]"
random_open_loop,5,40,8,80,0.6568627450980392,0.6401209677419355,"[[89,7],[63,45]]"
LLM_synthetic,5,40,8,80,0.6568627450980392,0.6401209677419355,"[[89,7],[63,45]]"
real_only,5,10,9,0,0.8627450980392157,0.8608187134502924,"[[76,20],[8,100]]"
noise_aug,5,10,9,20,0.8627450980392157,0.8604787493893502,"[[75,21],[7,101]]"
rule,5,10,9,20,0.8725490196078431,0.8710493046776233,"[[78,18],[8,100]]"
random_open_loop,5,10,9,20,0.8529411764705882,0.8512107361664885,"[[76,20],[10,98]]"
LLM_synthetic,5,10,9,20,0.8725490196078431,0.8713121118012422,"[[79,17],[9,99]]"
real_only,5,20,9,0,0.8578431372549019,0.8556756361152449,"[[75,21],[8,100]]"
noise_aug,5,20,9,40,0.8480392156862745,0.8464116575591986,"[[76,20],[11,97]]"
rule,5,20,9,40,0.8823529411764706,0.8804103566194431,"[[77,19],[5,103]]"
random_open_loop,5,20,9,40,0.8774509803921569,0.8755824449269352,"[[77,19],[6,102]]"
LLM_synthetic,5,20,9,40,0.8627450980392157,0.8611300204220558,"[[77,19],[9,99]]"
real_only,5,40,9,0,0.8725490196078431,0.8704445530043967,"[[76,20],[6,102]]"
noise_aug,5,40,9,80,0.8431372549019608,0.839180134016555,"[[70,26],[6,102]]"
rule,5,40,9,80,0.8725490196078431,0.8710493046776233,"[[78,18],[8,100]]"
random_open_loop,5,40,9,80,0.8578431372549019,0.856599200096958,"[[78,18],[11,97]]"
LLM_synthetic,5,40,9,80,0.8823529411764706,0.880701754385965,"[[78,18],[6,102]]"
real_only,5,10,10,0,0.6862745098039216,0.6838128451031676,"[[61,35],[29,79]]"
noise_aug,5,10,10,20,0.6862745098039216,0.6802507836990596,"[[56,40],[24,84]]"
rule,5,10,10,20,0.8088235294117647,0.8054149240589918,"[[69,27],[12,96]]"
random_open_loop,5,10,10,20,0.7990196078431373,0.7968670309653916,"[[71,25],[16,92]]"
LLM_synthetic,5,10,10,20,0.7696078431372549,0.7671402550091075,"[[68,28],[19,89]]"
real_only,5,20,10,0,0.696078431372549,0.6946402704007726,"[[64,32],[30,78]]"
noise_aug,5,20,10,40,0.6911764705882353,0.6856702619414483,"[[57,39],[24,84]]"
rule,5,20,10,40,0.8137254901960784,0.8119177018633541,"[[73,23],[15,93]]"
random_open_loop,5,20,10,40,0.803921568627451,0.8006839276990718,"[[69,27],[13,95]]"
LLM_synthetic,5,20,10,40,0.8088235294117647,0.8074866310160428,"[[74,22],[17,91]]"
real_only,5,40,10,0,0.6813725490196079,0.6804434269189059,"[[64,32],[33,75]]"
noise_aug,5,40,10,80,0.6715686274509803,0.6714975845410628,"[[67,29],[38,70]]"
rule,5,40,10,80,0.8480392156862745,0.8457222317093996,"[[74,22],[9,99]]"
random_open_loop,5,40,10,80,0.8186274509803921,0.8162922578917906,"[[72,24],[13,95]]"
LLM_synthetic,5,40,10,80,0.8235294117647058,0.8218167701863355,"[[74,22],[14,94]]"
real_only,5,10,11,0,0.7205882352941176,0.707596751075012,"[[95,1],[56,52]]"
noise_aug,5,10,11,20,0.7254901960784313,0.7133393556157783,"[[95,1],[55,53]]"
rule,5,10,11,20,0.7352941176470589,0.7247101159536186,"[[95,1],[53,55]]"
random_open_loop,5,10,11,20,0.7450980392156863,0.735935477446978,"[[95,1],[51,57]]"
LLM_synthetic,5,10,11,20,0.7352941176470589,0.7247101159536186,"[[95,1],[53,55]]"
real_only,5,20,11,0,0.6666666666666666,0.6395010395010395,"[[96,0],[68,40]]"
noise_aug,5,20,11,40,0.7058823529411765,0.6886446886446886,"[[96,0],[60,48]]"
rule,5,20,11,40,0.75,0.7414962605908515,"[[95,1],[50,58]]"
random_open_loop,5,20,11,40,0.7254901960784313,0.7133393556157783,"[[95,1],[55,53]]"
LLM_synthetic,5,20,11,40,0.7450980392156863,0.7349060375849661,"[[96,0],[52,56]]"
real_only,5,40,11,0,0.6862745098039216,0.6662235402392882,"[[95,1],[63,45]]"
noise_aug,5,40,11,80,0.6911764705882353,0.6705882352941177,"[[96,0],[63,45]]"
rule,5,40,11,80,0.7647058823529411,0.7571428571428571,"[[96,0],[48,60]]"
random_open_loop,5,40,11,80,0.75,0.7405162738496072,"[[96,0],[51,57]]"
LLM_synthetic,5,40,11,80,0.7254901960784313,0.7133393556157783,"[[95,1],[55,53]]"
real_only,5,10,12,0,0.6813725490196079,0.6738408559832739,"[[85,11],[54,54]]"
noise_aug,5,10,12,20,0.7009803921568627,0.695648983784577,"[[85,11],[50,58]]"
rule,5,10,12,20,0.7254901960784313,0.7209574987787005,"[[87,9],[47,61]]"
random_open_loop,5,10,12,20,0.7107843137254902,0.7056277056277056,"[[86,10],[49,59]]"
LLM_synthetic,5,10,12,20,0.7058823529411765,0.6993810786914235,"[[87,9],[51,57]]"
real_only,5,20,12,0,0.6323529411764706,0.6168774258169525,"[[85,11],[64,44]]"
noise_aug,5,20,12,40,0.7107843137254902,0.7056277056277056,"[[86,10],[49,59]]"
rule,5,20,12,40,0.7303921568627451,0.7269209238932022,"[[86,10],[45,63]]"
random_open_loop,5,20,12,40,0.7254901960784313,0.7209574987787005,"[[87,9],[47,61]]"
LLM_synthetic,5,20,12,40,0.7352941176470589,0.7321793250996791,"[[86,10],[44,64]]"
real_only,5,40,12,0,0.6911764705882353,0.6848068669527897,"[[85,11],[52,56]]"
noise_aug,5,40,12,80,0.6911764705882353,0.6828780812791473,"[[87,9],[54,54]]"
rule,5,40,12,80,0.7156862745098039,0.7085139929050059,"[[89,7],[51,57]]"
random_open_loop,5,40,12,80,0.7401960784313726,0.7368510721152676,"[[87,9],[44,64]]"
LLM_synthetic,5,40,12,80,0.7352941176470589,0.7315789473684211,"[[87,9],[45,63]]"
real_only,5,10,13,0,0.8431372549019608,0.8416149068322981,"[[76,20],[12,96]]"
noise_aug,5,10,13,20,0.8284313725490197,0.8272315919374743,"[[76,20],[15,93]]"
rule,5,10,13,20,0.8284313725490197,0.8269300690825354,"[[75,21],[14,94]]"
random_open_loop,5,10,13,20,0.8333333333333334,0.8320255739610578,"[[76,20],[14,94]]"
LLM_synthetic,5,10,13,20,0.8333333333333334,0.8320255739610578,"[[76,20],[14,94]]"
real_only,5,20,13,0,0.8186274509803921,0.8166848816029144,"[[73,23],[14,94]]"
noise_aug,5,20,13,40,0.8284313725490197,0.8269300690825354,"[[75,21],[14,94]]"
rule,5,20,13,40,0.8284313725490197,0.8274987316083207,"[[77,19],[16,92]]"
random_open_loop,5,20,13,40,0.8382352941176471,0.837355946944988,"[[78,18],[15,93]]"
LLM_synthetic,5,20,13,40,0.8284313725490197,0.8269300690825354,"[[75,21],[14,94]]"
real_only,5,40,13,0,0.8284313725490197,0.8269300690825354,"[[75,21],[14,94]]"
noise_aug,5,40,13,80,0.8088235294117647,0.8080440080102299,"[[76,20],[19,89]]"
rule,5,40,13,80,0.8382352941176471,0.837355946944988,"[[78,18],[15,93]]"
random_open_loop,5,40,13,80,0.8235294117647058,0.8231043453126505,"[[79,17],[19,89]]"
LLM_synthetic,5,40,13,80,0.8284313725490197,0.8272315919374743,"[[76,20],[15,93]]"
real_only,5,10,14,0,0.6911764705882353,0.6781770376862402,"[[91,5],[58,50]]"
noise_aug,5,10,14,20,0.6862745098039216,0.6709677419354838,"[[92,4],[60,48]]"
rule,5,10,14,20,0.6862745098039216,0.6737305077968813,"[[90,6],[58,50]]"
random_open_loop,5,10,14,20,0.6813725490196079,0.6618640826214459,"[[94,2],[63,45]]"
LLM_synthetic,5,10,14,20,0.7009803921568627,0.6883936396644548,"[[92,4],[57,51]]"
real_only,5,20,14,0,0.7009803921568627,0.6883936396644548,"[[92,4],[57,51]]"
noise_aug,5,20,14,40,0.6862745098039216,0.6737305077968813,"[[90,6],[58,50]]"
rule,5,20,14,40,0.7009803921568627,0.6856861407895734,"[[94,2],[59,49]]"
random_open_loop,5,20,14,40,0.6862745098039216,0.667887667887668,"[[94,2],[62,46]]"
LLM_synthetic,5,20,14,40,0.7009803921568627,0.6883936396644548,"[[92,4],[57,51]]"
real_only,5,40,14,0,0.696078431372549,0.6851538384944738,"[[90,6],[56,52]]"
noise_aug,5,40,14,80,0.7107843137254902,0.7039478538925101,"[[88,8],[51,57]]"
rule,5,40,14,80,0.6813725490196079,0.663511558860101,"[[93,3],[62,46]]"
random_open_loop,5,40,14,80,0.6911764705882353,0.6768174617144869,"[[92,4],[59,49]]"
LLM_synthetic,5,40,14,80,0.6715686274509803,0.6547700234901872,"[[91,5],[62,46]]"
real_only,5,10,15,0,0.6617647058823529,0.6392156862745098,"[[93,3],[66,42]]"
noise_aug,5,10,15,20,0.6813725490196079,0.6650753959233159,"[[92,4],[61,47]]"
rule,5,10,15,20,0.7156862745098039,0.7043182726909236,"[[93,3],[55,53]]"
random_open_loop,5,10,15,20,0.6813725490196079,0.6650753959233159,"[[92,4],[61,47]]"
LLM_synthetic,5,10,15,20,0.6666666666666666,0.647130647130647,"[[92,4],[64,44]]"
real_only,5,20,15,0,0.6813725490196079,0.6650753959233159,"[[92,4],[61,47]]"
noise_aug,5,20,15,40,0.6617647058823529,0.6392156862745098,"[[93,3],[66,42]]"
rule,5,20,15,40,0.7205882352941176,0.708826843620884,"[[94,2],[55,53]]"
random_open_loop,5,20,15,40,0.7009803921568627,0.6856861407895734,"[[94,2],[59,49]]"
LLM_synthetic,5,20,15,40,0.696078431372549,0.68125,"[[93,3],[59,49]]"
real_only,5,40,15,0,0.6813725490196079,0.6618640826214459,"[[94,2],[63,45]]"
noise_aug,5,40,15,80,0.7009803921568627,0.6842185398533256,"[[95,1],[60,48]]"
rule,5,40,15,80,0.6911764705882353,0.6753807683564446,"[[93,3],[60,48]]"
random_open_loop,5,40,15,80,0.7107843137254902,0.6986102416426694,"[[93,3],[56,52]]"
LLM_synthetic,5,40,15,80,0.696078431372549,0.6826257151460403,"[[92,4],[58,50]]"
real_only,5,10,16,0,0.6274509803921569,0.5867803837953092,"[[96,0],[76,32]]"
noise_aug,5,10,16,20,0.6274509803921569,0.5867803837953092,"[[96,0],[76,32]]"
rule,5,10,16,20,0.7254901960784313,0.7120967741935484,"[[96,0],[56,52]]"
random_open_loop,5,10,16,20,0.7156862745098039,0.7004556962025317,"[[96,0],[58,50]]"
LLM_synthetic,5,10,16,20,0.6911764705882353,0.6705882352941177,"[[96,0],[63,45]]"
real_only,5,20,16,0,0.6127450980392157,0.5659223745522126,"[[96,0],[79,29]]"
noise_aug,5,20,16,40,0.6078431372549019,0.5588235294117647,"[[96,0],[80,28]]"
rule,5,20,16,40,0.7254901960784313,0.7120967741935484,"[[96,0],[56,52]]"
random_open_loop,5,20,16,40,0.7352941176470589,0.7235772357723578,"[[96,0],[54,54]]"
LLM_synthetic,5,20,16,40,0.7205882352941176,0.7062968856558309,"[[96,0],[57,51]]"
real_only,5,40,16,0,0.6225490196078431,0.5798989061538873,"[[96,0],[77,31]]"
noise_aug,5,40,16,80,0.6715686274509803,0.64582415589127,"[[96,0],[67,41]]"
rule,5,40,16,80,0.7450980392156863,0.7349060375849661,"[[96,0],[52,56]]"
random_open_loop,5,40,16,80,0.7598039215686274,0.7516336621363082,"[[96,0],[49,59]]"
LLM_synthetic,5,40,16,80,0.7450980392156863,0.7349060375849661,"[[96,0],[52,56]]"
real_only,5,10,17,0,0.7450980392156863,0.744705429341548,"[[80,16],[36,72]]"
noise_aug,5,10,17,20,0.7401960784313726,0.7398898164409267,"[[79,17],[36,72]]"
rule,5,10,17,20,0.7352941176470589,0.7346565179689758,"[[80,16],[38,70]]"
random_open_loop,5,10,17,20,0.7450980392156863,0.744705429341548,"[[80,16],[36,72]]"
LLM_synthetic,5,10,17,20,0.7598039215686274,0.7596595417277776,"[[80,16],[33,75]]"
real_only,5,20,17,0,0.7450980392156863,0.744705429341548,"[[80,16],[36,72]]"
noise_aug,5,20,17,40,0.7450980392156863,0.744212962962963,"[[82,14],[38,70]]"
rule,5,20,17,40,0.7549019607843137,0.7546897546897546,"[[80,16],[34,74]]"
random_open_loop,5,20,17,40,0.75,0.7497052950657974,"[[80,16],[35,73]]"
LLM_synthetic,5,20,17,40,0.7401960784313726,0.7396894185626579,"[[80,16],[37,71]]"
real_only,5,40,17,0,0.7794117647058824,0.779406464015379,"[[80,16],[29,79]]"
noise_aug,5,40,17,80,0.7303921568627451,0.7298663777537018,"[[79,17],[38,70]]"
rule,5,40,17,80,0.7843137254901961,0.7843137254901961,"[[80,16],[28,80]]"
random_open_loop,5,40,17,80,0.7843137254901961,0.7842929924060367,"[[81,15],[29,79]]"
LLM_synthetic,5,40,17,80,0.7696078431372549,0.7695580070661187,"[[80,16],[31,77]]"
real_only,5,10,18,0,0.7696078431372549,0.769158540989527,"[[74,22],[25,83]]"
noise_aug,5,10,18,20,0.7941176470588235,0.7936217361980923,"[[76,20],[22,86]]"
rule,5,10,18,20,0.8186274509803921,0.8185184294679138,"[[81,15],[22,86]]"
random_open_loop,5,10,18,20,0.8235294117647058,0.8233766233766234,"[[81,15],[21,87]]"
LLM_synthetic,5,10,18,20,0.7990196078431373,0.7987826881901509,"[[78,18],[23,85]]"
real_only,5,20,18,0,0.7892156862745098,0.7888046226074394,"[[76,20],[23,85]]"
noise_aug,5,20,18,40,0.7794117647058824,0.7787685263284733,"[[74,22],[23,85]]"
rule,5,20,18,40,0.8333333333333334,0.8332692307692308,"[[83,13],[21,87]]"
random_open_loop,5,20,18,40,0.8333333333333334,0.8332692307692308,"[[83,13],[21,87]]"
LLM_synthetic,5,20,18,40,0.8284313725490197,0.8283282440912698,"[[82,14],[21,87]]"
real_only,5,40,18,0,0.7745098039215687,0.7734427812650894,"[[72,24],[22,86]]"
noise_aug,5,40,18,80,0.7745098039215687,0.7737268518518519,"[[73,23],[23,85]]"
rule,5,40,18,80,0.8284313725490197,0.8283942605811523,"[[83,13],[22,86]]"
random_open_loop,5,40,18,80,0.8578431372549019,0.857675559939375,"[[84,12],[17,91]]"
LLM_synthetic,5,40,18,80,0.8137254901960784,0.8137254901960784,"[[83,13],[25,83]]"
real_only,5,10,19,0,0.8872549019607843,0.8867951842111612,"[[84,12],[11,97]]"
noise_aug,5,10,19,20,0.8872549019607843,0.886642023628325,"[[83,13],[10,98]]"
rule,5,10,19,20,0.8970588235294118,0.8966390812362777,"[[85,11],[10,98]]"
random_open_loop,5,10,19,20,0.8627450980392157,0.8626262626262626,"[[85,11],[17,91]]"
LLM_synthetic,5,10,19,20,0.8872549019607843,0.886642023628325,"[[83,13],[10,98]]"
real_only,5,20,19,0,0.8921568627450981,0.8913106655042139,"[[82,14],[8,100]]"
noise_aug,5,20,19,40,0.8872549019607843,0.8862683311113805,"[[81,15],[8,100]]"
rule,5,20,19,40,0.8725490196078431,0.8723527146707739,"[[85,11],[15,93]]"
random_open_loop,5,20,19,40,0.8823529411764706,0.8821717366191759,"[[86,10],[14,94]]"
LLM_synthetic,5,20,19,40,0.8627450980392157,0.8626262626262626,"[[85,11],[17,91]]"
real_only,5,40,19,0,0.8970588235294118,0.8966390812362777,"[[85,11],[10,98]]"
noise_aug,5,40,19,80,0.8627450980392157,0.8618955512572534,"[[80,16],[12,96]]"
rule,5,40,19,80,0.8725490196078431,0.8719459198454853,"[[82,14],[12,96]]"
random_open_loop,5,40,19,80,0.8578431372549019,0.8575659082701337,"[[83,13],[16,92]]"
