method,n_real,n_syn,seed,actual_syn,acc,macro_f1,confusion_json
noise_aug,5,40,19,80,0.8382352941176471,0.8375756990855792,"[[79,17],[16,92]]"
rule,5,40,19,80,0.8235294117647058,0.8233766233766234,"[[81,15],[21,87]]"
random_open_loop,5,40,19,80,0.8333333333333334,0.8333173123137556,"[[86,10],[24,84]]"
LLM_synthetic,5,40,19,80,0.8382352941176471,0.8381380587146257,"[[83,13],[20,88]]"
real_only,10,10,0,0,0.7647058823529411,0.7624223602484472,"[[88,8],[40,68]]"
noise_aug,10,10,0,20,0.7598039215686274,0.7577020967155497,"[[87,9],[40,68]]"
rule,10,10,0,20,0.7549019607843137,0.7525232919254659,"[[87,9],[41,67]]"
random_open_loop,10,10,0,20,0.7598039215686274,0.7572313296903461,"[[88,8],[41,67]]"
LLM_synthetic,10,10,0,20,0.75,0.7478123863774089,"[[86,10],[41,67]]"
real_only,10,20,0,0,0.7647058823529411,0.7624223602484472,"[[88,8],[40,68]]"
noise_aug,10,20,0,40,0.75,0.7482517482517483,"[[85,11],[40,68]]"
rule,10,20,0,40,0.7598039215686274,0.7572313296903461,"[[88,8],[41,67]]"
random_open_loop,10,20,0,40,0.7647058823529411,0.7624223602484472,"[[88,8],[40,68]]"
LLM_synthetic,10,20,0,40,0.7401960784313726,0.7374134790528233,"[[86,10],[43,65]]"
real_only,10,40,0,0,0.7647058823529411,0.7624223602484472,"[[88,8],[40,68]]"
noise_aug,10,40,0,80,0.7745098039215687,0.7727404824179018,"[[88,8],[38,70]]"
rule,10,40,0,80,0.7549019607843137,0.7525232919254659,"[[87,9],[41,67]]"
random_open_loop,10,40,0,80,0.7598039215686274,0.7577020967155497,"[[87,9],[40,68]]"
LLM_synthetic,10,40,0,80,0.7450980392156863,0.7426242236024845,"[[86,10],[42,66]]"
real_only,10,10,1,0,0.6764705882352942,0.6591392405063291,"[[92,4],[62,46]]"
noise_aug,10,10,1,20,0.6764705882352942,0.6591392405063291,"[[92,4],[62,46]]"
rule,10,10,1,20,0.6911764705882353,0.6768174617144869,"[[92,4],[59,49]]"
random_open_loop,10,10,1,20,0.6862745098039216,0.6709677419354838,"[[92,4],[60,48]]"
LLM_synthetic,10,10,1,20,0.6862745098039216,0.6709677419354838,"[[92,4],[60,48]]"
real_only,10,20,1,0,0.6764705882352942,0.6591392405063291,"[[92,4],[62,46]]"
noise_aug,10,20,1,40,0.6764705882352942,0.6591392405063291,"[[92,4],[62,46]]"
rule,10,20,1,40,0.6911764705882353,0.6768174617144869,"[[92,4],[59,49]]"
random_open_loop,10,20,1,40,0.6911764705882353,0.6753807683564446,"[[93,3],[60,48]]"
LLM_synthetic,10,20,1,40,0.696078431372549,0.6826257151460403,"[[92,4],[58,50]]"
real_only,10,40,1,0,0.6764705882352942,0.6591392405063291,"[[92,4],[62,46]]"
noise_aug,10,40,1,80,0.6715686274509803,0.6531580683634888,"[[92,4],[63,45]]"
rule,10,40,1,80,0.6862745098039216,0.6709677419354838,"[[92,4],[60,48]]"
random_open_loop,10,40,1,80,0.696078431372549,0.68125,"[[93,3],[59,49]]"
LLM_synthetic,10,40,1,80,0.6764705882352942,0.6606854838709677,"[[91,5],[61,47]]"
real_only,10,10,2,0,0.6421568627450981,0.6094925921069883,"[[95,1],[72,36]]"
noise_aug,10,10,2,20,0.6519607843137255,0.6224880756900462,"[[95,1],[70,38]]"
rule,10,10,2,20,0.6519607843137255,0.6224880756900462,"[[95,1],[70,38]]"
random_open_loop,10,10,2,20,0.6568627450980392,0.6266861863431977,"[[96,0],[70,38]]"
LLM_synthetic,10,10,2,20,0.6372549019607843,0.6029040404040404,"[[95,1],[73,35]]"
real_only,10,20,2,0,0.6421568627450981,0.6094925921069883,"[[95,1],[72,36]]"
noise_aug,10,20,2,40,0.6470588235294118,0.6160200773815748,"[[95,1],[71,37]]"
rule,10,20,2,40,0.6470588235294118,0.6160200773815748,"[[95,1],[71,37]]"
random_open_loop,10,20,2,40,0.6568627450980392,0.6288981288981288,"[[95,1],[69,39]]"
LLM_synthetic,10,20,2,40,0.6470588235294118,0.6160200773815748,"[[95,1],[71,37]]"
real_only,10,40,2,0,0.6421568627450981,0.6094925921069883,"[[95,1],[72,36]]"
noise_aug,10,40,2,80,0.6568627450980392,0.6288981288981288,"[[95,1],[69,39]]"
rule,10,40,2,80,0.6421568627450981,0.6094925921069883,"[[95,1],[72,36]]"
random_open_loop,10,40,2,80,0.6568627450980392,0.6288981288981288,"[[95,1],[69,39]]"
LLM_synthetic,10,40,2,80,0.6470588235294118,0.6160200773815748,"[[95,1],[71,37]]"
real_only,10,10,3,0,0.6813725490196079,0.6650753959233159,"[[92,4],[61,47]]"
noise_aug,10,10,3,20,0.6862745098039216,0.6709677419354838,"[[92,4],[60,48]]"
rule,10,10,3,20,0.6813725490196079,0.6650753959233159,"[[92,4],[61,47]]"
random_open_loop,10,10,3,20,0.6862745098039216,0.6709677419354838,"[[92,4],[60,48]]"
LLM_synthetic,10,10,3,20,0.6764705882352942,0.6591392405063291,"[[92,4],[62,46]]"
real_only,10,20,3,0,0.6813725490196079,0.6650753959233159,"[[92,4],[61,47]]"
noise_aug,10,20,3,40,0.6764705882352942,0.6621499548328816,"[[90,6],[60,48]]"
rule,10,20,3,40,0.6715686274509803,0.6547700234901872,"[[91,5],[62,46]]"
random_open_loop,10,20,3,40,0.6764705882352942,0.6591392405063291,"[[92,4],[62,46]]"
LLM_synthetic,10,20,3,40,0.6764705882352942,0.6591392405063291,"[[92,4],[62,46]]"
real_only,10,40,3,0,0.6813725490196079,0.6650753959233159,"[[92,4],[61,47]]"
noise_aug,10,40,3,80,0.47058823529411764,0.32,"[[96,0],[108,0]]"
rule,10,40,3,80,0.47058823529411764,0.32,"[[96,0],[108,0]]"
random_open_loop,10,40,3,80,0.6764705882352942,0.6575091575091575,"[[93,3],[63,45]]"
LLM_synthetic,10,40,3,80,0.6764705882352942,0.6591392405063291,"[[92,4],[62,46]]"
real_only,10,10,4,0,0.7892156862745098,0.7889672095652802,"[[84,12],[31,77]]"
noise_aug,10,10,4,20,0.7696078431372549,0.7689360163875165,"[[84,12],[35,73]]"
rule,10,10,4,20,0.7696078431372549,0.7686684199097643,"[[85,11],[36,72]]"
random_open_loop,10,10,4,20,0.7745098039215687,0.7737268518518519,"[[85,11],[35,73]]"
LLM_synthetic,10,10,4,20,0.47058823529411764,0.32,"[[96,0],[108,0]]"
real_only,10,20,4,0,0.7892156862745098,0.7889672095652802,"[[84,12],[31,77]]"
noise_aug,10,20,4,40,0.7794117647058824,0.7791517309404095,"[[83,13],[32,76]]"
rule,10,20,4,40,0.7696078431372549,0.7686684199097643,"[[85,11],[36,72]]"
random_open_loop,10,20,4,40,0.7843137254901961,0.783794199826573,"[[85,11],[33,75]]"
LLM_synthetic,10,20,4,40,0.7598039215686274,0.758124228712464,"[[86,10],[39,69]]"
real_only,10,40,4,0,0.7892156862745098,0.7889672095652802,"[[84,12],[31,77]]"
noise_aug,10,40,4,80,0.7843137254901961,0.7841269841269841,"[[83,13],[31,77]]"
rule,10,40,4,80,0.7450980392156863,0.7426242236024845,"[[86,10],[42,66]]"
random_open_loop,10,40,4,80,0.7696078431372549,0.7686684199097643,"[[85,11],[36,72]]"
LLM_synthetic,10,40,4,80,0.7598039215686274,0.758124228712464,"[[86,10],[39,69]]"
real_only,10,10,5,0,0.75,0.7482517482517483,"[[85,11],[40,68]]"
noise_aug,10,10,5,20,0.7401960784313726,0.7383792677910325,"[[84,12],[41,67]]"
rule,10,10,5,20,0.7401960784313726,0.7383792677910325,"[[84,12],[41,67]]"
random_open_loop,10,10,5,20,0.7450980392156863,0.7430979366463237,"[[85,11],[41,67]]"
LLM_synthetic,10,10,5,20,0.75,0.7482517482517483,"[[85,11],[40,68]]"
real_only,10,20,5,0,0.75,0.7482517482517483,"[[85,11],[40,68]]"
noise_aug,10,20,5,40,0.7450980392156863,0.7430979366463237,"[[85,11],[41,67]]"
rule,10,20,5,40,0.7450980392156863,0.7430979366463237,"[[85,11],[41,67]]"
random_open_loop,10,20,5,40,0.7450980392156863,0.7435203094777563,"[[84,12],[40,68]]"
LLM_synthetic,10,20,5,40,0.75,0.7482517482517483,"[[85,11],[40,68]]"
real_only,10,40,5,0,0.75,0.7482517482517483,"[[85,11],[40,68]]"
noise_aug,10,40,5,80,0.75,0.7482517482517483,"[[85,11],[40,68]]"
rule,10,40,5,80,0.7450980392156863,0.7435203094777563,"[[84,12],[40,68]]"
random_open_loop,10,40,5,80,0.7450980392156863,0.7435203094777563,"[[84,12],[40,68]]"
LLM_synthetic,10,40,5,80,0.7450980392156863,0.7430979366463237,"[[85,11],[41,67]]"
real_only,10,10,6,0,0.6666666666666666,0.6519120746763023,"[[89,7],[61,47]]"
noise_aug,10,10,6,20,0.6862745098039216,0.6737305077968813,"[[90,6],[58,50]]"
rule,10,10,6,20,0.6764705882352942,0.6621499548328816,"[[90,6],[60,48]]"
random_open_loop,10,10,6,20,0.6813725490196079,0.6679604357080255,"[[90,6],[59,49]]"
LLM_synthetic,10,10,6,20,0.6764705882352942,0.6621499548328816,"[[90,6],[60,48]]"
real_only,10,20,6,0,0.6666666666666666,0.6519120746763023,"[[89,7],[61,47]]"
noise_aug,10,20,6,40,0.696078431372549,0.6851538384944738,"[[90,6],[56,52]]"
rule,10,20,6,40,0.6715686274509803,0.6577438337298109,"[[89,7],[60,48]]"
random_open_loop,10,20,6,40,0.6862745098039216,0.6737305077968813,"[[90,6],[58,50]]"
LLM_synthetic,10,20,6,40,0.6764705882352942,0.6621499548328816,"[[90,6],[60,48]]"
real_only,10,40,6,0,0.6666666666666666,0.6519120746763023,"[[89,7],[61,47]]"
noise_aug,10,40,6,80,0.696078431372549,0.6851538384944738,"[[90,6],[56,52]]"
rule,10,40,6,80,0.6813725490196079,0.6679604357080255,"[[90,6],[59,49]]"
random_open_loop,10,40,6,80,0.696078431372549,0.6839264294282288,"[[91,5],[57,51]]"
LLM_synthetic,10,40,6,80,0.6764705882352942,0.6621499548328816,"[[90,6],[60,48]]"
real_only,10,10,7,0,0.7352941176470589,0.7294429708222812,"[[90,6],[48,60]]"
noise_aug,10,10,7,20,0.7205882352941176,0.7130801687763713,"[[90,6],[51,57]]"
rule,10,10,7,20,0.7156862745098039,0.707563025210084,"[[90,6],[52,56]]"
random_open_loop,10,10,7,20,0.7156862745098039,0.7085139929050059,"[[89,7],[51,57]]"
LLM_synthetic,10,10,7,20,0.7156862745098039,0.707563025210084,"[[90,6],[52,56]]"
real_only,10,20,7,0,0.7352941176470589,0.7294429708222812,"[[90,6],[48,60]]"
noise_aug,10,20,7,40,0.7205882352941176,0.7139835198622555,"[[89,7],[50,58]]"
rule,10,20,7,40,0.7156862745098039,0.707563025210084,"[[90,6],[52,56]]"
random_open_loop,10,20,7,40,0.7254901960784313,0.7166666666666667,"[[92,4],[52,56]]"
LLM_synthetic,10,20,7,40,0.7156862745098039,0.707563025210084,"[[90,6],[52,56]]"
real_only,10,40,7,0,0.7352941176470589,0.7294429708222812,"[[90,6],[48,60]]"
noise_aug,10,40,7,80,0.7156862745098039,0.7085139929050059,"[[89,7],[51,57]]"
rule,10,40,7,80,0.7205882352941176,0.7139835198622555,"[[89,7],[50,58]]"
random_open_loop,10,40,7,80,0.7254901960784313,0.7176470588235293,"[[91,5],[51,57]]"
LLM_synthetic,10,40,7,80,0.7156862745098039,0.707563025210084,"[[90,6],[52,56]]"
real_only,10,10,8,0,0.7941176470588235,0.7921195652173914,"[[91,5],[37,71]]"
noise_aug,10,10,8,20,0.7745098039215687,0.7718564621219488,"[[90,6],[40,68]]"
rule,10,10,8,20,0.7794117647058824,0.7760484008684834,"[[92,4],[41,67]]"
random_open_loop,10,10,8,20,0.7941176470588235,0.7921195652173914,"[[91,5],[37,71]]"
LLM_synthetic,10,10,8,20,0.7843137254901961,0.7812865497076023,"[[92,4],[40,68]]"
real_only,10,20,8,0,0.7941176470588235,0.7921195652173914,"[[91,5],[37,71]]"
noise_aug,10,20,8,40,0.7745098039215687,0.7718564621219488,"[[90,6],[40,68]]"
rule,10,20,8,40,0.7941176470588235,0.7912280701754386,"[[93,3],[39,69]]"
random_open_loop,10,20,8,40,0.7843137254901961,0.780752320468979,"[[93,3],[41,67]]"
LLM_synthetic,10,20,8,40,0.7745098039215687,0.7713450292397661,"[[91,5],[41,67]]"
real_only,10,40,8,0,0.7941176470588235,0.7921195652173914,"[[91,5],[37,71]]"
noise_aug,10,40,8,80,0.7745098039215687,0.7718564621219488,"[[90,6],[40,68]]"
rule,10,40,8,80,0.7990196078431373,0.7964319614476598,"[[93,3],[38,70]]"
random_open_loop,10,40,8,80,0.7745098039215687,0.7695254936634247,"[[94,2],[44,64]]"
LLM_synthetic,10,40,8,80,0.7745098039215687,0.7713450292397661,"[[91,5],[41,67]]"
real_only,10,10,9,0,0.7892156862745098,0.78860103626943,"[[86,10],[33,75]]"
noise_aug,10,10,9,20,0.7745098039215687,0.7739666634550535,"[[84,12],[34,74]]"
rule,10,10,9,20,0.7843137254901961,0.7835648148148149,"[[86,10],[34,74]]"
random_open_loop,10,10,9,20,0.7745098039215687,0.7739666634550535,"[[84,12],[34,74]]"
LLM_synthetic,10,10,9,20,0.7892156862745098,0.78860103626943,"[[86,10],[33,75]]"
real_only,10,20,9,0,0.7892156862745098,0.78860103626943,"[[86,10],[33,75]]"
noise_aug,10,20,9,40,0.7696078431372549,0.769158540989527,"[[83,13],[34,74]]"
rule,10,20,9,40,0.7843137254901961,0.7835648148148149,"[[86,10],[34,74]]"
random_open_loop,10,20,9,40,0.7843137254901961,0.7835648148148149,"[[86,10],[34,74]]"
LLM_synthetic,10,20,9,40,0.7892156862745098,0.78860103626943,"[[86,10],[33,75]]"
real_only,10,40,9,0,0.7892156862745098,0.78860103626943,"[[86,10],[33,75]]"
noise_aug,10,40,9,80,0.7647058823529411,0.7638888888888888,"[[84,12],[36,72]]"
rule,10,40,9,80,0.7843137254901961,0.7835648148148149,"[[86,10],[34,74]]"
random_open_loop,10,40,9,80,0.47058823529411764,0.32,"[[96,0],[108,0]]"
LLM_synthetic,10,40,9,80,0.7892156862745098,0.78860103626943,"[[86,10],[33,75]]"
real_only,10,10,10,0,0.7107843137254902,0.709212147568312,"[[80,16],[43,65]]"
noise_aug,10,10,10,20,0.7156862745098039,0.7143408981168518,"[[80,16],[42,66]]"
rule,10,10,10,20,0.7205882352941176,0.7190693629049794,"[[81,15],[42,66]]"
random_open_loop,10,10,10,20,0.7009803921568627,0.6988893459481695,"[[80,16],[45,63]]"
LLM_synthetic,10,10,10,20,0.7009803921568627,0.6988893459481695,"[[80,16],[45,63]]"
real_only,10,20,10,0,0.7107843137254902,0.709212147568312,"[[80,16],[43,65]]"
noise_aug,10,20,10,40,0.7205882352941176,0.7190693629049794,"[[81,15],[42,66]]"
rule,10,20,10,40,0.7156862745098039,0.7134553908747457,"[[82,14],[44,64]]"
random_open_loop,10,20,10,40,0.7058823529411765,0.7040618955512572,"[[80,16],[44,64]]"
LLM_synthetic,10,20,10,40,0.6911764705882353,0.6884741243485638,"[[80,16],[47,61]]"
real_only,10,40,10,0,0.7107843137254902,0.709212147568312,"[[80,16],[43,65]]"
noise_aug,10,40,10,80,0.7205882352941176,0.7194489347841821,"[[80,16],[41,67]]"
rule,10,40,10,80,0.47058823529411764,0.32,"[[96,0],[108,0]]"
random_open_loop,10,40,10,80,0.7205882352941176,0.7190693629049794,"[[81,15],[42,66]]"
LLM_synthetic,10,40,10,80,0.7107843137254902,0.709212147568312,"[[80,16],[43,65]]"
real_only,10,10,11,0,0.75,0.7455425930002202,"[[90,6],[45,63]]"
noise_aug,10,10,11,20,0.7647058823529411,0.7608207132388862,"[[91,5],[43,65]]"
rule,10,10,11,20,0.7549019607843137,0.7501959247648903,"[[91,5],[45,63]]"
random_open_loop,10,10,11,20,0.7549019607843137,0.7508549096238397,"[[90,6],[44,64]]"
LLM_synthetic,10,10,11,20,0.7450980392156863,0.7408891060087933,"[[89,7],[45,63]]"
real_only,10,20,11,0,0.75,0.7455425930002202,"[[90,6],[45,63]]"
noise_aug,10,20,11,40,0.7647058823529411,0.7624223602484472,"[[88,8],[40,68]]"
rule,10,20,11,40,0.7598039215686274,0.7561415920567929,"[[90,6],[43,65]]"
random_open_loop,10,20,11,40,0.75,0.7455425930002202,"[[90,6],[45,63]]"
LLM_synthetic,10,20,11,40,0.7450980392156863,0.7408891060087933,"[[89,7],[45,63]]"
real_only,10,40,11,0,0.75,0.7455425930002202,"[[90,6],[45,63]]"
noise_aug,10,40,11,80,0.7745098039215687,0.7723214285714286,"[[89,7],[39,69]]"
rule,10,40,11,80,0.7647058823529411,0.7614035087719297,"[[90,6],[42,66]]"
random_open_loop,10,40,11,80,0.7598039215686274,0.7561415920567929,"[[90,6],[43,65]]"
LLM_synthetic,10,40,11,80,0.7401960784313726,0.7355638711570915,"[[89,7],[46,62]]"
real_only,10,10,12,0,0.7401960784313726,0.7387837935783141,"[[83,13],[40,68]]"
noise_aug,10,10,12,20,0.7352941176470589,0.734375,"[[81,15],[39,69]]"
rule,10,10,12,20,0.7401960784313726,0.7387837935783141,"[[83,13],[40,68]]"
random_open_loop,10,10,12,20,0.7401960784313726,0.7391367288344151,"[[82,14],[39,69]]"
LLM_synthetic,10,10,12,20,0.7352941176470589,0.7340415258329309,"[[82,14],[40,68]]"
real_only,10,20,12,0,0.7401960784313726,0.7387837935783141,"[[83,13],[40,68]]"
noise_aug,10,20,12,40,0.7352941176470589,0.7346565179689758,"[[80,16],[38,70]]"
rule,10,20,12,40,0.7549019607843137,0.7540509259259259,"[[83,13],[37,71]]"
random_open_loop,10,20,12,40,0.7450980392156863,0.7438918396909706,"[[83,13],[39,69]]"
LLM_synthetic,10,20,12,40,0.7401960784313726,0.7391367288344151,"[[82,14],[39,69]]"
real_only,10,40,12,0,0.7401960784313726,0.7387837935783141,"[[83,13],[40,68]]"
noise_aug,10,40,12,80,0.7401960784313726,0.7394384865646464,"[[81,15],[38,70]]"
rule,10,40,12,80,0.7598039215686274,0.7588245228846479,"[[84,12],[37,71]]"
random_open_loop,10,40,12,80,0.7647058823529411,0.7635924674070498,"[[85,11],[37,71]]"
LLM_synthetic,10,40,12,80,0.7450980392156863,0.7438918396909706,"[[83,13],[39,69]]"
real_only,10,10,13,0,0.7107843137254902,0.6959915132227021,"[[95,1],[58,50]]"
noise_aug,10,10,13,20,0.6911764705882353,0.6738650493567133,"[[94,2],[61,47]]"
rule,10,10,13,20,0.7009803921568627,0.6842185398533256,"[[95,1],[60,48]]"
random_open_loop,10,10,13,20,0.7107843137254902,0.6959915132227021,"[[95,1],[58,50]]"
LLM_synthetic,10,10,13,20,0.7058823529411765,0.690126582278481,"[[95,1],[59,49]]"
real_only,10,20,13,0,0.7107843137254902,0.6959915132227021,"[[95,1],[58,50]]"
noise_aug,10,20,13,40,0.7107843137254902,0.6973369879548369,"[[94,2],[57,51]]"
rule,10,20,13,40,0.7107843137254902,0.6959915132227021,"[[95,1],[58,50]]"
random_open_loop,10,20,13,40,0.7107843137254902,0.6959915132227021,"[[95,1],[58,50]]"
LLM_synthetic,10,20,13,40,0.7058823529411765,0.690126582278481,"[[95,1],[59,49]]"
real_only,10,40,13,0,0.7107843137254902,0.6959915132227021,"[[95,1],[58,50]]"
noise_aug,10,40,13,80,0.696078431372549,0.6797974683544303,"[[94,2],[60,48]]"
rule,10,40,13,80,0.7156862745098039,0.7018145161290322,"[[95,1],[57,51]]"
random_open_loop,10,40,13,80,0.7156862745098039,0.7018145161290322,"[[95,1],[57,51]]"
LLM_synthetic,10,40,13,80,0.7107843137254902,0.6959915132227021,"[[95,1],[58,50]]"
real_only,10,10,14,0,0.7598039215686274,0.7593355001805706,"[[82,14],[35,73]]"
noise_aug,10,10,14,20,0.7450980392156863,0.744212962962963,"[[82,14],[38,70]]"
rule,10,10,14,20,0.7205882352941176,0.7186343068696011,"[[82,14],[43,65]]"
random_open_loop,10,10,14,20,0.7352941176470589,0.7340415258329309,"[[82,14],[40,68]]"
LLM_synthetic,10,10,14,20,0.7401960784313726,0.7394384865646464,"[[81,15],[38,70]]"
real_only,10,20,14,0,0.7598039215686274,0.7593355001805706,"[[82,14],[35,73]]"
noise_aug,10,20,14,40,0.75,0.749270996505603,"[[82,14],[37,71]]"
rule,10,20,14,40,0.7303921568627451,0.7285067873303168,"[[83,13],[42,66]]"
random_open_loop,10,20,14,40,0.7401960784313726,0.7391367288344151,"[[82,14],[39,69]]"
LLM_synthetic,10,20,14,40,0.7401960784313726,0.7391367288344151,"[[82,14],[39,69]]"
real_only,10,40,14,0,0.7598039215686274,0.7593355001805706,"[[82,14],[35,73]]"
noise_aug,10,40,14,80,0.7450980392156863,0.7444840543404951,"[[81,15],[37,71]]"
rule,10,40,14,80,0.7156862745098039,0.7134553908747457,"[[82,14],[44,64]]"
random_open_loop,10,40,14,80,0.7450980392156863,0.7430979366463237,"[[85,11],[41,67]]"
LLM_synthetic,10,40,14,80,0.7254901960784313,0.7241912119748913,"[[81,15],[41,67]]"
real_only,10,10,15,0,0.7696078431372549,0.7689360163875165,"[[84,12],[35,73]]"
noise_aug,10,10,15,20,0.7549019607843137,0.7543115907120146,"[[82,14],[36,72]]"
rule,10,10,15,20,0.7843137254901961,0.783794199826573,"[[85,11],[33,75]]"
random_open_loop,10,10,15,20,0.7745098039215687,0.7739666634550535,"[[84,12],[34,74]]"
LLM_synthetic,10,10,15,20,0.7745098039215687,0.7737268518518519,"[[85,11],[35,73]]"
real_only,10,20,15,0,0.7696078431372549,0.7689360163875165,"[[84,12],[35,73]]"
noise_aug,10,20,15,40,0.7401960784313726,0.7391367288344151,"[[82,14],[39,69]]"
rule,10,20,15,40,0.7745098039215687,0.7737268518518519,"[[85,11],[35,73]]"
random_open_loop,10,20,15,40,0.7843137254901961,0.7841269841269841,"[[83,13],[31,77]]"
LLM_synthetic,10,20,15,40,0.7549019607843137,0.753384912959381,"[[85,11],[39,69]]"
real_only,10,40,15,0,0.7696078431372549,0.7689360163875165,"[[84,12],[35,73]]"
noise_aug,10,40,15,80,0.7303921568627451,0.7292928318092986,"[[81,15],[40,68]]"
rule,10,40,15,80,0.7745098039215687,0.7739666634550535,"[[84,12],[34,74]]"
random_open_loop,10,40,15,80,0.7794117647058824,0.7787685263284733,"[[85,11],[34,74]]"
LLM_synthetic,10,40,15,80,0.7549019607843137,0.753384912959381,"[[85,11],[39,69]]"
real_only,10,10,16,0,0.7745098039215687,0.7737268518518519,"[[85,11],[35,73]]"
noise_aug,10,10,16,20,0.7745098039215687,0.7734427812650894,"[[86,10],[36,72]]"
rule,10,10,16,20,0.7843137254901961,0.7835648148148149,"[[86,10],[34,74]]"
random_open_loop,10,10,16,20,0.7696078431372549,0.7683554395883163,"[[86,10],[37,71]]"
LLM_synthetic,10,10,16,20,0.7794117647058824,0.7785123169348807,"[[86,10],[35,73]]"
real_only,10,20,16,0,0.7745098039215687,0.7737268518518519,"[[85,11],[35,73]]"
noise_aug,10,20,16,40,0.7598039215686274,0.7584982242516489,"[[85,11],[38,70]]"
rule,10,20,16,40,0.7794117647058824,0.7785123169348807,"[[86,10],[35,73]]"
random_open_loop,10,20,16,40,0.7647058823529411,0.7628596338273758,"[[87,9],[39,69]]"
LLM_synthetic,10,20,16,40,0.7794117647058824,0.7785123169348807,"[[86,10],[35,73]]"
real_only,10,40,16,0,0.7745098039215687,0.7737268518518519,"[[85,11],[35,73]]"
noise_aug,10,40,16,80,0.7647058823529411,0.764343473238352,"[[82,14],[34,74]]"
rule,10,40,16,80,0.7843137254901961,0.7835648148148149,"[[86,10],[34,74]]"
random_open_loop,10,40,16,80,0.7843137254901961,0.7826213310084278,"[[89,7],[37,71]]"
LLM_synthetic,10,40,16,80,0.7794117647058824,0.7782126549249837,"[[87,9],[36,72]]"
real_only,10,10,17,0,0.7401960784313726,0.7374134790528233,"[[86,10],[43,65]]"
noise_aug,10,10,17,20,0.7401960784313726,0.7368510721152676,"[[87,9],[44,64]]"
rule,10,10,17,20,0.7254901960784313,0.7216374269005847,"[[86,10],[46,62]]"
random_open_loop,10,10,17,20,0.7205882352941176,0.7169907756711369,"[[85,11],[46,62]]"
LLM_synthetic,10,10,17,20,0.7254901960784313,0.7216374269005847,"[[86,10],[46,62]]"
real_only,10,20,17,0,0.7401960784313726,0.7374134790528233,"[[86,10],[43,65]]"
noise_aug,10,20,17,40,0.7401960784313726,0.7368510721152676,"[[87,9],[44,64]]"
rule,10,20,17,40,0.7254901960784313,0.7209574987787005,"[[87,9],[47,61]]"
random_open_loop,10,20,17,40,0.7303921568627451,0.7262813788392575,"[[87,9],[46,62]]"
LLM_synthetic,10,20,17,40,0.7205882352941176,0.7163279744334121,"[[86,10],[47,61]]"
real_only,10,40,17,0,0.7401960784313726,0.7374134790528233,"[[86,10],[43,65]]"
noise_aug,10,40,17,80,0.7352941176470589,0.7315789473684211,"[[87,9],[45,63]]"
rule,10,40,17,80,0.7303921568627451,0.7262813788392575,"[[87,9],[46,62]]"
random_open_loop,10,40,17,80,0.7352941176470589,0.7309233023937469,"[[88,8],[46,62]]"
LLM_synthetic,10,40,17,80,0.7205882352941176,0.7163279744334121,"[[86,10],[47,61]]"
real_only,10,10,18,0,0.7794117647058824,0.7791517309404095,"[[83,13],[32,76]]"
noise_aug,10,10,18,20,0.7647058823529411,0.764343473238352,"[[82,14],[34,74]]"
rule,10,10,18,20,0.7696078431372549,0.7689360163875165,"[[84,12],[35,73]]"
random_open_loop,10,10,18,20,0.7696078431372549,0.7689360163875165,"[[84,12],[35,73]]"
LLM_synthetic,10,10,18,20,0.7696078431372549,0.769158540989527,"[[83,13],[34,74]]"
real_only,10,20,18,0,0.7794117647058824,0.7791517309404095,"[[83,13],[32,76]]"
noise_aug,10,20,18,40,0.7794117647058824,0.7791517309404095,"[[83,13],[32,76]]"
rule,10,20,18,40,0.7696078431372549,0.7689360163875165,"[[84,12],[35,73]]"
random_open_loop,10,20,18,40,0.47058823529411764,0.32,"[[96,0],[108,0]]"
LLM_synthetic,10,20,18,40,0.47058823529411764,0.32,"[[96,0],[108,0]]"
real_only,10,40,18,0,0.7794117647058824,0.7791517309404095,"[[83,13],[32,76]]"
noise_aug,10,40,18,80,0.7794117647058824,0.7793640493186242,"[[81,15],[30,78]]"
rule,10,40,18,80,0.7745098039215687,0.7739666634550535,"[[84,12],[34,74]]"
random_open_loop,10,40,18,80,0.7892156862745098,0.7890889855978457,"[[83,13],[30,78]]"
LLM_synthetic,10,40,18,80,0.7647058823529411,0.764139127083534,"[[83,13],[35,73]]"
real_only,10,10,19,0,0.7352941176470589,0.7267857142857144,"[[93,3],[51,57]]"
noise_aug,10,10,19,20,0.7303921568627451,0.7222153450025997,"[[92,4],[51,57]]"
rule,10,10,19,20,0.7401960784313726,0.7323166051843233,"[[93,3],[50,58]]"
random_open_loop,10,10,19,20,0.7401960784313726,0.7332148937745206,"[[92,4],[49,59]]"
LLM_synthetic,10,10,19,20,0.7303921568627451,0.7222153450025997,"[[92,4],[51,57]]"
real_only,10,20,19,0,0.7352941176470589,0.7267857142857144,"[[93,3],[51,57]]"
noise_aug,10,20,19,40,0.7352941176470589,0.7286164761529366,"[[91,5],[49,59]]"
rule,10,20,19,40,0.75,0.7432822562735953,"[[93,3],[48,60]]"
random_open_loop,10,20,19,40,0.7647058823529411,0.7595048629531388,"[[93,3],[45,63]]"
LLM_synthetic,10,20,19,40,0.7352941176470589,0.7277310924369749,"[[92,4],[50,58]]"
real_only,10,40,19,0,0.7352941176470589,0.7267857142857144,"[[93,3],[51,57]]"
noise_aug,10,40,19,80,0.7450980392156863,0.7394636015325671,"[[91,5],[47,61]]"
