method,n_real,n_syn,seed,actual_syn,acc,macro_f1,confusion_json
rule,2,40,19,80,0.7549019607843137,0.7478991596638656,"[[94,2],[48,60]]"
random_open_loop,2,40,19,80,0.7794117647058824,0.775478758529606,"[[93,3],[42,66]]"
LLM_synthetic,2,40,19,80,0.7401960784313726,0.7362347832451026,"[[88,8],[45,63]]"
real_only,5,10,0,0,0.7058823529411765,0.6953101662849746,"[[91,5],[55,53]]"
noise_aug,5,10,0,20,0.7009803921568627,0.6896371118593341,"[[91,5],[56,52]]"
rule,5,10,0,20,0.6813725490196079,0.6665576985943118,"[[91,5],[60,48]]"
random_open_loop,5,10,0,20,0.7009803921568627,0.6896371118593341,"[[91,5],[56,52]]"
LLM_synthetic,5,10,0,20,0.6813725490196079,0.6679604357080255,"[[90,6],[59,49]]"
real_only,5,20,0,0,0.7058823529411765,0.6953101662849746,"[[91,5],[55,53]]"
noise_aug,5,20,0,40,0.7009803921568627,0.6896371118593341,"[[91,5],[56,52]]"
rule,5,20,0,40,0.6813725490196079,0.6679604357080255,"[[90,6],[59,49]]"
random_open_loop,5,20,0,40,0.7058823529411765,0.6953101662849746,"[[91,5],[55,53]]"
LLM_synthetic,5,20,0,40,0.6764705882352942,0.6606854838709677,"[[91,5],[61,47]]"
real_only,5,40,0,0,0.7058823529411765,0.6953101662849746,"[[91,5],[55,53]]"
noise_aug,5,40,0,80,0.6911764705882353,0.6781770376862402,"[[91,5],[58,50]]"
rule,5,40,0,80,0.7058823529411765,0.6953101662849746,"[[91,5],[55,53]]"
random_open_loop,5,40,0,80,0.696078431372549,0.6851538384944738,"[[90,6],[56,52]]"
LLM_synthetic,5,40,0,80,0.6862745098039216,0.672387834989461,"[[91,5],[59,49]]"
real_only,5,10,1,0,0.6764705882352942,0.6739319965126417,"[[78,18],[48,60]]"
noise_aug,5,10,1,20,0.6715686274509803,0.6686947036722821,"[[78,18],[49,59]]"
rule,5,10,1,20,0.6519607843137255,0.6474797381166792,"[[78,18],[53,55]]"
random_open_loop,5,10,1,20,0.6617647058823529,0.6581420765027323,"[[78,18],[51,57]]"
LLM_synthetic,5,10,1,20,0.6470588235294118,0.6421052631578947,"[[78,18],[54,54]]"
real_only,5,20,1,0,0.6764705882352942,0.6739319965126417,"[[78,18],[48,60]]"
noise_aug,5,20,1,40,0.6764705882352942,0.6739319965126417,"[[78,18],[48,60]]"
rule,5,20,1,40,0.6617647058823529,0.6581420765027323,"[[78,18],[51,57]]"
random_open_loop,5,20,1,40,0.6519607843137255,0.6474797381166792,"[[78,18],[53,55]]"
LLM_synthetic,5,20,1,40,0.6372549019607843,0.6312652662432828,"[[78,18],[56,52]]"
real_only,5,40,1,0,0.6764705882352942,0.6739319965126417,"[[78,18],[48,60]]"
noise_aug,5,40,1,80,0.6813725490196079,0.6796405015583098,"[[77,19],[46,62]]"
rule,5,40,1,80,0.6568627450980392,0.6528250510551395,"[[78,18],[52,56]]"
random_open_loop,5,40,1,80,0.6764705882352942,0.6733307453416149,"[[79,17],[49,59]]"
LLM_synthetic,5,40,1,80,0.6274509803921569,0.6202978056426333,"[[78,18],[58,50]]"
real_only,5,10,2,0,0.6127450980392157,0.5719180811220018,"[[94,2],[77,31]]"
noise_aug,5,10,2,20,0.6078431372549019,0.5619967793880838,"[[95,1],[79,29]]"
rule,5,10,2,20,0.6568627450980392,0.6266861863431977,"[[96,0],[70,38]]"
random_open_loop,5,10,2,20,0.6666666666666666,0.6395010395010395,"[[96,0],[68,40]]"
LLM_synthetic,5,10,2,20,0.6274509803921569,0.5895372233400402,"[[95,1],[75,33]]"
real_only,5,20,2,0,0.6127450980392157,0.5719180811220018,"[[94,2],[77,31]]"
noise_aug,5,20,2,40,0.6225490196078431,0.5827555980556219,"[[95,1],[76,32]]"
rule,5,20,2,40,0.6617647058823529,0.635251742634293,"[[95,1],[68,40]]"
random_open_loop,5,20,2,40,0.6421568627450981,0.6070193956986409,"[[96,0],[73,35]]"
LLM_synthetic,5,20,2,40,0.6274509803921569,0.5895372233400402,"[[95,1],[75,33]]"
real_only,5,40,2,0,0.6127450980392157,0.5719180811220018,"[[94,2],[77,31]]"
noise_aug,5,40,2,80,0.6323529411764706,0.5987937590140291,"[[94,2],[73,35]]"
rule,5,40,2,80,0.6568627450980392,0.6266861863431977,"[[96,0],[70,38]]"
random_open_loop,5,40,2,80,0.6568627450980392,0.6266861863431977,"[[96,0],[70,38]]"
LLM_synthetic,5,40,2,80,0.6323529411764706,0.5962528037999736,"[[95,1],[74,34]]"
real_only,5,10,3,0,0.7941176470588235,0.7940384615384616,"[[83,13],[29,79]]"
noise_aug,5,10,3,20,0.7794117647058824,0.7792791709744897,"[[77,19],[26,82]]"
rule,5,10,3,20,0.803921568627451,0.8039027203691242,"[[81,15],[25,83]]"
random_open_loop,5,10,3,20,0.803921568627451,0.8037518037518038,"[[79,17],[23,85]]"
LLM_synthetic,5,10,3,20,0.7745098039215687,0.7744881284244929,"[[80,16],[30,78]]"
real_only,5,20,3,0,0.7941176470588235,0.7940384615384616,"[[83,13],[29,79]]"
noise_aug,5,20,3,40,0.7843137254901961,0.7841269841269841,"[[77,19],[25,83]]"
rule,5,20,3,40,0.803921568627451,0.8039027203691242,"[[81,15],[25,83]]"
random_open_loop,5,20,3,40,0.803921568627451,0.8039027203691242,"[[81,15],[25,83]]"
LLM_synthetic,5,20,3,40,0.7598039215686274,0.759798149705635,"[[78,18],[31,77]]"
real_only,5,40,3,0,0.7941176470588235,0.7940384615384616,"[[83,13],[29,79]]"
noise_aug,5,40,3,80,0.7647058823529411,0.7646832644429491,"[[77,19],[29,79]]"
rule,5,40,3,80,0.803921568627451,0.8039027203691242,"[[81,15],[25,83]]"
random_open_loop,5,40,3,80,0.8284313725490197,0.8282291240647629,"[[81,15],[20,88]]"
LLM_synthetic,5,40,3,80,0.7598039215686274,0.7597519648136131,"[[79,17],[32,76]]"
real_only,5,10,4,0,0.7254901960784313,0.7228260869565217,"[[84,12],[44,64]]"
noise_aug,5,10,4,20,0.7009803921568627,0.6971304792270061,"[[83,13],[48,60]]"
rule,5,10,4,20,0.7107843137254902,0.7070606274490715,"[[84,12],[47,61]]"
random_open_loop,5,10,4,20,0.7401960784313726,0.7383792677910325,"[[84,12],[41,67]]"
LLM_synthetic,5,10,4,20,0.7107843137254902,0.7070606274490715,"[[84,12],[47,61]]"
real_only,5,20,4,0,0.7254901960784313,0.7228260869565217,"[[84,12],[44,64]]"
noise_aug,5,20,4,40,0.7107843137254902,0.7076867030965391,"[[83,13],[46,62]]"
rule,5,20,4,40,0.7254901960784313,0.7222600408441116,"[[85,11],[45,63]]"
random_open_loop,5,20,4,40,0.7156862745098039,0.7129270186335404,"[[83,13],[45,63]]"
LLM_synthetic,5,20,4,40,0.7303921568627451,0.7280329657011271,"[[84,12],[43,65]]"
real_only,5,40,4,0,0.7254901960784313,0.7228260869565217,"[[84,12],[44,64]]"
noise_aug,5,40,4,80,0.7107843137254902,0.7082535450248455,"[[82,14],[45,63]]"
rule,5,40,4,80,0.7205882352941176,0.7175956284153006,"[[84,12],[45,63]]"
random_open_loop,5,40,4,80,0.75,0.7473224043715847,"[[87,9],[42,66]]"
LLM_synthetic,5,40,4,80,0.7254901960784313,0.7228260869565217,"[[84,12],[44,64]]"
real_only,5,10,5,0,0.5343137254901961,0.5006055608524236,"[[81,15],[80,28]]"
noise_aug,5,10,5,20,0.5343137254901961,0.49781037029359176,"[[82,14],[81,27]]"
rule,5,10,5,20,0.5392156862745098,0.5016632016632017,"[[83,13],[81,27]]"
random_open_loop,5,10,5,20,0.5294117647058824,0.4880267698420997,"[[83,13],[83,25]]"
LLM_synthetic,5,10,5,20,0.5343137254901961,0.49781037029359176,"[[82,14],[81,27]]"
real_only,5,20,5,0,0.5343137254901961,0.5006055608524236,"[[81,15],[80,28]]"
noise_aug,5,20,5,40,0.5343137254901961,0.5006055608524236,"[[81,15],[80,28]]"
rule,5,20,5,40,0.5490196078431373,0.5150387596899225,"[[83,13],[79,29]]"
random_open_loop,5,20,5,40,0.553921568627451,0.5161466885604816,"[[85,11],[80,28]]"
LLM_synthetic,5,20,5,40,0.5343137254901961,0.49487841113456876,"[[83,13],[82,26]]"
real_only,5,40,5,0,0.5343137254901961,0.5006055608524236,"[[81,15],[80,28]]"
noise_aug,5,40,5,80,0.5441176470588235,0.5137254901960784,"[[81,15],[78,30]]"
rule,5,40,5,80,0.5637254901960784,0.5321462622722705,"[[84,12],[77,31]]"
random_open_loop,5,40,5,80,0.5637254901960784,0.520886660509302,"[[88,8],[81,27]]"
LLM_synthetic,5,40,5,80,0.5490196078431373,0.5150387596899225,"[[83,13],[79,29]]"
real_only,5,10,6,0,0.7205882352941176,0.7205277958035907,"[[75,21],[36,72]]"
noise_aug,5,10,6,20,0.7058823529411765,0.7058823529411765,"[[72,24],[36,72]]"
rule,5,10,6,20,0.7745098039215687,0.7734427812650894,"[[86,10],[36,72]]"
random_open_loop,5,10,6,20,0.7696078431372549,0.7686684199097643,"[[85,11],[36,72]]"
LLM_synthetic,5,10,6,20,0.7598039215686274,0.7588245228846479,"[[84,12],[37,71]]"
real_only,5,20,6,0,0.7205882352941176,0.7205277958035907,"[[75,21],[36,72]]"
noise_aug,5,20,6,40,0.7107843137254902,0.7107217535510851,"[[74,22],[37,71]]"
rule,5,20,6,40,0.7843137254901961,0.7826213310084278,"[[89,7],[37,71]]"
random_open_loop,5,20,6,40,0.7794117647058824,0.7778691896338955,"[[88,8],[37,71]]"
LLM_synthetic,5,20,6,40,0.7843137254901961,0.783293095123129,"[[87,9],[35,73]]"
real_only,5,40,6,0,0.7205882352941176,0.7205277958035907,"[[75,21],[36,72]]"
noise_aug,5,40,6,80,0.7254901960784313,0.7253846153846153,"[[72,24],[32,76]]"
rule,5,40,6,80,0.7892156862745098,0.7873712277299721,"[[90,6],[37,71]]"
random_open_loop,5,40,6,80,0.7941176470588235,0.7925021795989537,"[[90,6],[36,72]]"
LLM_synthetic,5,40,6,80,0.7745098039215687,0.7734427812650894,"[[86,10],[36,72]]"
real_only,5,10,7,0,0.5784313725490197,0.5466666666666666,"[[86,10],[76,32]]"
noise_aug,5,10,7,20,0.5882352941176471,0.5572093023255814,"[[87,9],[75,33]]"
rule,5,10,7,20,0.6274509803921569,0.6036404540341548,"[[89,7],[69,39]]"
random_open_loop,5,10,7,20,0.6715686274509803,0.6577438337298109,"[[89,7],[60,48]]"
LLM_synthetic,5,10,7,20,0.6127450980392157,0.591037125383815,"[[86,10],[69,39]]"
real_only,5,20,7,0,0.5784313725490197,0.5466666666666666,"[[86,10],[76,32]]"
noise_aug,5,20,7,40,0.5882352941176471,0.5572093023255814,"[[87,9],[75,33]]"
rule,5,20,7,40,0.6617647058823529,0.6502596466817403,"[[86,10],[59,49]]"
random_open_loop,5,20,7,40,0.6715686274509803,0.6591096146651703,"[[88,8],[59,49]]"
LLM_synthetic,5,20,7,40,0.6421568627450981,0.6255186461136117,"[[87,9],[64,44]]"
real_only,5,40,7,0,0.5784313725490197,0.5466666666666666,"[[86,10],[76,32]]"
noise_aug,5,40,7,80,0.5980392156862745,0.5744810744810744,"[[85,11],[71,37]]"
rule,5,40,7,80,0.6813725490196079,0.6705344497726539,"[[88,8],[57,51]]"
random_open_loop,5,40,7,80,0.6666666666666666,0.6546848551229713,"[[87,9],[59,49]]"
LLM_synthetic,5,40,7,80,0.6666666666666666,0.6546848551229713,"[[87,9],[59,49]]"
real_only,5,10,8,0,0.7107843137254902,0.7076867030965391,"[[83,13],[46,62]]"
noise_aug,5,10,8,20,0.7107843137254902,0.7076867030965391,"[[83,13],[46,62]]"
rule,5,10,8,20,0.7303921568627451,0.7269209238932022,"[[86,10],[45,63]]"
random_open_loop,5,10,8,20,0.7254901960784313,0.7228260869565217,"[[84,12],[44,64]]"
LLM_synthetic,5,10,8,20,0.7058823529411765,0.7017543859649122,"[[84,12],[48,60]]"
real_only,5,20,8,0,0.7107843137254902,0.7076867030965391,"[[83,13],[46,62]]"
noise_aug,5,20,8,40,0.7107843137254902,0.7076867030965391,"[[83,13],[46,62]]"
rule,5,20,8,40,0.7156862745098039,0.7123407565885442,"[[84,12],[46,62]]"
random_open_loop,5,20,8,40,0.7156862745098039,0.7129270186335404,"[[83,13],[45,63]]"
LLM_synthetic,5,20,8,40,0.7009803921568627,0.6964211656217218,"[[84,12],[49,59]]"
real_only,5,40,8,0,0.7107843137254902,0.7076867030965391,"[[83,13],[46,62]]"
noise_aug,5,40,8,80,0.696078431372549,0.6925021880774094,"[[82,14],[48,60]]"
rule,5,40,8,80,0.7254901960784313,0.7222600408441116,"[[85,11],[45,63]]"
random_open_loop,5,40,8,80,0.7058823529411765,0.7024214723329767,"[[83,13],[47,61]]"
LLM_synthetic,5,40,8,80,0.7009803921568627,0.6964211656217218,"[[84,12],[49,59]]"
real_only,5,10,9,0,0.7990196078431373,0.7987826881901509,"[[78,18],[23,85]]"
noise_aug,5,10,9,20,0.7892156862745098,0.7889672095652802,"[[77,19],[24,84]]"
rule,5,10,9,20,0.7941176470588235,0.7940384615384616,"[[79,17],[25,83]]"
random_open_loop,5,10,9,20,0.8137254901960784,0.8135642135642136,"[[80,16],[22,86]]"
LLM_synthetic,5,10,9,20,0.7843137254901961,0.7842307692307693,"[[78,18],[26,82]]"
real_only,5,20,9,0,0.7990196078431373,0.7987826881901509,"[[78,18],[23,85]]"
noise_aug,5,20,9,40,0.7794117647058824,0.7792791709744897,"[[77,19],[26,82]]"
rule,5,20,9,40,0.7941176470588235,0.7941176470588235,"[[81,15],[27,81]]"
random_open_loop,5,20,9,40,0.8235294117647058,0.8233766233766234,"[[81,15],[21,87]]"
LLM_synthetic,5,20,9,40,0.803921568627451,0.803921568627451,"[[82,14],[26,82]]"
real_only,5,40,9,0,0.7990196078431373,0.7987826881901509,"[[78,18],[23,85]]"
noise_aug,5,40,9,80,0.7892156862745098,0.7883562139599971,"[[74,22],[21,87]]"
rule,5,40,9,80,0.8137254901960784,0.813707584350668,"[[84,12],[26,82]]"
random_open_loop,5,40,9,80,0.8088235294117647,0.8087821760761411,"[[81,15],[24,84]]"
LLM_synthetic,5,40,9,80,0.8137254901960784,0.813707584350668,"[[82,14],[24,84]]"
real_only,5,10,10,0,0.6715686274509803,0.6709281328999639,"[[73,23],[44,64]]"
noise_aug,5,10,10,20,0.6715686274509803,0.6715607353117866,"[[69,27],[40,68]]"
rule,5,10,10,20,0.7156862745098039,0.7156589445352302,"[[72,24],[34,74]]"
random_open_loop,5,10,10,20,0.7352941176470589,0.7350649350649351,"[[78,18],[36,72]]"
LLM_synthetic,5,10,10,20,0.7156862745098039,0.7155769230769231,"[[75,21],[37,71]]"
real_only,5,20,10,0,0.6715686274509803,0.6709281328999639,"[[73,23],[44,64]]"
noise_aug,5,20,10,40,0.6764705882352942,0.6764394886090551,"[[70,26],[40,68]]"
rule,5,20,10,40,0.7205882352941176,0.7200433369447454,"[[78,18],[39,69]]"
random_open_loop,5,20,10,40,0.7401960784313726,0.7401398803086019,"[[77,19],[34,74]]"
LLM_synthetic,5,20,10,40,0.7205882352941176,0.7202588591911854,"[[77,19],[38,70]]"
real_only,5,40,10,0,0.6715686274509803,0.6709281328999639,"[[73,23],[44,64]]"
noise_aug,5,40,10,80,0.6715686274509803,0.6714975845410628,"[[70,26],[41,67]]"
rule,5,40,10,80,0.7254901960784313,0.7250673854447439,"[[78,18],[38,70]]"
random_open_loop,5,40,10,80,0.7549019607843137,0.7548784004614053,"[[78,18],[32,76]]"
LLM_synthetic,5,40,10,80,0.7401960784313726,0.7398898164409267,"[[79,17],[36,72]]"
real_only,5,10,11,0,0.6813725490196079,0.6618640826214459,"[[94,2],[63,45]]"
noise_aug,5,10,11,20,0.6862745098039216,0.6694683544303797,"[[93,3],[61,47]]"
rule,5,10,11,20,0.7009803921568627,0.6826724467678185,"[[96,0],[61,47]]"
random_open_loop,5,10,11,20,0.7107843137254902,0.6973369879548369,"[[94,2],[57,51]]"
LLM_synthetic,5,10,11,20,0.696078431372549,0.6797974683544303,"[[94,2],[60,48]]"
real_only,5,20,11,0,0.6813725490196079,0.6618640826214459,"[[94,2],[63,45]]"
noise_aug,5,20,11,40,0.6813725490196079,0.6618640826214459,"[[94,2],[63,45]]"
rule,5,20,11,40,0.6911764705882353,0.6738650493567133,"[[94,2],[61,47]]"
random_open_loop,5,20,11,40,0.7254901960784313,0.7120967741935484,"[[96,0],[56,52]]"
LLM_synthetic,5,20,11,40,0.6911764705882353,0.6722682646946321,"[[95,1],[62,46]]"
real_only,5,40,11,0,0.6813725490196079,0.6618640826214459,"[[94,2],[63,45]]"
noise_aug,5,40,11,80,0.6715686274509803,0.6547700234901872,"[[91,5],[62,46]]"
rule,5,40,11,80,0.696078431372549,0.6782661782661783,"[[95,1],[61,47]]"
random_open_loop,5,40,11,80,0.7205882352941176,0.7062968856558309,"[[96,0],[57,51]]"
LLM_synthetic,5,40,11,80,0.696078431372549,0.6797974683544303,"[[94,2],[60,48]]"
real_only,5,10,12,0,0.7549019607843137,0.752017893610814,"[[88,8],[42,66]]"
noise_aug,5,10,12,20,0.7352941176470589,0.7321793250996791,"[[86,10],[44,64]]"
rule,5,10,12,20,0.7745098039215687,0.7718564621219488,"[[90,6],[40,68]]"
random_open_loop,5,10,12,20,0.7549019607843137,0.7508549096238397,"[[90,6],[44,64]]"
LLM_synthetic,5,10,12,20,0.7549019607843137,0.7514619883040936,"[[89,7],[43,65]]"
real_only,5,20,12,0,0.7549019607843137,0.752017893610814,"[[88,8],[42,66]]"
noise_aug,5,20,12,40,0.7450980392156863,0.7430979366463237,"[[85,11],[41,67]]"
rule,5,20,12,40,0.7745098039215687,0.7723214285714286,"[[89,7],[39,69]]"
random_open_loop,5,20,12,40,0.7647058823529411,0.7614035087719297,"[[90,6],[42,66]]"
LLM_synthetic,5,20,12,40,0.7401960784313726,0.7355638711570915,"[[89,7],[46,62]]"
real_only,5,40,12,0,0.7549019607843137,0.752017893610814,"[[88,8],[42,66]]"
noise_aug,5,40,12,80,0.7450980392156863,0.7415204678362572,"[[88,8],[44,64]]"
rule,5,40,12,80,0.7696078431372549,0.7671402550091075,"[[89,7],[40,68]]"
random_open_loop,5,40,12,80,0.7696078431372549,0.7666415167814637,"[[90,6],[41,67]]"
LLM_synthetic,5,40,12,80,0.7401960784313726,0.7362347832451026,"[[88,8],[45,63]]"
real_only,5,10,13,0,0.7107843137254902,0.7099409567417762,"[[78,18],[41,67]]"
noise_aug,5,10,13,20,0.7156862745098039,0.715001445225937,"[[78,18],[40,68]]"
rule,5,10,13,20,0.6911764705882353,0.6884741243485638,"[[80,16],[47,61]]"
random_open_loop,5,10,13,20,0.7303921568627451,0.7296059766236895,"[[80,16],[39,69]]"
LLM_synthetic,5,10,13,20,0.696078431372549,0.6946402704007726,"[[78,18],[44,64]]"
real_only,5,20,13,0,0.7107843137254902,0.7099409567417762,"[[78,18],[41,67]]"
noise_aug,5,20,13,40,0.7107843137254902,0.7099409567417762,"[[78,18],[41,67]]"
rule,5,20,13,40,0.7205882352941176,0.7200433369447454,"[[78,18],[39,69]]"
random_open_loop,5,20,13,40,0.7254901960784313,0.7250673854447439,"[[78,18],[38,70]]"
LLM_synthetic,5,20,13,40,0.696078431372549,0.6946402704007726,"[[78,18],[44,64]]"
real_only,5,40,13,0,0.7107843137254902,0.7099409567417762,"[[78,18],[41,67]]"
noise_aug,5,40,13,80,0.7352941176470589,0.7351923076923077,"[[77,19],[35,73]]"
rule,5,40,13,80,0.7352941176470589,0.734375,"[[81,15],[39,69]]"
random_open_loop,5,40,13,80,0.7450980392156863,0.7444840543404951,"[[81,15],[37,71]]"
LLM_synthetic,5,40,13,80,0.7058823529411765,0.7048611111111112,"[[78,18],[42,66]]"
real_only,5,10,14,0,0.6176470588235294,0.5932099396666326,"[[88,8],[70,38]]"
noise_aug,5,10,14,20,0.6323529411764706,0.6117441063770397,"[[88,8],[67,41]]"
rule,5,10,14,20,0.6421568627450981,0.614106916120339,"[[93,3],[70,38]]"
random_open_loop,5,10,14,20,0.6568627450980392,0.6310077519379844,"[[94,2],[68,40]]"
LLM_synthetic,5,10,14,20,0.6176470588235294,0.5932099396666326,"[[88,8],[70,38]]"
real_only,5,20,14,0,0.6176470588235294,0.5932099396666326,"[[88,8],[70,38]]"
noise_aug,5,20,14,40,0.6274509803921569,0.6056166056166056,"[[88,8],[68,40]]"
rule,5,20,14,40,0.6225490196078431,0.592962089606385,"[[91,5],[72,36]]"
random_open_loop,5,20,14,40,0.6568627450980392,0.6330180921052632,"[[93,3],[67,41]]"
LLM_synthetic,5,20,14,40,0.6323529411764706,0.607843137254902,"[[90,6],[69,39]]"
real_only,5,40,14,0,0.6176470588235294,0.5932099396666326,"[[88,8],[70,38]]"
noise_aug,5,40,14,80,0.5980392156862745,0.5723489109315881,"[[86,10],[72,36]]"
rule,5,40,14,80,0.6470588235294118,0.6204651162790698,"[[93,3],[69,39]]"
random_open_loop,5,40,14,80,0.6715686274509803,0.6547700234901872,"[[91,5],[62,46]]"
LLM_synthetic,5,40,14,80,0.6519607843137255,0.6267683665318113,"[[93,3],[68,40]]"
real_only,5,10,15,0,0.7303921568627451,0.7248313917841815,"[[89,7],[48,60]]"
noise_aug,5,10,15,20,0.7450980392156863,0.7420986093552465,"[[87,9],[43,65]]"
rule,5,10,15,20,0.7254901960784313,0.7194223401119952,"[[89,7],[49,59]]"
random_open_loop,5,10,15,20,0.7401960784313726,0.7368510721152676,"[[87,9],[44,64]]"
LLM_synthetic,5,10,15,20,0.7156862745098039,0.7085139929050059,"[[89,7],[51,57]]"
real_only,5,20,15,0,0.7303921568627451,0.7248313917841815,"[[89,7],[48,60]]"
noise_aug,5,20,15,40,0.7205882352941176,0.7163279744334121,"[[86,10],[47,61]]"
rule,5,20,15,40,0.7254901960784313,0.7202194357366771,"[[88,8],[48,60]]"
random_open_loop,5,20,15,40,0.7205882352941176,0.7130801687763713,"[[90,6],[51,57]]"
LLM_synthetic,5,20,15,40,0.7058823529411765,0.6974789915966386,"[[89,7],[53,55]]"
real_only,5,40,15,0,0.7303921568627451,0.7248313917841815,"[[89,7],[48,60]]"
noise_aug,5,40,15,80,0.7303921568627451,0.7269209238932022,"[[86,10],[45,63]]"
rule,5,40,15,80,0.7058823529411765,0.6964285714285714,"[[90,6],[54,54]]"
random_open_loop,5,40,15,80,0.7450980392156863,0.7394636015325671,"[[91,5],[47,61]]"
LLM_synthetic,5,40,15,80,0.7058823529411765,0.6974789915966386,"[[89,7],[53,55]]"
real_only,5,10,16,0,0.7058823529411765,0.6928635953026197,"[[93,3],[57,51]]"
noise_aug,5,10,16,20,0.7107843137254902,0.6986102416426694,"[[93,3],[56,52]]"
rule,5,10,16,20,0.7254901960784313,0.7156228218659764,"[[93,3],[53,55]]"
random_open_loop,5,10,16,20,0.7107843137254902,0.6986102416426694,"[[93,3],[56,52]]"
LLM_synthetic,5,10,16,20,0.7205882352941176,0.7099887766554434,"[[93,3],[54,54]]"
real_only,5,20,16,0,0.7058823529411765,0.6928635953026197,"[[93,3],[57,51]]"
noise_aug,5,20,16,40,0.7156862745098039,0.7043182726909236,"[[93,3],[55,53]]"
rule,5,20,16,40,0.7254901960784313,0.714514194322271,"[[94,2],[54,54]]"
random_open_loop,5,20,16,40,0.7303921568627451,0.7201646090534979,"[[94,2],[53,55]]"
LLM_synthetic,5,20,16,40,0.7254901960784313,0.7156228218659764,"[[93,3],[53,55]]"
real_only,5,40,16,0,0.7058823529411765,0.6928635953026197,"[[93,3],[57,51]]"
noise_aug,5,40,16,80,0.7058823529411765,0.6928635953026197,"[[93,3],[57,51]]"
rule,5,40,16,80,0.7303921568627451,0.7201646090534979,"[[94,2],[53,55]]"
random_open_loop,5,40,16,80,0.7352941176470589,0.7257791496564772,"[[94,2],[52,56]]"
LLM_synthetic,5,40,16,80,0.7254901960784313,0.7156228218659764,"[[93,3],[53,55]]"
real_only,5,10,17,0,0.6225490196078431,0.6111014830036394,"[[81,15],[62,46]]"
noise_aug,5,10,17,20,0.6225490196078431,0.6111014830036394,"[[81,15],[62,46]]"
rule,5,10,17,20,0.6421568627450981,0.6336981921042922,"[[81,15],[58,50]]"
random_open_loop,5,10,17,20,0.6225490196078431,0.6124065437856243,"[[80,16],[61,47]]"
LLM_synthetic,5,10,17,20,0.6372549019607843,0.6281040599132834,"[[81,15],[59,49]]"
real_only,5,20,17,0,0.6225490196078431,0.6111014830036394,"[[81,15],[62,46]]"
noise_aug,5,20,17,40,0.6176470588235294,0.6053571428571429,"[[81,15],[63,45]]"
rule,5,20,17,40,0.6813725490196079,0.6772701827828753,"[[81,15],[50,58]]"
random_open_loop,5,20,17,40,0.6617647058823529,0.654788473329246,"[[82,14],[55,53]]"
LLM_synthetic,5,20,17,40,0.6519607843137255,0.6447823421213978,"[[81,15],[56,52]]"
real_only,5,40,17,0,0.6225490196078431,0.6111014830036394,"[[81,15],[62,46]]"
noise_aug,5,40,17,80,0.6274509803921569,0.6168067226890757,"[[81,15],[61,47]]"
rule,5,40,17,80,0.6911764705882353,0.6878688524590164,"[[81,15],[48,60]]"
random_open_loop,5,40,17,80,0.6617647058823529,0.6557340964120626,"[[81,15],[54,54]]"
LLM_synthetic,5,40,17,80,0.6813725490196079,0.6772701827828753,"[[81,15],[50,58]]"
real_only,5,10,18,0,0.75,0.749270996505603,"[[71,25],[26,82]]"
noise_aug,5,10,18,20,0.7696078431372549,0.769158540989527,"[[74,22],[25,83]]"
rule,5,10,18,20,0.7647058823529411,0.764343473238352,"[[74,22],[26,82]]"
random_open_loop,5,10,18,20,0.7941176470588235,0.793939393939394,"[[78,18],[24,84]]"
LLM_synthetic,5,10,18,20,0.7598039215686274,0.7595207736906682,"[[74,22],[27,81]]"
real_only,5,20,18,0,0.75,0.749270996505603,"[[71,25],[26,82]]"
noise_aug,5,20,18,40,0.7794117647058824,0.7789815817984832,"[[75,21],[24,84]]"
rule,5,20,18,40,0.7843137254901961,0.783981517135156,"[[76,20],[24,84]]"
random_open_loop,5,20,18,40,0.7843137254901961,0.7835648148148149,"[[74,22],[22,86]]"
LLM_synthetic,5,20,18,40,0.7647058823529411,0.764343473238352,"[[74,22],[26,82]]"
real_only,5,40,18,0,0.75,0.749270996505603,"[[71,25],[26,82]]"
noise_aug,5,40,18,80,0.7745098039215687,0.774162495186754,"[[75,21],[25,83]]"
rule,5,40,18,80,0.7941176470588235,0.7940384615384616,"[[79,17],[25,83]]"
random_open_loop,5,40,18,80,0.7990196078431373,0.7984335462103869,"[[76,20],[21,87]]"
LLM_synthetic,5,40,18,80,0.7794117647058824,0.7791517309404095,"[[76,20],[25,83]]"
real_only,5,10,19,0,0.8382352941176471,0.8375756990855792,"[[79,17],[16,92]]"
noise_aug,5,10,19,20,0.8333333333333334,0.8327546296296295,"[[79,17],[17,91]]"
rule,5,10,19,20,0.8431372549019608,0.8427594180556894,"[[81,15],[17,91]]"
random_open_loop,5,10,19,20,0.8137254901960784,0.8136538461538462,"[[81,15],[23,85]]"
LLM_synthetic,5,10,19,20,0.8382352941176471,0.837919826652221,"[[81,15],[18,90]]"
real_only,5,20,19,0,0.8382352941176471,0.8375756990855792,"[[79,17],[16,92]]"
noise_aug,5,20,19,40,0.8235294117647058,0.8231043453126505,"[[79,17],[19,89]]"
rule,5,20,19,40,0.8284313725490197,0.827931076033257,"[[79,17],[18,90]]"
random_open_loop,5,20,19,40,0.8284313725490197,0.8284272497897393,"[[84,12],[23,85]]"
LLM_synthetic,5,20,19,40,0.8529411764705882,0.8524305555555556,"[[81,15],[15,93]]"
real_only,5,40,19,0,0.8382352941176471,0.8375756990855792,"[[79,17],[16,92]]"
