method,n_real,n_syn,seed,condition_id,n,acc,macro_f1
noise_aug,2,10,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7395833333333334,0.7372742200328407
noise_aug,2,10,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5533834586466165
rule,2,10,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.84375,0.8408312147673263
rule,2,10,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5533834586466165
random_open_loop,2,10,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.84375,0.8408312147673263
random_open_loop,2,10,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5459217041950855
LLM_synthetic,2,10,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8333333333333334,0.8297117516629712
LLM_synthetic,2,10,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5404255319148936
real_only,2,20,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7395833333333334,0.7372742200328407
real_only,2,20,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5661029617864151
noise_aug,2,20,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.75,0.7490196078431373
noise_aug,2,20,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5661029617864151
rule,2,20,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.84375,0.8408312147673263
rule,2,20,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5404255319148936
random_open_loop,2,20,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8333333333333334,0.8297117516629712
random_open_loop,2,20,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5533834586466165
LLM_synthetic,2,20,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8229166666666666,0.8184851518184851
LLM_synthetic,2,20,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5533834586466165
real_only,2,40,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7395833333333334,0.7372742200328407
real_only,2,40,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5661029617864151
noise_aug,2,40,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7708333333333334,0.7704347826086957
noise_aug,2,40,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5661029617864151
rule,2,40,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8620537194650161
rule,2,40,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5404255319148936
random_open_loop,2,40,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.84375,0.8398398398398399
random_open_loop,2,40,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5740740740740741,0.5272173582032738
LLM_synthetic,2,40,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.84375,0.8398398398398399
LLM_synthetic,2,40,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5404255319148936
real_only,2,10,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8853046594982079
real_only,2,10,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5635383924562192
noise_aug,2,10,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.90625,0.9062398263700489
noise_aug,2,10,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5555555555555556,0.5363148479427549
rule,2,10,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.8747826086956522
rule,2,10,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5358024691358025
random_open_loop,2,10,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.90625,0.9062398263700489
random_open_loop,2,10,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5477145148356055
LLM_synthetic,2,10,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8853046594982079
LLM_synthetic,2,10,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5555555555555556,0.5363148479427549
real_only,2,20,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8853046594982079
real_only,2,20,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5635383924562192
noise_aug,2,20,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.90625,0.9062398263700489
noise_aug,2,20,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5917362637362638
rule,2,20,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.8747826086956522
rule,2,20,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6296296296296297,0.6135957066189623
random_open_loop,2,20,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8956521739130434
random_open_loop,2,20,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5740740740740741,0.5556350626118068
LLM_synthetic,2,20,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.8747826086956522
LLM_synthetic,2,20,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5462962962962963,0.5247418051189942
real_only,2,40,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8853046594982079
real_only,2,40,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5635383924562192
noise_aug,2,40,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.90625,0.9062398263700489
noise_aug,2,40,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5555555555555556,0.5363148479427549
rule,2,40,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.90625,0.905994995103906
rule,2,40,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6574074074074074,0.6439454691259021
random_open_loop,2,40,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.9166666666666666,0.9163398692810457
random_open_loop,2,40,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5632352941176471
LLM_synthetic,2,40,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8541666666666666,0.8531468531468531
LLM_synthetic,2,40,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5370370370370371,0.512987012987013
real_only,2,10,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.5625,0.5278688524590164
real_only,2,10,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5441400987876066
noise_aug,2,10,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.5625,0.5218216318785578
noise_aug,2,10,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5809523809523809
rule,2,10,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8541666666666666,0.8541033434650456
rule,2,10,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5441400987876066
random_open_loop,2,10,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8229166666666666,0.8227435646790486
random_open_loop,2,10,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6111111111111112,0.5871860211139425
LLM_synthetic,2,10,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8229166666666666,0.8228974498100923
LLM_synthetic,2,10,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5740740740740741,0.5433823529411764
real_only,2,20,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.5625,0.5278688524590164
real_only,2,20,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5441400987876066
noise_aug,2,20,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.5416666666666666,0.4920634920634921
noise_aug,2,20,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5809523809523809
rule,2,20,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8954248366013071
rule,2,20,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5740740740740741,0.5384615384615384
random_open_loop,2,20,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.8747826086956522
random_open_loop,2,20,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6111111111111112,0.5830882352941176
LLM_synthetic,2,20,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8541666666666666,0.8541666666666666
LLM_synthetic,2,20,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5740740740740741,0.5478704040771751
real_only,2,40,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.5625,0.5278688524590164
real_only,2,40,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5441400987876066
noise_aug,2,40,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.5625,0.5278688524590164
noise_aug,2,40,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5917362637362638
rule,2,40,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.885104994015885
rule,2,40,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5661029617864151
random_open_loop,2,40,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8638594960183266
random_open_loop,2,40,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5661029617864151
LLM_synthetic,2,40,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8541666666666666,0.8541666666666666
LLM_synthetic,2,40,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5597427303197753
real_only,2,10,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7083333333333334,0.7083333333333334
real_only,2,10,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5809523809523809
noise_aug,2,10,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6770833333333334,0.6767676767676767
noise_aug,2,10,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5740740740740741,0.5619047619047619
rule,2,10,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7708333333333334,0.7658536585365854
rule,2,10,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6481481481481481,0.6451054998270495
random_open_loop,2,10,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7395833333333334,0.7311526828721855
random_open_loop,2,10,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6481481481481481,0.6451054998270495
LLM_synthetic,2,10,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.75,0.7428571428571429
LLM_synthetic,2,10,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6111111111111112,0.6044645971398674
real_only,2,20,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7083333333333334,0.7083333333333334
real_only,2,20,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5809523809523809
noise_aug,2,20,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7083333333333334,0.7082066869300911
noise_aug,2,20,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6296296296296297,0.625
rule,2,20,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7916666666666666,0.7871396895787139
rule,2,20,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5917362637362638
random_open_loop,2,20,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8020833333333334,0.7971304637971304
random_open_loop,2,20,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6296296296296297,0.625
LLM_synthetic,2,20,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7916666666666666,0.7883597883597884
LLM_synthetic,2,20,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6111111111111112,0.6044645971398674
real_only,2,40,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7083333333333334,0.7083333333333334
real_only,2,40,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5809523809523809
noise_aug,2,40,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6875,0.6873643074250977
noise_aug,2,40,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5370370370370371,0.5169946332737031
rule,2,40,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8229166666666666,0.8205607476635515
rule,2,40,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6296296296296297,0.6232996163236832
random_open_loop,2,40,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7916666666666666,0.7857142857142857
random_open_loop,2,40,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6481481481481481,0.64375
LLM_synthetic,2,40,18,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8125,0.8104431768319438
LLM_synthetic,2,40,18,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6111111111111112,0.6044645971398674
real_only,2,10,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.9166666666666666,0.9166304819800261
real_only,2,10,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5555555555555556
noise_aug,2,10,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.9166666666666666,0.9166304819800261
noise_aug,2,10,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5675282125955589
rule,2,10,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.90625,0.905994995103906
rule,2,10,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5585284280936456
random_open_loop,2,10,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8958333333333334
random_open_loop,2,10,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.5908712926175737
LLM_synthetic,2,10,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8854042322300597
LLM_synthetic,2,10,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5509562967753857
real_only,2,20,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.9166666666666666,0.9166304819800261
real_only,2,20,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5555555555555556
noise_aug,2,20,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.9166666666666666,0.9166304819800261
noise_aug,2,20,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5740740740740741,0.5556350626118068
rule,2,20,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8853046594982079
rule,2,20,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6388888888888888,0.6148148148148148
random_open_loop,2,20,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8854042322300597
random_open_loop,2,20,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6666666666666666,0.6548295454545454
LLM_synthetic,2,20,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.9166666666666666,0.9166304819800261
LLM_synthetic,2,20,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5632352941176471
real_only,2,40,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.9166666666666666,0.9166304819800261
real_only,2,40,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5555555555555556
noise_aug,2,40,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.9270833333333334,0.927012056044314
noise_aug,2,40,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5555555555555556,0.5363148479427549
rule,2,40,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.90625,0.905994995103906
rule,2,40,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.5908712926175737
random_open_loop,2,40,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.9166666666666666,0.9165217391304348
random_open_loop,2,40,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6574074074074074,0.641131567130669
LLM_synthetic,2,40,19,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.9166666666666666,0.9166304819800261
LLM_synthetic,2,40,19,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5555555555555556
real_only,5,10,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8333333333333334,0.8285714285714285
real_only,5,10,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5749552772808586
noise_aug,5,10,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8333333333333334,0.8285714285714285
noise_aug,5,10,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5635383924562192
rule,5,10,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8020833333333334,0.7940146809712028
rule,5,10,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5740740740740741,0.551948051948052
random_open_loop,5,10,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8125,0.8056680161943319
random_open_loop,5,10,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5862068965517242
LLM_synthetic,5,10,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8020833333333334,0.7940146809712028
LLM_synthetic,5,10,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5740740740740741,0.5556350626118068
real_only,5,20,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8333333333333334,0.8285714285714285
real_only,5,20,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5749552772808586
noise_aug,5,20,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8333333333333334,0.8285714285714285
noise_aug,5,20,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5635383924562192
rule,5,20,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8125,0.8056680161943319
rule,5,20,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5441400987876066
random_open_loop,5,20,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8229166666666666,0.8171838243530861
random_open_loop,5,20,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5862068965517242
LLM_synthetic,5,20,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7916666666666666,0.7822141560798548
LLM_synthetic,5,20,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5740740740740741,0.551948051948052
real_only,5,40,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8333333333333334,0.8285714285714285
real_only,5,40,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5749552772808586
noise_aug,5,40,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8229166666666666,0.8171838243530861
noise_aug,5,40,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5740740740740741,0.551948051948052
rule,5,40,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.84375,0.8398398398398399
rule,5,40,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5635383924562192
random_open_loop,5,40,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8229166666666666,0.8171838243530861
random_open_loop,5,40,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5669607056936649
LLM_synthetic,5,40,0,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8125,0.8056680161943319
LLM_synthetic,5,40,0,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5740740740740741,0.551948051948052
real_only,5,10,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.84375,0.8435972629521017
real_only,5,10,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5277777777777778,0.5184893784421715
noise_aug,5,10,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8333333333333334,0.8330434782608696
noise_aug,5,10,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5277777777777778,0.5184893784421715
rule,5,10,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8229166666666666,0.8224349907518225
rule,5,10,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5,0.4857142857142857
random_open_loop,5,10,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8333333333333334,0.8330434782608696
random_open_loop,5,10,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5092592592592593,0.49679120879120875
LLM_synthetic,5,10,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8229166666666666,0.8224349907518225
LLM_synthetic,5,10,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.49074074074074076,0.47447580288419
real_only,5,20,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.84375,0.8435972629521017
real_only,5,20,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5277777777777778,0.5184893784421715
noise_aug,5,20,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.84375,0.8435972629521017
noise_aug,5,20,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5277777777777778,0.5184893784421715
rule,5,20,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.84375,0.8435972629521017
rule,5,20,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5,0.4857142857142857
random_open_loop,5,20,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8125,0.8117647058823529
random_open_loop,5,20,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5092592592592593,0.49679120879120875
LLM_synthetic,5,20,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8125,0.8117647058823529
LLM_synthetic,5,20,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.48148148148148145,0.4630681818181818
real_only,5,40,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.84375,0.8435972629521017
real_only,5,40,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5277777777777778,0.5184893784421715
noise_aug,5,40,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.875
noise_aug,5,40,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5092592592592593,0.4996066089693155
rule,5,40,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8125,0.8117647058823529
rule,5,40,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5185185185185185,0.5077138849929874
random_open_loop,5,40,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8541666666666666,0.8541033434650456
random_open_loop,5,40,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5185185185185185,0.5047619047619047
LLM_synthetic,5,40,1,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7916666666666666,0.7902097902097902
LLM_synthetic,5,40,1,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.48148148148148145,0.4630681818181818
real_only,5,10,2,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.71875,0.6982889069956931
real_only,5,10,2,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5185185185185185,0.45048923679060665
noise_aug,5,10,2,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7291666666666666,0.7077283372365339
noise_aug,5,10,2,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5,0.42050874403815575
rule,5,10,2,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7604166666666666,0.7458270979624726
rule,5,10,2,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5137465274451576
random_open_loop,5,10,2,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7604166666666666,0.7458270979624726
random_open_loop,5,10,2,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5404255319148936
LLM_synthetic,5,10,2,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7395833333333334,0.7206378768478641
LLM_synthetic,5,10,2,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5277777777777778,0.464983001457018
