method,n_real,n_syn,seed,class,f1
noise_aug,2,20,19,healthy,0.7589285714285714
noise_aug,2,20,19,worn,0.7065217391304348
rule,2,20,19,healthy,0.7863247863247863
rule,2,20,19,worn,0.7126436781609196
random_open_loop,2,20,19,healthy,0.7911111111111111
random_open_loop,2,20,19,worn,0.7431693989071039
LLM_synthetic,2,20,19,healthy,0.7739130434782608
LLM_synthetic,2,20,19,worn,0.7078651685393258
real_only,2,40,19,healthy,0.7685589519650655
real_only,2,40,19,worn,0.7039106145251397
noise_aug,2,40,19,healthy,0.7533632286995515
noise_aug,2,40,19,worn,0.7027027027027027
rule,2,40,19,healthy,0.7899159663865546
rule,2,40,19,worn,0.7058823529411765
random_open_loop,2,40,19,healthy,0.8051948051948052
random_open_loop,2,40,19,worn,0.7457627118644068
LLM_synthetic,2,40,19,healthy,0.7685589519650655
LLM_synthetic,2,40,19,worn,0.7039106145251397
real_only,5,10,0,healthy,0.7520661157024794
real_only,5,10,0,worn,0.6385542168674698
noise_aug,5,10,0,healthy,0.7489711934156379
noise_aug,5,10,0,worn,0.6303030303030303
rule,5,10,0,healthy,0.7368421052631579
rule,5,10,0,worn,0.5962732919254659
random_open_loop,5,10,0,healthy,0.7489711934156379
random_open_loop,5,10,0,worn,0.6303030303030303
LLM_synthetic,5,10,0,healthy,0.7346938775510204
LLM_synthetic,5,10,0,worn,0.6012269938650306
real_only,5,20,0,healthy,0.7520661157024794
real_only,5,20,0,worn,0.6385542168674698
noise_aug,5,20,0,healthy,0.7489711934156379
noise_aug,5,20,0,worn,0.6303030303030303
rule,5,20,0,healthy,0.7346938775510204
rule,5,20,0,worn,0.6012269938650306
random_open_loop,5,20,0,healthy,0.7520661157024794
random_open_loop,5,20,0,worn,0.6385542168674698
LLM_synthetic,5,20,0,healthy,0.7338709677419355
LLM_synthetic,5,20,0,worn,0.5875
real_only,5,40,0,healthy,0.7520661157024794
real_only,5,40,0,worn,0.6385542168674698
noise_aug,5,40,0,healthy,0.7428571428571429
noise_aug,5,40,0,worn,0.6134969325153374
rule,5,40,0,healthy,0.7520661157024794
rule,5,40,0,worn,0.6385542168674698
random_open_loop,5,40,0,healthy,0.743801652892562
random_open_loop,5,40,0,worn,0.6265060240963856
LLM_synthetic,5,40,0,healthy,0.7398373983739838
LLM_synthetic,5,40,0,worn,0.6049382716049383
real_only,5,10,1,healthy,0.7027027027027027
real_only,5,10,1,worn,0.6451612903225806
noise_aug,5,10,1,healthy,0.6995515695067265
noise_aug,5,10,1,worn,0.6378378378378379
rule,5,10,1,healthy,0.6872246696035242
rule,5,10,1,worn,0.6077348066298343
random_open_loop,5,10,1,healthy,0.6933333333333334
random_open_loop,5,10,1,worn,0.6229508196721312
LLM_synthetic,5,10,1,healthy,0.6842105263157895
LLM_synthetic,5,10,1,worn,0.6
real_only,5,20,1,healthy,0.7027027027027027
real_only,5,20,1,worn,0.6451612903225806
noise_aug,5,20,1,healthy,0.7027027027027027
noise_aug,5,20,1,worn,0.6451612903225806
rule,5,20,1,healthy,0.6933333333333334
rule,5,20,1,worn,0.6229508196721312
random_open_loop,5,20,1,healthy,0.6872246696035242
random_open_loop,5,20,1,worn,0.6077348066298343
LLM_synthetic,5,20,1,healthy,0.6782608695652174
LLM_synthetic,5,20,1,worn,0.5842696629213483
real_only,5,40,1,healthy,0.7027027027027027
real_only,5,40,1,worn,0.6451612903225806
noise_aug,5,40,1,healthy,0.7031963470319634
noise_aug,5,40,1,worn,0.656084656084656
rule,5,40,1,healthy,0.6902654867256637
rule,5,40,1,worn,0.6153846153846154
random_open_loop,5,40,1,healthy,0.7053571428571429
random_open_loop,5,40,1,worn,0.6413043478260869
LLM_synthetic,5,40,1,healthy,0.6724137931034483
LLM_synthetic,5,40,1,worn,0.5681818181818182
real_only,5,10,2,healthy,0.704119850187266
real_only,5,10,2,worn,0.4397163120567376
noise_aug,5,10,2,healthy,0.7037037037037037
noise_aug,5,10,2,worn,0.42028985507246375
rule,5,10,2,healthy,0.732824427480916
rule,5,10,2,worn,0.5205479452054794
random_open_loop,5,10,2,healthy,0.7384615384615385
random_open_loop,5,10,2,worn,0.5405405405405406
LLM_synthetic,5,10,2,healthy,0.7142857142857143
LLM_synthetic,5,10,2,worn,0.4647887323943662
real_only,5,20,2,healthy,0.704119850187266
real_only,5,20,2,worn,0.4397163120567376
noise_aug,5,20,2,healthy,0.7116104868913857
noise_aug,5,20,2,worn,0.45390070921985815
rule,5,20,2,healthy,0.7335907335907336
rule,5,20,2,worn,0.5369127516778524
random_open_loop,5,20,2,healthy,0.7245283018867924
random_open_loop,5,20,2,worn,0.48951048951048953
LLM_synthetic,5,20,2,healthy,0.7142857142857143
LLM_synthetic,5,20,2,worn,0.4647887323943662
real_only,5,40,2,healthy,0.704119850187266
real_only,5,40,2,worn,0.4397163120567376
noise_aug,5,40,2,healthy,0.714828897338403
noise_aug,5,40,2,worn,0.4827586206896552
rule,5,40,2,healthy,0.732824427480916
rule,5,40,2,worn,0.5205479452054794
random_open_loop,5,40,2,healthy,0.732824427480916
random_open_loop,5,40,2,worn,0.5205479452054794
LLM_synthetic,5,40,2,healthy,0.7169811320754716
LLM_synthetic,5,40,2,worn,0.4755244755244755
real_only,5,10,3,healthy,0.7980769230769231
real_only,5,10,3,worn,0.79
noise_aug,5,10,3,healthy,0.7738693467336684
noise_aug,5,10,3,worn,0.784688995215311
rule,5,10,3,healthy,0.801980198019802
rule,5,10,3,worn,0.8058252427184466
random_open_loop,5,10,3,healthy,0.797979797979798
random_open_loop,5,10,3,worn,0.8095238095238095
LLM_synthetic,5,10,3,healthy,0.7766990291262136
LLM_synthetic,5,10,3,worn,0.7722772277227723
real_only,5,20,3,healthy,0.7980769230769231
real_only,5,20,3,worn,0.79
noise_aug,5,20,3,healthy,0.7777777777777778
noise_aug,5,20,3,worn,0.7904761904761904
rule,5,20,3,healthy,0.801980198019802
rule,5,20,3,worn,0.8058252427184466
random_open_loop,5,20,3,healthy,0.801980198019802
random_open_loop,5,20,3,worn,0.8058252427184466
LLM_synthetic,5,20,3,healthy,0.7609756097560976
LLM_synthetic,5,20,3,worn,0.7586206896551724
real_only,5,40,3,healthy,0.7980769230769231
real_only,5,40,3,worn,0.79
noise_aug,5,40,3,healthy,0.7623762376237624
noise_aug,5,40,3,worn,0.7669902912621359
rule,5,40,3,healthy,0.801980198019802
rule,5,40,3,worn,0.8058252427184466
random_open_loop,5,40,3,healthy,0.8223350253807107
random_open_loop,5,40,3,worn,0.8341232227488151
LLM_synthetic,5,40,3,healthy,0.7632850241545893
LLM_synthetic,5,40,3,worn,0.7562189054726368
real_only,5,10,4,healthy,0.75
real_only,5,10,4,worn,0.6956521739130435
noise_aug,5,10,4,healthy,0.7312775330396476
noise_aug,5,10,4,worn,0.6629834254143646
rule,5,10,4,healthy,0.7400881057268722
rule,5,10,4,worn,0.6740331491712708
random_open_loop,5,10,4,healthy,0.7601809954751131
random_open_loop,5,10,4,worn,0.7165775401069518
LLM_synthetic,5,10,4,healthy,0.7400881057268722
LLM_synthetic,5,10,4,worn,0.6740331491712708
real_only,5,20,4,healthy,0.75
real_only,5,20,4,worn,0.6956521739130435
noise_aug,5,20,4,healthy,0.7377777777777778
noise_aug,5,20,4,worn,0.6775956284153005
rule,5,20,4,healthy,0.7522123893805309
rule,5,20,4,worn,0.6923076923076923
random_open_loop,5,20,4,healthy,0.7410714285714286
random_open_loop,5,20,4,worn,0.6847826086956522
LLM_synthetic,5,20,4,healthy,0.7533632286995515
LLM_synthetic,5,20,4,worn,0.7027027027027027
real_only,5,40,4,healthy,0.75
real_only,5,40,4,worn,0.6956521739130435
noise_aug,5,40,4,healthy,0.7354260089686099
noise_aug,5,40,4,worn,0.6810810810810811
rule,5,40,4,healthy,0.7466666666666667
rule,5,40,4,worn,0.6885245901639344
random_open_loop,5,40,4,healthy,0.7733333333333333
random_open_loop,5,40,4,worn,0.7213114754098361
LLM_synthetic,5,40,4,healthy,0.75
LLM_synthetic,5,40,4,worn,0.6956521739130435
real_only,5,10,5,healthy,0.6303501945525292
real_only,5,10,5,worn,0.3708609271523179
noise_aug,5,10,5,healthy,0.6332046332046332
noise_aug,5,10,5,worn,0.3624161073825503
rule,5,10,5,healthy,0.6384615384615384
rule,5,10,5,worn,0.36486486486486486
random_open_loop,5,10,5,healthy,0.6335877862595419
random_open_loop,5,10,5,worn,0.3424657534246575
LLM_synthetic,5,10,5,healthy,0.6332046332046332
LLM_synthetic,5,10,5,worn,0.3624161073825503
real_only,5,20,5,healthy,0.6303501945525292
real_only,5,20,5,worn,0.3708609271523179
noise_aug,5,20,5,healthy,0.6303501945525292
noise_aug,5,20,5,worn,0.3708609271523179
rule,5,20,5,healthy,0.6434108527131783
rule,5,20,5,worn,0.38666666666666666
random_open_loop,5,20,5,healthy,0.6513409961685823
random_open_loop,5,20,5,worn,0.38095238095238093
LLM_synthetic,5,20,5,healthy,0.6360153256704981
LLM_synthetic,5,20,5,worn,0.35374149659863946
real_only,5,40,5,healthy,0.6303501945525292
real_only,5,40,5,worn,0.3708609271523179
noise_aug,5,40,5,healthy,0.6352941176470588
noise_aug,5,40,5,worn,0.39215686274509803
rule,5,40,5,healthy,0.6536964980544747
rule,5,40,5,worn,0.4105960264900662
random_open_loop,5,40,5,healthy,0.6641509433962264
random_open_loop,5,40,5,worn,0.3776223776223776
LLM_synthetic,5,40,5,healthy,0.6434108527131783
LLM_synthetic,5,40,5,worn,0.38666666666666666
real_only,5,10,6,healthy,0.7246376811594203
real_only,5,10,6,worn,0.7164179104477612
noise_aug,5,10,6,healthy,0.7058823529411765
noise_aug,5,10,6,worn,0.7058823529411765
rule,5,10,6,healthy,0.7889908256880734
rule,5,10,6,worn,0.7578947368421053
random_open_loop,5,10,6,healthy,0.783410138248848
random_open_loop,5,10,6,worn,0.7539267015706806
LLM_synthetic,5,10,6,healthy,0.7741935483870968
LLM_synthetic,5,10,6,worn,0.743455497382199
real_only,5,20,6,healthy,0.7246376811594203
real_only,5,20,6,worn,0.7164179104477612
noise_aug,5,20,6,healthy,0.714975845410628
noise_aug,5,20,6,worn,0.7064676616915423
rule,5,20,6,healthy,0.8018018018018018
rule,5,20,6,worn,0.7634408602150538
random_open_loop,5,20,6,healthy,0.7963800904977375
random_open_loop,5,20,6,worn,0.7593582887700535
LLM_synthetic,5,20,6,healthy,0.7981651376146789
LLM_synthetic,5,20,6,worn,0.7684210526315789
real_only,5,40,6,healthy,0.7246376811594203
real_only,5,40,6,worn,0.7164179104477612
noise_aug,5,40,6,healthy,0.72
noise_aug,5,40,6,worn,0.7307692307692307
rule,5,40,6,healthy,0.8071748878923767
rule,5,40,6,worn,0.7675675675675676
random_open_loop,5,40,6,healthy,0.8108108108108109
random_open_loop,5,40,6,worn,0.7741935483870968
LLM_synthetic,5,40,6,healthy,0.7889908256880734
LLM_synthetic,5,40,6,worn,0.7578947368421053
real_only,5,10,7,healthy,0.6666666666666666
real_only,5,10,7,worn,0.4266666666666667
noise_aug,5,10,7,healthy,0.6744186046511628
noise_aug,5,10,7,worn,0.44
rule,5,10,7,healthy,0.7007874015748031
rule,5,10,7,worn,0.5064935064935064
random_open_loop,5,10,7,healthy,0.726530612244898
random_open_loop,5,10,7,worn,0.588957055214724
LLM_synthetic,5,10,7,healthy,0.6852589641434262
LLM_synthetic,5,10,7,worn,0.4968152866242038
real_only,5,20,7,healthy,0.6666666666666666
real_only,5,20,7,worn,0.4266666666666667
noise_aug,5,20,7,healthy,0.6744186046511628
noise_aug,5,20,7,worn,0.44
rule,5,20,7,healthy,0.7136929460580913
rule,5,20,7,worn,0.5868263473053892
random_open_loop,5,20,7,healthy,0.7242798353909465
random_open_loop,5,20,7,worn,0.593939393939394
LLM_synthetic,5,20,7,healthy,0.7044534412955465
LLM_synthetic,5,20,7,worn,0.546583850931677
real_only,5,40,7,healthy,0.6666666666666666
real_only,5,40,7,worn,0.4266666666666667
noise_aug,5,40,7,healthy,0.6746031746031746
noise_aug,5,40,7,worn,0.47435897435897434
rule,5,40,7,healthy,0.7302904564315352
rule,5,40,7,worn,0.6107784431137725
random_open_loop,5,40,7,healthy,0.71900826446281
random_open_loop,5,40,7,worn,0.5903614457831325
LLM_synthetic,5,40,7,healthy,0.71900826446281
LLM_synthetic,5,40,7,worn,0.5903614457831325
real_only,5,10,8,healthy,0.7377777777777778
real_only,5,10,8,worn,0.6775956284153005
noise_aug,5,10,8,healthy,0.7377777777777778
noise_aug,5,10,8,worn,0.6775956284153005
rule,5,10,8,healthy,0.7577092511013216
rule,5,10,8,worn,0.6961325966850829
random_open_loop,5,10,8,healthy,0.75
random_open_loop,5,10,8,worn,0.6956521739130435
LLM_synthetic,5,10,8,healthy,0.7368421052631579
LLM_synthetic,5,10,8,worn,0.6666666666666666
real_only,5,20,8,healthy,0.7377777777777778
real_only,5,20,8,worn,0.6775956284153005
noise_aug,5,20,8,healthy,0.7377777777777778
noise_aug,5,20,8,worn,0.6775956284153005
rule,5,20,8,healthy,0.7433628318584071
rule,5,20,8,worn,0.6813186813186813
random_open_loop,5,20,8,healthy,0.7410714285714286
random_open_loop,5,20,8,worn,0.6847826086956522
LLM_synthetic,5,20,8,healthy,0.7336244541484717
LLM_synthetic,5,20,8,worn,0.659217877094972
real_only,5,40,8,healthy,0.7377777777777778
real_only,5,40,8,worn,0.6775956284153005
noise_aug,5,40,8,healthy,0.7256637168141593
noise_aug,5,40,8,worn,0.6593406593406593
rule,5,40,8,healthy,0.7522123893805309
rule,5,40,8,worn,0.6923076923076923
random_open_loop,5,40,8,healthy,0.7345132743362832
random_open_loop,5,40,8,worn,0.6703296703296703
LLM_synthetic,5,40,8,healthy,0.7336244541484717
LLM_synthetic,5,40,8,worn,0.659217877094972
real_only,5,10,9,healthy,0.7918781725888325
real_only,5,10,9,worn,0.8056872037914692
noise_aug,5,10,9,healthy,0.7817258883248731
noise_aug,5,10,9,worn,0.7962085308056872
rule,5,10,9,healthy,0.79
rule,5,10,9,worn,0.7980769230769231
random_open_loop,5,10,9,healthy,0.8080808080808081
random_open_loop,5,10,9,worn,0.819047619047619
LLM_synthetic,5,10,9,healthy,0.78
LLM_synthetic,5,10,9,worn,0.7884615384615384
real_only,5,20,9,healthy,0.7918781725888325
real_only,5,20,9,worn,0.8056872037914692
noise_aug,5,20,9,healthy,0.7738693467336684
noise_aug,5,20,9,worn,0.784688995215311
rule,5,20,9,healthy,0.7941176470588235
rule,5,20,9,worn,0.7941176470588235
random_open_loop,5,20,9,healthy,0.8181818181818182
random_open_loop,5,20,9,worn,0.8285714285714286
LLM_synthetic,5,20,9,healthy,0.803921568627451
LLM_synthetic,5,20,9,worn,0.803921568627451
real_only,5,40,9,healthy,0.7918781725888325
real_only,5,40,9,worn,0.8056872037914692
noise_aug,5,40,9,healthy,0.774869109947644
noise_aug,5,40,9,worn,0.8018433179723502
rule,5,40,9,healthy,0.8155339805825242
rule,5,40,9,worn,0.8118811881188119
random_open_loop,5,40,9,healthy,0.8059701492537313
random_open_loop,5,40,9,worn,0.8115942028985508
LLM_synthetic,5,40,9,healthy,0.8118811881188119
LLM_synthetic,5,40,9,worn,0.8155339805825242
real_only,5,10,10,healthy,0.6854460093896714
real_only,5,10,10,worn,0.6564102564102564
noise_aug,5,10,10,healthy,0.6731707317073171
noise_aug,5,10,10,worn,0.6699507389162561
rule,5,10,10,healthy,0.7128712871287128
rule,5,10,10,worn,0.7184466019417476
random_open_loop,5,10,10,healthy,0.7428571428571429
random_open_loop,5,10,10,worn,0.7272727272727273
LLM_synthetic,5,10,10,healthy,0.7211538461538461
LLM_synthetic,5,10,10,worn,0.71
real_only,5,20,10,healthy,0.6854460093896714
real_only,5,20,10,worn,0.6564102564102564
noise_aug,5,20,10,healthy,0.6796116504854369
noise_aug,5,20,10,worn,0.6732673267326733
rule,5,20,10,healthy,0.7323943661971831
rule,5,20,10,worn,0.7076923076923077
random_open_loop,5,20,10,healthy,0.7439613526570048
random_open_loop,5,20,10,worn,0.736318407960199
LLM_synthetic,5,20,10,healthy,0.7298578199052133
LLM_synthetic,5,20,10,worn,0.7106598984771574
real_only,5,40,10,healthy,0.6854460093896714
real_only,5,40,10,worn,0.6564102564102564
noise_aug,5,40,10,healthy,0.6763285024154589
noise_aug,5,40,10,worn,0.6666666666666666
rule,5,40,10,healthy,0.7358490566037735
rule,5,40,10,worn,0.7142857142857143
random_open_loop,5,40,10,healthy,0.7572815533980582
random_open_loop,5,40,10,worn,0.7524752475247525
LLM_synthetic,5,40,10,healthy,0.7488151658767772
LLM_synthetic,5,40,10,worn,0.7309644670050761
real_only,5,10,11,healthy,0.7430830039525692
real_only,5,10,11,worn,0.5806451612903226
noise_aug,5,10,11,healthy,0.744
noise_aug,5,10,11,worn,0.5949367088607594
rule,5,10,11,healthy,0.758893280632411
rule,5,10,11,worn,0.6064516129032258
random_open_loop,5,10,11,healthy,0.7611336032388664
random_open_loop,5,10,11,worn,0.6335403726708074
LLM_synthetic,5,10,11,healthy,0.752
LLM_synthetic,5,10,11,worn,0.6075949367088608
real_only,5,20,11,healthy,0.7430830039525692
real_only,5,20,11,worn,0.5806451612903226
noise_aug,5,20,11,healthy,0.7430830039525692
noise_aug,5,20,11,worn,0.5806451612903226
rule,5,20,11,healthy,0.749003984063745
rule,5,20,11,worn,0.5987261146496815
random_open_loop,5,20,11,healthy,0.7741935483870968
random_open_loop,5,20,11,worn,0.65
LLM_synthetic,5,20,11,healthy,0.7509881422924901
LLM_synthetic,5,20,11,worn,0.5935483870967742
real_only,5,40,11,healthy,0.7430830039525692
real_only,5,40,11,worn,0.5806451612903226
noise_aug,5,40,11,healthy,0.7309236947791165
noise_aug,5,40,11,worn,0.5786163522012578
rule,5,40,11,healthy,0.753968253968254
rule,5,40,11,worn,0.6025641025641025
random_open_loop,5,40,11,healthy,0.7710843373493976
random_open_loop,5,40,11,worn,0.6415094339622641
LLM_synthetic,5,40,11,healthy,0.752
LLM_synthetic,5,40,11,worn,0.6075949367088608
real_only,5,10,12,healthy,0.7787610619469026
real_only,5,10,12,worn,0.7252747252747253
noise_aug,5,10,12,healthy,0.7610619469026548
noise_aug,5,10,12,worn,0.7032967032967034
rule,5,10,12,healthy,0.7964601769911505
rule,5,10,12,worn,0.7472527472527473
random_open_loop,5,10,12,healthy,0.782608695652174
random_open_loop,5,10,12,worn,0.7191011235955056
LLM_synthetic,5,10,12,healthy,0.7807017543859649
LLM_synthetic,5,10,12,worn,0.7222222222222222
real_only,5,20,12,healthy,0.7787610619469026
real_only,5,20,12,worn,0.7252747252747253
noise_aug,5,20,12,healthy,0.7657657657657657
noise_aug,5,20,12,worn,0.7204301075268817
rule,5,20,12,healthy,0.7946428571428571
rule,5,20,12,worn,0.75
random_open_loop,5,20,12,healthy,0.7894736842105263
random_open_loop,5,20,12,worn,0.7333333333333333
LLM_synthetic,5,20,12,healthy,0.7705627705627706
LLM_synthetic,5,20,12,worn,0.7005649717514124
real_only,5,40,12,healthy,0.7787610619469026
real_only,5,40,12,worn,0.7252747252747253
noise_aug,5,40,12,healthy,0.7719298245614035
noise_aug,5,40,12,worn,0.7111111111111111
rule,5,40,12,healthy,0.7911111111111111
rule,5,40,12,worn,0.7431693989071039
random_open_loop,5,40,12,healthy,0.7929515418502202
random_open_loop,5,40,12,worn,0.7403314917127072
LLM_synthetic,5,40,12,healthy,0.7685589519650655
LLM_synthetic,5,40,12,worn,0.7039106145251397
real_only,5,10,13,healthy,0.7255813953488373
real_only,5,10,13,worn,0.694300518134715
noise_aug,5,10,13,healthy,0.7289719626168224
noise_aug,5,10,13,worn,0.7010309278350515
rule,5,10,13,healthy,0.7174887892376681
rule,5,10,13,worn,0.6594594594594595
random_open_loop,5,10,13,healthy,0.7441860465116279
random_open_loop,5,10,13,worn,0.7150259067357513
LLM_synthetic,5,10,13,healthy,0.7155963302752294
LLM_synthetic,5,10,13,worn,0.6736842105263158
real_only,5,20,13,healthy,0.7255813953488373
real_only,5,20,13,worn,0.694300518134715
noise_aug,5,20,13,healthy,0.7255813953488373
noise_aug,5,20,13,worn,0.694300518134715
rule,5,20,13,healthy,0.7323943661971831
rule,5,20,13,worn,0.7076923076923077
random_open_loop,5,20,13,healthy,0.7358490566037735
random_open_loop,5,20,13,worn,0.7142857142857143
LLM_synthetic,5,20,13,healthy,0.7155963302752294
LLM_synthetic,5,20,13,worn,0.6736842105263158
real_only,5,40,13,healthy,0.7255813953488373
real_only,5,40,13,worn,0.694300518134715
noise_aug,5,40,13,healthy,0.7403846153846154
noise_aug,5,40,13,worn,0.73
rule,5,40,13,healthy,0.75
rule,5,40,13,worn,0.71875
random_open_loop,5,40,13,healthy,0.7570093457943925
random_open_loop,5,40,13,worn,0.7319587628865979
LLM_synthetic,5,40,13,healthy,0.7222222222222222
LLM_synthetic,5,40,13,worn,0.6875
real_only,5,10,14,healthy,0.6929133858267716
real_only,5,10,14,worn,0.4935064935064935
noise_aug,5,10,14,healthy,0.701195219123506
noise_aug,5,10,14,worn,0.5222929936305732
rule,5,10,14,healthy,0.7181467181467182
rule,5,10,14,worn,0.5100671140939598
random_open_loop,5,10,14,healthy,0.7286821705426356
random_open_loop,5,10,14,worn,0.5333333333333333
LLM_synthetic,5,10,14,healthy,0.6929133858267716
LLM_synthetic,5,10,14,worn,0.4935064935064935
real_only,5,20,14,healthy,0.6929133858267716
real_only,5,20,14,worn,0.4935064935064935
noise_aug,5,20,14,healthy,0.6984126984126984
noise_aug,5,20,14,worn,0.5128205128205128
rule,5,20,14,healthy,0.7027027027027027
rule,5,20,14,worn,0.48322147651006714
random_open_loop,5,20,14,healthy,0.7265625
random_open_loop,5,20,14,worn,0.5394736842105263
LLM_synthetic,5,20,14,healthy,0.7058823529411765
LLM_synthetic,5,20,14,worn,0.5098039215686274
real_only,5,40,14,healthy,0.6929133858267716
real_only,5,40,14,worn,0.4935064935064935
noise_aug,5,40,14,healthy,0.6771653543307087
noise_aug,5,40,14,worn,0.4675324675324675
rule,5,40,14,healthy,0.7209302325581395
rule,5,40,14,worn,0.52
random_open_loop,5,40,14,healthy,0.7309236947791165
random_open_loop,5,40,14,worn,0.5786163522012578
LLM_synthetic,5,40,14,healthy,0.7237354085603113
LLM_synthetic,5,40,14,worn,0.5298013245033113
real_only,5,10,15,healthy,0.7639484978540773
real_only,5,10,15,worn,0.6857142857142857
noise_aug,5,10,15,healthy,0.7699115044247787
noise_aug,5,10,15,worn,0.7142857142857143
rule,5,10,15,healthy,0.7606837606837606
rule,5,10,15,worn,0.6781609195402298
random_open_loop,5,10,15,healthy,0.7665198237885462
random_open_loop,5,10,15,worn,0.7071823204419889
LLM_synthetic,5,10,15,healthy,0.7542372881355932
LLM_synthetic,5,10,15,worn,0.6627906976744186
real_only,5,20,15,healthy,0.7639484978540773
real_only,5,20,15,worn,0.6857142857142857
noise_aug,5,20,15,healthy,0.7510917030567685
noise_aug,5,20,15,worn,0.6815642458100558
rule,5,20,15,healthy,0.7586206896551724
rule,5,20,15,worn,0.6818181818181818
random_open_loop,5,20,15,healthy,0.759493670886076
random_open_loop,5,20,15,worn,0.6666666666666666
LLM_synthetic,5,20,15,healthy,0.7478991596638656
LLM_synthetic,5,20,15,worn,0.6470588235294118
real_only,5,40,15,healthy,0.7639484978540773
real_only,5,40,15,worn,0.6857142857142857
noise_aug,5,40,15,healthy,0.7577092511013216
noise_aug,5,40,15,worn,0.6961325966850829
rule,5,40,15,healthy,0.75
rule,5,40,15,worn,0.6428571428571429
random_open_loop,5,40,15,healthy,0.7777777777777778
random_open_loop,5,40,15,worn,0.7011494252873564
LLM_synthetic,5,40,15,healthy,0.7478991596638656
LLM_synthetic,5,40,15,worn,0.6470588235294118
real_only,5,10,16,healthy,0.7560975609756098
real_only,5,10,16,worn,0.6296296296296297
noise_aug,5,10,16,healthy,0.7591836734693878
noise_aug,5,10,16,worn,0.6380368098159509
rule,5,10,16,healthy,0.768595041322314
rule,5,10,16,worn,0.6626506024096386
random_open_loop,5,10,16,healthy,0.7591836734693878
random_open_loop,5,10,16,worn,0.6380368098159509
LLM_synthetic,5,10,16,healthy,0.7654320987654321
LLM_synthetic,5,10,16,worn,0.6545454545454545
real_only,5,20,16,healthy,0.7560975609756098
real_only,5,20,16,worn,0.6296296296296297
noise_aug,5,20,16,healthy,0.7622950819672131
noise_aug,5,20,16,worn,0.6463414634146342
rule,5,20,16,healthy,0.7704918032786885
rule,5,20,16,worn,0.6585365853658537
random_open_loop,5,20,16,healthy,0.7736625514403292
random_open_loop,5,20,16,worn,0.6666666666666666
LLM_synthetic,5,20,16,healthy,0.768595041322314
LLM_synthetic,5,20,16,worn,0.6626506024096386
real_only,5,40,16,healthy,0.7560975609756098
real_only,5,40,16,worn,0.6296296296296297
noise_aug,5,40,16,healthy,0.7560975609756098
noise_aug,5,40,16,worn,0.6296296296296297
rule,5,40,16,healthy,0.7736625514403292
rule,5,40,16,worn,0.6666666666666666
random_open_loop,5,40,16,healthy,0.7768595041322314
random_open_loop,5,40,16,worn,0.6746987951807228
LLM_synthetic,5,40,16,healthy,0.768595041322314
LLM_synthetic,5,40,16,worn,0.6626506024096386
real_only,5,10,17,healthy,0.6778242677824268
real_only,5,10,17,worn,0.5443786982248521
noise_aug,5,10,17,healthy,0.6778242677824268
noise_aug,5,10,17,worn,0.5443786982248521
rule,5,10,17,healthy,0.6893617021276596
rule,5,10,17,worn,0.5780346820809249
random_open_loop,5,10,17,healthy,0.6751054852320675
random_open_loop,5,10,17,worn,0.5497076023391813
LLM_synthetic,5,10,17,healthy,0.6864406779661016
LLM_synthetic,5,10,17,worn,0.5697674418604651
real_only,5,20,17,healthy,0.6778242677824268
real_only,5,20,17,worn,0.5443786982248521
noise_aug,5,20,17,healthy,0.675
noise_aug,5,20,17,worn,0.5357142857142857
rule,5,20,17,healthy,0.7136563876651982
rule,5,20,17,worn,0.6408839779005525
random_open_loop,5,20,17,healthy,0.703862660944206
random_open_loop,5,20,17,worn,0.6057142857142858
LLM_synthetic,5,20,17,healthy,0.6952789699570815
LLM_synthetic,5,20,17,worn,0.5942857142857143
real_only,5,40,17,healthy,0.6778242677824268
real_only,5,40,17,worn,0.5443786982248521
noise_aug,5,40,17,healthy,0.680672268907563
noise_aug,5,40,17,worn,0.5529411764705883
rule,5,40,17,healthy,0.72
rule,5,40,17,worn,0.6557377049180327
random_open_loop,5,40,17,healthy,0.7012987012987013
random_open_loop,5,40,17,worn,0.6101694915254238
LLM_synthetic,5,40,17,healthy,0.7136563876651982
LLM_synthetic,5,40,17,worn,0.6408839779005525
real_only,5,10,18,healthy,0.7357512953367875
real_only,5,10,18,worn,0.7627906976744186
noise_aug,5,10,18,healthy,0.7589743589743589
noise_aug,5,10,18,worn,0.7793427230046949
rule,5,10,18,healthy,0.7551020408163265
rule,5,10,18,worn,0.7735849056603774
random_open_loop,5,10,18,healthy,0.7878787878787878
random_open_loop,5,10,18,worn,0.8
LLM_synthetic,5,10,18,healthy,0.751269035532995
LLM_synthetic,5,10,18,worn,0.7677725118483413
real_only,5,20,18,healthy,0.7357512953367875
real_only,5,20,18,worn,0.7627906976744186
noise_aug,5,20,18,healthy,0.7692307692307693
noise_aug,5,20,18,worn,0.7887323943661971
rule,5,20,18,healthy,0.7755102040816326
rule,5,20,18,worn,0.7924528301886793
random_open_loop,5,20,18,healthy,0.7708333333333334
random_open_loop,5,20,18,worn,0.7962962962962963
LLM_synthetic,5,20,18,healthy,0.7551020408163265
LLM_synthetic,5,20,18,worn,0.7735849056603774
real_only,5,40,18,healthy,0.7357512953367875
real_only,5,40,18,worn,0.7627906976744186
noise_aug,5,40,18,healthy,0.7653061224489796
noise_aug,5,40,18,worn,0.7830188679245284
rule,5,40,18,healthy,0.79
