method,class,feature,real_median,method_median,median_delta,robust_z_delta,relative_delta,hist_overlap
random_open_loop,worn,ch3_band5_frac,0.085251241,0.067467572,-0.01778367,-0.507636,-0.208603,0.389273
random_open_loop,worn,ch3_crest,1.1803263,1.1107667,-0.069559558,-1.300964,-0.058932,0.304498
random_open_loop,worn,ch3_kurtosis,3.8505793,2.8499162,-1.0006631,-0.696914,-0.259873,0.885813
random_open_loop,worn,ch3_rms,0.29155255,0.60465802,0.31310547,7.267049,1.073925,0.043253
random_open_loop,worn,ch3_skewness,0.6679819,0.017711234,-0.65027067,-1.113945,-0.973485,0.294118
random_open_loop,worn,ch3_tooth_rms_cv,0.035931304,0.032328372,-0.0036029312,-0.343077,-0.100273,0.286332
random_open_loop,worn,ch3_tpf_amp_ratio,0.033182067,0.033374443,0.0001923762,0.008468,0.005798,0.634602
random_open_loop,worn,ch4_band0_frac,0.082662115,0.10145521,0.018793092,0.306850,0.227348,0.432958
random_open_loop,worn,ch4_band1_frac,0.18353008,0.28616196,0.10263188,0.880529,0.559210,0.359516
random_open_loop,worn,ch4_band2_frac,0.19056329,0.23333601,0.042772725,0.433861,0.224454,0.503893
random_open_loop,worn,ch4_band3_frac,0.13366667,0.15226352,0.018596844,0.332926,0.139129,0.535640
random_open_loop,worn,ch4_band4_frac,0.23987085,0.16999349,-0.069877353,-0.551802,-0.291312,0.344723
random_open_loop,worn,ch4_band5_frac,0.043851473,0.058585074,0.014733601,0.784993,0.335989,0.368512
random_open_loop,worn,ch4_crest,1.4638833,1.2498211,-0.21406223,-1.661727,-0.146229,0.299567
random_open_loop,worn,ch4_kurtosis,3.1549548,2.8772133,-0.27774155,-0.561223,-0.088033,0.595156
random_open_loop,worn,ch4_rms,0.22213867,0.39697435,0.17483567,2.620316,0.787056,0.291090
random_open_loop,worn,ch4_skewness,0.45879358,0.021179683,-0.4376139,-1.861797,-0.953836,0.136678
random_open_loop,worn,ch4_tooth_rms_cv,0.092819776,0.070852346,-0.02196743,-0.831983,-0.236668,0.326125
random_open_loop,worn,ch4_tpf_amp_ratio,0.09969216,0.062457885,-0.037234275,-0.571485,-0.373493,0.387197
random_open_loop,worn,ch5_band0_frac,0.10096725,0.12348307,0.022515812,0.220983,0.223001,0.357180
random_open_loop,worn,ch5_band1_frac,0.15848011,0.25977367,0.10129356,0.910010,0.639156,0.368945
random_open_loop,worn,ch5_band2_frac,0.20902555,0.24928132,0.040255775,0.263456,0.192588,0.437370
