method,class,feature,real_median,method_median,median_delta,robust_z_delta,relative_delta,hist_overlap
noise_aug,worn,ch1_band1_frac,0.022030967,0.072310049,0.050279082,0.604541,2.282200,0.433564
noise_aug,worn,ch1_band2_frac,0.083980745,0.14544135,0.061460605,0.392727,0.731842,0.404325
noise_aug,worn,ch1_band3_frac,0.00017600102,0.10388954,0.10371354,386.477960,589.278044,0.149221
noise_aug,worn,ch1_band4_frac,6.3335488e-05,0.11445991,0.11439657,817.054699,1806.200182,0.060381
noise_aug,worn,ch1_band5_frac,4.343938e-05,0.096680629,0.09663719,1068.965462,2224.644713,0.050000
noise_aug,worn,ch1_crest,1.0387061,1.069029,0.030322892,0.719955,0.029193,0.718512
noise_aug,worn,ch1_kurtosis,2.371822,2.7063591,0.33453706,0.452144,0.141046,0.970588
noise_aug,worn,ch1_rms,6.5480722,6.2604999,-0.28757232,-0.085298,-0.043917,0.588322
noise_aug,worn,ch1_skewness,-0.031065346,-0.081712051,-0.050646705,-0.285011,-1.630328,0.662370
noise_aug,worn,ch1_tooth_rms_cv,0.017993949,0.020608078,0.0026141298,0.111488,0.145278,0.769464
noise_aug,worn,ch1_tpf_amp_ratio,0.00058047516,0.025764349,0.025183874,23.802321,43.384928,0.132093
noise_aug,worn,ch2_band0_frac,0.016298047,0.018173116,0.0018750689,0.098066,0.115049,0.710121
noise_aug,worn,ch2_band1_frac,0.16039355,0.19317994,0.03278639,0.200929,0.204412,0.647145
noise_aug,worn,ch2_band2_frac,0.29373118,0.24614164,-0.047589535,-0.232658,-0.162017,0.483131
noise_aug,worn,ch2_band3_frac,0.10298489,0.081513958,-0.021470928,-0.303510,-0.208486,0.602682
noise_aug,worn,ch2_band4_frac,0.23902639,0.30436623,0.065339836,0.266550,0.273358,0.591782
noise_aug,worn,ch2_band5_frac,0.013238743,0.012888913,-0.00034982991,-0.047212,-0.026425,0.919464
noise_aug,worn,ch2_crest,1.374628,1.3735758,-0.0010521689,-0.004900,-0.000765,0.758045
noise_aug,worn,ch2_kurtosis,2.6675527,2.7668739,0.099321254,0.223541,0.037233,0.871107
noise_aug,worn,ch2_rms,0.82795875,0.96798857,0.14002982,0.383438,0.169127,0.586592
noise_aug,worn,ch2_skewness,0.018945702,0.035009971,0.016064269,0.037993,0.847911,0.607526
noise_aug,worn,ch2_tooth_rms_cv,0.11990188,0.0998503,-0.020051581,-0.282856,-0.167233,0.741349
noise_aug,worn,ch2_tpf_amp_ratio,0.10006333,0.075647497,-0.024415829,-0.302201,-0.244004,0.567561
noise_aug,worn,ch3_band0_frac,0.33678739,0.24247734,-0.094310059,-0.421289,-0.280028,0.540657
noise_aug,worn,ch3_band1_frac,0.14046564,0.16823354,0.027767901,0.460438,0.197685,0.630017
noise_aug,worn,ch3_band2_frac,0.1506968,0.14677509,-0.0039217049,-0.048791,-0.026024,0.666003
noise_aug,worn,ch3_band3_frac,0.10901849,0.10538336,-0.0036351314,-0.090671,-0.033344,0.575260
noise_aug,worn,ch3_band4_frac,0.093754223,0.099812901,0.0060586783,0.087400,0.064623,0.612889
noise_aug,worn,ch3_band5_frac,0.085251241,0.082573028,-0.0026782135,-0.076450,-0.031416,0.507526
noise_aug,worn,ch3_crest,1.1803263,1.1818207,0.0014944414,0.027950,0.001266,0.841090
noise_aug,worn,ch3_kurtosis,3.8505793,3.4907082,-0.35987116,-0.250633,-0.093459,0.908304
noise_aug,worn,ch3_rms,0.29155255,0.30404745,0.012494896,0.290001,0.042856,0.530623
noise_aug,worn,ch3_skewness,0.6679819,0.42241731,-0.2455646,-0.420664,-0.367622,0.686419
noise_aug,worn,ch3_tooth_rms_cv,0.035931304,0.034536019,-0.0013952848,-0.132861,-0.038832,0.863322
noise_aug,worn,ch3_tpf_amp_ratio,0.033182067,0.028491125,-0.0046909423,-0.206487,-0.141370,0.718080
noise_aug,worn,ch4_band0_frac,0.082662115,0.086092487,0.0034303727,0.056010,0.041499,0.739879
noise_aug,worn,ch4_band1_frac,0.18353008,0.1632825,-0.020247576,-0.173714,-0.110323,0.573097
noise_aug,worn,ch4_band2_frac,0.19056329,0.17275225,-0.017811038,-0.180665,-0.093465,0.559083
noise_aug,worn,ch4_band3_frac,0.13366667,0.12950124,-0.0041654376,-0.074571,-0.031163,0.638668
noise_aug,worn,ch4_band4_frac,0.23987085,0.28646984,0.046598995,0.367979,0.194267,0.592734
noise_aug,worn,ch4_band5_frac,0.043851473,0.045331149,0.001479676,0.078836,0.033743,0.665398
noise_aug,worn,ch4_crest,1.4638833,1.4435827,-0.020300587,-0.157590,-0.013868,0.686765
noise_aug,worn,ch4_kurtosis,3.1549548,3.0073647,-0.14759014,-0.298230,-0.046780,0.854671
noise_aug,worn,ch4_rms,0.22213867,0.217637,-0.0045016694,-0.067468,-0.020265,0.646021
noise_aug,worn,ch4_skewness,0.45879358,0.38488905,-0.073904535,-0.314422,-0.161084,0.824048
noise_aug,worn,ch4_tooth_rms_cv,0.092819776,0.085213588,-0.007606188,-0.288073,-0.081946,0.666176
noise_aug,worn,ch4_tpf_amp_ratio,0.09969216,0.10228498,0.0025928208,0.039796,0.026008,0.638062
noise_aug,worn,ch5_band0_frac,0.10096725,0.11688813,0.01592088,0.156256,0.157684,0.624827
noise_aug,worn,ch5_band1_frac,0.15848011,0.11724832,-0.041231791,-0.370422,-0.260170,0.545588
noise_aug,worn,ch5_band2_frac,0.20902555,0.25224887,0.043223316,0.282877,0.206785,0.506574
noise_aug,worn,ch5_band3_frac,0.12866466,0.10523282,-0.023431837,-0.436583,-0.182116,0.673097
noise_aug,worn,ch5_band4_frac,0.19493272,0.32582783,0.13089511,0.902048,0.671489,0.582180
noise_aug,worn,ch5_band5_frac,0.038745999,0.042627225,0.0038812256,0.154567,0.100171,0.785727
noise_aug,worn,ch5_crest,1.4391154,1.3854057,-0.053709729,-0.354828,-0.037321,0.687889
noise_aug,worn,ch5_kurtosis,3.0646275,3.0284372,-0.036190345,-0.075897,-0.011809,0.826298
noise_aug,worn,ch5_rms,0.27141423,0.23912403,-0.032290197,-0.399825,-0.118970,0.612716
noise_aug,worn,ch5_skewness,0.46580583,0.42808945,-0.037716388,-0.153022,-0.080970,0.770415
noise_aug,worn,ch5_tooth_rms_cv,0.096988144,0.083636386,-0.013351758,-0.409201,-0.137664,0.770329
noise_aug,worn,ch5_tpf_amp_ratio,0.083804966,0.090031769,0.0062268025,0.112012,0.074301,0.623875
noise_aug,worn,energy_frac_ch0,0.060060728,0.060576473,0.0005157449,0.064395,0.008587,0.557353
noise_aug,worn,energy_frac_ch1,0.91149112,0.90785014,-0.0036409763,-0.162332,-0.003995,0.560208
noise_aug,worn,energy_frac_ch2,0.01203369,0.015730013,0.0036963225,0.332481,0.307165,0.671799
noise_aug,worn,energy_frac_ch3,0.0018328183,0.0020062922,0.00017347392,0.124761,0.094649,0.800087
noise_aug,worn,energy_frac_ch4,0.0010050075,0.00096111288,-4.3894579e-05,-0.118087,-0.043676,0.736246
noise_aug,worn,energy_frac_ch5,0.0016637536,0.0016378927,-2.586087e-05,-0.024768,-0.015544,0.646367
noise_aug,worn,high_band_frac,0.007603618,0.0080689208,0.00046530283,0.132375,0.061195,0.757612
noise_aug,worn,total_rms,2.7796699,2.6780118,-0.10165811,-0.072390,-0.036572,0.654844
noise_aug,severe,ch0_band0_frac,0.0038062973,0.0046917218,0.00088542451,0.459313,0.232621,0.587701
noise_aug,severe,ch0_band1_frac,0.98379391,0.98091709,-0.0028768208,-0.479150,-0.002924,0.549332
noise_aug,severe,ch0_band2_frac,0.0021466928,0.003383855,0.0012371621,0.731415,0.576311,0.615374
noise_aug,severe,ch0_band3_frac,0.0025995452,0.002717994,0.00011844882,0.162623,0.045565,0.665241
noise_aug,severe,ch0_band4_frac,0.0031918333,0.0035797992,0.00038796582,0.352209,0.121550,0.639439
noise_aug,severe,ch0_band5_frac,0.0027958557,0.0033192471,0.00052339148,0.486020,0.187203,0.598529
noise_aug,severe,ch0_crest,1.8477867,1.8463407,-0.0014459661,-0.009922,-0.000783,0.708155
noise_aug,severe,ch0_kurtosis,1.5824057,1.5856954,0.0032896925,0.081840,0.002079,0.854947
noise_aug,severe,ch0_rms,1.9865755,1.8235894,-0.16298612,-0.206527,-0.082044,0.598396
noise_aug,severe,ch0_skewness,-0.0095735139,-0.015398019,-0.005824505,-0.272227,-0.608398,0.755615
noise_aug,severe,ch0_tooth_rms_cv,0.38562701,0.38679134,0.0011643376,0.063975,0.003019,0.740374
noise_aug,severe,ch0_tpf_amp_ratio,0.0025885676,0.002935488,0.00034692043,0.333701,0.134020,0.725401
noise_aug,severe,ch1_band0_frac,0.44006322,0.26277621,-0.17728701,-0.291322,-0.402867,0.323663
noise_aug,severe,ch1_band1_frac,0.017547799,0.093779534,0.076231735,0.609478,4.344234,0.288770
noise_aug,severe,ch1_band2_frac,0.1531992,0.17027052,0.01707132,0.068873,0.111432,0.356551
noise_aug,severe,ch1_band3_frac,0.00017953859,0.099614611,0.099435072,327.087442,553.836775,0.002674
noise_aug,severe,ch1_band4_frac,7.6755411e-05,0.095157325,0.095080569,730.363732,1238.747427,0.000000
noise_aug,severe,ch1_band5_frac,4.7754056e-05,0.088142387,0.088094633,1208.230848,1844.757023,0.000000
noise_aug,severe,ch1_crest,1.0278484,1.0548505,0.027002104,0.595482,0.026271,0.571925
noise_aug,severe,ch1_kurtosis,2.4190613,2.8065494,0.38748809,0.629232,0.160181,0.989305
noise_aug,severe,ch1_rms,7.8392894,7.1837187,-0.6555707,-0.241097,-0.083626,0.564572
noise_aug,severe,ch1_skewness,0,0.0109292,0.0109292,0.066405,10929200379.842554,0.836364
noise_aug,severe,ch1_tooth_rms_cv,0.013223328,0.015282027,0.0020586995,0.097399,0.155687,0.749599
noise_aug,severe,ch1_tpf_amp_ratio,0.00070261043,0.026602027,0.025899417,17.044326,36.861703,0.000000
noise_aug,severe,ch2_band0_frac,0.017492668,0.015570906,-0.0019217623,-0.147890,-0.109861,0.836096
noise_aug,severe,ch2_band1_frac,0.11771534,0.10353318,-0.014182157,-0.090861,-0.120478,0.662701
noise_aug,severe,ch2_band2_frac,0.23737857,0.25314921,0.015770632,0.111315,0.066437,0.658155
noise_aug,severe,ch2_band3_frac,0.12718365,0.12228803,-0.004895615,-0.057337,-0.038492,0.563636
noise_aug,severe,ch2_band4_frac,0.25718348,0.25835403,0.0011705558,0.005324,0.004551,0.485160
noise_aug,severe,ch2_band5_frac,0.014675545,0.015560554,0.00088500913,0.098245,0.060305,0.833690
noise_aug,severe,ch2_crest,1.383765,1.3877017,0.0039366837,0.017786,0.002845,0.859626
noise_aug,severe,ch2_kurtosis,2.839591,2.9881242,0.14853321,0.312411,0.052308,0.803342
noise_aug,severe,ch2_rms,0.78906404,0.9055081,0.11644407,0.300639,0.147572,0.643850
noise_aug,severe,ch2_skewness,0.024741894,0.13645403,0.11171214,0.236860,4.515101,0.662834
noise_aug,severe,ch2_tooth_rms_cv,0.10083669,0.11077037,0.0099336816,0.201281,0.098513,0.828209
noise_aug,severe,ch2_tpf_amp_ratio,0.10805579,0.11751458,0.0094587942,0.101201,0.087536,0.607487
noise_aug,severe,ch3_band0_frac,0.4363322,0.43759525,0.0012630419,0.010931,0.002895,0.551203
noise_aug,severe,ch3_band1_frac,0.12724952,0.12043584,-0.0068136866,-0.148700,-0.053546,0.651070
noise_aug,severe,ch3_band2_frac,0.12502914,0.14857434,0.023545203,0.574700,0.188318,0.635027
noise_aug,severe,ch3_band3_frac,0.10894048,0.11062119,0.001680706,0.052040,0.015428,0.661898
noise_aug,severe,ch3_band4_frac,0.083367948,0.086922735,0.0035547869,0.120553,0.042640,0.823262
noise_aug,severe,ch3_band5_frac,0.093467763,0.086244037,-0.0072237253,-0.318694,-0.077286,0.653610
noise_aug,severe,ch3_crest,1.1802526,1.1713259,-0.0089267672,-0.113631,-0.007563,0.836096
noise_aug,severe,ch3_kurtosis,4.2637313,4.4594263,0.19569493,0.105481,0.045898,0.877005
noise_aug,severe,ch3_rms,0.27148575,0.27672798,0.0052422265,0.392447,0.019309,0.673663
noise_aug,severe,ch3_skewness,0.88736119,0.87284828,-0.01451291,-0.030744,-0.016355,0.717112
noise_aug,severe,ch3_tooth_rms_cv,0.034447526,0.034129896,-0.00031763005,-0.035636,-0.009221,0.863369
noise_aug,severe,ch3_tpf_amp_ratio,0.028322119,0.024473258,-0.0038488612,-0.227612,-0.135896,0.796257
noise_aug,severe,ch4_band0_frac,0.078179338,0.039774165,-0.038405173,-0.425296,-0.491245,0.683957
noise_aug,severe,ch4_band1_frac,0.17078561,0.14944319,-0.021342419,-0.199728,-0.124966,0.591176
noise_aug,severe,ch4_band2_frac,0.16905695,0.18326368,0.014206728,0.161920,0.084035,0.649198
noise_aug,severe,ch4_band3_frac,0.11869843,0.12127652,0.0025780878,0.047944,0.021720,0.600134
noise_aug,severe,ch4_band4_frac,0.31382745,0.31453416,0.00070670842,0.004847,0.002252,0.612701
noise_aug,severe,ch4_band5_frac,0.038831159,0.038473381,-0.00035777835,-0.021249,-0.009214,0.628743
noise_aug,severe,ch4_crest,1.4736626,1.4894302,0.01576762,0.106475,0.010700,0.849733
noise_aug,severe,ch4_kurtosis,3.0820956,2.9765007,-0.10559496,-0.200805,-0.034261,0.943850
noise_aug,severe,ch4_rms,0.22644584,0.20085108,-0.025594753,-0.342370,-0.113028,0.528743
noise_aug,severe,ch4_skewness,0.47984424,0.45486399,-0.024980251,-0.089766,-0.052059,0.767781
noise_aug,severe,ch4_tooth_rms_cv,0.090909472,0.089430353,-0.0014791192,-0.062442,-0.016270,0.766310
noise_aug,severe,ch4_tpf_amp_ratio,0.12756172,0.13177882,0.0042171037,0.051044,0.033059,0.554545
noise_aug,severe,ch5_band0_frac,0.10491998,0.052787241,-0.052132743,-0.345526,-0.496881,0.619519
noise_aug,severe,ch5_band1_frac,0.1260663,0.10692867,-0.019137631,-0.264283,-0.151806,0.746658
noise_aug,severe,ch5_band2_frac,0.16424447,0.18007833,0.015833864,0.158292,0.096404,0.598396
noise_aug,severe,ch5_band3_frac,0.11588483,0.13921359,0.023328763,0.488365,0.201310,0.582487
noise_aug,severe,ch5_band4_frac,0.30545003,0.33248078,0.027030756,0.170514,0.088495,0.598529
noise_aug,severe,ch5_band5_frac,0.040969138,0.046505308,0.0055361695,0.215422,0.135130,0.633422
