method,class,feature,real_median,method_median,median_delta,robust_z_delta,relative_delta,hist_overlap
llm,sharp,ch5_band0_frac,0.03111954,0.042905328,0.011785788,0.434937,0.378726,0.459804
llm,sharp,ch5_band1_frac,0.20696726,0.25753326,0.050566001,0.276826,0.244319,0.170588
llm,sharp,ch5_band2_frac,0.3932928,0.37371888,-0.019573919,-0.128504,-0.049769,0.180392
llm,sharp,ch5_band3_frac,0.13135991,0.13406845,0.0027085436,0.057449,0.020619,0.300980
llm,sharp,ch5_band4_frac,0.079568349,0.10691743,0.027349081,0.612472,0.343718,0.390196
llm,sharp,ch5_band5_frac,0.050727751,0.091113762,0.040386011,0.799171,0.796133,0.297059
llm,sharp,ch5_crest,1.4357989,1.4616028,0.025803926,0.157866,0.017972,0.158824
llm,sharp,ch5_kurtosis,2.9488381,3.5207862,0.57194811,1.215237,0.193957,0.340196
llm,sharp,ch5_rms,0.19132361,0.19086853,-0.00045507936,-0.012420,-0.002379,0.078431
llm,sharp,ch5_skewness,0.38125467,0.43084003,0.04958535,0.170706,0.130058,0.152941
llm,sharp,ch5_tooth_rms_cv,0.10203803,0.10109691,-0.00094111648,-0.018649,-0.009223,0.186275
llm,sharp,ch5_tpf_amp_ratio,0.055496024,0.060054524,0.0045584997,0.150418,0.082141,0.424510
llm,sharp,energy_frac_ch0,0.058475151,0.058399545,-7.5606141e-05,-0.042492,-0.001293,0.143137
llm,sharp,energy_frac_ch1,0.8836246,0.89141767,0.0077930745,0.229718,0.008819,0.031373
llm,sharp,energy_frac_ch2,0.04113655,0.042869527,0.0017329769,0.050634,0.042127,0.037255
llm,sharp,energy_frac_ch3,0.0048482995,0.0044417237,-0.00040657576,-0.150220,-0.083859,0.143137
llm,sharp,energy_frac_ch4,0.0010649405,0.0010963882,3.1447747e-05,0.070829,0.029530,0.180392
llm,sharp,energy_frac_ch5,0.0018104221,0.001775146,-3.5276169e-05,-0.031241,-0.019485,0.086275
llm,sharp,high_band_frac,0.011751773,0.011508333,-0.00024344004,-0.043118,-0.020715,0.423529
llm,sharp,total_rms,1.8646022,1.8494461,-0.015156094,-0.022023,-0.008128,0.062745
llm,worn,ch0_band0_frac,0.0046332941,0.0065125323,0.0018792383,0.663404,0.405594,0.428720
llm,worn,ch0_band1_frac,0.98208213,0.98070222,-0.0013799083,-0.224932,-0.001405,0.416782
llm,worn,ch0_band2_frac,0.002728005,0.0036162999,0.00088829489,0.584507,0.325621,0.637889
llm,worn,ch0_band3_frac,0.0026568001,0.0029206515,0.00026385132,0.221601,0.099312,0.430450
llm,worn,ch0_band4_frac,0.0030907785,0.0030111297,-7.9648809e-05,-0.061115,-0.025770,0.542734
llm,worn,ch0_band5_frac,0.0031478864,0.0035236077,0.00037572127,0.276348,0.119357,0.484256
llm,worn,ch0_crest,1.8972932,1.8877324,-0.009560743,-0.054699,-0.005039,0.392734
llm,worn,ch0_kurtosis,1.5981081,1.5925339,-0.0055741778,-0.111326,-0.003488,0.849481
llm,worn,ch0_rms,1.6641238,1.6684565,0.0043326742,0.005037,0.002604,0.053633
llm,worn,ch0_skewness,-0.011776697,-0.0040656094,0.0077110873,0.389052,0.654775,0.461765
llm,worn,ch0_tooth_rms_cv,0.39760559,0.39742591,-0.00017968435,-0.006184,-0.000452,0.480623
llm,worn,ch0_tpf_amp_ratio,0.0030529902,0.002973097,-7.989325e-05,-0.056516,-0.026169,0.561938
llm,worn,ch1_band0_frac,0.65669002,0.78278703,0.12609701,0.196152,0.192019,0.252595
