method,class,feature,real_median,method_median,median_delta,robust_z_delta,relative_delta,hist_overlap
rule,severe,energy_frac_ch1,0.91886032,0.9273983,0.0085379766,0.346874,0.009292,0.275401
rule,severe,energy_frac_ch2,0.0080881008,0.0089284449,0.0008403441,0.088843,0.103899,0.425134
rule,severe,energy_frac_ch3,0.0010628536,0.0011105848,4.7731173e-05,0.057434,0.044909,0.737968
rule,severe,energy_frac_ch4,0.00094984231,0.00075874248,-0.00019109983,-0.312496,-0.201191,0.251337
rule,severe,energy_frac_ch5,0.0012894378,0.0010117553,-0.00027768252,-0.238682,-0.215352,0.663102
rule,severe,high_band_frac,0.0076498361,0.0084267321,0.00077689604,0.254496,0.101557,0.574064
rule,severe,total_rms,3.3177083,3.3059429,-0.011765373,-0.010429,-0.003546,0.066845
random_open_loop,sharp,ch0_band0_frac,0.0094587127,0.010470979,0.0010122667,0.153303,0.107019,0.457843
random_open_loop,sharp,ch0_band1_frac,0.97426122,0.92676216,-0.047499065,-5.138621,-0.048754,0.056863
random_open_loop,sharp,ch0_band2_frac,0.0051635296,0.014483055,0.0093195256,1.699616,1.804875,0.147059
random_open_loop,sharp,ch0_band3_frac,0.0035149843,0.018974093,0.015459109,16.620538,4.398059,0.000000
random_open_loop,sharp,ch0_band4_frac,0.0034139219,0.017609826,0.014195904,12.478842,4.158239,0.000000
random_open_loop,sharp,ch0_band5_frac,0.0035732116,0.013562685,0.0099894738,9.255027,2.795657,0.005882
random_open_loop,sharp,ch0_crest,2.0371173,2.5689614,0.53184411,3.238619,0.261077,0.169608
random_open_loop,sharp,ch0_kurtosis,1.6314928,2.3520226,0.72052977,11.914854,0.441638,0.035294
random_open_loop,sharp,ch0_rms,1.094638,1.9299737,0.83533563,2.038480,0.763116,0.088235
random_open_loop,sharp,ch0_skewness,-0.015809661,-0.02308117,-0.0072715084,-0.378647,-0.459941,0.437255
random_open_loop,sharp,ch0_tooth_rms_cv,0.4208966,0.57777636,0.15687976,5.971351,0.372728,0.245098
random_open_loop,sharp,ch0_tpf_amp_ratio,0.0038090365,0.012055912,0.0082468753,5.829181,2.165082,0.054902
random_open_loop,sharp,ch1_band0_frac,0.79873941,0.65734281,-0.1413966,-0.653631,-0.177025,0.096078
random_open_loop,sharp,ch1_band1_frac,0.084574874,0.17143595,0.086861081,0.835840,1.027032,0.261765
random_open_loop,sharp,ch1_band2_frac,0.092882792,0.1312303,0.038347512,0.655255,0.412859,0.403922
random_open_loop,sharp,ch1_band3_frac,0.00022422419,0.018324372,0.018100148,102.556193,80.723440,0.931373
random_open_loop,sharp,ch1_band4_frac,0.00012508713,0.01557961,0.015454523,98.868325,123.550062,0.005882
random_open_loop,sharp,ch1_band5_frac,9.4011587e-05,0.012380957,0.012286946,99.572584,130.696078,0.000000
random_open_loop,sharp,ch1_crest,1.0581414,1.2503751,0.19223366,6.366487,0.181671,0.137255
random_open_loop,sharp,ch1_kurtosis,2.210076,2.678766,0.46869001,1.365928,0.212070,0.449020
random_open_loop,sharp,ch1_rms,4.2847664,3.3730308,-0.91173555,-0.545959,-0.212785,0.157843
random_open_loop,sharp,ch1_skewness,-0.021740965,-0.0035484678,0.018192497,0.106597,0.836784,0.833333
random_open_loop,sharp,ch1_tooth_rms_cv,0.02585174,0.088065659,0.062213919,5.485296,2.406566,0.239216
random_open_loop,sharp,ch1_tpf_amp_ratio,0.00088323457,0.010754071,0.0098708359,17.536234,11.175781,0.037255
random_open_loop,sharp,ch2_band0_frac,0.0093511957,0.01074467,0.001393474,0.106486,0.149016,0.770588
random_open_loop,sharp,ch2_band1_frac,0.20806202,0.4019012,0.19383919,0.826980,0.931641,0.290196
random_open_loop,sharp,ch2_band2_frac,0.20609336,0.2850458,0.078952441,0.275326,0.383091,0.296078
random_open_loop,sharp,ch2_band3_frac,0.17112238,0.15164741,-0.019474966,-0.189620,-0.113807,0.455882
random_open_loop,sharp,ch2_band4_frac,0.1214044,0.13541832,0.014013921,0.131665,0.115432,0.464706
random_open_loop,sharp,ch2_band5_frac,0.011331321,0.014669422,0.0033381007,0.407296,0.294591,0.607843
random_open_loop,sharp,ch2_crest,1.4802864,1.9165519,0.43626546,1.683008,0.294717,0.343137
random_open_loop,sharp,ch2_kurtosis,2.6754214,2.8132062,0.13778484,0.138762,0.051500,0.943137
random_open_loop,sharp,ch2_rms,0.94335809,0.59405331,-0.34930478,-1.013869,-0.370278,0.123529
random_open_loop,sharp,ch2_skewness,-0.19896918,-0.10113021,0.09783897,0.167229,0.491729,0.658824
random_open_loop,sharp,ch2_tooth_rms_cv,0.16432203,0.31490694,0.15058491,1.275764,0.916401,0.389216
random_open_loop,sharp,ch2_tpf_amp_ratio,0.099447236,0.090225595,-0.0092216411,-0.174493,-0.092729,0.441176
random_open_loop,sharp,ch3_band0_frac,0.28610928,0.37074606,0.084636779,0.413015,0.295820,0.309804
random_open_loop,sharp,ch3_band1_frac,0.16448148,0.16574229,0.0012608066,0.016113,0.007665,0.565686
random_open_loop,sharp,ch3_band2_frac,0.16178827,0.14617196,-0.015616302,-0.244952,-0.096523,0.498039
random_open_loop,sharp,ch3_band3_frac,0.13910493,0.13261832,-0.0064866079,-0.121906,-0.046631,0.385294
random_open_loop,sharp,ch3_band4_frac,0.088849227,0.089052058,0.00020283151,0.007388,0.002283,0.484314
random_open_loop,sharp,ch3_band5_frac,0.098445368,0.081899916,-0.016545452,-0.359194,-0.168067,0.513725
random_open_loop,sharp,ch3_crest,1.1776664,1.1286658,-0.049000572,-0.922552,-0.041608,0.785294
random_open_loop,sharp,ch3_kurtosis,3.8497455,2.8801302,-0.96961539,-1.095653,-0.251865,0.901961
random_open_loop,sharp,ch3_rms,0.30210757,0.31237143,0.01026386,0.535025,0.033974,0.198039
random_open_loop,sharp,ch3_skewness,0.66597055,-0.070396485,-0.73636704,-2.026534,-1.105705,0.153922
random_open_loop,sharp,ch3_tooth_rms_cv,0.035598482,0.034028148,-0.0015703332,-0.230363,-0.044112,0.369608
random_open_loop,sharp,ch3_tpf_amp_ratio,0.032344303,0.037381553,0.0050372503,0.388824,0.155738,0.665686
random_open_loop,sharp,ch4_band0_frac,0.043292554,0.044931456,0.0016389023,0.052927,0.037856,0.540196
random_open_loop,sharp,ch4_band1_frac,0.27473686,0.38584873,0.11111187,0.680245,0.404430,0.250980
random_open_loop,sharp,ch4_band2_frac,0.24504653,0.25012446,0.0050779271,0.040688,0.020722,0.570588
random_open_loop,sharp,ch4_band3_frac,0.14874611,0.14614658,-0.0025995323,-0.048755,-0.017476,0.524510
random_open_loop,sharp,ch4_band4_frac,0.096929198,0.11131788,0.014388686,0.224736,0.148445,0.544118
random_open_loop,sharp,ch4_band5_frac,0.067408092,0.046665178,-0.020742914,-0.440031,-0.307721,0.441176
random_open_loop,sharp,ch4_crest,1.4050384,1.3752613,-0.029777127,-0.163264,-0.021193,0.504902
random_open_loop,sharp,ch4_kurtosis,3.2329399,2.901583,-0.33135685,-0.530501,-0.102494,0.843137
random_open_loop,sharp,ch4_rms,0.15004914,0.37256135,0.22251221,5.977531,1.482929,0.065686
random_open_loop,sharp,ch4_skewness,0.44215962,-0.0049396264,-0.44709925,-1.316445,-1.011172,0.209804
random_open_loop,sharp,ch4_tooth_rms_cv,0.084090059,0.097997272,0.013907213,0.341870,0.165385,0.197059
random_open_loop,sharp,ch4_tpf_amp_ratio,0.060780213,0.063990043,0.00320983,0.080234,0.052810,0.406863
random_open_loop,sharp,ch5_band0_frac,0.03111954,0.041341352,0.010221811,0.377221,0.328469,0.508824
random_open_loop,sharp,ch5_band1_frac,0.20696726,0.39022826,0.183261,1.003273,0.885459,0.307843
random_open_loop,sharp,ch5_band2_frac,0.3932928,0.31045685,-0.082835956,-0.543823,-0.210622,0.322549
random_open_loop,sharp,ch5_band3_frac,0.13135991,0.13669953,0.0053396162,0.113256,0.040649,0.569608
random_open_loop,sharp,ch5_band4_frac,0.079568349,0.079889618,0.00032126978,0.007195,0.004038,0.557843
random_open_loop,sharp,ch5_band5_frac,0.050727751,0.039756536,-0.010971214,-0.217102,-0.216276,0.468627
random_open_loop,sharp,ch5_crest,1.4357989,1.1530261,-0.28277282,-1.729980,-0.196945,0.260784
random_open_loop,sharp,ch5_kurtosis,2.9488381,2.7221332,-0.22670486,-0.481687,-0.076879,0.615686
random_open_loop,sharp,ch5_rms,0.19132361,0.51711318,0.32578957,8.891233,1.702819,0.209804
random_open_loop,sharp,ch5_skewness,0.38125467,-0.10870318,-0.48995786,-1.686762,-1.285120,0.290196
random_open_loop,sharp,ch5_tooth_rms_cv,0.10203803,0.045913609,-0.056124417,-1.112138,-0.550034,0.237255
random_open_loop,sharp,ch5_tpf_amp_ratio,0.055496024,0.047480609,-0.0080154155,-0.264486,-0.144432,0.492157
random_open_loop,sharp,energy_frac_ch0,0.058475151,0.27289843,0.21442328,120.508520,3.666913,0.150000
random_open_loop,sharp,energy_frac_ch1,0.8836246,0.57409894,-0.30952565,-9.123955,-0.350291,0.191176
random_open_loop,sharp,energy_frac_ch2,0.04113655,0.054386624,0.013250074,0.387136,0.322100,0.331373
random_open_loop,sharp,energy_frac_ch3,0.0048482995,0.013308516,0.0084602169,3.125844,1.744986,0.235294
random_open_loop,sharp,energy_frac_ch4,0.0010649405,0.0083936045,0.007328664,16.506112,6.881759,0.374510
random_open_loop,sharp,energy_frac_ch5,0.0018104221,0.021153301,0.019342879,17.130411,10.684182,0.201961
random_open_loop,sharp,high_band_frac,0.011751773,0.035936039,0.024184265,4.283498,2.057925,0.135294
random_open_loop,sharp,total_rms,1.8646022,1.6959985,-0.16860371,-0.245000,-0.090423,0.152941
random_open_loop,worn,ch0_band0_frac,0.0046332941,0.0067699547,0.0021366607,0.754279,0.461154,0.506055
random_open_loop,worn,ch0_band1_frac,0.98208213,0.93278182,-0.049300311,-8.036187,-0.050200,0.001730
random_open_loop,worn,ch0_band2_frac,0.002728005,0.012224794,0.0094967887,6.248979,3.481221,0.029412
