class,source,frequency_hz,q25,median,q75,n_windows,demodulation_hz
IR,llm,0.0,4.098617504894997e-05,7.883169148638404e-05,0.00013416666299321793,150,500-2000
IR,llm,3.90625,9.539023617772007e-05,0.00016367076097724678,0.00023640894182894043,150,500-2000
IR,llm,7.8125,9.39496580420666e-05,0.0001785326828621134,0.000282025668304875,150,500-2000
IR,llm,11.71875,0.00012415717444516592,0.00018376852246352015,0.0002594818421441282,150,500-2000
IR,llm,15.625,0.00013199856233807702,0.00019746114052362904,0.0003371037376363753,150,500-2000
IR,llm,19.53125,0.00011516272496053932,0.00016387158541318392,0.00026659197683364245,150,500-2000
IR,llm,23.4375,0.00010414612040896908,0.00016849937334000988,0.00023883153754708286,150,500-2000
IR,llm,27.34375,9.733585899167894e-05,0.00016380770942832113,0.000272777466996215,150,500-2000
IR,llm,31.25,9.898230684241531e-05,0.0001728380130791311,0.00025981833139034907,150,500-2000
IR,llm,35.15625,9.629924149028853e-05,0.00016691580830600883,0.0002462162117086536,150,500-2000
IR,llm,39.0625,0.00010403170497756086,0.0001630920180229131,0.0002677091294940929,150,500-2000
IR,llm,42.96875,0.00011238803966804237,0.00017023730586296105,0.0002543078701394761,150,500-2000
IR,llm,46.875,0.00012005013244113391,0.00018277910929284246,0.0002661868567462128,150,500-2000
IR,llm,50.78125,0.00010493880727650422,0.00015332256934617937,0.0002539043141913766,150,500-2000
IR,llm,54.6875,0.00010815143783768999,0.00018505087799558555,0.000275917303166896,150,500-2000
IR,llm,58.59375,0.00012991684177559364,0.0002094785633384978,0.0003382688779303958,150,500-2000
IR,llm,62.5,0.00011833600350033903,0.0001878684703775493,0.0002929141492316041,150,500-2000
IR,llm,66.40625,9.861875316393128e-05,0.00017690011233115346,0.00024381464503416927,150,500-2000
IR,llm,70.3125,0.00011407365472945062,0.00019231157451267232,0.00029203891265480665,150,500-2000
IR,llm,74.21875,0.00012249158794739754,0.00018829968609088244,0.0003698213528782783,150,500-2000
IR,llm,78.125,0.00010847653104923434,0.00018354445097871683,0.00028603642939747714,150,500-2000
IR,llm,82.03125,0.00010047266584682499,0.00016369992939372572,0.0002380448520909423,150,500-2000
IR,llm,85.9375,0.00010265298262866194,0.00015379252318627933,0.00024294606093400392,150,500-2000
IR,llm,89.84375,0.00012204516562910674,0.00019729200600882414,0.00030988564333449975,150,500-2000
IR,llm,93.75,0.00010718439733730925,0.00016597340378117693,0.00028362184475613013,150,500-2000
IR,llm,97.65625,9.832230673582507e-05,0.00016038997324323577,0.0002607946761977567,150,500-2000
IR,llm,101.5625,9.703539952594085e-05,0.0001652253975315646,0.00025321021112945785,150,500-2000
IR,llm,105.46875,9.496907087050073e-05,0.0001560178752425953,0.00024826098948956807,150,500-2000
IR,llm,109.375,9.020693430327881e-05,0.0001591339296711433,0.00024871995269713044,150,500-2000
IR,llm,113.28125,9.716333807430202e-05,0.00014821622938417984,0.00024067040168870434,150,500-2000
IR,llm,117.1875,9.96818039134983e-05,0.00015798427753010438,0.0002148607193202274,150,500-2000
IR,llm,121.09375,9.053015307971851e-05,0.0001611508249220277,0.00022206051838200494,150,500-2000
IR,llm,125.0,9.208582800969637e-05,0.00014805532467734907,0.00024153135613214983,150,500-2000
IR,llm,128.90625,0.00010007381501586169,0.00015430505521270022,0.00023659237234819732,150,500-2000
IR,llm,132.8125,9.604216222434415e-05,0.00016269778546520541,0.0002878258017891472,150,500-2000
IR,llm,136.71875,8.662930714758017e-05,0.0001525124645044614,0.00026284928229928703,150,500-2000
IR,llm,140.625,9.780436890640849e-05,0.00014110191857925945,0.00022465781134929012,150,500-2000
IR,llm,144.53125,0.00010266382518710466,0.00018052374881974718,0.0002622415324335538,150,500-2000
IR,llm,148.4375,0.00010874477812819014,0.0001996900374340739,0.0002774273642693522,150,500-2000
IR,llm,152.34375,9.544857757544733e-05,0.00017091602208632343,0.00023698750825092678,150,500-2000
IR,llm,156.25,9.292007685186455e-05,0.00014195048879872367,0.00022204126661464008,150,500-2000
IR,llm,160.15625,9.103465226057195e-05,0.00015750721796532985,0.0002543251975329145,150,500-2000
IR,llm,164.0625,0.00011351964170457212,0.0001823304459966777,0.0002640077223679965,150,500-2000
IR,llm,167.96875,0.0001097821114945094,0.00015878571559469498,0.0002321778487502335,150,500-2000
IR,llm,171.875,9.44242168715401e-05,0.0001506494158250396,0.00023721682979790807,150,500-2000
IR,llm,175.78125,0.00010730973576990804,0.00014950399220602415,0.00023933864069299293,150,500-2000
IR,llm,179.6875,9.698808226370242e-05,0.00015334880031651858,0.0002295790076420083,150,500-2000
IR,llm,183.59375,8.766003478127032e-05,0.00013328801263709554,0.0002329719760623285,150,500-2000
IR,llm,187.5,9.992721329314726e-05,0.00016769553877130883,0.00022724732457231426,150,500-2000
IR,llm,191.40625,9.537863836567138e-05,0.00015498465763736356,0.00023142236065487238,150,500-2000
IR,llm,195.3125,9.400224758745069e-05,0.00013691083155484496,0.0002196878887864977,150,500-2000
IR,llm,199.21875,0.00010062858395511233,0.00014993631185309156,0.00022144225029966988,150,500-2000
IR,llm,203.125,0.00010293361166532428,0.00014811392183541492,0.00022321478506539847,150,500-2000
IR,llm,207.03125,9.971095906788074e-05,0.00015741969919391238,0.00022611474820581352,150,500-2000
IR,llm,210.9375,0.00011124111375922173,0.00015337545620835855,0.0002337088909032299,150,500-2000
IR,llm,214.84375,8.80741190492168e-05,0.00015983309745142707,0.00023739857061400127,150,500-2000
IR,llm,218.75,0.00011326964680119896,0.00017634660035264923,0.00028660264760903596,150,500-2000
IR,rule,0.0,3.4285354538727045e-05,8.488510773856077e-05,0.00014049559690041798,150,500-2000
IR,rule,3.90625,0.00010870139183697952,0.0001547577859704531,0.00022849829176220944,150,500-2000
IR,rule,7.8125,0.00011393719255446958,0.0001713629123072979,0.0002532749272589126,150,500-2000
IR,rule,11.71875,0.00011625722843076907,0.00018475584526226853,0.00026975516803243757,150,500-2000
IR,rule,15.625,0.00012067121861301709,0.0001817071090620972,0.00027290517121497914,150,500-2000
IR,rule,19.53125,0.00011702687772934953,0.00016776967337857535,0.0002515737296159812,150,500-2000
IR,rule,23.4375,0.00010499906197175196,0.00015666102057977535,0.0002336242429622294,150,500-2000
IR,rule,27.34375,8.346110399109824e-05,0.00014849604416822563,0.0002356651871419476,150,500-2000
IR,rule,31.25,0.000101134327708548,0.00018430525740521515,0.0002508225349160935,150,500-2000
IR,rule,35.15625,0.00011132385379501924,0.00017187662438136373,0.0002506622820829332,150,500-2000
IR,rule,39.0625,0.00011879228983380398,0.0001774628986133533,0.0002467586061740114,150,500-2000
IR,rule,42.96875,0.00010548712573317766,0.00018584356769901474,0.00024111987559781198,150,500-2000
IR,rule,46.875,0.0001074840227108352,0.0001628151638466671,0.00022593935020447645,150,500-2000
IR,rule,50.78125,9.688555600553407e-05,0.00016282959297668633,0.00022216209537987702,150,500-2000
IR,rule,54.6875,0.00010597031508566373,0.00017428333826514136,0.00023895264904943964,150,500-2000
IR,rule,58.59375,0.0001212123248182367,0.00018216580877776012,0.0002627951032835303,150,500-2000
IR,rule,62.5,0.00011689076332963908,0.0001749124439193261,0.0002520042022424268,150,500-2000
IR,rule,66.40625,0.00010089394602988434,0.00015077088652496273,0.00021578880201225578,150,500-2000
IR,rule,70.3125,0.00012154836379209467,0.0001809565199474183,0.00025780269483978896,150,500-2000
IR,rule,74.21875,0.00013920555278540425,0.00023423778782079746,0.0003039063682717636,150,500-2000
IR,rule,78.125,0.0001329561621112651,0.00019608638782355966,0.00024888019428943246,150,500-2000
IR,rule,82.03125,0.00011483578255070916,0.000166674643204493,0.00024435459395849606,150,500-2000
IR,rule,85.9375,0.00010529803610334395,0.0001859046257788012,0.0002497681762754707,150,500-2000
IR,rule,89.84375,0.0001136377594774842,0.00018122850117406543,0.0002489279705774142,150,500-2000
IR,rule,93.75,0.0001188487088522768,0.00017048406382363777,0.00022426340793451512,150,500-2000
IR,rule,97.65625,9.858451219293439e-05,0.00016324281979217598,0.00023383650318896685,150,500-2000
IR,rule,101.5625,0.00010667308639727603,0.00016073391470142605,0.00022702521842339458,150,500-2000
IR,rule,105.46875,0.00011361849269508027,0.00018072620549411362,0.0002473596822736545,150,500-2000
IR,rule,109.375,9.88307155027524e-05,0.00017536281446885665,0.0002486786810812184,150,500-2000
IR,rule,113.28125,0.00010669051927443204,0.00016607868027015036,0.0002245332544359179,150,500-2000
IR,rule,117.1875,0.00011174198578763154,0.00015475428585591666,0.00023317837462457703,150,500-2000
IR,rule,121.09375,9.47218223249836e-05,0.00015034479669522814,0.00023657514127830334,150,500-2000
IR,rule,125.0,9.732287072649237e-05,0.0001680432891667694,0.00023068850281147849,150,500-2000
IR,rule,128.90625,0.00012122532955843526,0.00017338312093843704,0.0002542764254179978,150,500-2000
IR,rule,132.8125,0.00011276624251729871,0.0001853244325997727,0.00025037984675710737,150,500-2000
IR,rule,136.71875,0.00010869572546443241,0.00018094512182314257,0.00025163104924678123,150,500-2000
IR,rule,140.625,0.00012700127207363777,0.0001827221278315661,0.0002617648802455525,150,500-2000
IR,rule,144.53125,9.248830239429602e-05,0.00018931225618513828,0.00027160666572364887,150,500-2000
IR,rule,148.4375,0.00013236759586179468,0.00020478480512931232,0.00029793766761144715,150,500-2000
IR,rule,152.34375,0.00010912418791589473,0.00015909081216869143,0.00023230995748014323,150,500-2000
IR,rule,156.25,9.731771686512862e-05,0.0001587428451565088,0.0002209036568466455,150,500-2000
IR,rule,160.15625,0.00010254354701025751,0.00015399798170190684,0.00023755807210872596,150,500-2000
IR,rule,164.0625,0.00010391976443245014,0.00016813355999754112,0.00023936513722496689,150,500-2000
IR,rule,167.96875,0.00010844816488707887,0.00016628864440289655,0.00024246076267717183,150,500-2000
IR,rule,171.875,0.00010869852121075868,0.00016360362030716974,0.0002263298631558974,150,500-2000
IR,rule,175.78125,8.670695799931557e-05,0.00014195259835145352,0.00020461854009065663,150,500-2000
IR,rule,179.6875,8.729211511602013e-05,0.00014195223228444131,0.00021436598819920026,150,500-2000
IR,rule,183.59375,9.819518753044817e-05,0.00015222127204217364,0.0002191127526018684,150,500-2000
IR,rule,187.5,9.717889615842236e-05,0.00015080753006168794,0.00021598628728741688,150,500-2000
IR,rule,191.40625,9.903444611574801e-05,0.00015699967767858442,0.0002279499794828375,150,500-2000
IR,rule,195.3125,9.220495519177867e-05,0.00016183733245164278,0.00023436932373211322,150,500-2000
IR,rule,199.21875,9.84074532184296e-05,0.00016080468794856879,0.0002249602652379339,150,500-2000
IR,rule,203.125,0.00011008775389874074,0.00015952372293682549,0.00022710914625709885,150,500-2000
IR,rule,207.03125,0.00010209351770364073,0.00016730373989708703,0.00023905634906878372,150,500-2000
IR,rule,210.9375,9.88044729820698e-05,0.00014508184654708588,0.00022243475025861988,150,500-2000
IR,rule,214.84375,9.891890547431746e-05,0.00015039530221892296,0.00021022992117741067,150,500-2000
IR,rule,218.75,0.00011166336885010727,0.00018471087593967104,0.00026377106000928855,150,500-2000
IR,random_open_loop,0.0,3.9688777790169155e-05,0.00014403720764012871,0.00030847141372700003,150,500-2000
IR,random_open_loop,3.90625,0.00010823461938477377,0.00024527099440051653,0.0006276640397466879,150,500-2000
IR,random_open_loop,7.8125,9.857744201985061e-05,0.0002528161085687034,0.0005773905429054113,150,500-2000
IR,random_open_loop,11.71875,0.00012296246446429066,0.0004214988640244091,0.0009677673783158824,150,500-2000
IR,random_open_loop,15.625,0.00018049750640875746,0.000478188065807278,0.0013067497481921014,150,500-2000
IR,random_open_loop,19.53125,0.00012083901714651939,0.00032893751582315536,0.0008092275504165524,150,500-2000
IR,random_open_loop,23.4375,9.539510217287841e-05,0.00023934132782286817,0.000611030250199558,150,500-2000
IR,random_open_loop,27.34375,0.00010278362015430917,0.00024994798343212765,0.0006642114396290241,150,500-2000
IR,random_open_loop,31.25,0.00012092386943046472,0.0002999223092766517,0.000736486450493559,150,500-2000
IR,random_open_loop,35.15625,9.565286200653452e-05,0.00023112843891560868,0.0006185245907428072,150,500-2000
IR,random_open_loop,39.0625,9.244597264031943e-05,0.00025999876551336114,0.0006125316278893103,150,500-2000
IR,random_open_loop,42.96875,0.00012478694863408632,0.00029640351484139775,0.0006339383272040379,150,500-2000
IR,random_open_loop,46.875,0.00011606053450761457,0.00026905373807506027,0.0006069938075128472,150,500-2000
IR,random_open_loop,50.78125,9.009732172798131e-05,0.00022542122606743293,0.0006188692115746484,150,500-2000
IR,random_open_loop,54.6875,0.00012911656372021848,0.0003746141871925629,0.0008739675087200932,150,500-2000
IR,random_open_loop,58.59375,0.00017110972059103646,0.0004760111405470966,0.0012248205462580663,150,500-2000
IR,random_open_loop,62.5,0.00013643946666016627,0.00038718907754139986,0.0007320931900927732,150,500-2000
IR,random_open_loop,66.40625,0.00011188177714293777,0.0002597323278368688,0.0007027554471148877,150,500-2000
IR,random_open_loop,70.3125,0.00014862276812553968,0.0005803554272508334,0.0013720114320734532,150,500-2000
IR,random_open_loop,74.21875,0.0002493280750171916,0.0009263384960125374,0.0020789826613501583,150,500-2000
IR,random_open_loop,78.125,0.0001635645475642619,0.0004912352402596775,0.0011990351197343405,150,500-2000
IR,random_open_loop,82.03125,9.231106158475286e-05,0.00027101900914253363,0.0007310918082674026,150,500-2000
IR,random_open_loop,85.9375,0.00011905615930411065,0.0003934942250091927,0.0009672589643217214,150,500-2000
IR,random_open_loop,89.84375,0.00015264726484004232,0.00045464877501400836,0.0011254556741748629,150,500-2000
IR,random_open_loop,93.75,0.00010617951452850735,0.0002641792553785637,0.0007021507376253318,150,500-2000
IR,random_open_loop,97.65625,0.00010676492200838827,0.0002507042474393309,0.0006773184521340365,150,500-2000
IR,random_open_loop,101.5625,0.00011005609844851185,0.0002508667055271418,0.0006086400267021599,150,500-2000
IR,random_open_loop,105.46875,0.00010927896627752694,0.0002314614485311485,0.0005756672836469674,150,500-2000
IR,random_open_loop,109.375,0.00011135504197428992,0.0002204142375773559,0.0005674698163948624,150,500-2000
IR,random_open_loop,113.28125,9.455253089835035e-05,0.00022107418297263756,0.0005732650190881522,150,500-2000
IR,random_open_loop,117.1875,0.00011286356236606059,0.0002795153778771009,0.0005563173794679331,150,500-2000
IR,random_open_loop,121.09375,0.00011771363333627408,0.00023371784549904443,0.0005522140644151635,150,500-2000
IR,random_open_loop,125.0,9.607609961873028e-05,0.0002286307995338694,0.0005927039818614913,150,500-2000
IR,random_open_loop,128.90625,0.00011844066603535587,0.0003025438724671517,0.0008474551746788881,150,500-2000
IR,random_open_loop,132.8125,0.00016258709529439112,0.0004429258210886514,0.001083544570814611,150,500-2000
IR,random_open_loop,136.71875,0.00010958842196851912,0.00028946829831388756,0.000721163450501959,150,500-2000
IR,random_open_loop,140.625,9.127332514752664e-05,0.00025464669427781295,0.0006363582816015759,150,500-2000
IR,random_open_loop,144.53125,0.00016133087108816737,0.00048340824984534407,0.001244061882654869,150,500-2000
IR,random_open_loop,148.4375,0.00019344641700289088,0.0006010658702045671,0.0014357232404350962,150,500-2000
IR,random_open_loop,152.34375,0.00013544106086302245,0.00041455392449605156,0.0009316857343935733,150,500-2000
IR,random_open_loop,156.25,9.210644608751258e-05,0.00027978076174770764,0.0006960107914781412,150,500-2000
IR,random_open_loop,160.15625,0.00011870587996932116,0.0003676103375017314,0.0008346103563281577,150,500-2000
IR,random_open_loop,164.0625,0.00014185261215175166,0.0003783396507819135,0.0008682234969196496,150,500-2000
IR,random_open_loop,167.96875,8.668860482068936e-05,0.00021323090948033617,0.0007003197477818601,150,500-2000
IR,random_open_loop,171.875,8.63490330483495e-05,0.00020502978542714288,0.0005642595534414586,150,500-2000
IR,random_open_loop,175.78125,8.966452662359472e-05,0.00023340192858173635,0.0005428115454907626,150,500-2000
IR,random_open_loop,179.6875,9.290475768484346e-05,0.0002352119002280701,0.0006201562656849825,150,500-2000
IR,random_open_loop,183.59375,9.143962964377657e-05,0.0002141386465301024,0.0005203873723722614,150,500-2000
IR,random_open_loop,187.5,8.153720209525118e-05,0.00022091779570130581,0.0005083193522758735,150,500-2000
IR,random_open_loop,191.40625,8.053882702288142e-05,0.0001937802614494726,0.0005802637454159932,150,500-2000
IR,random_open_loop,195.3125,9.072669407690131e-05,0.00020941830502707888,0.0004892232244725815,150,500-2000
IR,random_open_loop,199.21875,8.496472240873924e-05,0.00020531341005060273,0.0006284614780460207,150,500-2000
IR,random_open_loop,203.125,9.677283990613818e-05,0.0002681436062460376,0.000725135191626398,150,500-2000
IR,random_open_loop,207.03125,0.00012291575440370162,0.00034619351807372683,0.0008624603306141619,150,500-2000
IR,random_open_loop,210.9375,0.00010178606007354285,0.0002899677537151489,0.0006198128409850406,150,500-2000
IR,random_open_loop,214.84375,9.482360352276635e-05,0.00022105189353616552,0.0007611535314987897,150,500-2000
IR,random_open_loop,218.75,0.0001545708268418581,0.0003883205360229005,0.0011278595802942184,150,500-2000
