class,source,frequency_hz,q25,median,q75,n_windows,demodulation_hz
OR,real,210.9375,0.00014409543118505062,0.0003795155109792593,0.0009494860452900092,1202,500-2000
OR,real,214.84375,7.376378673662034e-05,0.0002750468932171508,0.0018017017172449027,1202,500-2000
OR,real,218.75,6.31537024543286e-05,0.00022054893076015264,0.0008995705690733085,1202,500-2000
OR,llm,0.0,5.54710164659937e-05,0.00013135853060213882,0.0004772925447096708,150,500-2000
OR,llm,3.90625,0.0001025056000000564,0.0002108794450965531,0.0009389781730061511,150,500-2000
OR,llm,7.8125,0.00011698988660188405,0.00019513993147194676,0.0009828870723942588,150,500-2000
OR,llm,11.71875,0.00012312651490882365,0.00025209474627613053,0.0011237901146626517,150,500-2000
OR,llm,15.625,0.0001450724990053858,0.0002865954951661758,0.001265308138389544,150,500-2000
OR,llm,19.53125,0.00011670409239526855,0.000257531333381182,0.0013425685384798286,150,500-2000
OR,llm,23.4375,9.671153746040233e-05,0.00020852844405564504,0.0011198374159282066,150,500-2000
OR,llm,27.34375,0.00012475206343902546,0.00025773754370281125,0.0013170816970191315,150,500-2000
OR,llm,31.25,0.0001254950398698156,0.00029756514487431053,0.001178554711374435,150,500-2000
OR,llm,35.15625,0.00012516253621061454,0.00022705857154724528,0.000980656050068822,150,500-2000
OR,llm,39.0625,0.0001401945568818626,0.00023091087503216809,0.0012348095476154468,150,500-2000
OR,llm,42.96875,0.000681784053131755,0.0011820518480094634,0.006378940759638582,150,500-2000
OR,llm,46.875,0.0010052132068188624,0.0018224599630060827,0.009366680856265516,150,500-2000
OR,llm,50.78125,0.0003823398147696136,0.0007232754483935747,0.002980191124416959,150,500-2000
OR,llm,54.6875,0.0001332438407362336,0.00023440013836314113,0.0009866943291375267,150,500-2000
OR,llm,58.59375,0.00012203271681437932,0.00026857010240921965,0.0010463432734146556,150,500-2000
OR,llm,62.5,0.0001402702897200867,0.0002760487869470004,0.0012041503201105127,150,500-2000
OR,llm,66.40625,0.00012685036000075693,0.0002352234777157359,0.00128347457644138,150,500-2000
OR,llm,70.3125,0.00010427679336672579,0.00022994800893782688,0.000980512933606905,150,500-2000
OR,llm,74.21875,0.00012098004598266036,0.0002567481724111392,0.0012143053718988639,150,500-2000
OR,llm,78.125,0.00012167246902884647,0.0002809786266704498,0.0010350842993089898,150,500-2000
OR,llm,82.03125,0.00013262525620263467,0.00023782204194111898,0.00099999139866567,150,500-2000
OR,llm,85.9375,0.00018957973515765185,0.00033142768842653835,0.0014145070779956832,150,500-2000
OR,llm,89.84375,0.0007648631630420624,0.0012734446325429322,0.006769550633591671,150,500-2000
OR,llm,93.75,0.0008242920385888588,0.0014946423270113486,0.007986421276587006,150,500-2000
OR,llm,97.65625,0.0002238621573120701,0.0004575543589682361,0.0020178581933472826,150,500-2000
OR,llm,101.5625,0.00013176333962281324,0.00025299619452206015,0.0010125721071682862,150,500-2000
OR,llm,105.46875,0.00012781566631061853,0.00024563085915423825,0.0010246673878085504,150,500-2000
OR,llm,109.375,0.00012919154046713653,0.00025644459726772463,0.001216145225674022,150,500-2000
OR,llm,113.28125,0.00011186139977137923,0.0002088123593503378,0.0010698602766288038,150,500-2000
OR,llm,117.1875,0.00010548862141884983,0.00021119425190652038,0.0009126399897641082,150,500-2000
OR,llm,121.09375,0.00011189470039641306,0.0002688719565451381,0.001155336488004424,150,500-2000
OR,llm,125.0,0.0001317123017986867,0.00025312520886109453,0.0009548883666883467,150,500-2000
