method,class,channel,band,real_frac,method_frac,delta
noise_aug,severe,vib_spindle,40-70,0.178395,0.238635,0.060241
noise_aug,severe,vib_spindle,70-100,0.134462,0.113403,-0.021059
noise_aug,severe,vib_spindle,100-125,0.071450,0.078046,0.006596
noise_aug,severe,AE_table,0-8,0.124164,0.138304,0.014140
noise_aug,severe,AE_table,8-20,0.171550,0.115238,-0.056311
noise_aug,severe,AE_table,20-40,0.145076,0.228185,0.083109
noise_aug,severe,AE_table,40-70,0.101338,0.112401,0.011063
noise_aug,severe,AE_table,70-100,0.426352,0.371108,-0.055244
noise_aug,severe,AE_table,100-125,0.031521,0.034763,0.003243
noise_aug,severe,AE_spindle,0-8,0.234738,0.287078,0.052339
noise_aug,severe,AE_spindle,8-20,0.150976,0.127047,-0.023930
noise_aug,severe,AE_spindle,20-40,0.150509,0.170244,0.019735
noise_aug,severe,AE_spindle,40-70,0.099786,0.098998,-0.000788
noise_aug,severe,AE_spindle,70-100,0.334079,0.280453,-0.053626
noise_aug,severe,AE_spindle,100-125,0.029911,0.036180,0.006269
