pool,class,n,mmd2,nn_div,nn_div_real
breeze_v2_full,healthy,192,0.1506834166680806,0.34675059892204757,0.8910099498812614
breeze_v2_full,OR,304,0.07133383388436476,0.42116132159910863,0.41224848199182956
breeze_v2_full,IR,261,0.1253681222380434,0.7122926351360697,0.859753275583386
